study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_flag,carbon_measured_or_modeled,carbonates_removed,fraction_carbon_method,fraction_carbon_type,method_id
Doughty_et_al_2016,other shallow corer,roots and rhizomes separated,sediment not sieved,compaction quantified,105,336,air dried to constant mass,measured,FALSE,EA,total carbon,single set of methods
