"study_id","bibliography_id","publication_type","bibtype","title","author","url","note"
"NRCS","NRCS_data","primary dataset","Misc","National Cooperative Soil Survey Soil Characterization Database","National Cooperative Soil Survey","http://ncsslabdatamart.sc.egov.usda.gov/","Accessed Wednesday, January 8, 2025"
