study_id,site_id,plot_id,plot_area,longitude,latitude,year,month,day,harvest_or_allometry,genus,species,alive_or_dead,above_or_belowground,allometric_eq_present,plant_measurements_present
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,1256.6,-79.73917,NA,2014,5,21,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,sitio_1,1000,-77.23978917,5.741345761,2014,8,3,allometry,Rhizophora,mangle,alive,aboveground,no,yes
