study_id,site_id,plot_id,plant_id,year,month,day,genus,species,alive_or_dead,above_or_belowground,diameter,diameter_method,diameter_unit
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,Columbia_Fundacion_West_5_604m_tree_5,2005,6,15,Avicennia,germinans,alive,aboveground,53.9,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,Columbia_Fundacion_West_5_604m_tree_6,2005,6,15,Avicennia,germinans,alive,aboveground,60,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,Columbia_Fundacion_West_5_604m_tree_7,2005,6,15,Avicennia,germinans,alive,aboveground,12.5,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,Columbia_Fundacion_West_5_604m_tree_8,2005,6,15,Avicennia,germinans,alive,aboveground,63.8,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,Columbia_Salamanca_1_30m_tree_1,2005,6,16,Avicennia,germinans,alive,aboveground,22.8,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,Columbia_Salamanca_1_30m_tree_2,2005,6,16,Avicennia,germinans,alive,aboveground,16.4,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,Columbia_Salamanca_1_30m_tree_3,2005,6,16,Avicennia,germinans,alive,aboveground,27.85,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,Columbia_Salamanca_1_30m_tree_4,2005,6,16,Avicennia,germinans,alive,aboveground,18.65,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,Columbia_Salamanca_1_30m_tree_5,2005,6,16,Avicennia,germinans,alive,aboveground,19.15,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,Columbia_Salamanca_1_30m_tree_6,2005,6,16,Avicennia,germinans,alive,aboveground,25,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_1,2005,6,16,Avicennia,germinans,alive,aboveground,11.4,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_2,2005,6,16,Avicennia,germinans,alive,aboveground,20.85,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_3,2005,6,16,Avicennia,germinans,alive,aboveground,12.8,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_4,2005,6,16,Avicennia,germinans,alive,aboveground,18.55,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_5,2005,6,16,Avicennia,germinans,alive,aboveground,35,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_6,2005,6,16,Avicennia,germinans,alive,aboveground,13.3,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_7,2005,6,16,Avicennia,germinans,alive,aboveground,26.65,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_8,2005,6,16,Avicennia,germinans,alive,aboveground,24.15,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_9,2005,6,16,Avicennia,germinans,alive,aboveground,25.3,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,Columbia_Salamanca_2_130m_tree_10,2005,6,16,Avicennia,germinans,alive,aboveground,25.3,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_1,2005,6,16,Rhizophora,mangle,alive,aboveground,10.15,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_2,2005,6,16,Rhizophora,mangle,alive,aboveground,15.45,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_3,2005,6,16,Rhizophora,mangle,alive,aboveground,11.75,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_4,2005,6,16,Rhizophora,mangle,alive,aboveground,17,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_5,2005,6,16,Laguncularia,racemosa,alive,aboveground,10.4,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_6,2005,6,16,Rhizophora,mangle,alive,aboveground,14.95,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_7,2005,6,16,Laguncularia,racemosa,alive,aboveground,14.2,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_8,2005,6,16,Laguncularia,racemosa,alive,aboveground,11.9,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_9,2005,6,16,Rhizophora,mangle,alive,aboveground,11.5,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_10,2005,6,16,Laguncularia,racemosa,alive,aboveground,5.4,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_11,2005,6,16,Laguncularia,racemosa,alive,aboveground,11,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_12,2005,6,16,Rhizophora,mangle,alive,aboveground,12.05,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_13,2005,6,16,Laguncularia,racemosa,alive,aboveground,15.3,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_14,2005,6,16,Laguncularia,racemosa,alive,aboveground,20.5,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,Columbia_Salamanca_3_230m_tree_15,2005,6,16,Avicennia,germinans,alive,aboveground,12.4,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_1,2005,6,16,Rhizophora,mangle,alive,aboveground,12.95,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_2,2005,6,16,Rhizophora,mangle,alive,aboveground,18.6,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_3,2005,6,16,Rhizophora,mangle,alive,aboveground,9.7,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_4,2005,6,16,Avicennia,germinans,alive,aboveground,23.95,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_5,2005,6,16,Laguncularia,racemosa,alive,aboveground,15.35,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_6,2005,6,16,Rhizophora,mangle,alive,aboveground,16.4,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_7,2005,6,16,Rhizophora,mangle,alive,aboveground,15.4,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_8,2005,6,16,Rhizophora,mangle,alive,aboveground,9.45,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_9,2005,6,16,Rhizophora,mangle,alive,aboveground,13.35,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_10,2005,6,16,Rhizophora,mangle,alive,aboveground,11.85,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_11,2005,6,16,Rhizophora,mangle,alive,aboveground,8.85,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_12,2005,6,16,Rhizophora,mangle,alive,aboveground,13.35,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,Columbia_Salamanca_4_330m_tree_13,2005,6,16,Rhizophora,mangle,alive,aboveground,11.01,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Sevilla,Columbia_Sevilla_tree_1,2005,6,13,Avicennia,germinans,alive,aboveground,22.1,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Sevilla,Columbia_Sevilla_tree_2,2005,6,13,Laguncularia,racemosa,alive,aboveground,46.5,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Sevilla,Columbia_Sevilla_tree_3,2005,6,13,Laguncularia,racemosa,alive,aboveground,14.5,breast height,cm
Simard_et_al_2019,south_america_Columbia,Columbia_Sevilla,Columbia_Sevilla_tree_4,2005,6,13,Rhizophora,mangle,alive,aboveground,38.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_2,2013,5,8,Rhizophora,mangle,alive,aboveground,14.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_3,2013,5,8,Rhizophora,mangle,alive,aboveground,4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_4,2013,5,8,Rhizophora,mangle,alive,aboveground,31.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_5,2013,5,8,Rhizophora,mangle,alive,aboveground,10.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_6,2013,5,8,Rhizophora,mangle,alive,aboveground,29.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_7,2013,5,8,Rhizophora,mangle,alive,aboveground,4.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_8,2013,5,8,Rhizophora,mangle,alive,aboveground,9.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_9,2013,5,8,Rhizophora,mangle,alive,aboveground,3.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_10,2013,5,8,Rhizophora,mangle,alive,aboveground,27.4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_11,2013,5,8,Rhizophora,mangle,alive,aboveground,12.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_12,2013,5,8,Rhizophora,mangle,alive,aboveground,37.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_13,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,5.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_14,2013,5,8,Rhizophora,mangle,alive,aboveground,22.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_15,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,4.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_16,2013,5,8,Rhizophora,mangle,alive,aboveground,2.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_17,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,5.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_18,2013,5,8,Rhizophora,mangle,alive,aboveground,4.4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_19,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,5.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_20,2013,5,8,Rhizophora,mangle,alive,aboveground,3.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_21,2013,5,8,Rhizophora,mangle,alive,aboveground,2.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_23,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_24,2013,5,8,Rhizophora,mangle,alive,aboveground,12.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_25,2013,5,8,Rhizophora,mangle,alive,aboveground,27.4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_26,2013,5,8,Rhizophora,mangle,alive,aboveground,19.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_27,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,4.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_28,2013,5,8,Rhizophora,mangle,alive,aboveground,18.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_29,2013,5,8,Rhizophora,mangle,alive,aboveground,2.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_30,2013,5,8,Rhizophora,mangle,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_31,2013,5,8,Rhizophora,mangle,alive,aboveground,30.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_32,2013,5,8,Rhizophora,mangle,alive,aboveground,6.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_33,2013,5,8,Rhizophora,mangle,alive,aboveground,26.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_34,2013,5,8,Rhizophora,mangle,alive,aboveground,3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_35,2013,5,8,Rhizophora,mangle,alive,aboveground,5.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_36,2013,5,8,Rhizophora,mangle,alive,aboveground,15.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_37,2013,5,8,Rhizophora,mangle,alive,aboveground,2.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_38,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,6.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_39,2013,5,8,Rhizophora,mangle,alive,aboveground,5.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_40,2013,5,8,Rhizophora,mangle,alive,aboveground,6.4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_41,2013,5,8,Rhizophora,mangle,alive,aboveground,5.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_42,2013,5,8,Rhizophora,mangle,alive,aboveground,6.4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_43,2013,5,8,Rhizophora,mangle,alive,aboveground,3.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_44,2013,5,8,Rhizophora,mangle,alive,aboveground,3.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_45,2013,5,8,Rhizophora,mangle,alive,aboveground,4.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_46,2013,5,8,Rhizophora,mangle,alive,aboveground,4.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_47,2013,5,8,Rhizophora,mangle,alive,aboveground,4.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_48,2013,5,8,Rhizophora,mangle,alive,aboveground,4.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_49,2013,5,8,Rhizophora,mangle,alive,aboveground,34.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_51,2013,5,8,Rhizophora,mangle,alive,aboveground,8.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_52,2013,5,8,Rhizophora,mangle,alive,aboveground,7.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_53,2013,5,8,Rhizophora,mangle,alive,aboveground,4.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_54,2013,5,8,Rhizophora,mangle,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_55,2013,5,8,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_56,2013,5,8,Rhizophora,mangle,alive,aboveground,3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_57,2013,5,8,Rhizophora,mangle,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_58,2013,5,8,Rhizophora,mangle,alive,aboveground,4.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_59,2013,5,8,Rhizophora,mangle,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_60,2013,5,8,Rhizophora,mangle,alive,aboveground,2.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_61,2013,5,8,Rhizophora,mangle,alive,aboveground,17.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_62,2013,5,8,Rhizophora,mangle,alive,aboveground,4.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_63,2013,5,8,Rhizophora,mangle,alive,aboveground,4.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_64,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,5.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_65,2013,5,8,Rhizophora,mangle,alive,aboveground,3.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_66,2013,5,8,Rhizophora,mangle,alive,aboveground,20.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_67,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_68,2013,5,8,Rhizophora,mangle,alive,aboveground,4.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_69,2013,5,8,Rhizophora,mangle,alive,aboveground,23.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_70,2013,5,8,Rhizophora,mangle,alive,aboveground,31,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_71,2013,5,8,Rhizophora,mangle,alive,aboveground,24.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_72,2013,5,8,Rhizophora,mangle,alive,aboveground,31.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_73,2013,5,8,Rhizophora,mangle,alive,aboveground,17.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_74,2013,5,8,Rhizophora,mangle,alive,aboveground,3.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_75,2013,5,8,Rhizophora,mangle,alive,aboveground,4.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_76,2013,5,8,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_77,2013,5,8,Rhizophora,mangle,alive,aboveground,4.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_78,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,4.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_79,2013,5,8,Rhizophora,mangle,alive,aboveground,2.55,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_80,2013,5,8,Rhizophora,mangle,alive,aboveground,2.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_81,2013,5,8,Rhizophora,mangle,alive,aboveground,2.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_82,2013,5,8,Rhizophora,mangle,alive,aboveground,2.55,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_83,2013,5,8,Rhizophora,mangle,alive,aboveground,2.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_84,2013,5,8,Rhizophora,mangle,alive,aboveground,3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_85,2013,5,8,Rhizophora,mangle,alive,aboveground,2.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_86,2013,5,8,Rhizophora,mangle,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_87,2013,5,8,Rhizophora,mangle,alive,aboveground,3.15,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_88,2013,5,8,Rhizophora,mangle,alive,aboveground,2.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_89,2013,5,8,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_90,2013,5,8,Rhizophora,mangle,alive,aboveground,4.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_91,2013,5,8,Rhizophora,mangle,alive,aboveground,6.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_92,2013,5,8,Rhizophora,mangle,alive,aboveground,2.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_1A,2013,5,8,Rhizophora,mangle,alive,aboveground,46.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_1B,2013,5,8,Rhizophora,mangle,alive,aboveground,41.4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_22A,2013,5,8,Rhizophora,mangle,alive,aboveground,37.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P1,P1_tree_22B,2013,5,8,Rhizophora,mangle,alive,aboveground,10.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_1,2013,5,8,Rhizophora,mangle,alive,aboveground,2.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_2,2013,5,8,Rhizophora,mangle,alive,aboveground,3.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_3,2013,5,8,Rhizophora,mangle,alive,aboveground,2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_4,2013,5,8,Rhizophora,mangle,alive,aboveground,33.4,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_5,2013,5,8,Rhizophora,mangle,alive,aboveground,3.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_6,2013,5,8,Rhizophora,mangle,alive,aboveground,15.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_7,2013,5,8,Rhizophora,mangle,alive,aboveground,3.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_9,2013,5,8,Rhizophora,mangle,alive,aboveground,13,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_10,2013,5,8,Rhizophora,mangle,alive,aboveground,5.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_11,2013,5,8,Rhizophora,mangle,alive,aboveground,18,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_12,2013,5,8,Rhizophora,mangle,alive,aboveground,27.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_13,2013,5,8,Rhizophora,mangle,alive,aboveground,18.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_14,2013,5,8,Rhizophora,mangle,alive,aboveground,26.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_15,2013,5,8,Rhizophora,mangle,alive,aboveground,32.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_16,2013,5,8,Rhizophora,mangle,alive,aboveground,15,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_17,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,3.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_18,2013,5,8,Pelliciera,rhizophorae,alive,aboveground,4.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_19,2013,5,8,Rhizophora,mangle,dead,aboveground,18.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_51,2013,5,8,Rhizophora,mangle,alive,aboveground,9.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_52,2013,5,8,Rhizophora,mangle,alive,aboveground,2.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_53,2013,5,8,Rhizophora,mangle,alive,aboveground,5.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_54,2013,5,8,Rhizophora,mangle,alive,aboveground,2.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_55,2013,5,8,Rhizophora,mangle,alive,aboveground,6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_56,2013,5,8,Rhizophora,mangle,alive,aboveground,3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_57,2013,5,8,Rhizophora,mangle,alive,aboveground,38.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_58,2013,5,8,Rhizophora,mangle,alive,aboveground,4.8,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_59,2013,5,8,Rhizophora,mangle,alive,aboveground,28.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_60,2013,5,8,Rhizophora,mangle,alive,aboveground,23.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_61,2013,5,8,Rhizophora,mangle,alive,aboveground,28.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_62,2013,5,8,Rhizophora,mangle,alive,aboveground,9.3,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_63,2013,5,8,Rhizophora,mangle,alive,aboveground,4.2,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_64,2013,5,8,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_65,2013,5,8,Rhizophora,mangle,alive,aboveground,5.7,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_66,2013,5,8,Rhizophora,mangle,alive,aboveground,10.1,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_67,2013,5,8,Rhizophora,mangle,alive,aboveground,37.9,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_68,2013,5,8,Rhizophora,mangle,alive,aboveground,9.6,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_69,2013,5,8,Rhizophora,mangle,alive,aboveground,15.5,breast height,cm
Simard_et_al_2019,central_america_CostaRica,P2,P2_tree_70,2013,5,8,Rhizophora,mangle,alive,aboveground,38.5,breast height,cm
