study_id,site_id,plot_id,plant_id,year,month,day,genus,species,alive_or_dead,above_or_belowground,n_plants,height,height_se,diameter,diameter_se,diameter_method
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_16,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_17,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_18,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_19,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_20,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_21,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_22,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_23,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_24,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_25,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_26,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_27,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_28,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_29,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_30,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_31,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_32,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_33,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE1,SanBernardoE1_tree_34,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,1,22.98,6.224632334589695,33.05,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,1,8.63,6.224632334589695,6.3,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,1,26.54,6.224632334589695,25.5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE10,SanBernardoE10_tree_14,2004,8,20,Rhizophora,mangle,alive,aboveground,1,6.66,6.224632334589695,5.9,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,1,17.72,6.224632334589695,24.6,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.86,6.224632334589695,9.5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,1,13.5,6.224632334589695,18,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,1,18.37,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,1,18.37,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_16,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_17,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_18,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE11,SanBernardoE11_tree_19,2004,8,20,Rhizophora,mangle,alive,aboveground,1,10.39,6.224632334589695,5.6,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,1,5,6.224632334589695,3.4,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.7,6.224632334589695,28,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.5,6.224632334589695,4.9,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,1,7.31,6.224632334589695,7.6,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,1,18.37,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_16,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_17,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_18,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_19,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_20,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_21,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_22,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_23,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_24,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_25,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_26,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_27,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_28,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_29,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_30,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_31,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE12,SanBernardoE12_tree_32,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,1,18.23,6.224632334589695,37.5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,1,17.01,6.224632334589695,42.75,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_3,2004,8,20,Rhizophora,mangle,alive,aboveground,1,17.18,6.224632334589695,29.2,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,1,17.44,6.224632334589695,19.01,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_5,2004,8,20,Rhizophora,mangle,alive,aboveground,1,21.358,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_6,2004,8,20,Rhizophora,mangle,alive,aboveground,1,21.358,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_7,2004,8,20,Rhizophora,mangle,alive,aboveground,1,21.358,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_8,2004,8,20,Rhizophora,mangle,alive,aboveground,1,21.358,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_9,2004,8,20,Rhizophora,mangle,alive,aboveground,1,21.358,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_10,2004,8,20,Rhizophora,mangle,alive,aboveground,1,13.139,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_11,2004,8,20,Rhizophora,mangle,alive,aboveground,1,13.139,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_12,2004,8,20,Rhizophora,mangle,alive,aboveground,1,13.139,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_13,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_14,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE2,SanBernardoE2_tree_15,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,1,23.59,6.224632334589695,19.9,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,1,24.87,6.224632334589695,23.1,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_3,2004,8,20,Rhizophora,mangle,alive,aboveground,1,16.5,6.224632334589695,13.05,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_5,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_6,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_7,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_8,2004,8,20,Rhizophora,mangle,alive,aboveground,1,7.1845,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,1,19.5,6.224632334589695,25,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,1,14.68,6.224632334589695,12.35,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,1,11.035,6.224632334589695,10,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_16,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_17,2004,8,20,Rhizophora,mangle,alive,aboveground,1,18.9,6.224632334589695,11.65,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_18,2004,8,20,Rhizophora,mangle,alive,aboveground,1,31.2,6.224632334589695,26.25,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_19,2004,8,20,Rhizophora,mangle,alive,aboveground,1,32.79,6.224632334589695,31.8,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,1,29.3,6.224632334589695,19.6,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,1,27.5,6.224632334589695,29.05,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,1,22.45,6.224632334589695,21,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,1,29.86,6.224632334589695,25.05,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,1,18.37,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,1,18.37,6.224632334589695,20,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,1,5.98,6.224632334589695,5,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,1,27.75,6.224632334589695,26.6,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,1,26.58,6.224632334589695,35.6,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_3,2004,8,20,Rhizophora,mangle,alive,aboveground,1,12.45,6.224632334589695,10.05,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,1,16.17,6.224632334589695,19.2,7.973522554451642,breast height
Simard_et_al_2019,central_america_Honduras,SanBernardoE7,SanBernardoE7_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,1,18.01,6.224632334589695,9.15,7.973522554451642,breast height
