table,study_id,site_id,core_id
cores,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1122
cores,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1123
cores,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1124
cores,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1125
cores,C._Sanders_Unpublished,"Coffs Harbour, NSW",M1126
cores,C._Sanders_Submitted_to_ECSS,Whangamata Harbor,M1127
cores,C._Sanders_Submitted_to_ECSS,Whangamata Harbor,M1128
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1129
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1130
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1131
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1132
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1133
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1134
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1135
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1136
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1137
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1138
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1139
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1140
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1141
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1142
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1143
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1144
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1145
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1146
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1147
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1148
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1149
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1150
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1151
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1152
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1153
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1154
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1155
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Vanga,M1156
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1157
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1158
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1159
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1160
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1161
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1162
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1163
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1164
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1165
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1166
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1167
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1168
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1169
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1170
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1171
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1172
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1173
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1174
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1175
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1176
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1177
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1178
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1179
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1180
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1181
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1182
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1183
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1184
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1185
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1186
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1187
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1188
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1189
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1190
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1191
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1192
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1193
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1194
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1195
cores,"S._Gress_Unpublished,_Gress_et_al_2016",Gazi,M1196
cores,Sanders_et_al_2012_MER,Guaratuba Bay,M1197
cores,Sanders_et_al_2012_MER,Laranjeiras Bay,M1198
cores,Frith_et_al_1976,Phuket,M1287
cores,Frith_et_al_1976,Phuket,M1288
cores,Frith_et_al_1976,Phuket,M1289
cores,Frith_et_al_1976,Phuket,M1290
cores,Frith_et_al_1976,Phuket,M1291
cores,Naidoo_1980,Durban,M1292
cores,Naidoo_1980,Durban,M1293
cores,Naidoo_1980,Durban,M1294
cores,Naidoo_1980,Durban,M1295
cores,Naidoo_1980,Durban,M1296
cores,Naidoo_1980,Durban,M1297
cores,Naidoo_and_Raiman_1982,Sipingo River,M1298
cores,Naidoo_and_Raiman_1982,Sipingo River,M1299
cores,Naidoo_and_Raiman_1982,Mdloti River,M1300
cores,Cardona_and_Botero_1998,Cienaga Grande de Santa Marta,M1301
cores,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1302
cores,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1303
cores,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1304
cores,Cahoon_and_Lynch_1997,"Rookery Bay, Florida",M1305
cores,Brunskill_et_al_2002,"Hinchinbrook Island, QLD",M1306
cores,Brunskill_et_al_2002,"Hinchinbrook Island, QLD",M1307
cores,Brunskill_et_al_2002,"Hinchinbrook Island, QLD",M1308
cores,DelVecchia_et_al_2014,Esmeraldas,M1309
cores,DelVecchia_et_al_2014,Esmeraldas,M1310
cores,DelVecchia_et_al_2014,Esmeraldas,M1311
cores,DelVecchia_et_al_2014,Esmeraldas,M1312
cores,DelVecchia_et_al_2014,Esmeraldas,M1313
cores,DelVecchia_et_al_2014,Esmeraldas,M1314
cores,DelVecchia_et_al_2014,Esmeraldas,M1315
cores,DelVecchia_et_al_2014,Esmeraldas,M1316
cores,Zhang_et_al_2012,Yingluo Harbor,M1317
cores,Owers_et_al_2016,"Currambene Creek, NSW",M1318
cores,Owers_et_al_2016,"Currambene Creek, NSW",M1319
cores,Owers_et_al_2016,"Currambene Creek, NSW",M1320
cores,Thimdee_et_al_2003,Khung Krabaen Bay,M1321
cores,Kristensen_et_al_1992,Indus Delta,M1322
cores,Kristensen_et_al_2000,Phuket Island,M1323
cores,Dissanayake_and_Chandrasekara_2014,Negombo Estuary,M1324
cores,Dissanayake_and_Chandrasekara_2014,Negombo Estuary,M1325
cores,Dissanayake_and_Chandrasekara_2014,Negombo Estuary,M1326
cores,Frusher_et_al_1994,"Murray River, QLD",M1327
cores,Frusher_et_al_1994,"Murray River, QLD",M1328
cores,Frusher_et_al_1994,"Murray River, QLD",M1329
cores,Frusher_et_al_1994,"Murray River, QLD",M1330
cores,Frusher_et_al_1994,"Murray River, QLD",M1331
cores,Lee_and_Baker_1972,Heeia,M1332
cores,Otero_et_al_2009,"Pai Matos Island,Canan̩ia, State of Ṣo Paulo",M1333
cores,Otero_et_al_2009,"Pai Matos Island,Canan̩ia, State of Ṣo Paulo",M1334
cores,Otero_et_al_2009,"Pai Matos Island,Canan̩ia, State of Ṣo Paulo",M1335
cores,Moreno_and_Calderon_2011,"Hooker Bay, San Andres Island",M1336
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1337
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1338
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1339
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1340
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1341
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1342
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1343
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1344
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1345
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1346
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1347
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1348
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1349
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1350
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1351
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1352
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1353
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1354
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1355
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1356
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1357
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1358
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1359
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1360
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1361
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1362
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1363
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1364
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1365
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1366
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1367
cores,Tam_and_Wong_1998,Three Fathoms Cove,M1368
cores,Vasconcelos_et_al_2014,Paraiba Estuary,M1369
cores,Vasconcelos_et_al_2014,Paraiba Estuary,M1370
cores,Vasconcelos_et_al_2014,Paraiba Estuary,M1371
cores,Vasconcelos_et_al_2014,Paraiba Estuary,M1372
cores,Gonneea_et_al_2004,Celest̼n,M1507
cores,Gonneea_et_al_2004,Celest̼n,M1508
cores,Gonneea_et_al_2004,Celest̼n,M1509
cores,Gonneea_et_al_2004,Progreso,M1510
cores,Gonneea_et_al_2004,Celest̼n,M1511
cores,Gonneea_et_al_2004,Celest̼n,M1512
cores,Gonneea_et_al_2004,Celest̼n,M1513
cores,Gonneea_et_al_2004,Celest̼n,M1514
cores,Gonneea_et_al_2004,Progreso,M1515
cores,Gonneea_et_al_2004,Progreso,M1516
cores,Gonneea_et_al_2004,Terminos Lagoon,M1517
cores,Gonneea_et_al_2004,Terminos Lagoon,M1518
cores,Gevana_and_Pampolina_2009,"San Juan, Batangas",M1519
cores,Gillis_et_al_2017,Phang Nga Bay,M1520
cores,Gillis_et_al_2017,Phang Nga Bay,M1521
cores,Gillis_et_al_2017,Phang Nga Bay,M1522
cores,Gillis_et_al_2017,Phang Nga Bay,M1523
cores,Gillis_et_al_2017,Phang Nga Bay,M1524
cores,Gillis_et_al_2017,Phang Nga Bay,M1525
cores,Gillis_et_al_2017,Phang Nga Bay,M1526
cores,Gillis_et_al_2017,Phang Nga Bay,M1527
cores,Gillis_et_al_2017,Phang Nga Bay,M1528
cores,Gillis_et_al_2017,Phang Nga Bay,M1529
cores,Gillis_et_al_2017,Phang Nga Bay,M1530
cores,Gillis_et_al_2017,Phang Nga Bay,M1531
cores,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0537
cores,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0538
cores,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0539
cores,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0541
cores,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0542
cores,Eid_and_Shaltout_2016_Egypt,Hurghada,M0638
cores,Eid_and_Shaltout_2016_Egypt,Hurghada,M0639
cores,Eid_and_Shaltout_2016_Egypt,Hurghada,M0640
cores,Eid_et_al_2016_Saudi_Arabia,Jizan,M0641
cores,Eid_et_al_2016_Saudi_Arabia,Jizan,M0642
cores,Eid_et_al_2016_Saudi_Arabia,Jizan,M0643
cores,Eid_et_al_2016_Saudi_Arabia,Jizan,M0644
cores,Eid_et_al_2016_Saudi_Arabia,Jizan,M0645
cores,Eid_et_al_2016_Saudi_Arabia,Jizan,M0646
cores,Bukoski_et_al_2017,Krabi,M1532
cores,Bukoski_et_al_2017,Krabi,M1533
cores,Bukoski_et_al_2017,Krabi,M1534
cores,Bukoski_et_al_2017,Krabi,M1535
cores,Bukoski_et_al_2017,Krabi,M1536
cores,Bukoski_et_al_2017,Krabi,M1537
cores,Bukoski_et_al_2017,Krabi,M1538
cores,Bukoski_et_al_2017,Krabi,M1539
cores,Bukoski_et_al_2017,Krabi,M1540
cores,Bukoski_et_al_2017,Krabi,M1541
cores,Bukoski_et_al_2017,Krabi,M1542
cores,Bukoski_et_al_2017,Krabi,M1543
cores,Bukoski_et_al_2017,Krabi,M1544
cores,Bukoski_et_al_2017,Krabi,M1545
cores,Bukoski_et_al_2017,Pak Panang,M1546
cores,Bukoski_et_al_2017,Pak Panang,M1547
cores,Bukoski_et_al_2017,Pak Panang,M1548
cores,Bukoski_et_al_2017,Pak Panang,M1549
cores,Bukoski_et_al_2017,Pak Panang,M1550
cores,Bukoski_et_al_2017,Pak Panang,M1551
cores,Bukoski_et_al_2017,Pak Panang,M1552
cores,Bukoski_et_al_2017,Pak Panang,M1553
cores,Bukoski_et_al_2017,Pak Panang,M1554
cores,Bukoski_et_al_2017,Pak Panang,M1555
cores,Bukoski_et_al_2017,Pak Panang,M1556
cores,Bukoski_et_al_2017,Pak Panang,M1557
cores,Bukoski_et_al_2017,Pak Panang,M1558
cores,Bukoski_et_al_2017,Pak Panang,M1559
cores,Bukoski_et_al_2017,Pak Panang,M1560
cores,Bukoski_et_al_2017,Pak Panang,M1561
cores,Bukoski_et_al_2017,Pak Panang,M1562
cores,Bukoski_et_al_2017,Pak Panang,M1563
cores,Bukoski_et_al_2017,Pak Panang,M1564
cores,Bukoski_et_al_2017,Pak Panang,M1565
cores,Bukoski_et_al_2017,Quang Ninh,M1566
cores,Bukoski_et_al_2017,Quang Ninh,M1567
cores,Bukoski_et_al_2017,Quang Ninh,M1568
cores,Bukoski_et_al_2017,Quang Ninh,M1569
cores,Bukoski_et_al_2017,Quang Ninh,M1570
cores,Bukoski_et_al_2017,Quang Ninh,M1571
cores,Bukoski_et_al_2017,Hai Phong,M1572
cores,Bukoski_et_al_2017,Hai Phong,M1573
cores,Bukoski_et_al_2017,Hai Phong,M1574
cores,Bukoski_et_al_2017,Hai Phong,M1575
cores,Bukoski_et_al_2017,Hai Phong,M1576
cores,Bukoski_et_al_2017,Hai Phong,M1577
cores,Bukoski_et_al_2017,Nam Dinh,M1578
cores,Bukoski_et_al_2017,Kien Luong,M1579
cores,Bukoski_et_al_2017,Kien Luong,M1580
cores,Bukoski_et_al_2017,Kien Luong,M1581
cores,Bukoski_et_al_2017,Kien Luong,M1582
cores,Bukoski_et_al_2017,Kien Luong,M1583
cores,Bukoski_et_al_2017,Kien Luong,M1584
cores,Bukoski_et_al_2017,An Bien,M1585
cores,Bukoski_et_al_2017,An Minh,M1586
cores,Bukoski_et_al_2017,Vam Rang,M1587
cores,Bukoski_et_al_2017,Vam Rang,M1588
cores,Bukoski_et_al_2017,Vam Rang,M1589
cores,Donato_et_al_2011,Yap,M1373
cores,Donato_et_al_2011,Yap,M1374
cores,Donato_et_al_2011,Yap,M1375
cores,Donato_et_al_2011,Yap,M1376
cores,Donato_et_al_2011,Yap,M1377
cores,Donato_et_al_2011,Yap,M1378
cores,Donato_et_al_2011,Ganges-Brahmaputra Delta,M1379
cores,Donato_et_al_2011,Java,M1380
cores,Donato_et_al_2011,Java,M1381
cores,Donato_et_al_2011,Java,M1382
cores,Donato_et_al_2011,Java,M1383
cores,Donato_et_al_2011,Java,M1384
cores,Donato_et_al_2011,Java,M1385
cores,Donato_et_al_2011,Java,M1386
cores,Donato_et_al_2011,Java,M1387
cores,Donato_et_al_2011,Java,M1388
cores,Donato_et_al_2011,Java,M1389
cores,Donato_et_al_2011,Java,M1390
cores,Donato_et_al_2011,Java,M1391
cores,Donato_et_al_2011,Mantehage Island,M1392
cores,Donato_et_al_2011,Mantehage Island,M1393
cores,Donato_et_al_2011,Mantehage Island,M1394
cores,Donato_et_al_2011,Mantehage Island,M1395
cores,Donato_et_al_2011,Mantehage Island,M1396
cores,Donato_et_al_2011,Mantehage Island,M1397
cores,Donato_et_al_2011,Mantehage Island,M1398
cores,Donato_et_al_2011,Mantehage Island,M1399
cores,Donato_et_al_2011,Mantehage Island,M1400
cores,Donato_et_al_2011,Mantehage Island,M1401
cores,Donato_et_al_2011,Mantehage Island,M1402
cores,Donato_et_al_2011,Mantehage Island,M1403
cores,Donato_et_al_2011,Mantehage Island,M1404
cores,Donato_et_al_2011,Mantehage Island,M1405
cores,Donato_et_al_2011,Mantehage Island,M1406
cores,Donato_et_al_2011,Mantehage Island,M1407
cores,Donato_et_al_2011,Mantehage Island,M1408
cores,Donato_et_al_2011,Mantehage Island,M1409
cores,Donato_et_al_2011,Sulawesi,M1410
cores,Donato_et_al_2011,Sulawesi,M1411
cores,Donato_et_al_2011,Sulawesi,M1412
cores,Donato_et_al_2011,Sulawesi,M1413
cores,Donato_et_al_2011,Sulawesi,M1414
cores,Donato_et_al_2011,Sulawesi,M1415
cores,Donato_et_al_2011,Yap,M1416
cores,Donato_et_al_2011,Yap,M1417
cores,Donato_et_al_2011,Yap,M1418
cores,Donato_et_al_2011,Yap,M1419
cores,Donato_et_al_2011,Yap,M1420
cores,Donato_et_al_2011,Yap,M1421
cores,Donato_et_al_2011,Sulawesi,M1422
cores,Donato_et_al_2011,Sulawesi,M1423
cores,Donato_et_al_2011,Sulawesi,M1424
cores,Donato_et_al_2011,Sulawesi,M1425
cores,Donato_et_al_2011,Sulawesi,M1426
cores,Donato_et_al_2011,Sulawesi,M1427
cores,Donato_et_al_2011,Sulawesi,M1428
cores,Donato_et_al_2011,Sulawesi,M1429
cores,Donato_et_al_2011,Sulawesi,M1430
cores,Donato_et_al_2011,Sulawesi,M1431
cores,Donato_et_al_2011,Sulawesi,M1432
cores,Donato_et_al_2011,Sulawesi,M1433
cores,Donato_et_al_2011,Ganges-Brahmaputra Delta,M1434
cores,Donato_et_al_2011,Central Kalimantan,M1435
cores,Donato_et_al_2011,Central Kalimantan,M1436
cores,Donato_et_al_2011,Central Kalimantan,M1437
cores,Donato_et_al_2011,Central Kalimantan,M1438
cores,Donato_et_al_2011,Central Kalimantan,M1439
cores,Donato_et_al_2011,Central Kalimantan,M1440
cores,Donato_et_al_2011,Kosrae,M1441
cores,Donato_et_al_2011,Kosrae,M1442
cores,Donato_et_al_2011,Kosrae,M1443
cores,Donato_et_al_2011,Kosrae,M1444
cores,Donato_et_al_2011,Kosrae,M1445
cores,Donato_et_al_2011,Kosrae,M1446
cores,Donato_et_al_2011,Kosrae,M1447
cores,Donato_et_al_2011,Kosrae,M1448
cores,Donato_et_al_2011,Kosrae,M1449
cores,Donato_et_al_2011,Kosrae,M1450
cores,Donato_et_al_2011,Kosrae,M1451
cores,Donato_et_al_2011,Kosrae,M1452
cores,Donato_et_al_2011,Kosrae,M1453
cores,Donato_et_al_2011,Kosrae,M1454
cores,Donato_et_al_2011,Kosrae,M1455
cores,Donato_et_al_2011,Kosrae,M1456
cores,Donato_et_al_2011,Kosrae,M1457
cores,Donato_et_al_2011,Kosrae,M1458
cores,Donato_et_al_2011,Kosrae,M1459
cores,Donato_et_al_2011,Kosrae,M1460
cores,Donato_et_al_2011,Kosrae,M1461
cores,Donato_et_al_2011,Kosrae,M1462
cores,Donato_et_al_2011,Kosrae,M1463
cores,Donato_et_al_2011,Kosrae,M1464
cores,Donato_et_al_2011,Yap,M1465
cores,Donato_et_al_2011,Yap,M1466
cores,Donato_et_al_2011,Yap,M1467
cores,Donato_et_al_2011,Yap,M1468
cores,Donato_et_al_2011,Yap,M1469
cores,Donato_et_al_2011,Yap,M1470
cores,Donato_et_al_2011,Yap,M1471
cores,Donato_et_al_2011,Yap,M1472
cores,Donato_et_al_2011,Yap,M1473
cores,Donato_et_al_2011,Yap,M1474
cores,Donato_et_al_2011,Yap,M1475
cores,Donato_et_al_2011,Yap,M1476
cores,Donato_et_al_2011,Yap,M1477
cores,Donato_et_al_2011,Yap,M1478
cores,Donato_et_al_2011,Yap,M1479
cores,Donato_et_al_2011,Yap,M1480
cores,Donato_et_al_2011,Yap,M1481
cores,Donato_et_al_2011,Yap,M1482
cores,Donato_et_al_2011,Central Kalimantan,M1483
cores,Donato_et_al_2011,Central Kalimantan,M1484
cores,Donato_et_al_2011,Central Kalimantan,M1485
cores,Donato_et_al_2011,Central Kalimantan,M1486
cores,Donato_et_al_2011,Central Kalimantan,M1487
cores,Donato_et_al_2011,Central Kalimantan,M1488
cores,Donato_et_al_2011,Central Kalimantan,M1489
cores,Donato_et_al_2011,Central Kalimantan,M1490
cores,Donato_et_al_2011,Central Kalimantan,M1491
cores,Donato_et_al_2011,Central Kalimantan,M1492
cores,Donato_et_al_2011,Central Kalimantan,M1493
cores,Donato_et_al_2011,Central Kalimantan,M1494
cores,Donato_et_al_2011,Central Kalimantan,M1495
cores,Donato_et_al_2011,Central Kalimantan,M1496
cores,Donato_et_al_2011,Central Kalimantan,M1497
cores,Donato_et_al_2011,Central Kalimantan,M1498
cores,Donato_et_al_2011,Central Kalimantan,M1499
cores,Donato_et_al_2011,Central Kalimantan,M1500
cores,Donato_et_al_2011,Central Kalimantan,M1501
cores,Donato_et_al_2011,Central Kalimantan,M1502
cores,Donato_et_al_2011,Central Kalimantan,M1503
cores,Donato_et_al_2011,Central Kalimantan,M1504
cores,Donato_et_al_2011,Central Kalimantan,M1505
cores,Donato_et_al_2011,Central Kalimantan,M1506
cores,Nsombo_et_al_2016,"Rio del Rey Estuary, Bamusso",M0540
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1590
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1591
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1592
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1593
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1594
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1595
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1596
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1597
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1598
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1599
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1600
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1601
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1602
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1603
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1604
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1605
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1606
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1607
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1608
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1609
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1610
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1611
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1612
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1613
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1614
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1615
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1616
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1617
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1618
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1619
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1620
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1621
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1622
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1623
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1624
cores,Nam_et_al_2016,"Can Gio Mangrove Biosphere Reserve, Ho Chi Minh City",M1625
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1626
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1627
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1628
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1629
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1630
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1631
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1632
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1633
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1634
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1635
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1636
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1637
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1638
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1639
cores,Nam_et_al_2016,"Kien Vang Protection Forest, Cau Mau Province",M1640
