study_id,site_id,core_id,method_id,sample_id,depth_min,depth_max,compaction_notes,dry_bulk_density,fraction_organic_matter,fraction_carbon,carbon_density,fraction_nitrogen,nitrogen_density,cn_ratio,fraction_h2o,delta_c13,N_umoles,delta_n15,C_umoles
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14492,55,60,NA,0.15126652475527172,NA,0.08817873600000001,0.0133384909520325,0.006458158,NA,15.5270825989532,NA,-19.8879466989703,0.92796349159746,1.58454883814506,14.4085657828468
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14493,60,70,NA,0.1663492850795225,NA,0.174480714,0.0290247420340646,0.01235231,NA,16.0623902039942,NA,-19.3034524530588,1.79211458370846,1.77165275123227,28.785643733794
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14494,70,80,NA,0.1462277845190611,NA,0.163618736,0.0239256052710891,0.010217092,NA,18.2104807851376,NA,-17.6004441752473,1.34858006871981,1.99597625993361,24.5582914286417
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14495,80,90,NA,0.16376889896636934,NA,0.140740618,0.0230489360497063,0.007666991,NA,20.8734917563441,NA,-16.0286694932364,1.20434189471371,1.69520168997083,25.1388206111264
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14496,90,100,NA,0.1715080890479241,NA,0.126775095,0.021742954282319,0.007418093,NA,19.722839197176,NA,-15.4284274193548,2.35246684157123,3.16261050958578,46.3973252329977
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14497,100,110,NA,0.19297981453105764,NA,0.10994817,0.0212177774546291,0.007018742999999999,NA,18.0780228649128,NA,-15.6239919354839,3.2145677749704,3.85000496672296,58.1130297367269
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14498,110,120,NA,0.211973503312086,NA,0.111372615,0.0236080433745781,0.006074898,NA,20.8472708300095,NA,-15.453260650111,0.945343637786028,2.11367065687557,19.7078348443518
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14499,120,130,NA,0.3351726703453407,NA,0.068977613,0.0231194107432574,0.00512446,NA,15.5340769586161,NA,-18.5090725806452,2.56235327374405,5.01718486142843,39.8037929495018
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14500,130,140,NA,0.36528898454622305,NA,0.059732073999999996,0.0218194686562998,0.004107872,NA,16.7809678953364,NA,-18.7600806451613,2.96482014465925,5.5476308731499,49.7525516629736
Johnson_et_al_2015,Sprague,Johnson_Sprague_18,single set of methods,14501,140,150,NA,0.37843301083427566,NA,0.034563037,0.0130797941554864,0.002261931,NA,17.6339731665727,NA,-18.6985887096774,2.17169712820316,5.27644779974173,38.2956488846575
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14506,0,10,NA,0.2371553949457105,NA,0.09181181399999999,0.021773667,0.006168984,NA,17.1753662394827,NA,-18.8679435483871,2.76772866497528,4.44203834310122,47.5367534724649
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14507,10,20,NA,0.17110065966163676,NA,0.202748221,0.034690354,0.012553693999999999,NA,18.6384431726659,NA,-17.2570564516129,3.2456529480042,4.37151087712327,60.493918029572
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14508,20,30,NA,0.19926839853679706,NA,0.251410544,0.050098176,0.015163158000000001,NA,19.1343692894358,NA,-21.116935483871,3.14665610406806,3.00466871957882,60.2092799220956
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14509,30,40,NA,0.46728804568720245,NA,0.089979511,0.04204635,0.005681064,NA,18.2786367470311,NA,-19.0110887096774,2.93307882021577,4.68739445713718,53.6126823051345
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14510,40,50,NA,0.4170876278260493,NA,0.111596049,0.046545331,0.0075793480000000005,NA,16.991927988643,NA,-21.726814516129,4.1327696538976,5.10757921923115,70.2237243526773
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14511,50,55,NA,0.5049152320526863,NA,0.051720132,0.026114282,0.004148557,NA,14.3876327319184,NA,-18.6189516129032,3.11261824969068,6.70090394357803,44.7832082112161
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14512,60,70,NA,0.5937151556842796,NA,0.04925587,0.029243957,0.0038614219999999998,NA,14.7209038939499,NA,-17.2449596774194,2.80652361707288,5.77411343995232,41.3145644430304
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14513,70,80,NA,0.502541513019534,NA,0.049987564000000005,0.025120826,0.003702172,NA,15.5824060341808,NA,-17.179435483871,2.63264349350649,5.74331975762392,41.0229198590623
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14514,80,90,NA,0.544219374153034,NA,0.060113394,0.032714874,0.004299025000000001,NA,16.1370467146296,NA,-18.1522177419355,3.49704095683957,5.34200854276349,56.4319132834932
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14515,90,100,NA,0.6044047643650843,NA,0.060191809000000006,0.036380216,0.004413765,NA,15.7382865331064,NA,-17.9808467741935,3.35662455516709,5.72245952120791,52.8275190332803
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14516,100,110,NA,0.622729245458491,NA,0.051274628,0.03193021,0.0038989220000000004,NA,15.1769573658238,NA,-17.5504032258065,2.71523655220053,5.83570080460912,41.2090293908738
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14517,110,120,NA,0.7697659839764124,NA,0.028422147,0.021878402,0.0023620250000000002,NA,13.8870174030853,NA,-17.9848790322581,1.65957095294443,5.73934637925897,23.0464907051942
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14518,120,130,NA,0.7233210021975599,NA,0.040828242,0.029531925,0.0034712690000000004,NA,13.573568416095,NA,-18.2540322580645,2.54627756420678,6.02443627694447,34.5620727241284
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14519,130,140,NA,0.6558097560639565,NA,0.046820708,0.030705477,0.003623201,NA,14.9130258658164,NA,-18.1229838709677,2.54291478823214,5.73437965630277,37.922554011473
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14520,140,150,NA,0.6034973974709854,NA,0.050519388000000005,0.030488319,0.003781242,NA,15.4188628337344,NA,-18.7328629032258,2.65298418720671,5.54862421774113,40.9059992826066
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14521,150,160,NA,0.6705795633813489,NA,0.038857723000000004,0.026057195,0.0028355200000000002,NA,15.8151046438186,NA,-19.4475806451613,2.0042144808812,5.26750769842058,31.6968617437928
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14522,160,170,NA,0.5718241912674301,NA,0.055747410000000004,0.031877718,0.00390535,NA,16.4735697047308,NA,-19.8407258064516,2.68964664722283,5.28042117810669,44.3080815241209
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14523,170,180,NA,0.5769711856884031,NA,0.072031039,0.041559834,0.0048110570000000005,NA,17.278534467341,NA,-19.1139112903226,3.33603780468824,4.88407668620244,57.6418441926583
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14524,180,190,NA,0.4279484749445689,NA,0.057474410999999996,0.024596087,0.003898032,NA,17.0157847577064,NA,-19.6542338709677,2.64871920304376,5.0370517532532,45.0700358425962
Johnson_et_al_2015,Sprague,Johnson_Sprague_19,single set of methods,14525,190,195,NA,0.49398352764959497,NA,0.044575557,0.022019591,0.003432866,NA,14.9853093986024,NA,-19.5504032258064,2.48254885854117,5.35492202244959,37.2017627423866
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,0,2,NA,0.017063746907406436,0.6780932764454937,NA,0.00603472765871036,NA,NA,NA,0.7184980769648639,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,5,7,NA,0.06594514923408959,0.6987720234917244,NA,0.0241094643819646,NA,NA,NA,0.8212593494692313,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,10,12,NA,0.12000842238248145,0.7270506108202471,NA,0.0458478926012439,NA,NA,NA,0.8315160242911679,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,15,17,NA,0.15516765805127125,0.5010241238051906,NA,0.0394452614156729,NA,NA,NA,0.8252958645450112,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,20,22,NA,0.2089087750697479,0.4126170701537369,NA,0.0431263304568265,NA,NA,NA,0.7402169217126356,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,25,27,NA,0.25605095541401274,0.40163282999783334,NA,0.0513606814134766,NA,NA,NA,0.755663758971035,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,30,32,NA,0.23641838184976577,0.4854967717066602,NA,0.0580949023540363,NA,NA,NA,0.7903375344567906,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,35,37,NA,0.20594409643627942,0.5684101143055093,NA,0.0600255477718261,NA,NA,NA,0.8208135963224439,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,40,42,NA,0.18050639574669683,0.6540130854440633,NA,0.061343106544447,NA,NA,NA,0.8576653866527505,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,45,47,NA,0.15518871400747486,0.637370085856305,NA,0.0512653953579885,NA,NA,NA,0.870919688254841,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,50,52,NA,0.18946570511133337,0.5753656985372053,NA,0.0559590836307549,NA,NA,NA,0.8492826803885588,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,55,57,NA,0.16686845291361793,0.6542862502344776,NA,0.0567344737753408,NA,NA,NA,0.8670616712238082,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,60,62,NA,0.12322998368163395,0.7100760456273766,NA,0.0458606761875822,NA,NA,NA,0.8775157214472622,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,65,67,NA,0.1602547770700637,0.7269829002028803,NA,0.0612172351365178,NA,NA,NA,0.8526428142020438,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,70,72,NA,0.1712838869295152,1.59268417462483,NA,0.162238855071043,NA,NA,NA,0.8417264617605299,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,75,77,NA,0.1776933199978944,0.7552553752697624,NA,0.0708221055578756,NA,NA,NA,0.840856705330034,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,80,82,NA,0.1684034321208612,0.7589126559714809,NA,0.0674819088993967,NA,NA,NA,0.8370184334889427,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,85,87,NA,0.1638869295151866,0.6960762077568609,NA,0.0596610993572393,NA,NA,NA,0.8232536663006749,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,90,92,NA,0.13266094646523136,0.6577087514178531,NA,0.045363909936194,NA,NA,NA,0.8330278950660724,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_11,single set of methods,NA,95,97,NA,0.11139864189082488,0.6883106735427406,NA,0.0400533042042376,NA,NA,NA,0.8474828949846211,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,0,2,NA,0.026235721429699425,0.6317260656883285,NA,0.00858253920223515,NA,NA,NA,0.7392152645486388,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,5,7,NA,0.1563299468337106,0.6958245570561278,NA,0.0568873046593654,NA,NA,NA,0.8129186241769023,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,10,12,NA,0.13532031373374745,0.6718316035667317,NA,0.0473696234172737,NA,NA,NA,0.8522929606961201,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,15,17,NA,0.12475864610201612,0.630105017502917,NA,0.0406976004510377,NA,NA,NA,0.8483312833128331,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,20,22,NA,0.22160972785176605,0.42889344262294904,NA,0.047676645385904,NA,NA,NA,0.8060946299187733,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,25,27,NA,0.298063904827078,0.3535734799376389,NA,0.0522285528310983,NA,NA,NA,0.7467643670406542,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,30,32,NA,0.30432805179765227,0.34203622735790096,NA,0.0514900639260675,NA,NA,NA,0.759976957633026,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,35,37,NA,0.3657777543822709,0.3218063044379924,NA,0.0580360651692778,NA,NA,NA,0.7225370940335104,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,40,42,NA,0.2495657209033005,0.4439928698752216,NA,0.0557151083484835,NA,NA,NA,0.7857065972222224,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,45,47,NA,0.22807811759751542,0.38461538461538436,NA,0.0436918048411879,NA,NA,NA,0.8090193572257447,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,50,52,NA,0.27861662367742274,0.4016550610556057,NA,0.0558903701895168,NA,NA,NA,0.8027411207042005,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,55,57,NA,0.21234931831341788,0.5305469783855289,NA,0.0574283889650874,NA,NA,NA,0.8295532523404813,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,60,62,NA,0.18927409590988048,0.5055498340771247,NA,0.0485847465264159,NA,NA,NA,0.8416960363460223,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,70,72,NA,0.15849660472706217,0.5737255390751573,NA,0.0466669199086591,NA,NA,NA,0.8620604731991413,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,75,77,NA,0.18332578828236037,0.5275829219710766,NA,0.0492792549144403,NA,NA,NA,0.8491788060436175,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,80,82,NA,0.13987892825182924,0.36474847085257694,NA,0.0253307137500824,NA,NA,NA,0.824433856150463,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,85,87,NA,0.11189135126598937,0.4679452548172155,NA,0.0264274659150544,NA,NA,NA,0.8371362658240118,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,90,92,NA,0.132279833657946,0.4815432098765434,NA,0.032220173055167,NA,NA,NA,0.8325559840201433,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,95,97,NA,0.15332736747907566,0.4128845648172498,NA,0.0316741912854179,NA,NA,NA,0.8369441325127833,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_12,single set of methods,NA,100,102,NA,0.09612254566510502,0.5659671166956295,NA,0.0278853365720792,NA,NA,NA,0.8490013013526905,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,0,2,NA,0.08686424172237722,0.6089124668435002,NA,0.0272933308342112,NA,NA,NA,0.7940831411454546,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,5,7,NA,0.20757593304205926,0.598015336039694,NA,0.0639463305464325,NA,NA,NA,0.7740927130282884,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,10,12,NA,0.16632520924356478,0.6225870646766194,NA,0.0535474210565784,NA,NA,NA,0.7999687421103885,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,15,17,NA,0.12511659735747752,0.5261178861788622,NA,0.0335311092904496,NA,NA,NA,0.8678327453512344,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,20,22,NA,0.30018634521240195,0.29737875605077924,NA,0.04383916062174,NA,NA,NA,0.7354471813166896,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,25,27,NA,0.4421961362320366,0.2608468374281221,NA,0.0563079351204513,NA,NA,NA,0.6811716970915268,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,30,32,NA,0.4437605937779649,0.2289058524173013,NA,0.0493282216889153,NA,NA,NA,0.6954201359400262,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,35,37,NA,0.6470558509238301,0.18021892103205592,NA,0.0561739017073029,NA,NA,NA,0.5857506307291508,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,40,42,NA,0.4037290098436596,0.27633030637359024,NA,0.0545994340793691,NA,NA,NA,0.6908325288667679,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,45,47,NA,0.29740695899352526,0.28144786829886004,NA,0.0409998158540286,NA,NA,NA,0.7371430014211413,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,50,52,NA,0.49814391746065173,0.26480805975334315,NA,0.0644372425555489,NA,NA,NA,0.6858983131255074,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,55,57,NA,0.3302563562667789,0.37178956089477916,NA,0.0610298752786545,NA,NA,NA,0.7567717634347285,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,60,62,NA,0.26511343896404693,0.3738121436430922,NA,0.0492743168075158,NA,NA,NA,0.7875405523750303,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,65,67,NA,0.23418223930094223,0.4741883444242783,NA,0.0561045800419701,NA,NA,NA,0.8131943326356464,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,70,72,NA,0.22439964204874452,0.6170706006322452,NA,0.0715429102671518,NA,NA,NA,0.8341767288611693,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,75,77,NA,0.22700215823551084,0.6859908303616921,NA,0.0813144859085298,NA,NA,NA,0.8308130527161193,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,80,82,NA,0.18964468073906407,0.6765220774168462,NA,0.0668977938755329,NA,NA,NA,0.8443558854712073,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,85,87,NA,0.17242722535137128,0.7243895024825222,NA,0.0656062188250192,NA,NA,NA,0.8389821814607359,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,90,92,NA,0.12068010738537664,0.7110749808722272,NA,0.0449817660598017,NA,NA,NA,0.8201739925150826,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,95,97,NA,0.178070221613939,0.22990886495443147,NA,0.0198842218895576,NA,NA,NA,0.8066931918272424,NA,NA,NA,NA
Karboski_2020,Small Point,Small Point_2020_13,single set of methods,NA,100,102,NA,0.1739200926462073,0.73672462406015,NA,0.0674275103978641,NA,NA,NA,0.8241624953426965,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,0,2,NA,0.009475180291624993,0.3333333333333307,NA,0.00156014107490655,NA,NA,NA,0.5525114155,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,5,7,NA,0.13770595357161658,0.3877551020408129,NA,0.0266084092411441,NA,NA,NA,0.7899233941999999,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,10,12,NA,0.19813654787598042,0.31944444444444553,NA,0.0311946119822689,NA,NA,NA,0.7675225537999999,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,15,17,NA,0.19729430962783595,0.38983050847457706,NA,0.0383392606434766,NA,NA,NA,0.7799473453,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,20,22,NA,0.16234142232984156,0.5087719298245659,NA,0.0419582823375284,NA,NA,NA,0.8267548539,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,25,27,NA,0.10801705532452492,0.5479452054794547,NA,0.0302528022789903,NA,NA,NA,0.8726201269,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,30,32,NA,0.11749223561614992,0.6086956521739144,NA,0.0369024677560769,NA,NA,NA,0.8767839196,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,35,37,NA,0.21350739590461654,0.6379310344827583,NA,0.0705987084136258,NA,NA,NA,0.8245211981999999,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,40,42,NA,0.15455071853450544,0.5270270270270265,NA,0.0414969187284309,NA,NA,NA,0.8375309661,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,45,47,NA,0.1861346528399221,0.5616438356164383,NA,0.0535493887910104,NA,NA,NA,0.8602521765,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,50,52,NA,0.1819234615991999,0.5599999999999999,NA,0.0521712826235721,NA,NA,NA,0.8472198749000001,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,55,57,NA,0.23666894772858874,0.48031496062992096,NA,0.0574886335502628,NA,NA,NA,0.804036024,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,60,62,NA,0.15412959941043322,0.41139240506329067,NA,0.0317172772125017,NA,NA,NA,0.7765379113,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,65,67,NA,0.22950992261936096,0.3846153846153841,NA,0.043966088697281,NA,NA,NA,0.7860229194,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,70,72,NA,0.22803600568510818,0.33812949640287676,NA,0.038117230414211,NA,NA,NA,0.7830534645999999,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,75,77,NA,0.23772174553876926,0.33944954128440136,NA,0.0398998952611942,NA,NA,NA,0.7880192547999999,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,80,82,NA,0.29352002947833866,0.3690476190476197,NA,0.0538173799491196,NA,NA,NA,0.8028169014,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,85,87,NA,0.29731010159498866,0.31609195402298856,NA,0.0462920450137063,NA,NA,NA,0.7748877534999999,NA,NA,NA,NA
Karboski_2020,Sprague,Sprague_2020_1,single set of methods,NA,90,92,NA,0.19076696320471653,0.32051282051282004,NA,0.0301400200322296,NA,NA,NA,0.7848758465,NA,NA,NA,NA
