date,spc_zone,waypoint_northing_spc_ussft,waypoint_easting_spc_ussft,elevation_mllw,soil_property_code,soil_property_value
2021-11-10,"CA 6-0406",1786509.530,6290055.343,0.683,C-Org-LOI,1.00
2021-11-10,"CA 6-0406",1786509.530,6290055.343,0.683,C-Org-LOI,0.67
2021-11-10,"CA 6-0406",1786509.530,6290055.343,0.683,C-Org-LOI,0.38
2021-11-10,"CA 6-0406",1786663.723,6290055.118,0.830,C-Org-LOI,0.45
2021-11-10,"CA 6-0406",1786663.723,6290055.118,0.830,C-Org-LOI,0.37
2021-11-10,"CA 6-0406",1786663.723,6290055.118,0.830,C-Org-LOI,0.46
2021-11-10,"CA 6-0406",1786793.782,6290067.999,1.333,C-Org-LOI,1.14
2021-11-10,"CA 6-0406",1786793.782,6290067.999,1.333,C-Org-LOI,0.46
2021-11-10,"CA 6-0406",1786793.782,6290067.999,1.333,C-Org-LOI,0.28
2021-11-10,"CA 6-0406",1786927.371,6290084.933,1.579,C-Org-LOI,1.93
2021-11-10,"CA 6-0406",1786927.371,6290084.933,1.579,C-Org-LOI,0.31
2021-11-10,"CA 6-0406",1786927.371,6290084.933,1.579,C-Org-LOI,0.21
2021-11-10,"CA 6-0406",1787094.669,6290059.673,1.088,C-Org-LOI,0.69
2021-11-10,"CA 6-0406",1787094.669,6290059.673,1.088,C-Org-LOI,0.74
2021-11-10,"CA 6-0406",1787094.669,6290059.673,1.088,C-Org-LOI,0.40
2021-11-10,"CA 6-0406",1787222.418,6290032.517,0.735,C-Org-LOI,0.80
2021-11-10,"CA 6-0406",1787222.418,6290032.517,0.735,C-Org-LOI,0.57
2021-11-10,"CA 6-0406",1787222.418,6290032.517,0.735,C-Org-LOI,0.30
2021-11-10,"CA 6-0406",1787350.618,6290011.152,0.798,C-Org-LOI,0.91
2021-11-10,"CA 6-0406",1787350.618,6290011.152,0.798,C-Org-LOI,0.42
2021-11-10,"CA 6-0406",1787350.618,6290011.152,0.798,C-Org-LOI,0.36
2021-11-10,"CA 6-0406",1787513.326,6290025.394,0.623,C-Org-LOI,1.48
2021-11-10,"CA 6-0406",1787513.326,6290025.394,0.623,C-Org-LOI,0.31
2021-11-10,"CA 6-0406",1787513.326,6290025.394,0.623,C-Org-LOI,0.37
2021-11-10,"CA 6-0406",1787629.485,6290071.437,0.622,C-Org-LOI,1.31
2021-11-10,"CA 6-0406",1787629.485,6290071.437,0.622,C-Org-LOI,0.41
2021-11-10,"CA 6-0406",1787629.485,6290071.437,0.622,C-Org-LOI,0.43
2021-11-10,"CA 6-0406",1787746.449,6290131.561,0.643,C-Org-LOI,0.35
2021-11-10,"CA 6-0406",1787746.449,6290131.561,0.643,C-Org-LOI,0.33
2021-11-10,"CA 6-0406",1787746.449,6290131.561,0.643,C-Org-LOI,0.68
2021-11-10,"CA 6-0406",1787955.989,6290238.000,1.671,C-Org-LOI,2.55
2021-11-10,"CA 6-0406",1787955.989,6290238.000,1.671,C-Org-LOI,0.74
2021-11-10,"CA 6-0406",1787955.989,6290238.000,1.671,C-Org-LOI,0.28
2021-11-10,"CA 6-0406",1788057.606,6290264.025,2.334,C-Org-LOI,2.57
2021-11-10,"CA 6-0406",1788057.606,6290264.025,2.334,C-Org-LOI,0.46
2021-11-10,"CA 6-0406",1788057.606,6290264.025,2.334,C-Org-LOI,0.40
2021-11-10,"CA 6-0406",1788168.695,6290255.415,1.873,C-Org-LOI,2.84
2021-11-10,"CA 6-0406",1788168.695,6290255.415,1.873,C-Org-LOI,2.04
2021-11-10,"CA 6-0406",1788168.695,6290255.415,1.873,C-Org-LOI,1.35
2021-11-10,"CA 6-0406",1788008.032,6290334.429,1.403,C-Org-LOI,1.88
2021-11-10,"CA 6-0406",1788008.032,6290334.429,1.403,C-Org-LOI,1.25
2021-11-10,"CA 6-0406",1788008.032,6290334.429,1.403,C-Org-LOI,0.60
2021-11-10,"CA 6-0406",1788079.244,6290408.504,1.387,C-Org-LOI,2.83
2021-11-10,"CA 6-0406",1788079.244,6290408.504,1.387,C-Org-LOI,1.86
2021-11-10,"CA 6-0406",1788079.244,6290408.504,1.387,C-Org-LOI,1.54
2021-11-10,"CA 6-0406",1788122.858,6290470.850,1.139,C-Org-LOI,2.73
2021-11-10,"CA 6-0406",1788122.858,6290470.850,1.139,C-Org-LOI,1.22
2021-11-10,"CA 6-0406",1788122.858,6290470.850,1.139,C-Org-LOI,0.62
2021-11-10,"CA 6-0406",1785986.337,6290461.928,1.714,C-Org-LOI,1.85
2021-11-10,"CA 6-0406",1785986.337,6290461.928,1.714,C-Org-LOI,0.52
2021-11-10,"CA 6-0406",1785986.337,6290461.928,1.714,C-Org-LOI,0.47
2021-11-10,"CA 6-0406",1786050.415,6290494.403,2.513,C-Org-LOI,1.34
2021-11-10,"CA 6-0406",1786050.415,6290494.403,2.513,C-Org-LOI,0.77
2021-11-10,"CA 6-0406",1786050.415,6290494.403,2.513,C-Org-LOI,0.33
2021-11-10,"CA 6-0406",1786101.908,6290523.292,1.608,C-Org-LOI,2.14
2021-11-10,"CA 6-0406",1786101.908,6290523.292,1.608,C-Org-LOI,1.12
2021-11-10,"CA 6-0406",1786101.908,6290523.292,1.608,C-Org-LOI,0.67
2021-11-10,"CA 6-0406",1787728.156,6290259.395,2.164,C-Org-LOI,2.55
2021-11-10,"CA 6-0406",1787728.156,6290259.395,2.164,C-Org-LOI,1.47
2021-11-10,"CA 6-0406",1787728.156,6290259.395,2.164,C-Org-LOI,1.54
2021-11-10,"CA 6-0406",1787730.036,6290302.965,2.224,C-Org-LOI,2.28
2021-11-10,"CA 6-0406",1787730.036,6290302.965,2.224,C-Org-LOI,1.00
2021-11-10,"CA 6-0406",1787730.036,6290302.965,2.224,C-Org-LOI,0.93
2021-11-10,"CA 6-0406",1787673.313,6290347.238,1.854,C-Org-LOI,2.95
2021-11-10,"CA 6-0406",1787673.313,6290347.238,1.854,C-Org-LOI,2.24
2021-11-10,"CA 6-0406",1787673.313,6290347.238,1.854,C-Org-LOI,1.97
2021-11-10,"CA 6-0406",1788588.455,6290203.361,2.294,C-Org-LOI,1.78
2021-11-10,"CA 6-0406",1788588.455,6290203.361,2.294,C-Org-LOI,1.65
2021-11-10,"CA 6-0406",1788588.455,6290203.361,2.294,C-Org-LOI,1.30
2021-11-10,"CA 6-0406",1788556.716,6290113.559,2.295,C-Org-LOI,2.31
2021-11-10,"CA 6-0406",1788556.716,6290113.559,2.295,C-Org-LOI,1.93
2021-11-10,"CA 6-0406",1788556.716,6290113.559,2.295,C-Org-LOI,1.72
2021-11-10,"CA 6-0406",1788555.779,6290016.059,2.602,C-Org-LOI,2.58
2021-11-10,"CA 6-0406",1788555.779,6290016.059,2.602,C-Org-LOI,1.51
2021-11-10,"CA 6-0406",1788555.779,6290016.059,2.602,C-Org-LOI,1.23
2021-11-10,"CA 6-0406",1788813.139,6290741.668,1.790,C-Org-LOI,2.17
2021-11-10,"CA 6-0406",1788813.139,6290741.668,1.790,C-Org-LOI,1.67
2021-11-10,"CA 6-0406",1788813.139,6290741.668,1.790,C-Org-LOI,1.81
2021-11-10,"CA 6-0406",1788787.480,6290779.442,2.293,C-Org-LOI,2.35
2021-11-10,"CA 6-0406",1788787.480,6290779.442,2.293,C-Org-LOI,2.19
2021-11-10,"CA 6-0406",1788787.480,6290779.442,2.293,C-Org-LOI,1.79
2021-11-10,"CA 6-0406",1788798.930,6290816.757,2.248,C-Org-LOI,3.25
2021-11-10,"CA 6-0406",1788798.930,6290816.757,2.248,C-Org-LOI,3.46
2021-11-10,"CA 6-0406",1788798.930,6290816.757,2.248,C-Org-LOI,2.35
2021-11-10,"CA 6-0406",1789152.151,6290684.934,2.444,C-Org-LOI,2.10
2021-11-10,"CA 6-0406",1789152.151,6290684.934,2.444,C-Org-LOI,1.93
2021-11-10,"CA 6-0406",1789152.151,6290684.934,2.444,C-Org-LOI,2.11
2021-11-10,"CA 6-0406",1789124.931,6290548.983,2.417,C-Org-LOI,3.07
2021-11-10,"CA 6-0406",1789124.931,6290548.983,2.417,C-Org-LOI,2.31
2021-11-10,"CA 6-0406",1789124.931,6290548.983,2.417,C-Org-LOI,2.25
2021-11-10,"CA 6-0406",1789147.203,6290478.292,2.684,C-Org-LOI,3.15
2021-11-10,"CA 6-0406",1789147.203,6290478.292,2.684,C-Org-LOI,2.28
2021-11-10,"CA 6-0406",1789147.203,6290478.292,2.684,C-Org-LOI,2.48
2021-11-10,"CA 6-0406",1789204.268,6290726.554,1.447,C-Org-LOI,2.04
2021-11-10,"CA 6-0406",1789204.268,6290726.554,1.447,C-Org-LOI,2.20
2021-11-10,"CA 6-0406",1789204.268,6290726.554,1.447,C-Org-LOI,1.93
2021-11-10,"CA 6-0406",1789239.523,6290774.551,1.962,C-Org-LOI,1.93
2021-11-10,"CA 6-0406",1789239.523,6290774.551,1.962,C-Org-LOI,2.24
2021-11-10,"CA 6-0406",1789239.523,6290774.551,1.962,C-Org-LOI,1.73
2021-11-10,"CA 6-0406",1789257.405,6290836.703,2.147,C-Org-LOI,2.80
2021-11-10,"CA 6-0406",1789257.405,6290836.703,2.147,C-Org-LOI,2.17
2021-11-10,"CA 6-0406",1789257.405,6290836.703,2.147,C-Org-LOI,2.49
2021-10-13,"CA 5-0405",1971268.646,6097493.915,3.963,C-Org-LOI,0.37
2021-10-13,"CA 5-0405",1971268.646,6097493.915,3.963,C-Org-LOI,0.24
2021-10-13,"CA 5-0405",1971268.646,6097493.915,3.963,C-Org-LOI,0.23
2021-10-13,"CA 5-0405",1971381.819,6097493.004,4.217,C-Org-LOI,0.60
2021-10-13,"CA 5-0405",1971381.819,6097493.004,4.217,C-Org-LOI,0.22
2021-10-13,"CA 5-0405",1971381.819,6097493.004,4.217,C-Org-LOI,0.31
2021-10-13,"CA 5-0405",1971493.514,6097559.345,4.064,C-Org-LOI,0.33
2021-10-13,"CA 5-0405",1971493.514,6097559.345,4.064,C-Org-LOI,0.24
2021-10-13,"CA 5-0405",1971493.514,6097559.345,4.064,C-Org-LOI,0.29
2021-10-13,"CA 5-0405",1971620.836,6097551.218,4.486,C-Org-LOI,0.46
2021-10-13,"CA 5-0405",1971620.836,6097551.218,4.486,C-Org-LOI,0.36
2021-10-13,"CA 5-0405",1971620.836,6097551.218,4.486,C-Org-LOI,0.42
2021-10-13,"CA 5-0405",1971658.716,6097431.189,4.406,C-Org-LOI,1.20
2021-10-13,"CA 5-0405",1971658.716,6097431.189,4.406,C-Org-LOI,0.91
2021-10-13,"CA 5-0405",1971658.716,6097431.189,4.406,C-Org-LOI,0.29
2021-10-13,"CA 5-0405",1971718.523,6097318.879,4.434,C-Org-LOI,0.57
2021-10-13,"CA 5-0405",1971718.523,6097318.879,4.434,C-Org-LOI,0.35
2021-10-13,"CA 5-0405",1971718.523,6097318.879,4.434,C-Org-LOI,0.72
2021-10-13,"CA 5-0405",1971816.069,6097356.644,4.500,C-Org-LOI,0.73
2021-10-13,"CA 5-0405",1971816.069,6097356.644,4.500,C-Org-LOI,0.71
2021-10-13,"CA 5-0405",1971816.069,6097356.644,4.500,C-Org-LOI,0.63
2021-10-13,"CA 5-0405",1971909.230,6097441.711,4.798,C-Org-LOI,1.53
2021-10-13,"CA 5-0405",1971909.230,6097441.711,4.798,C-Org-LOI,1.08
2021-10-13,"CA 5-0405",1971909.230,6097441.711,4.798,C-Org-LOI,0.71
2021-10-13,"CA 5-0405",1972025.808,6097498.943,4.870,C-Org-LOI,1.71
2021-10-13,"CA 5-0405",1972025.808,6097498.943,4.870,C-Org-LOI,1.12
2021-10-13,"CA 5-0405",1972025.808,6097498.943,4.870,C-Org-LOI,1.11
2021-10-13,"CA 5-0405",1970914.577,6098242.437,4.609,C-Org-LOI,0.39
2021-10-13,"CA 5-0405",1970914.577,6098242.437,4.609,C-Org-LOI,0.58
2021-10-13,"CA 5-0405",1970914.577,6098242.437,4.609,C-Org-LOI,1.17
2021-10-13,"CA 5-0405",1970893.096,6098372.445,4.462,C-Org-LOI,0.57
2021-10-13,"CA 5-0405",1970893.096,6098372.445,4.462,C-Org-LOI,0.87
2021-10-13,"CA 5-0405",1970893.096,6098372.445,4.462,C-Org-LOI,0.38
2021-10-13,"CA 5-0405",1970905.733,6098501.568,4.332,C-Org-LOI,0.81
2021-10-13,"CA 5-0405",1970905.733,6098501.568,4.332,C-Org-LOI,1.25
2021-10-13,"CA 5-0405",1970905.733,6098501.568,4.332,C-Org-LOI,0.48
2021-10-13,"CA 5-0405",1970899.757,6098674.512,4.177,C-Org-LOI,0.65
2021-10-13,"CA 5-0405",1970899.757,6098674.512,4.177,C-Org-LOI,0.76
2021-10-13,"CA 5-0405",1970899.757,6098674.512,4.177,C-Org-LOI,0.99
2021-10-13,"CA 5-0405",1970900.491,6098806.333,4.253,C-Org-LOI,0.74
2021-10-13,"CA 5-0405",1970900.491,6098806.333,4.253,C-Org-LOI,1.13
2021-10-13,"CA 5-0405",1970900.491,6098806.333,4.253,C-Org-LOI,0.38
2021-10-13,"CA 5-0405",1970842.356,6098925.900,4.007,C-Org-LOI,1.15
2021-10-13,"CA 5-0405",1970842.356,6098925.900,4.007,C-Org-LOI,1.06
2021-10-13,"CA 5-0405",1970842.356,6098925.900,4.007,C-Org-LOI,0.41
2021-10-13,"CA 5-0405",1970752.340,6099057.054,4.181,C-Org-LOI,1.18
2021-10-13,"CA 5-0405",1970752.340,6099057.054,4.181,C-Org-LOI,0.98
2021-10-13,"CA 5-0405",1970752.340,6099057.054,4.181,C-Org-LOI,0.78
2021-10-13,"CA 5-0405",1970664.624,6099156.813,4.241,C-Org-LOI,0.73
2021-10-13,"CA 5-0405",1970664.624,6099156.813,4.241,C-Org-LOI,0.70
2021-10-13,"CA 5-0405",1970664.624,6099156.813,4.241,C-Org-LOI,0.75
2021-10-13,"CA 5-0405",1970596.718,6099272.119,4.944,C-Org-LOI,1.19
2021-10-13,"CA 5-0405",1970596.718,6099272.119,4.944,C-Org-LOI,0.80
2021-10-13,"CA 5-0405",1970596.718,6099272.119,4.944,C-Org-LOI,1.05
2021-10-13,"CA 5-0405",1971308.066,6097434.019,4.045,C-Org-LOI,0.49
2021-10-13,"CA 5-0405",1971308.066,6097434.019,4.045,C-Org-LOI,0.62
2021-10-13,"CA 5-0405",1971308.066,6097434.019,4.045,C-Org-LOI,0.40
2021-10-13,"CA 5-0405",1971431.927,6097276.915,3.769,C-Org-LOI,0.60
2021-10-13,"CA 5-0405",1971431.927,6097276.915,3.769,C-Org-LOI,0.56
2021-10-13,"CA 5-0405",1971431.927,6097276.915,3.769,C-Org-LOI,0.22
2021-10-13,"CA 5-0405",1971582.818,6097145.791,4.241,C-Org-LOI,0.63
2021-10-13,"CA 5-0405",1971582.818,6097145.791,4.241,C-Org-LOI,0.66
2021-10-13,"CA 5-0405",1971582.818,6097145.791,4.241,C-Org-LOI,0.35
2021-10-13,"CA 5-0405",1972392.414,6097180.093,4.471,C-Org-LOI,2.84
2021-10-13,"CA 5-0405",1972392.414,6097180.093,4.471,C-Org-LOI,1.08
2021-10-13,"CA 5-0405",1972392.414,6097180.093,4.471,C-Org-LOI,1.04
2021-10-13,"CA 5-0405",1972254.038,6097146.083,4.386,C-Org-LOI,1.51
2021-10-13,"CA 5-0405",1972254.038,6097146.083,4.386,C-Org-LOI,0.91
2021-10-13,"CA 5-0405",1972254.038,6097146.083,4.386,C-Org-LOI,0.83
2021-10-13,"CA 5-0405",1972169.469,6097018.844,4.416,C-Org-LOI,1.21
2021-10-13,"CA 5-0405",1972169.469,6097018.844,4.416,C-Org-LOI,1.06
2021-10-13,"CA 5-0405",1972169.469,6097018.844,4.416,C-Org-LOI,0.85
2021-10-13,"CA 5-0405",1971405.532,6097700.033,4.280,C-Org-LOI,0.64
2021-10-13,"CA 5-0405",1971405.532,6097700.033,4.280,C-Org-LOI,0.54
2021-10-13,"CA 5-0405",1971405.532,6097700.033,4.280,C-Org-LOI,0.55
2021-10-13,"CA 5-0405",1971519.567,6097785.355,3.832,C-Org-LOI,0.54
2021-10-13,"CA 5-0405",1971519.567,6097785.355,3.832,C-Org-LOI,0.26
2021-10-13,"CA 5-0405",1971519.567,6097785.355,3.832,C-Org-LOI,0.71
2021-10-13,"CA 5-0405",1971576.404,6097921.852,4.153,C-Org-LOI,0.41
2021-10-13,"CA 5-0405",1971576.404,6097921.852,4.153,C-Org-LOI,0.19
2021-10-13,"CA 5-0405",1971576.404,6097921.852,4.153,C-Org-LOI,0.66
2021-10-13,"CA 5-0405",1971671.563,6097608.963,4.431,C-Org-LOI,0.89
2021-10-13,"CA 5-0405",1971671.563,6097608.963,4.431,C-Org-LOI,0.87
2021-10-13,"CA 5-0405",1971671.563,6097608.963,4.431,C-Org-LOI,0.24
2021-10-13,"CA 5-0405",1971598.248,6097788.953,4.600,C-Org-LOI,0.67
2021-10-13,"CA 5-0405",1971598.248,6097788.953,4.600,C-Org-LOI,0.42
2021-10-13,"CA 5-0405",1971598.248,6097788.953,4.600,C-Org-LOI,0.90
2021-10-13,"CA 5-0405",1971719.765,6097852.782,4.135,C-Org-LOI,0.71
2021-10-13,"CA 5-0405",1971719.765,6097852.782,4.135,C-Org-LOI,0.97
2021-10-13,"CA 5-0405",1971719.765,6097852.782,4.135,C-Org-LOI,0.32
2021-10-13,"CA 5-0405",1972157.914,6097829.437,4.651,C-Org-LOI,0.82
2021-10-13,"CA 5-0405",1972157.914,6097829.437,4.651,C-Org-LOI,1.39
2021-10-13,"CA 5-0405",1972157.914,6097829.437,4.651,C-Org-LOI,1.76
2021-10-13,"CA 5-0405",1972250.324,6097927.381,4.205,C-Org-LOI,1.67
2021-10-13,"CA 5-0405",1972250.324,6097927.381,4.205,C-Org-LOI,0.70
2021-10-13,"CA 5-0405",1972250.324,6097927.381,4.205,C-Org-LOI,1.60
2021-10-13,"CA 5-0405",1972280.725,6098079.126,4.358,C-Org-LOI,2.34
2021-10-13,"CA 5-0405",1972280.725,6098079.126,4.358,C-Org-LOI,1.16
2021-10-13,"CA 5-0405",1972280.725,6098079.126,4.358,C-Org-LOI,1.99
2021-10-13,"CA 5-0405",1972161.899,6098758.451,4.515,C-Org-LOI,1.76
2021-10-13,"CA 5-0405",1972161.899,6098758.451,4.515,C-Org-LOI,1.67
2021-10-13,"CA 5-0405",1972161.899,6098758.451,4.515,C-Org-LOI,2.17
2021-10-13,"CA 5-0405",1972175.728,6098583.808,4.939,C-Org-LOI,2.62
2021-10-13,"CA 5-0405",1972175.728,6098583.808,4.939,C-Org-LOI,2.00
2021-10-13,"CA 5-0405",1972175.728,6098583.808,4.939,C-Org-LOI,1.85
2021-10-13,"CA 5-0405",1972154.730,6098396.148,4.688,C-Org-LOI,2.26
2021-10-13,"CA 5-0405",1972154.730,6098396.148,4.688,C-Org-LOI,2.06
2021-10-13,"CA 5-0405",1972154.730,6098396.148,4.688,C-Org-LOI,1.84
2021-10-13,"CA 5-0405",1860972.931,6232462.820,1.071,C-Org-LOI,1.20
2021-10-13,"CA 5-0405",1860972.931,6232462.820,1.071,C-Org-LOI,0.68
2021-10-13,"CA 5-0405",1860972.931,6232462.820,1.071,C-Org-LOI,0.15
2021-10-13,"CA 5-0405",1860994.035,6232599.952,1.642,C-Org-LOI,0.24
2021-10-13,"CA 5-0405",1860994.035,6232599.952,1.642,C-Org-LOI,0.78
2021-10-13,"CA 5-0405",1860994.035,6232599.952,1.642,C-Org-LOI,0.37
2021-10-13,"CA 5-0405",1860928.668,6232712.224,2.007,C-Org-LOI,0.21
2021-10-13,"CA 5-0405",1860928.668,6232712.224,2.007,C-Org-LOI,0.89
2021-10-13,"CA 5-0405",1860928.668,6232712.224,2.007,C-Org-LOI,0.79
2021-10-13,"CA 5-0405",1860816.985,6232439.806,2.155,C-Org-LOI,0.30
2021-10-13,"CA 5-0405",1860816.985,6232439.806,2.155,C-Org-LOI,0.10
2021-10-13,"CA 5-0405",1860816.985,6232439.806,2.155,C-Org-LOI,0.13
2021-10-13,"CA 5-0405",1860736.491,6232566.641,1.480,C-Org-LOI,0.31
2021-10-13,"CA 5-0405",1860736.491,6232566.641,1.480,C-Org-LOI,0.20
2021-10-13,"CA 5-0405",1860736.491,6232566.641,1.480,C-Org-LOI,0.31
2021-10-13,"CA 5-0405",1860637.988,6232643.565,1.792,C-Org-LOI,0.19
2021-10-13,"CA 5-0405",1860637.988,6232643.565,1.792,C-Org-LOI,0.27
2021-10-13,"CA 5-0405",1860637.988,6232643.565,1.792,C-Org-LOI,0.21
2021-10-13,"CA 5-0405",1862508.058,6231118.964,0.315,C-Org-LOI,0.29
2021-10-13,"CA 5-0405",1862508.058,6231118.964,0.315,C-Org-LOI,0.43
2021-10-13,"CA 5-0405",1862508.058,6231118.964,0.315,C-Org-LOI,0.35
2021-10-13,"CA 5-0405",1862200.115,6231093.080,2.690,C-Org-LOI,0.25
2021-10-13,"CA 5-0405",1862200.115,6231093.080,2.690,C-Org-LOI,0.33
2021-10-13,"CA 5-0405",1862200.115,6231093.080,2.690,C-Org-LOI,0.34
2021-10-13,"CA 5-0405",1862329.930,6231058.668,0.915,C-Org-LOI,0.71
2021-10-13,"CA 5-0405",1862329.930,6231058.668,0.915,C-Org-LOI,0.57
2021-10-13,"CA 5-0405",1862329.930,6231058.668,0.915,C-Org-LOI,0.41
2021-10-13,"CA 5-0405",1862329.509,6231072.315,2.731,C-Org-LOI,0.32
2021-10-13,"CA 5-0405",1862329.509,6231072.315,2.731,C-Org-LOI,0.33
2021-10-13,"CA 5-0405",1862329.509,6231072.315,2.731,C-Org-LOI,0.29
2021-10-13,"CA 5-0405",1862460.049,6231043.949,0.470,C-Org-LOI,0.42
2021-10-13,"CA 5-0405",1862460.049,6231043.949,0.470,C-Org-LOI,0.20
2021-10-13,"CA 5-0405",1862460.049,6231043.949,0.470,C-Org-LOI,0.17
2021-10-13,"CA 5-0405",1862374.638,6231470.806,2.993,C-Org-LOI,0.37
2021-10-13,"CA 5-0405",1862374.638,6231470.806,2.993,C-Org-LOI,0.29
2021-10-13,"CA 5-0405",1862374.638,6231470.806,2.993,C-Org-LOI,0.27
2021-10-13,"CA 5-0405",1861766.883,6231126.832,0.541,C-Org-LOI,0.26
2021-10-13,"CA 5-0405",1861766.883,6231126.832,0.541,C-Org-LOI,0.34
2021-10-13,"CA 5-0405",1861766.883,6231126.832,0.541,C-Org-LOI,0.26
2021-10-13,"CA 5-0405",1861651.362,6231209.819,1.950,C-Org-LOI,0.55
2021-10-13,"CA 5-0405",1861651.362,6231209.819,1.950,C-Org-LOI,0.29
2021-10-13,"CA 5-0405",1861651.362,6231209.819,1.950,C-Org-LOI,0.23
2021-10-13,"CA 5-0405",1861559.819,6231295.344,1.906,C-Org-LOI,0.68
2021-10-13,"CA 5-0405",1861559.819,6231295.344,1.906,C-Org-LOI,0.47
2021-10-13,"CA 5-0405",1861559.819,6231295.344,1.906,C-Org-LOI,0.48
2021-10-13,"CA 5-0405",1861401.838,6231420.227,1.446,C-Org-LOI,0.32
2021-10-13,"CA 5-0405",1861401.838,6231420.227,1.446,C-Org-LOI,0.17
2021-10-13,"CA 5-0405",1861401.838,6231420.227,1.446,C-Org-LOI,0.12
2021-10-13,"CA 5-0405",1861303.671,6231519.967,0.826,C-Org-LOI,0.43
2021-10-13,"CA 5-0405",1861303.671,6231519.967,0.826,C-Org-LOI,0.19
2021-10-13,"CA 5-0405",1861303.671,6231519.967,0.826,C-Org-LOI,0.13
2021-10-13,"CA 5-0405",1861196.778,6231570.376,1.557,C-Org-LOI,0.78
2021-10-13,"CA 5-0405",1861196.778,6231570.376,1.557,C-Org-LOI,0.74
2021-10-13,"CA 5-0405",1861196.778,6231570.376,1.557,C-Org-LOI,0.09
2021-10-13,"CA 5-0405",1860857.568,6231841.098,1.628,C-Org-LOI,0.98
2021-10-13,"CA 5-0405",1860857.568,6231841.098,1.628,C-Org-LOI,0.39
2021-10-13,"CA 5-0405",1860857.568,6231841.098,1.628,C-Org-LOI,0.11
2021-10-13,"CA 5-0405",1860870.135,6231992.207,1.846,C-Org-LOI,1.12
2021-10-13,"CA 5-0405",1860870.135,6231992.207,1.846,C-Org-LOI,0.35
2021-10-13,"CA 5-0405",1860870.135,6231992.207,1.846,C-Org-LOI,0.37
2021-10-13,"CA 5-0405",1860914.401,6232118.914,1.953,C-Org-LOI,1.22
2021-10-13,"CA 5-0405",1860914.401,6232118.914,1.953,C-Org-LOI,0.98
2021-10-13,"CA 5-0405",1860914.401,6232118.914,1.953,C-Org-LOI,0.26
2021-10-13,"CA 5-0405",1861179.407,6231674.037,2.124,C-Org-LOI,0.88
2021-10-13,"CA 5-0405",1861179.407,6231674.037,2.124,C-Org-LOI,0.44
2021-10-13,"CA 5-0405",1861179.407,6231674.037,2.124,C-Org-LOI,1.01
2021-10-13,"CA 5-0405",1861346.704,6231789.300,1.636,C-Org-LOI,1.43
2021-10-13,"CA 5-0405",1861346.704,6231789.300,1.636,C-Org-LOI,0.93
2021-10-13,"CA 5-0405",1861346.704,6231789.300,1.636,C-Org-LOI,0.65
2021-10-13,"CA 5-0405",1861435.370,6231956.630,1.589,C-Org-LOI,1.55
2021-10-13,"CA 5-0405",1861435.370,6231956.630,1.589,C-Org-LOI,0.82
2021-10-13,"CA 5-0405",1861435.370,6231956.630,1.589,C-Org-LOI,0.38
2021-10-13,"CA 5-0405",1863478.315,6230565.150,0.829,C-Org-LOI,0.76
2021-10-13,"CA 5-0405",1863478.315,6230565.150,0.829,C-Org-LOI,0.65
2021-10-13,"CA 5-0405",1863478.315,6230565.150,0.829,C-Org-LOI,0.15
2021-10-13,"CA 5-0405",1863472.756,6230413.987,1.332,C-Org-LOI,0.94
2021-10-13,"CA 5-0405",1863472.756,6230413.987,1.332,C-Org-LOI,0.92
2021-10-13,"CA 5-0405",1863472.756,6230413.987,1.332,C-Org-LOI,0.46
2021-10-13,"CA 5-0405",1863542.658,6230295.520,1.428,C-Org-LOI,1.10
2021-10-13,"CA 5-0405",1863542.658,6230295.520,1.428,C-Org-LOI,1.19
2021-10-13,"CA 5-0405",1863542.658,6230295.520,1.428,C-Org-LOI,0.43
2021-10-13,"CA 5-0405",1862580.819,6231091.421,0.226,C-Org-LOI,0.83
2021-10-13,"CA 5-0405",1862580.819,6231091.421,0.226,C-Org-LOI,0.99
2021-10-13,"CA 5-0405",1862580.819,6231091.421,0.226,C-Org-LOI,0.68
2021-10-13,"CA 5-0405",1862628.881,6231277.247,0.556,C-Org-LOI,1.05
2021-10-13,"CA 5-0405",1862628.881,6231277.247,0.556,C-Org-LOI,0.91
2021-10-13,"CA 5-0405",1862628.881,6231277.247,0.556,C-Org-LOI,0.50
2021-10-13,"CA 5-0405",1862704.087,6231459.336,-0.344,C-Org-LOI,0.84
2021-10-13,"CA 5-0405",1862704.087,6231459.336,-0.344,C-Org-LOI,0.71
2021-10-13,"CA 5-0405",1862704.087,6231459.336,-0.344,C-Org-LOI,0.72
2021-10-13,"CA 5-0405",1861045.782,6232549.850,0.683,C-Org-LOI,0.34
2021-10-13,"CA 5-0405",1861045.782,6232549.850,0.683,C-Org-LOI,0.34
2021-10-13,"CA 5-0405",1861045.782,6232549.850,0.683,C-Org-LOI,0.23
2021-10-13,"CA 5-0405",1861209.814,6232449.276,1.205,C-Org-LOI,0.52
2021-10-13,"CA 5-0405",1861209.814,6232449.276,1.205,C-Org-LOI,0.54
2021-10-13,"CA 5-0405",1861209.814,6232449.276,1.205,C-Org-LOI,0.20
2021-10-13,"CA 5-0405",1861310.007,6232620.787,1.847,C-Org-LOI,1.01
2021-10-13,"CA 5-0405",1861310.007,6232620.787,1.847,C-Org-LOI,0.29
2021-10-13,"CA 5-0405",1861310.007,6232620.787,1.847,C-Org-LOI,0.31
