"","study_id","site_id","core_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter"
"1","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_1",0,15,1.48340363391868,0.0177255182847986
"2","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_1",15,30,1.53172981462707,0.0136464105170756
"3","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_1",30,50,1.72619016352109,0.0115856699786472
"4","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_2",0,5,0.780572875355224,0.0123794611714054
"5","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_2",5,15,1.35628476727267,0.0176182654493125
"6","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_2",15,27,1.50567569981037,0.0211313839863894
"7","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_3",0,5,0.898236619688716,0.0142407643108615
"8","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_3",5,15,1.36153761300184,0.0238954795960448
"9","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_3",15,38.5,1.62943274518971,0.0162987736205344
"10","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_4",0,6,0.98963613537634,0.00933954170857588
"11","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_4",6,15,1.62102819202303,0.0146680132006015
"12","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_high_sabkha_4",15,40,1.53908379864792,0.0144760620531452
"13","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_1",0,15,1.13881695408488,0.00963237315813068
"14","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_1",15,40,1.34788021410599,0.0136204654520422
"15","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_2",0,15,1.07788394362646,0.0114658139449264
"16","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_2",15,35,1.44663371381446,0.00990346314782129
"17","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_3",0,15,1.22286248575166,0.0092068718902279
"18","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_3",15,38,1.44978542125196,0.0117713662824565
"19","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_4",0,15,1.11150215629317,0.00748010690138671
"20","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_4",15,38,1.39620639481439,0.0105141414953366
"21","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_5",0,15,1.2060533794183,0.00851680693903683
"22","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_low_sabkha_5",15,38,1.3783467193352,0.00879430219227834
"23","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_1",0,15,1.14083419935721,0.0176495775431127
"24","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_1",15,30,1.36068245652501,0.0105922571947543
"25","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_1",30,50,1.34879876694837,0.00989549350758113
"26","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_1",50,110,1.11469008228861,0.0109127420681454
"27","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_2",0,15,1.10874823750029,0.0176716046536363
"28","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_2",15,30,1.17648526808712,0.0218718762913646
"29","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_2",30,50,1.33216160154108,0.0186416898071045
"30","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_2",50,85,1.38682657359361,0.0183738306481873
"31","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_3",0,15,1.29175705698051,0.0280834856585268
"32","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_3",15,30,1.36068245652501,0.0162068774352762
"33","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_3",30,50,1.43198459398483,0.0139583123143201
"34","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_3",50,100,1.18836895766376,0.00656758099668938
"35","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_4",0,15,1.16222484059516,0.00875496200039034
"36","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_4",15,30,1.35830571860968,0.00987742055724796
"37","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_4",30,62,1.30601748447247,0.014809581588278
"38","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_4",62,67,0.686877257529654,0.0672989154877904
"39","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_4",67,74,0.505056807007099,0.0917964987979774
"40","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_4",80,85,0.944753321342691,0.0186540849285017
"41","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_4",100,200,1.24541066763162,0.00873339357399686
"42","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_5",0,15,1.13608072352656,0.0122751456807508
"43","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_5",15,30,1.22045491952068,0.0144044639967055
"44","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_5",30,48,1.22877350222433,0.0102138049711582
"45","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_5",48,50,1.13954241804504,0.0247949176853715
"46","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_5",50,100,1.28581521219219,0.00829210605252198
"47","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_5",100,180,1.08616922730468,0.0138007968400474
"48","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_6",0,15,1.13489235456889,0.014216378593983
"49","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_6",15,30,1.34642202903304,0.0128022155513273
"50","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_6",30,50,1.37256614610164,0.0117862118898253
"51","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_salt_marsh_6",50,81,1.49259141082568,0.0102323697324519
"52","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_1",0,15,1.09817175377708,0.0136532882815345
"53","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_1",15,30,1.34796690867801,0.0051319634039529
"54","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_1",30,50,1.36020710894194,0.007315198135376
"55","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_1",50,85,1.46989356373431,0.00316932232845639
"56","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_2",0,15,0.966381636372171,0.0137253934388122
"57","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_2",15,30,1.26585061370344,0.00737354641403899
"58","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_2",30,50,1.39811607869142,0.00209679702964959
"59","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_2",50,100,1.45444476728468,0.00372239784235854
"60","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_2",100,144,1.499,NA
"61","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_3",0,15,1.12728679323984,0.0121218649470388
"62","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_3",15,30,1.29758006487306,0.00713329617297477
"63","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_3",30,50,1.43852062325198,0.00452703951625354
"64","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_3",50,75,1.59146370810331,0.00548411178874186
"65","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_4",0,15,1.04576468274411,0.00834449001601463
"66","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_4",15,30,1.22211863606141,0.0112902099112158
"67","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_4",30,50,1.31291002442692,0.00603920130324859
"68","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_4",50,100,1.48462933880934,0.00498516756262033
"69","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_4",100,185,1.61071528521746,0.00423262066137582
"70","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_5",0,15,1.16531459988508,0.0131686929414582
"71","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_5",15,30,1.31718815267451,0.00670445867385732
"72","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_5",30,50,1.21736516023076,0.0090221589611423
"73","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_5",50,100,1.27179245849176,0.00542293613535737
"74","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_5",100,194,1.45111733420322,0.0019560690648793
"75","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_6",0,15,1.26620712439074,0.00862541900193399
"76","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_6",15,30,1.20512495996682,0.00999648746103059
"77","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_6",30,50,1.40762303035273,0.00592373700016722
"78","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_6",50,100,1.41665463443097,0.00365157229529123
"79","Schile-Beers_and_Megonigal_2017","Eastern Mangrove","Eastern_Mangrove_salt_marsh_6",100,162,1.55200985870887,0.00361180263911622
"80","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_1",0,15,1.34190622699392,0.00581233969150206
"81","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_1",15,30,1.46597194617402,0.00261923816466101
"82","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_1",30,62,1.23138791393119,0.00115918113101438
"83","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_2",0,15,1.27393152261555,0.00615554474667572
