"","study_id","site_id","core_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter"
"84","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_2",15,36,1.1578278754518,0.00935033512537041
"85","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_3",0,15,1.42592391230075,0.00858185445520867
"86","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_3",15,30,1.43863946014775,0.00670220347183793
"87","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_3",30,49,1.03994167485156,0.0057717899680773
"88","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_4",0,15,1.19181522764099,0.00472059129866098
"89","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_4",15,30,1.37815148020266,0.00522333957407854
"90","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_5",0,15,1.34749156109494,0.00557268772960715
"91","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_5",15,30,1.50946625002451,0.0113247083719977
"92","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_6",0,15,1.62473803891789,0.00498146358628159
"93","Schile-Beers_and_Megonigal_2017","Jubail Is.","Jubail_Is._salt_marsh_6",15,29,1.636384054703,0.00350603463400139
"94","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_1",0,15,1.15473811616188,0.00984924453839565
"95","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_1",15,30,1.29294542593817,0.0178836720881269
"96","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_1",30,48,1.19549917140974,0.00907958406654483
"97","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_2",0,15,1.14202256831488,0.00868696749290077
"98","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_2",15,42,1.17220713983953,0.00841097751978756
"99","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_3",0,15,1.20417426480069,0.0120982113147337
"100","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_3",15,30,1.1578278754518,0.00512228820534776
"101","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_3",30,56,1.02841449596222,0.0106912361054846
"102","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_4",0,15,1.19466731313938,0.0119869124575406
"103","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_4",15,30,1.10221220823314,0.0112371940798814
"104","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_4",30,54,1.27880383534197,0.0179465551329601
"105","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_5",0,15,1.08212877284862,0.0198560737069896
"106","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_5",15,30,1.17874316910669,0.0145401643587488
"107","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_5",30,53,1.06549160744133,0.0114413431110988
"108","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_6",0,15,1.20643216582025,0.0167107468209097
"109","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_6",15,30,1.19431080245208,0.0101772632344463
"110","Schile-Beers_and_Megonigal_2017","Jubail Is. East","Jubail_Is._East_salt_marsh_6",30,55,1.03316797179287,0.00961388377744354
"111","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_1",0,16,1.22758513326667,0.0158538544197912
"112","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_2",0,19,1.38088472880529,0.0234400869349144
"113","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_3",0,15,1.49021467291036,0.0259756735166597
"114","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_3",15,23,1.49140304186802,0.00860478458988043
"115","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_4",0,15,1.55200985870887,0.0408659312153712
"116","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_4",15,26,1.71243966799348,0.0129782126489216
"117","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_5",0,10,1.36781267027099,0.0497169779192355
"118","Schile-Beers_and_Megonigal_2017","Marawah Is.","Marawah_Is._salt_marsh_6",0,18,1.66490490968693,0.0121205804575983
"119","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_1",0,5,0.93457368161656,0.0211153088802942
"120","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_1",5,15,1.23862102293918,0.015367055560555
"121","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_1",15,30,1.2092050868558,0.0128131872719284
"122","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_1",30,50,1.39830753310606,0.00565934369843346
"123","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_1",50,100,1.27581117070173,0.00748760622352275
"124","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_1",100,186,1.31741370887678,0.00997935150451919
"125","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_2",0,5,1.07257269590932,0.025188965412378
"126","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_2",5,15,1.18294085820994,0.017687064624828
"127","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_2",15,30,1.32581826204346,0.0106435260227112
"128","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_2",30,50,1.37729615018937,0.00798032620397542
"129","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_2",50,100,1.34262736837682,0.00685612087776242
"130","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_2",100,182,1.36994216616852,0.00835918778769006
"131","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_3",0,5,1.12410898604319,0.0249723218985682
"132","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_3",5,15,1.18714313479327,0.0138038683597867
"133","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_3",15,30,1.33527338435597,0.012342148258023
"134","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_3",30,50,1.32791940033513,0.00765135282456955
"135","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_3",50,100,1.34819538484974,0.011382869745091
"136","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_3",100,200,1.28589663450174,0.00826728451229441
"137","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_4",0,5,0.990635781172992,0.0168899779922594
"138","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_4",5,15,1.30375630998093,0.0184168596035658
"139","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_4",15,30,1.11465386373068,0.0093767048333665
"140","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_4",30,50,1.33212167691847,0.00603895104086612
"141","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_4",50,100,1.37698097944561,0.00724309866351129
"142","Schile-Beers_and_Megonigal_2017","Al Aryam","Al_Aryam_microbial_mat_4",100,165,1.13146297006403,0.0204912941680665
"143","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_1",0,3,0.854863353153133,0.0756465807792291
"144","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_1",3,15,0.75817939498948,0.0342662443068623
"145","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_1",15,30,0.87820465971352,0.0563131084223801
"146","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_1",30,44,0.941188214469699,0.0305914586203064
"147","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_2",0,14,0.606068168408518,0.0607612408200292
"148","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_2",14,30,0.742730598539851,0.0434469536567115
"149","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_2",30,42,1.25491761929293,0.0134353869880715
"150","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_3",0,4,0.565631294869221,0.0781628614734017
"151","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_3",4,15,0.621516964858147,0.0569095848344517
"152","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_3",15,30,0.809279260169022,0.042304742248927
"153","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_3",30,43,1.69936760945918,0.015500287600037
"154","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_4",0,15,0.588242634043562,0.0576679977061642
"155","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_4",15,30,0.688065626487318,0.0534878613195846
"156","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_4",30,43,1.05527163440542,0.0271564746419949
"157","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_5",0,15,0.620328595900484,0.0749659966332946
"158","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_5",15,30,0.655979664630396,0.0750132232989737
"159","Schile-Beers_and_Megonigal_2017","Algal Moon","Algal_Moon_microbial_mat_5",30,43,0.931681262808389,0.0416504185340868
"160","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_1",0,1,1.09572554503462,0.0339321768153224
"161","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_1",1,13,1.39514515629726,0.0111178416575327
"162","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_2",0,1,1.53993860383243,0.0184736579970178
"163","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_2",1,14,1.34166855320239,0.00442241703965506
"164","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_3",0,1,1.32079349482551,0.0357735216755745
"165","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_3",1,19,1.24897577450461,0.00772839779620707
"166","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_4",0,1,1.5873213301042,0.0242525604555939
"167","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_4",1,20,1.35592898069435,0.00396042144434695
"168","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_5",0,1,1.12533974895447,0.0432615150090984
"169","Schile-Beers_and_Megonigal_2017","Rafiq Is.","Rafiq_Is._microbial_mat_5",1,19,1.42841948711184,0.00749595770814878
"170","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_1",0,15,1.11779614325069,0.0167666060011959
"171","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_1",15,30,1.65052631578947,0.014402679149319
"172","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_1",30,46,1.19775596072931,0.00809356474602771
"173","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_2",0,4,0.84872158193974,0.0231654563094534
"174","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_2",4,15,0.805714285714286,0.0188342257013505
"175","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_2",15,48,1.355,0.00904940990778487
"176","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_3",0,3,0.718160364451651,0.0399245270987579
"177","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_3",3,15,1.27089947089947,0.0133175405764983
"178","Schile-Beers_and_Megonigal_2017","Thimiriya","Thimiriya_microbial_mat_3",15,55,1.47937380080237,0.00881015676828554
"179","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_1",0,5,0.582986213988183,0.0217604776642807
"180","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_1",5,15,0.928072224061906,0.00532957371883503
"181","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_1",15,30,1.19908674207435,0.00543408817152068
"182","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_1",30,50,1.2304581975356,0.015684397716319
"183","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_1",50,100,1.29494396709483,0.0165122356221623
"184","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_2",0,5,0.945500810429266,0.00663474320609161
"185","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_2",5,15,1.23394391480907,0.00789995919798299
"186","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_2",15,30,1.14418669501717,0.00664947655192194
"187","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_2",30,50,1.25050107185806,0.0181911816635301
"188","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_2",50,100,1.3176011293724,0.0126253613098334
"189","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_3",0,5,0.922843648151698,0.00901781796576165
"190","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_3",5,15,1.05791519249874,0.0136187476394885
"191","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_3",15,30,1.02218659044565,0.00860945230848276
"192","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_3",30,50,1.32892971051118,0.00864435866332377
"193","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_3",50,100,1.35768687801732,0.00887567340686262
"194","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_4",0,5,0.438328947139097,0.00642977615065736
"195","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_4",5,15,0.92632936542517,0.0117170993485659
"196","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_4",15,30,1.20954389389477,0.00642977615065736
"197","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_4",30,50,1.43785837530718,0.0181828129604221
"198","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_4",50,100,1.45702982031127,0.019509010815357
"199","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_5",0,5,1.09015807727835,0.0100589783064542
"200","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_5",5,15,1.19124387820904,0.018537685428378
"201","Schile-Beers_and_Megonigal_2017","Umm Al Quwain","Umm_Al_Quwain_microbial_mat_5",15,30,1.33502971573976,0.0173476666678403
