study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_4,0,15,1.1918152276409868,0.004720591298660981
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_4,15,30,1.3781514802026644,0.00522333957407854
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_5,0,15,1.3474915610949394,0.005572687729607146
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_5,15,30,1.5094662500245102,0.011324708371997687
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_6,0,15,1.624738038917895,0.004981463586281585
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_6,15,29,1.636384054703,0.0035060346340013916
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_1,0,15,1.154738116161877,0.009849244538395646
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_1,15,30,1.2929454259381725,0.017883672088126943
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_1,30,48,1.1954991714097445,0.009079584066544832
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_2,0,15,1.142022568314875,0.00868696749290077
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_2,15,42,1.1722071398395344,0.008410977519787562
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_3,0,15,1.2041742648006895,0.012098211314733707
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_3,15,30,1.157827875451803,0.005122288205347765
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_3,30,56,1.0284144959622195,0.010691236105484591
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_4,0,15,1.1946673131393795,0.011986912457540591
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_4,15,30,1.102212208233139,0.011237194079881352
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_4,30,54,1.2788038353419742,0.017946555132960052
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_5,0,15,1.0821287728486215,0.019856073706989594
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_5,15,30,1.1787431691066854,0.014540164358748804
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_5,30,53,1.0654916074413288,0.011441343111098838
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_6,0,15,1.2064321658202508,0.01671074682090973
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_6,15,30,1.1943108024520803,0.010177263234446343
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_6,30,55,1.0331679717928743,0.009613883777443544
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_1,0,16,1.2275851332666656,0.01585385441979123
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_2,0,19,1.3808847288052912,0.023440086934914416
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_3,0,15,1.4902146729103571,0.025975673516659727
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_3,15,23,1.4914030418680209,0.008604784589880428
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_4,0,15,1.5520098587088726,0.04086593121537116
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_4,15,26,1.7124396679934806,0.012978212648921642
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_5,0,10,1.3678126702709898,0.04971697791923549
Schile-Beers_and_Megonigal_2017,Marawah Island,Marawah_Island_salt_marsh_6,0,18,1.6649049096869302,0.012120580457598286
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,0,5,0.9345736816165598,0.021115308880294174
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,5,15,1.2386210229391774,0.015367055560554963
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,15,30,1.2092050868558042,0.012813187271928381
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,30,50,1.3983075331060602,0.005659343698433457
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,50,100,1.2758111707017277,0.007487606223522753
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_1,100,186,1.317413708876784,0.009979351504519195
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,0,5,1.0725726959093151,0.025188965412378028
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,5,15,1.1829408582099354,0.01768706462482804
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,15,30,1.3258182620434622,0.010643526022711196
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,30,50,1.3772961501893655,0.007980326203975423
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,50,100,1.342627368376818,0.006856120877762422
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_2,100,182,1.3699421661685216,0.008359187787690061
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,0,5,1.1241089860431892,0.02497232189856817
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,5,15,1.1871431347932742,0.01380386835978669
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,15,30,1.3352733843559748,0.012342148258022973
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,30,50,1.3279194003351316,0.0076513528245695465
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,50,100,1.3481953848497423,0.011382869745091036
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_3,100,200,1.2858966345017413,0.008267284512294406
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,0,5,0.9906357811729918,0.0168899779922594
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,5,15,1.3037563099809324,0.01841685960356582
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,15,30,1.1146538637306762,0.009376704833366495
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,30,50,1.3321216769184707,0.0060389510408661185
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,50,100,1.3769809794456147,0.0072430986635112935
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_microbial_mat_4,100,165,1.1314629700640322,0.02049129416806654
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_1,0,3,0.8548633531531328,0.07564658077922912
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_1,3,15,0.75817939498948,0.03426624430686229
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_1,15,30,0.87820465971352,0.05631310842238011
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_1,30,44,0.9411882144696994,0.0305914586203064
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_2,0,14,0.6060681684085184,0.06076124082002918
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_2,14,30,0.742730598539851,0.043446953656711494
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_2,30,42,1.2549176192929326,0.013435386988071549
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_3,0,4,0.5656312948692206,0.07816286147340175
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_3,4,15,0.6215169648581473,0.056909584834451715
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_3,15,30,0.8092792601690216,0.042304742248927045
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_3,30,43,1.6993676094591792,0.015500287600036983
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_4,0,15,0.588242634043562,0.05766799770616422
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_4,15,30,0.6880656264873181,0.05348786131958457
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_4,30,43,1.0552716344054203,0.027156474641994867
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_5,0,15,0.6203285959004836,0.07496599663329462
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_5,15,30,0.6559796646303964,0.07501322329897371
Schile-Beers_and_Megonigal_2017,Algal Moon,Algal_Moon_microbial_mat_5,30,43,0.9316812628083893,0.04165041853408677
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_1,0,1,1.095725545034616,0.03393217681532245
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_1,1,13,1.395145156297256,0.011117841657532743
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_2,0,1,1.5399386038324332,0.018473657997017837
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_2,1,14,1.341668553202387,0.004422417039655056
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_3,0,1,1.3207934948255098,0.0357735216755745
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_3,1,19,1.2489757745046137,0.00772839779620707
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_4,0,1,1.5873213301042002,0.024252560455593892
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_4,1,20,1.3559289806943522,0.0039604214443469486
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_5,0,1,1.1253397489544705,0.0432615150090984
Schile-Beers_and_Megonigal_2017,Rafiq Island,Rafiq_Island_microbial_mat_5,1,19,1.4284194871118416,0.007495957708148779
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_1,0,15,1.1177961432506889,0.016766606001195915
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_1,15,30,1.6505263157894738,0.01440267914931896
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_1,30,46,1.1977559607293127,0.008093564746027706
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_2,0,4,0.8487215819397401,0.023165456309453367
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_2,4,15,0.8057142857142856,0.018834225701350533
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_2,15,48,1.3550000000000002,0.009049409907784866
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_3,0,3,0.7181603644516513,0.03992452709875785
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_3,3,15,1.270899470899471,0.013317540576498308
Schile-Beers_and_Megonigal_2017,Thumayriyah,Thumayriyah_microbial_mat_3,15,55,1.479373800802372,0.008810156768285537
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_1,0,5,0.5829862139881834,0.021760477664280655
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_1,5,15,0.9280722240619063,0.005329573718835032
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_1,15,30,1.1990867420743503,0.0054340881715206815
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_1,30,50,1.230458197535598,0.01568439771631905
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_1,50,100,1.2949439670948288,0.016512235622162325
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_2,0,5,0.945500810429266,0.006634743206091614
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_2,5,15,1.2339439148090698,0.007899959197982986
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_2,15,30,1.1441866950171673,0.006649476551921936
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_2,30,50,1.2505010718580616,0.018191181663530075
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_2,50,100,1.3176011293723966,0.012625361309833352
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_3,0,5,0.9228436481516984,0.009017817965761647
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_3,5,15,1.0579151924987364,0.013618747639488511
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_3,15,30,1.022186590445649,0.008609452308482755
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_3,30,50,1.3289297105111804,0.008644358663323769
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_3,50,100,1.3576868780173241,0.00887567340686262
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_4,0,5,0.4383289471390975,0.006429776150657362
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_4,5,15,0.9263293654251704,0.011717099348565947
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_4,15,30,1.2095438938947662,0.006429776150657362
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_4,30,50,1.4378583753071787,0.018182812960422127
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_4,50,100,1.4570298203112746,0.019509010815357
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_5,0,5,1.090158077278352,0.010058978306454192
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_5,5,15,1.1912438782090387,0.018537685428377967
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_5,15,30,1.3350297157397564,0.017347666667840312
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_5,30,50,1.3603011659724278,0.023248141213280383
Schile-Beers_and_Megonigal_2017,Umm al Quwain,Umm_al_Quwain_microbial_mat_5,50,100,1.2949439670948288,0.020119426618130314
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_1,0,15,1.5484447518358813,0.013505232150445603
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_1,15,25,1.2905686880228453,0.015205918279263354
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_1,25,30,0.9744625452842846,0.05229567663426442
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_1,30,44,1.001795031310551,0.020960096134468555
Schile-Beers_and_Megonigal_2017,Sabkha Moon,Sabkha_Moon_low_sabkha_2,0,15,1.6993676094591792,0.01881106562194952
