study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,excess_pb210_activity,bi214_activity,depth_interval_notes,cs137_unit,pb210_unit,bi214_unit
Callaway_et_al_2019,China_Camp,China_Camp_A_High,18,20,0.296212107,0.206372694,NA,0,0.5395172135774994,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,20,22,0.392553899,0.140977444,NA,NA,0.13010866148452271,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,22,24,0.425177126,0.152011563,NA,NA,0.2828971244338561,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,24,26,0.355997777,0.220453319,NA,NA,0.33494215410252376,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,26,28,0.351527292,0.199839808,NA,NA,0.21360406724629385,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,28,30,0.440003293,0.168794326,NA,NA,0.26072101654965607,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,30,32,0.437824639,0.145833333,NA,NA,0.07579900436453779,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,32,34,0.52233945,0.144394782,NA,NA,0.32579587161177814,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,34,36,0.497497132,0.154561448,NA,NA,0.2541232804821151,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,36,38,0.542230281,0.140232108,NA,NA,0.1234250674734471,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,38,40,0.507456695,0.144016869,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,40,42,0.512436476,0.129914085,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,42,44,0.588519612,0.132856006,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,44,46,0.626235797,0.135816785,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,46,48,0.519029027,0.160726073,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_High,48,50,0.411992023,0.167235079,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,0,2,0.302861247,0.206817017,NA,0.21,1.1963081991271869,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,2,4,0.393402726,0.170886735,0.0200783232130323,0.2,0.8620204893820966,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,2,4,0.393402726,0.170886735,0.08039348756790149,0.2,0.8620204893820966,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,4,6,0.418103573,0.120021942,NA,0.22,1.080321218363033,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,6,8,0.481058195,0.0995132,NA,0.2,1.024984802877618,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,8,10,0.415755153,0.10746089,NA,0.26,0.8009750548923704,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,10,12,0.431345264,0.133823225,NA,0.18,0.8412350714750185,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,12,14,0.367937935,0.12860226,0.024522221508026097,0.26,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,14,16,0.386612115,0.137498197,NA,0.29,0.6744382481099642,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,16,18,0.444671838,0.123096313,NA,0.24,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,18,20,0.440314529,0.135946713,NA,0.27,0.3874425351319022,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,20,22,0.424752713,0.129937094,NA,0.21,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,22,24,0.454122105,0.122583432,0.0291510482533773,0.19,0.3924106186439056,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,24,26,0.402683227,0.109941844,NA,0.32,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,26,28,0.406220004,0.110722731,NA,0.26,0.2192418905280401,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,28,30,0.372125478,0.133654689,NA,0.32,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,30,32,0.429081727,0.12118656,NA,0.4,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,32,34,0.390290362,0.148763451,0.0196312197717031,0.47,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,34,36,0.467957975,0.155495286,NA,0.33,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,36,38,0.395524791,0.147598155,NA,0.48,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,38,40,0.4614786,0.129263716,NA,0.61,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,40,42,0.38443346,0.121205989,NA,0.29,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,42,44,0.473560229,0.121214902,NA,0.27,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,44,46,0.526215757,0.117265125,NA,0.19,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,46,48,0.527290937,0.108706542,NA,0.16,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,48,50,0.535269905,0.090300107,NA,0.11,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,50,52,0.526130875,0.093045927,NA,0,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,52,54,0.479869838,0.100526624,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,0,2,0.30006012,0.096700217,NA,0.25,2.9560921996123346,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,2,4,0.57909764,0.085894234,NA,0.26,1.5780728798130144,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,4,6,0.50762646,0.085615423,NA,0.25,1.3749705163628312,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,6,8,0.679598681,0.098955884,NA,0.28,1.166646788898701,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,8,10,0.624623027,0.10796779,NA,0.32,0.7651629156959098,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,10,12,0.5514259,0.09221902,NA,0.23,0.9054636249057424,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,12,14,0.527460703,0.078271649,NA,0.41,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,14,16,0.524037103,0.076756645,NA,0.43,0.5438463898186984,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,16,18,0.438616877,0.083169291,NA,0.98,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,18,20,0.550860016,0.086666667,NA,1.03,0.4506788296399264,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,20,22,0.451830274,0.083384302,NA,0.24,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,22,24,0.600374887,0.083325678,NA,0,0.4176048170281407,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,24,26,0.444021071,0.085775173,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,26,28,0.647371574,0.067300254,NA,NA,0.2833320106371175,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,28,30,0.638260837,0.058353027,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,30,32,0.571401614,0.07546771,NA,NA,0.24917035251562114,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,32,34,0.573184149,0.073041169,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,34,36,0.59327304,0.065820288,NA,NA,0.07090102451274473,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,36,38,0.611353042,0.05119301,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,38,40,0.569675667,0.070819741,NA,NA,0.13645074304987803,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,40,42,0.462666957,0.09227958,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,42,44,0.481397725,0.071350365,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,44,46,0.466684735,0.087434625,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,46,48,0.486745331,0.090711239,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,48,50,0.564639297,0.078581749,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,50,52,0.635035297,0.064657461,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,0,2,0.455961229,0.171168374,NA,0.19,1.8165332199075808,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,2,4,0.590641678,0.155487522,NA,0.27,1.492072897729786,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,4,6,0.615483997,0.122895945,NA,0.19,0.9533490664150155,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,6,8,0.653539712,0.117819706,NA,0.27,1.0022474090022044,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,8,10,0.60798603,0.097103618,NA,0.36,0.6137037114246483,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,10,12,0.633677175,0.107678729,NA,0.98,0.575103656947948,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,12,14,0.447472965,0.113075442,NA,1.26,0.23172774001608806,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,14,16,0.508786523,0.10816255,NA,0.21,0.22614366439705036,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,16,18,0.533062957,0.138659675,NA,0,0.22090911130976262,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,18,20,0.473277286,0.122217132,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,20,22,0.430072024,0.120910076,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,22,24,0.563224587,0.103997364,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,24,26,0.482274846,0.10855546,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,26,28,0.451519037,0.109284333,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,28,30,0.574712037,0.10569029,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,30,32,0.491923172,0.120391403,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,32,34,0.467137442,0.130030621,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,34,36,0.521434035,0.132641066,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,36,38,0.475144704,0.144838075,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,38,40,0.50043973,0.163704397,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,40,42,0.519368558,0.170561818,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,42,44,0.475003233,0.171601035,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,44,46,0.485868211,0.16738009,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,46,48,0.527998293,0.165173811,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_High,48,50,0.483661262,0.17156981,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,0,2,0.375407607,0.14927979,NA,0.15,1.3573530597631756,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,2,4,0.62974428,0.11615087,NA,0.21,1.7311925717636858,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,4,6,0.750645448,0.088373306,NA,0.22,1.089140856178808,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,6,8,0.572872913,0.08707124,NA,0.26,0.8231142910806225,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,8,10,0.625132323,0.096812279,NA,0.31,0.7330291937476959,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,10,12,0.694509731,0.083636364,NA,0.24,0.5344236023037344,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,12,14,0.701922815,0.087536756,NA,0.32,0.5028305633446756,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,14,16,0.616559177,0.108345979,NA,0.36,0.5594467379969712,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,16,18,0.632290759,0.081889408,NA,0.46,0.39819964979864864,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,18,20,0.642250321,0.080951952,NA,0.92,0.34410577229819506,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,20,22,0.766659972,0.072013437,NA,0.31,0.33168499441515653,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,22,24,0.582973947,0.077608652,NA,0,0.17974247596040993,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,24,26,0.59400869,0.079262743,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,26,28,0.865746303,0.080379841,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,28,30,0.492998352,0.103795044,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,30,32,0.61053251,0.098097686,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,32,34,0.695273675,0.087595212,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,34,36,0.542881048,0.079914049,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,36,38,0.663216333,0.077336591,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,38,40,0.532921486,0.076976559,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,40,42,0.678806443,0.080973451,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,42,44,0.63330935,0.080686345,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,44,46,0.723143474,0.082736573,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,46,48,0.601365185,0.082452431,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,48,50,0.661575268,0.072228321,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,0,2,0.268964781,0.181797101,NA,0.22,2.2634951485711423,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,2,4,0.483859322,0.159729509,NA,0.26,1.5438985460708152,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,4,6,0.347198277,0.183771137,NA,0.2,1.3360978623199333,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,6,8,0.413293557,0.173367111,NA,0.3,0.8659716784273392,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,8,10,0.41479315,0.144475655,NA,0.33,0.6837399885810118,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,10,12,0.471692811,0.183079057,NA,0.47,0.8881113178469944,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,12,14,0.341850671,0.14444857,NA,0.55,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,14,16,0.446426079,0.136919105,NA,1.34,0.555268043493083,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,16,18,0.366466636,0.182941904,NA,0.54,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,18,20,0.413576499,0.162760893,NA,0.09,0.42733656713835433,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,20,22,0.380981566,0.148458956,NA,0,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,22,24,0.358657433,0.187130178,NA,0.12,0.19301688479079224,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,24,26,0.337521657,0.164528056,NA,0,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,26,28,0.359223317,0.143619338,NA,NA,0.23076848114969836,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,28,30,0.44979309,0.131112154,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,30,32,0.370399531,0.137399372,NA,NA,0.10290421131213327,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,32,34,0.377190142,0.128064243,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,34,36,0.407351772,0.134023452,NA,NA,0.043768562166895675,NA,NA,NA,picocuriesPerGram,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,36,38,0.384829579,0.149463415,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,38,40,0.506155161,0.148187747,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,40,42,0.467873092,0.136934909,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,42,44,0.419008988,0.134812787,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,44,46,0.520754974,0.147489304,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,46,48,0.476248179,0.156431616,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,48,50,0.522961923,0.17028738400000001,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,0,2,0.467675032,0.153967203,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,2,4,0.486405801,0.108867277,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,4,6,0.540872159,0.108175702,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,6,8,0.556688624,0.096425079,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,8,10,0.589453321,0.074227434,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,10,12,0.56868537,0.078688895,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,12,14,0.592028095,0.072208223,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,14,16,0.547634476,0.068795395,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,16,18,0.661065972,0.054110207,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,18,20,0.533996666,0.067236096,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,20,22,0.601874481,0.061104266,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,22,24,0.52898859,0.062322464,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,24,26,0.573495386,0.066494513,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,26,28,0.609711977,0.059737488,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,28,30,0.676316553,0.053416508,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,30,32,0.703563879,0.053018283,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,32,34,0.628980336,0.063438975,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,34,36,0.662226035,0.059011841,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,36,38,0.590811444,0.058551753,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,38,40,0.608551915,0.049145242,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,40,42,0.620973074,0.04170012,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,42,44,0.652492826,0.042825586,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,44,46,0.715334271,0.051960402,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,46,48,0.71700363,0.043505066,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,48,50,0.633705469,0.042119402,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_high,50,52,0.673091013,0.067642137,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,0,2,0.653964125,0.146816474,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,2,4,0.635601181,0.099058618,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,4,6,0.666470167,0.089686332,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,6,8,0.679683564,0.088417726,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,8,10,0.603996547,0.097986505,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,10,12,0.501231968,0.117376084,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,12,14,0.491074346,0.190216483,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,14,16,0.627905156,0.090093729,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,16,18,0.724105477,0.087250319,NA,NA,NA,NA,NA,NA,NA,NA
