study_id,coring_method,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,loss_on_ignition_temperature,loss_on_ignition_time,carbon_measured_or_modeled,fraction_carbon_method,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,method_id,carbonates_removed,fraction_carbon_type,dating_notes
Callaway_et_al_2019,hargas corer,compaction qualified,85,72,450,8,measured,EA,gamma,gamma,accretion,CIC,single set of methods,FALSE,total carbon,supported 210Pb was estimated from the activity of 214Pb
