study_id,site_id,core_id,species_code,code_type,habitat
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Low,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Low,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_High,Scirpus acutus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_High,Scirpus acutus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Low,Scirpus acutus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Mid,Scirpus acutus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Mid,Scirpus acutus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Low,Scirpus acutus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Mid,Schoenoplectus californicus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Low,Schoenoplectus californicus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_High,Schoenoplectus californicus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_High,Schoenoplectus californicus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Low,Schoenoplectus californicus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Mid,Schoenoplectus californicus,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Low,Triglochin maritima,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Mid,Triglochin maritima,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Mid,Triglochin maritima,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_High,Triglochin maritima,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Low,Triglochin maritima,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_High,Triglochin maritima,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Mid,Typha domingensis,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_High,Typha domingensis,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Mid,Typha domingensis,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_Low,Typha domingensis,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_A_High,Typha domingensis,Genus species,marsh
Callaway_et_al_2019,Brown_Island,Browns_Island_B_Low,Typha domingensis,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_High,Cuscuta salina,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,Cuscuta salina,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_High,Cuscuta salina,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,Cuscuta salina,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,Cuscuta salina,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,Cuscuta salina,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_High,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_High,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_High,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_High,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_High,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Mid,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Low,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_A_Low,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_Mid,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,China_Camp,China_Camp_B_High,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_A_high,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_B_low,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_B_high,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_A_low,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_B_high,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_A_low,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_B_low,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_A_high,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,Spartina foliosa,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Low,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_High,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_High,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Low,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Mid,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_High,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Mid,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_Mid,Bolboschoenus maritimus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Low,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Mid,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Low,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_High,Distichlis spicata,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_High,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_High,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Low,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Mid,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_Mid,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Mid,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_High,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Low,Grindelia stricta,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Low,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_Mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_Mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Low,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_B_High,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Mid,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_High,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_C_High,Sarcocornia pacifica,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_Low,Scirpus americanus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,Scirpus americanus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,Scirpus americanus,Genus species,marsh
Callaway_et_al_2019,Coon_Island,Coon_Island_D_High,Scirpus americanus,Genus species,marsh
