"study_id","coring_method","sediment_sieved_flag","sediment_sieve_size","carbon_measured_or_modeled","carbonates_removed","carbonate_removal_method","fraction_carbon_method","fraction_carbon_type"
"Nahlik_and_Fennessey_2017","push core","sediment sieved",2,"measured",TRUE,"direct acid treatment","EA","organic carbon"
