"study_id","site_id","core_id","genus","species","species_code","species_notes"
"Nahlik_and_Fennessey_2017","NWCA11-1663","NWCA11-1663-4867","QUERCUS","NIGRA",71409,NA
"Nahlik_and_Fennessey_2017","NWCA11-1663","NWCA11-1663-4867","TOXICODENDRON","RADICANS",85820,NA
"Nahlik_and_Fennessey_2017","NWCA11-OH-3019","NWCA11-OH-3019-4881","CEPHALANTHUS","OCCIDENTALIS",18268,NA
"Nahlik_and_Fennessey_2017","NWCA11-OH-3019","NWCA11-OH-3019-4881","LEMNA","MINOR",47602,NA
"Nahlik_and_Fennessey_2017","NWCA11-OH-3019","NWCA11-OH-3019-4881","GLYCERIA","STRIATA",38545,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","TYPHA","ANGUSTIFOLIA",87372,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","CAREX","AQUATILIS",15788,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","CLADIUM","MARISCOIDES",20935,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","CALAMAGROSTIS","CANADENSIS",13779,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1001","NWCA11-WI-1001-4887","CAREX","LASIOCARPA",16265,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","FRAXINUS","NIGRA",36513,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","EQUISETUM","ARVENSE",31728,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","CAREX","LACUSTRIS",16255,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","BETULA","ALLEGHANIENSIS",11193,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","FRAXINUS","PENNSYLVANICA",36518,"GREEN ASH"
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","ALNUS","INCANA",2989,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1006","NWCA11-WI-1006-4888","ULMUS","RUBRA",87413,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1009","NWCA11-WI-1009-4890","LEMNA","MINOR",47602,"FLOATING IN 30-60 CM WATER - MOVING."
"Nahlik_and_Fennessey_2017","NWCA11-WI-1009","NWCA11-WI-1009-4890","WOLFFIA","COLUMBIANA",89871,"FLOATING IN 30-60 CM WATER - MOVING."
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","CAREX","LACUSTRIS",16255,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","CORNUS","SERICEA",23084,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","TYPHA","LATIFOLIA",87376,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","TYPHA","ANGUSTIFOLIA",87372,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1010","NWCA11-WI-1010-4891","CALAMAGROSTIS","CANADENSIS",13779,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","FRAXINUS","NIGRA",36513,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","ARALIA","NUDICAULIS",5771,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","BETULA","ALLEGHANIENSIS",11193,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","EQUISETUM","ARVENSE",31728,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","ULMUS","AMERICANA",87395,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","ILEX","VERTICILLATA",43555,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1011","NWCA11-WI-1011-4892","QUERCUS","RUBRA",71448,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","POPULUS","TREMULOIDES",68538,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","FRAXINUS","PENNSYLVANICA",36518,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","ACER","SACCHARINUM",873,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","CORNUS","RACEMOSA",23079,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","VITIS","RIPARIA",89546,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1018","NWCA11-WI-1018-4893","VIBURNUM","LENTAGO",88704,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894","PHALARIS","ARUNDINACEA",64061,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894","SALIX","BEBBIANA",75559,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894","POPULUS","TREMULOIDES",68538,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1037","NWCA11-WI-1037-4894","SALIX","PETIOLARIS",76053,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","GLYCERIA","STRIATA",38545,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","FRAXINUS","NIGRA",36513,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","BOEHMERIA","CYLINDRICA",11761,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","ULMUS","AMERICANA",87395,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","SYMPHYOTRICHUM","ONTARIONIS",83493,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","CINNA","ARUNDINACEA",20485,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","SOLIDAGO","GIGANTEA",80658,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1045","NWCA11-WI-1045-4895","THUJA","OCCIDENTALIS",85154,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","CALAMAGROSTIS","CANADENSIS",13779,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","CAREX","STRICTA",16753,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","SOLIDAGO","CANADENSIS",80604,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","CORNUS","SERICEA",23084,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","SOLIDAGO","GIGANTEA",80658,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1050","NWCA11-WI-1050-4896","VIBURNUM","LENTAGO",88704,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1054","NWCA11-WI-1054-4897","PHALARIS","ARUNDINACEA",64061,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","JUNCUS","TENUIS",45117,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","SCHOENOPLECTUS","TABERNAEMONTANI",77644,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","CYPERUS","spp.",25756,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1065","NWCA11-WI-1065-4898","TYPHA","ANGUSTIFOLIA",87372,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899","PHALARIS","ARUNDINACEA",64061,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899","TYPHA","LATIFOLIA",87376,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899","TYPHA","ANGUSTIFOLIA",87372,NA
"Nahlik_and_Fennessey_2017","NWCA11-WI-1070","NWCA11-WI-1070-4899","PHRAGMITES","AUSTRALIS",64844,NA
"Nahlik_and_Fennessey_2017","NWCA11-1245","NWCA11-1245-4911","BACOPA","CAROLINIANA",10457,NA
"Nahlik_and_Fennessey_2017","NWCA11-1245","NWCA11-1245-4911","UTRICULARIA","spp.",87769,"FOUND NO FLOWERS.  PLOTS 1-3; FOUND PURPLE FLOWER (U. PURPOREA) AND YELLOW FLOWER IN PLOT 4; NO WAY TO DIST. BETWEEN SPECIES IN PLOT."
"Nahlik_and_Fennessey_2017","NWCA11-1245","NWCA11-1245-4911","PONTEDERIA","CORDATA",68410,NA
"Nahlik_and_Fennessey_2017","NWCA11-1278","NWCA11-1278-4912","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1280","NWCA11-1280-4913","NYSSA","SYLVATICA",57631,NA
"Nahlik_and_Fennessey_2017","NWCA11-1280","NWCA11-1280-4913","ACER","RUBRUM",866,NA
"Nahlik_and_Fennessey_2017","NWCA11-1280","NWCA11-1280-4913","PHANOPYRUM","GYMNOCARPON",64090,"TEAM LISTED THIS A POSSIBILITY.  \ONLY A COUPLE IMMATURE FLOWERS.\"""""
"Nahlik_and_Fennessey_2017","NWCA11-1280","NWCA11-1280-4913","TAXODIUM","DISTICHUM",84012,NA
"Nahlik_and_Fennessey_2017","NWCA11-1291","NWCA11-1291-4915","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1292","NWCA11-1292-4916","SPARTINA","ALTERNIFLORA",81147,NA
"Nahlik_and_Fennessey_2017","NWCA11-1300","NWCA11-1300-4917","JUNCUS","ROEMERIANUS",45095,"NO QC SPECIMENS TAKEN DUE TO THUNDERSTORMS."
"Nahlik_and_Fennessey_2017","NWCA11-1305","NWCA11-1305-4918","SALICORNIA","DEPRESSA",75388,NA
"Nahlik_and_Fennessey_2017","NWCA11-1305","NWCA11-1305-4918","BATIS","MARITIMA",10913,NA
"Nahlik_and_Fennessey_2017","NWCA11-1305","NWCA11-1305-4918","SPARTINA","BAKERI",81151,NA
"Nahlik_and_Fennessey_2017","NWCA11-1316","NWCA11-1316-4921","PANICUM","HEMITOMON",60434,NA
"Nahlik_and_Fennessey_2017","NWCA11-1316","NWCA11-1316-4921","RHYNCHOSPORA","TRACYI",73006,NA
"Nahlik_and_Fennessey_2017","NWCA11-1308","NWCA11-1308-4922","FRAXINUS","PENNSYLVANICA",36518,NA
"Nahlik_and_Fennessey_2017","NWCA11-1308","NWCA11-1308-4922","OSMUNDA","REGALIS",59511,NA
"Nahlik_and_Fennessey_2017","NWCA11-1308","NWCA11-1308-4922","SAURURUS","CERNUUS",76857,NA
"Nahlik_and_Fennessey_2017","NWCA11-1308","NWCA11-1308-4922","MORELLA","CERIFERA",55921,NA
"Nahlik_and_Fennessey_2017","NWCA11-1321","NWCA11-1321-4923","SPARTINA","BAKERI",81151,NA
"Nahlik_and_Fennessey_2017","NWCA11-1322","NWCA11-1322-4924","LEUCOTHOE","AXILLARIS",48683,NA
"Nahlik_and_Fennessey_2017","NWCA11-1322","NWCA11-1322-4924","CHAMAECYPARIS","THYOIDES",19057,NA
"Nahlik_and_Fennessey_2017","NWCA11-1322","NWCA11-1322-4924","CLIFTONIA","MONOPHYLLA",21734,NA
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926","FRAXINUS","PENNSYLVANICA",36518,NA
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926","ACER","RUBRUM",866,NA
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926","SALIX","CAROLINIANA",75608,NA
"Nahlik_and_Fennessey_2017","NWCA11-1325","NWCA11-1325-4926","CRINUM","AMERICANUM",24341,NA
"Nahlik_and_Fennessey_2017","NWCA11-1329","NWCA11-1329-4927","AVICENNIA","GERMINANS",10218,NA
"Nahlik_and_Fennessey_2017","NWCA11-1329","NWCA11-1329-4927","BATIS","MARITIMA",10913,NA
"Nahlik_and_Fennessey_2017","NWCA11-1329","NWCA11-1329-4927","SALICORNIA","DEPRESSA",75388,NA
"Nahlik_and_Fennessey_2017","NWCA11-1336","NWCA11-1336-4928","MORELLA","CERIFERA",55921,NA
"Nahlik_and_Fennessey_2017","NWCA11-1342","NWCA11-1342-4929","CLADIUM","MARISCUS",20937,NA
"Nahlik_and_Fennessey_2017","NWCA11-1342","NWCA11-1342-4929","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4950","SAGITTARIA","LANCIFOLIA",75317,NA
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4950","CRINUM","AMERICANUM",24341,NA
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4951","SAGITTARIA","LANCIFOLIA",75317,NA
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4951","AXONOPUS","FURCATUS",10229,NA
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4951","CRINUM","AMERICANUM",24341,NA
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4951","TRIADENUM","VIRGINICUM",86083,NA
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","RUBUS","spp.",74018,NA
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","TAXODIUM","DISTICHUM",84012,NA
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","ACER","RUBRUM",866,NA
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","TOXICODENDRON","RADICANS",85820,NA
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","DRYOPTERIS","LUDOVICIANA",29664,NA
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952","SAMBUCUS","NIGRA",76486,NA
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953","CYNODON","DACTYLON",25692,NA
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953","BACCHARIS","HALIMIFOLIA",10294,NA
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953","PASPALUM","VAGINATUM",61614,NA
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953","DISTICHLIS","SPICATA",28734,NA
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953","JUNCUS","EFFUSUS",44973,NA
"Nahlik_and_Fennessey_2017","NWCA11-1613","NWCA11-1613-4954","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1613","NWCA11-1613-4954","SPARTINA","ALTERNIFLORA",81147,"DISTRIBUTION WAS ABOUT EVEN OF BOTH OVER ENTIRE AREA."
"Nahlik_and_Fennessey_2017","NWCA11-1626","NWCA11-1626-4955","SPARTINA","ALTERNIFLORA",81147,"MOVED EAST AND WEST VEG PLOTS."
"Nahlik_and_Fennessey_2017","NWCA11-1626","NWCA11-1626-4955","BATIS","MARITIMA",10913,"MOVED EAST AND WEST VEG PLOTS."
"Nahlik_and_Fennessey_2017","NWCA11-1626","NWCA11-1626-4955","AVICENNIA","GERMINANS",10218,"MOVED EAST AND WEST VEG PLOTS."
"Nahlik_and_Fennessey_2017","NWCA11-1629","NWCA11-1629-4956","SESBANIA","VESICARIA",79214,NA
"Nahlik_and_Fennessey_2017","NWCA11-1629","NWCA11-1629-4956","SCHOENOPLECTUS","ROBUSTUS",77638,NA
"Nahlik_and_Fennessey_2017","NWCA11-1629","NWCA11-1629-4956","DISTICHLIS","SPICATA",28734,NA
"Nahlik_and_Fennessey_2017","NWCA11-1629","NWCA11-1629-4956","VIGNA","LUTEOLA",88955,NA
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","RUBUS","spp.",74018,NA
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","COMMELINA","VIRGINICA",22336,NA
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","MORUS","RUBRA",55971,NA
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","VITIS","ROTUNDIFOLIA",89549,NA
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","SMILAX","SMALLII",80309,NA
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","AMPELOPSIS","ARBOREA",3739,NA
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957","SALIX","NIGRA",75986,NA
"Nahlik_and_Fennessey_2017","NWCA11-1637","NWCA11-1637-4958","SPARTINA","PATENS",81159,NA
"Nahlik_and_Fennessey_2017","NWCA11-1637","NWCA11-1637-4958","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1345","NWCA11-1345-4962","LUDWIGIA","PERUVIANA",50753,NA
"Nahlik_and_Fennessey_2017","NWCA11-1345","NWCA11-1345-4962","CYPERUS","ODORATUS",25936,NA
"Nahlik_and_Fennessey_2017","NWCA11-1346","NWCA11-1346-4963","FRAXINUS","CAROLINIANA",36494,NA
"Nahlik_and_Fennessey_2017","NWCA11-1346","NWCA11-1346-4963","QUERCUS","LAURIFOLIA",71376,NA
"Nahlik_and_Fennessey_2017","NWCA11-1348","NWCA11-1348-4964","RHIZOPHORA","MANGLE",72588,NA
"Nahlik_and_Fennessey_2017","NWCA11-1357","NWCA11-1357-4965","SALIX","CAROLINIANA",75608,NA
"Nahlik_and_Fennessey_2017","NWCA11-1357","NWCA11-1357-4965","PHYLA","NODIFLORA",64871,NA
"Nahlik_and_Fennessey_2017","NWCA11-1359","NWCA11-1359-4966","RHIZOPHORA","MANGLE",72588,NA
"Nahlik_and_Fennessey_2017","NWCA11-1359","NWCA11-1359-4966","LAGUNCULARIA","RACEMOSA",46050,NA
"Nahlik_and_Fennessey_2017","NWCA11-1363","NWCA11-1363-4967","RHIZOPHORA","MANGLE",72588,NA
"Nahlik_and_Fennessey_2017","NWCA11-1363","NWCA11-1363-4967","AVICENNIA","GERMINANS",10218,NA
"Nahlik_and_Fennessey_2017","NWCA11-1365","NWCA11-1365-4968","NYSSA","BIFLORA",57629,NA
"Nahlik_and_Fennessey_2017","NWCA11-1365","NWCA11-1365-4968","TAXODIUM","ASCENDENS",84011,NA
"Nahlik_and_Fennessey_2017","NWCA11-1365","NWCA11-1365-4968","LYONIA","LUCIDA",52178,NA
"Nahlik_and_Fennessey_2017","NWCA11-1366","NWCA11-1366-4969","DICHANTHELIUM","LEUCOTHRIX",27811,NA
"Nahlik_and_Fennessey_2017","NWCA11-1366","NWCA11-1366-4969","SPARTINA","PATENS",81159,NA
"Nahlik_and_Fennessey_2017","NWCA11-1366","NWCA11-1366-4969","PINUS","ELLIOTTII",65746,NA
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4970","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4970","SPARTINA","ALTERNIFLORA",81147,NA
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4971","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4971","SPARTINA","ALTERNIFLORA",81147,NA
"Nahlik_and_Fennessey_2017","NWCA11-1369","NWCA11-1369-4972","SPARTINA","ALTERNIFLORA",81147,NA
"Nahlik_and_Fennessey_2017","NWCA11-1370","NWCA11-1370-4973","SPARTINA","ALTERNIFLORA",81147,NA
"Nahlik_and_Fennessey_2017","NWCA11-1370","NWCA11-1370-4973","BORRICHIA","FRUTESCENS",11930,NA
"Nahlik_and_Fennessey_2017","NWCA11-1372","NWCA11-1372-4974","QUERCUS","VIRGINIANA",71503,NA
"Nahlik_and_Fennessey_2017","NWCA11-1372","NWCA11-1372-4974","SERENOA","REPENS",79131,NA
"Nahlik_and_Fennessey_2017","NWCA11-1372","NWCA11-1372-4974","SPARTINA","ALTERNIFLORA",81147,NA
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975","JUNIPERUS","VIRGINIANA",45281,NA
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975","SALICORNIA","DEPRESSA",75388,NA
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975","IVA","FRUTESCENS",44544,NA
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975","BORRICHIA","FRUTESCENS",11930,NA
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975","TRIADICA","SEBIFERA",86088,NA
"Nahlik_and_Fennessey_2017","NWCA11-1374","NWCA11-1374-4976","BORRICHIA","FRUTESCENS",11930,NA
"Nahlik_and_Fennessey_2017","NWCA11-1374","NWCA11-1374-4976","FIMBRISTYLIS","CASTANEA",35990,NA
"Nahlik_and_Fennessey_2017","NWCA11-1374","NWCA11-1374-4976","SALICORNIA","DEPRESSA",75388,NA
"Nahlik_and_Fennessey_2017","NWCA11-1374","NWCA11-1374-4976","SPOROBOLUS","VIRGINICUS",81946,NA
"Nahlik_and_Fennessey_2017","NWCA11-1374","NWCA11-1374-4976","PINUS","ELLIOTTII",65746,NA
"Nahlik_and_Fennessey_2017","NWCA11-1376","NWCA11-1376-4977","SABAL","PALMETTO",75094,NA
"Nahlik_and_Fennessey_2017","NWCA11-1376","NWCA11-1376-4977","SERENOA","REPENS",79131,NA
"Nahlik_and_Fennessey_2017","NWCA11-1376","NWCA11-1376-4977","QUERCUS","VIRGINIANA",71503,NA
"Nahlik_and_Fennessey_2017","NWCA11-1377","NWCA11-1377-4978","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1379","NWCA11-1379-4979","SPARTINA","ALTERNIFLORA",81147,NA
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","PINUS","PALUSTRIS",65804,NA
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","CYRILLA","RACEMIFLORA",26124,NA
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","NYSSA","BIFLORA",57629,NA
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055","TAXODIUM","DISTICHUM",84012,NA
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","CLADIUM","MARISCUS",20936,NA
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","SACCIOLEPIS","STRIATA",75206,NA
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","BACCHARIS","HALIMIFOLIA",10294,NA
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","MORELLA","CERIFERA",55921,NA
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059","PANICUM","VIRGATUM",60696,NA
"Nahlik_and_Fennessey_2017","NWCA11-1015","NWCA11-1015-5060","CARYA","AQUATICA",16999,NA
"Nahlik_and_Fennessey_2017","NWCA11-1015","NWCA11-1015-5060","NYSSA","BIFLORA",57629,NA
"Nahlik_and_Fennessey_2017","NWCA11-1015","NWCA11-1015-5060","ARUNDINARIA","GIGANTEA",7422,NA
"Nahlik_and_Fennessey_2017","NWCA11-1015","NWCA11-1015-5060","ALTERNANTHERA","PHILOXEROIDES",3226,NA
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","SABAL","MINOR",75093,NA
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","MORELLA","CERIFERA",55921,NA
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061","QUERCUS","NIGRA",71409,NA
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","CLADIUM","MARISCUS",20936,NA
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","ALTERNANTHERA","PHILOXEROIDES",3226,NA
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","PERSEA","PALUSTRIS",63279,NA
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","VIGNA","LUTEOLA",88955,NA
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","SESBANIA","VESICARIA",79214,NA
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","BACCHARIS","HALIMIFOLIA",10294,NA
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062","PANICUM","RIGIDULUM",60617,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","ARUNDINARIA","GIGANTEA",7419,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","QUERCUS","LAURIFOLIA",71376,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","TAXODIUM","DISTICHUM",84012,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","CARPINUS","CAROLINIANA",16948,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","CAREX","LOUISIANICA",16324,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","VACCINIUM","ELLIOTTII",87890,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","ILEX","OPACA",43537,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","ACER","RUBRUM",866,NA
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091","NYSSA","BIFLORA",57629,NA
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","NYSSA","BIFLORA",57629,NA
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","ACER","RUBRUM",866,NA
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","TAXODIUM","DISTICHUM",84012,NA
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","LIQUIDAMBAR","STYRACIFLUA",49683,NA
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","FRAXINUS","PENNSYLVANICA",36518,NA
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094","ULMUS","AMERICANA",87395,NA
"Nahlik_and_Fennessey_2017","NWCA11-1953","NWCA11-1953-5098","SPARTINA","PATENS",81159,NA
"Nahlik_and_Fennessey_2017","NWCA11-1953","NWCA11-1953-5098","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1946","NWCA11-1946-5099","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1946","NWCA11-1946-5100","JUNCUS","ROEMERIANUS",45095,NA
"Nahlik_and_Fennessey_2017","NWCA11-1946","NWCA11-1946-5100","CLADIUM","MARISCUS",20937,NA
"Nahlik_and_Fennessey_2017","NWCA11-1946","NWCA11-1946-5100","SAGITTARIA","LANCIFOLIA",75317,NA
