"study_id","site_id","core_id","core_date","core_latitude","core_longitude","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessey_2017","NWCA11-1342","NWCA11-1342-4929",2011-06-08,30.02559654,-84.45934041,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4950",2011-05-07,29.85467208,-92.49117013,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1608","NWCA11-1608-4951",2011-06-21,29.85467208,-92.49117013,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1610","NWCA11-1610-4952",2011-06-06,29.49422502,-90.30135447,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1612","NWCA11-1612-4953",2011-05-11,29.76771116,-92.91980103,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1631","NWCA11-1631-4957",2011-04-29,30.09142044,-90.91489301,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1637","NWCA11-1637-4958",2011-05-25,29.74652906,-89.67261177,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1345","NWCA11-1345-4962",2011-06-28,27.33457726,-82.33693959,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1346","NWCA11-1346-4963",2011-07-06,29.66771905,-83.22142144,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1348","NWCA11-1348-4964",2011-07-14,25.66657931,-80.2660357,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1357","NWCA11-1357-4965",2011-06-29,27.807181,-81.81480865,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1359","NWCA11-1359-4966",2011-09-24,26.33206053,-81.83801151,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1363","NWCA11-1363-4967",2011-09-24,25.89213773,-81.69721282,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1365","NWCA11-1365-4968",2011-08-01,29.08582293,-81.17646623,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1366","NWCA11-1366-4969",2011-07-26,30.35580922,-87.42959022,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4970",2011-06-23,31.65831876,-81.38700135,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1368","NWCA11-1368-4971",2011-08-23,31.65831876,-81.38700135,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1369","NWCA11-1369-4972",2011-08-18,31.94268068,-81.08486736,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1370","NWCA11-1370-4973",2011-06-01,31.14404427,-81.53083458,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1372","NWCA11-1372-4974",2011-08-30,31.77555721,-81.21701651,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1373","NWCA11-1373-4975",2011-07-07,32.02402977,-81.01548196,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1374","NWCA11-1374-4976",2011-07-26,31.45039809,-81.22811541,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1376","NWCA11-1376-4977",2011-08-03,31.57096409,-81.16434964,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1377","NWCA11-1377-4978",2011-06-02,31.00795192,-81.62600485,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1379","NWCA11-1379-4979",2011-07-19,31.49198057,-81.26599112,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1007","NWCA11-1007-5055",2011-07-21,30.37402087,-88.17331919,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1009","NWCA11-1009-5059",2011-09-27,30.76862632,-87.98055394,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1015","NWCA11-1015-5060",2011-05-12,30.94791107,-87.89575308,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1023","NWCA11-1023-5061",2011-09-28,30.79703787,-87.96201608,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1035","NWCA11-1035-5062",2011-09-29,30.79802854,-87.96467857,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2416","NWCA11-2416-5091",2011-08-01,33.97099595,-79.45420731,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2417","NWCA11-2417-5094",2011-08-03,33.88595449,-80.15042018,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1953","NWCA11-1953-5098",2011-05-24,30.37253218,-88.83512847,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1946","NWCA11-1946-5100",2011-05-07,30.41902926,-88.56129586,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R303","NWCA11-R303-5102",2011-07-25,44.23616,-68.32042,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R304","NWCA11-R304-5103",2011-07-27,44.36275,-68.27162,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R311","NWCA11-R311-5104",2011-07-13,46.64517,-86.19832,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R312","NWCA11-R312-5105",2011-07-14,46.44994,-86.60329,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R126","NWCA11-R126-5108",2011-07-12,30.58339,-86.89302,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1651","NWCA11-1651-5110",2011-05-02,30.13764414,-92.23337143,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1653","NWCA11-1653-5111",2011-05-26,29.63270597,-89.78440641,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1659","NWCA11-1659-5113",2011-05-01,30.09094467,-91.65381966,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1662","NWCA11-1662-5114",2011-05-10,29.74409828,-92.8194581,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1666","NWCA11-1666-5115",2011-05-03,29.77454868,-93.53254947,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2069","NWCA11-2069-5119",2011-06-23,35.16419214,-75.82971662,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2459","NWCA11-2459-5124",2011-07-27,33.21452586,-79.26270364,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2455","NWCA11-2455-5125",2011-07-13,32.36546676,-80.54524985,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2451","NWCA11-2451-5126",2011-07-12,32.6619936,-80.28813906,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2446","NWCA11-2446-5128",2011-06-22,32.64506039,-80.27531255,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2444","NWCA11-2444-5129",2011-05-23,33.86514126,-78.55875328,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2442","NWCA11-2442-5130",2011-06-29,32.52475031,-80.46577144,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2424","NWCA11-2424-5131",2011-07-06,33.01048243,-79.37628417,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R078","NWCA11-R078-5132",2011-05-04,29.84828,-92.51961,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2403","NWCA11-2403-5142",2011-06-27,32.64357232,-80.28364324,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1394","NWCA11-1394-5143",2011-05-04,32.43378171,-81.41788748,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2068","NWCA11-2068-5147",2011-05-25,34.9931171,-76.54916931,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2065","NWCA11-2065-5149",2011-05-18,35.37913472,-76.30374219,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3988","NWCA11-3988-5155",2011-08-30,39.35109743,-74.53768623,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3989","NWCA11-3989-5156",2011-09-27,40.43198185,-73.99264072,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3990","NWCA11-3990-5157",2011-09-20,39.86711216,-74.29209188,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3986","NWCA11-3986-5158",2011-09-21,39.95983516,-74.20964339,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2222","NWCA11-2222-5160",2011-08-02,39.50874337,-74.32292187,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2220","NWCA11-2220-5161",2011-08-09,39.29979086,-74.70599592,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2215","NWCA11-2215-5162",2011-09-26,40.43152435,-73.99267738,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2207","NWCA11-2207-5163",2011-09-28,40.43227043,-73.99172257,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2205","NWCA11-2205-5164",2011-08-18,39.34671067,-74.49078096,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2204","NWCA11-2204-5165",2011-08-11,39.30816896,-74.72408222,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2203","NWCA11-2203-5166",2011-08-03,39.55922116,-74.30403876,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2199","NWCA11-2199-5167",2011-09-14,40.43013205,-73.99095193,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2198","NWCA11-2198-5168",2011-08-31,39.85642113,-74.14681089,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2197","NWCA11-2197-5169",2011-07-28,39.35160706,-74.54094939,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2196","NWCA11-2196-5170",2011-08-10,39.2908343,-74.70713435,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2195","NWCA11-2195-5172",2011-06-15,40.43887063,-74.1026518,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2190","NWCA11-2190-5173",2011-06-29,39.4595704,-74.43422833,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2188","NWCA11-2188-5174",2011-07-20,39.36215216,-75.30492099,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2188","NWCA11-2188-5175",2011-06-21,39.36215216,-75.30492099,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2186","NWCA11-2186-5176",2011-08-17,39.3863373,-74.47658677,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R106","NWCA11-R106-5198",2011-06-29,38.984445,-75.36188,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R102","NWCA11-R102-5199",2011-06-29,38.720208,-75.763099,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R107","NWCA11-R107-5201",2011-06-27,38.642288,-76.815559,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R114","NWCA11-R114-5202",2011-06-14,42.42001,-87.8098,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2411","NWCA11-2411-5206",2011-06-20,32.39746088,-80.63893141,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R094","NWCA11-R094-5211",2011-06-20,41.41525,-71.66893,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R099","NWCA11-R099-5212",2011-07-06,43.76189,-71.12144,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R083","NWCA11-R083-5214",2011-06-10,30.89572,-81.41721,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2186","NWCA11-2186-5215",2011-07-27,39.3863373,-74.47658677,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2408","NWCA11-2408-5216",2011-06-14,32.91191732,-79.67633587,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2223","NWCA11-2223-5231",2011-08-22,39.38730016,-75.38028638,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2431","NWCA11-2431-5248",2011-06-14,32.82037206,-79.73513528,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2433","NWCA11-2433-5249",2011-04-20,34.30138636,-80.06408546,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2436","NWCA11-2436-5250",2011-06-15,32.89392946,-79.68520072,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2445","NWCA11-2445-5261",2011-06-08,33.24783181,-80.61264001,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2447","NWCA11-2447-5262",2011-06-01,32.81287987,-79.73039663,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1106","NWCA11-1106-5267",2011-07-26,33.00118879,-116.5535043,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1105","NWCA11-1105-5268",2011-09-22,37.5193534,-122.2169791,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2452","NWCA11-2452-5269",2011-06-13,32.81384356,-79.74670136,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R301","NWCA11-R301-5274",2011-07-18,44.31957,-68.37977,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R302","NWCA11-R302-5275",2011-07-20,44.28555,-68.36791,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R082","NWCA11-R082-5276",2011-06-11,30.9454,-81.4172,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1380","NWCA11-1380-5277",2011-05-03,32.2540222,-81.20228255,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2061","NWCA11-2061-5281",2011-05-17,35.36117872,-76.35572987,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2059","NWCA11-2059-5283",2011-06-14,35.09912365,-78.04914308,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2052","NWCA11-2052-5285",2011-06-22,34.92743165,-76.30063292,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1958","NWCA11-1958-5290",2011-04-30,30.26946711,-89.39634719,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R075","NWCA11-R075-5294",2011-06-07,29.31352,-83.04656,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R058","NWCA11-R058-5295",2011-06-17,34.14189,-77.85281,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2423","NWCA11-2423-5340",2011-06-06,32.56770511,-80.15951581,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1235","NWCA11-1235-5350",2011-07-21,27.14481498,-80.42200379,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1106","NWCA11-1106-5352",2011-05-19,33.00118879,-116.5535043,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1109","NWCA11-1109-5353",2011-06-21,38.00778963,-122.4886372,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1114","NWCA11-1114-5354",2011-05-31,38.13537299,-121.9451272,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1118","NWCA11-1118-5356",2011-07-22,38.10732204,-121.9544407,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1127","NWCA11-1127-5359",2011-07-10,38.16837901,-122.5334619,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1129","NWCA11-1129-5360",2011-05-16,34.23663307,-119.2626474,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1131","NWCA11-1131-5361",2011-08-31,39.25489987,-123.7558709,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1133","NWCA11-1133-5362",2011-07-12,38.16538922,-122.545057,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1136","NWCA11-1136-5363",2011-07-20,38.13473345,-121.9520565,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1140","NWCA11-1140-5364",2011-06-15,38.11119825,-121.9650982,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1147","NWCA11-1147-5367",2011-06-01,38.11906134,-121.9484581,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1150","NWCA11-1150-5368",2011-08-30,40.88234552,-124.1447023,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1197","NWCA11-1197-5372",2011-07-14,39.38175356,-75.54017703,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1198","NWCA11-1198-5373",2011-07-12,39.4284527,-75.57379203,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1205","NWCA11-1205-5374",2011-09-13,39.59715731,-75.57781528,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1207","NWCA11-1207-5375",2011-07-21,38.62612705,-75.09675624,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1209","NWCA11-1209-5376",2011-09-27,39.59431519,-75.57425531,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1223","NWCA11-1223-5377",2011-07-07,38.62326596,-75.11536814,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1233","NWCA11-1233-5378",2011-07-11,24.59310717,-81.66270992,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1235","NWCA11-1235-5379",2011-06-15,27.14481498,-80.42200379,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1238","NWCA11-1238-5380",2011-05-19,28.44879386,-80.92176095,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1239","NWCA11-1239-5381",2011-09-23,25.8313587,-81.42050205,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1247","NWCA11-1247-5382",2011-06-21,29.94608904,-85.10447226,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1248","NWCA11-1248-5383",2011-06-03,30.03348608,-81.35494591,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1249","NWCA11-1249-5384",2011-07-12,25.19978,-80.35067,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1256","NWCA11-1256-5385",2011-06-09,29.99143729,-84.3778643,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1258","NWCA11-1258-5386",2011-06-30,28.16305622,-81.90158063,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1263","NWCA11-1263-5387",2011-05-23,29.55003994,-83.38609154,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1271","NWCA11-1271-5389",2011-06-13,26.499084,-81.241345,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1275","NWCA11-1275-5390",2011-06-15,27.14294375,-80.18286485,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5395",2011-08-23,38.24219291,-75.80924667,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1852","NWCA11-1852-5396",2011-09-15,45.9069735,-86.56505255,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2025","NWCA11-2025-5400",2011-06-21,34.88362396,-76.51596497,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1381","NWCA11-1381-5411",2011-06-29,30.73733301,-81.47605383,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1384","NWCA11-1384-5413",2011-06-07,31.64443622,-81.37801197,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1385","NWCA11-1385-5414",2011-08-17,31.94762493,-81.05878563,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1388","NWCA11-1388-5415",2011-06-09,31.7724169,-81.25725505,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1389","NWCA11-1389-5416",2011-06-30,32.03049759,-81.03174779,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1392","NWCA11-1392-5417",2011-08-02,31.58121264,-81.17939905,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1393","NWCA11-1393-5418",2011-06-15,30.86519408,-81.56447473,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1395","NWCA11-1395-5419",2011-07-21,31.50860266,-81.20986755,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1396","NWCA11-1396-5420",2011-07-13,31.90928513,-80.97698554,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1397","NWCA11-1397-5421",2011-06-28,30.82546009,-81.52091961,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1400","NWCA11-1400-5431",2011-06-08,31.55016453,-81.36283972,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1401","NWCA11-1401-5432",2011-06-14,31.96825509,-81.0220202,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1404","NWCA11-1404-5433",2011-07-27,31.76373609,-81.20326647,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1408","NWCA11-1408-5434",2011-08-04,31.63640369,-81.14963689,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1409","NWCA11-1409-5435",2011-06-21,30.73673699,-81.61720128,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1411","NWCA11-1411-5436",2011-08-01,31.65483041,-81.23317,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1412","NWCA11-1412-5437",2011-07-14,31.90983309,-80.96533413,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1667","NWCA11-1667-5451",2011-05-05,30.00210286,-92.5854714,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1670","NWCA11-1670-5452",2011-05-06,30.0365473,-93.27993183,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1678","NWCA11-1678-5455",2011-06-10,30.02893495,-93.25151433,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1691","NWCA11-1691-5459",2011-06-20,30.03509159,-93.43244595,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1694","NWCA11-1694-5460",2011-06-15,29.4844005,-90.47139143,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1701","NWCA11-1701-5461",2011-06-17,30.15516758,-93.58239756,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1860","NWCA11-1860-5490",2011-09-12,45.18187596,-84.06174178,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1773","NWCA11-1773-5491",2011-06-16,38.23903386,-75.80804183,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5493",2011-06-03,38.24219291,-75.80924667,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1778","NWCA11-1778-5494",2011-09-22,38.17116646,-75.18664037,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1789","NWCA11-1789-5496",2011-07-14,38.43940441,-76.27668251,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1798","NWCA11-1798-5497",2011-08-24,38.14848341,-75.94279674,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1801","NWCA11-1801-5498",2011-06-08,38.24386084,-75.81298705,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1810","NWCA11-1810-5499",2011-06-18,38.24048616,-75.80352281,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1816","NWCA11-1816-5500",2011-09-23,38.2506266,-75.2049727,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1817","NWCA11-1817-5501",2011-06-04,38.44380367,-76.29582741,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1819","NWCA11-1819-5502",2011-09-14,38.27447021,-76.18154457,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1832","NWCA11-1832-5505",2011-06-21,44.03080145,-69.58496731,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1835","NWCA11-1835-5507",2011-06-23,43.48743399,-70.42695642,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1858","NWCA11-1858-5509",2011-09-08,42.96205704,-82.65149303,"palustrine","field observation","forested","field observation"
