"study_id","site_id","core_id","sample_id","DEPTH","DEPTH_FLAG","dry_bulk_density","BULK_DEN_DBF_FLAG","fraction_carbon"
"Nahlik_and_Fennessey_2017","NWCA11-1397","NWCA11-1397-5421","NWCA11-1397-1-11-GA-039-004-1",60,NA,0.35,NA,5.39
"Nahlik_and_Fennessey_2017","NWCA11-1400","NWCA11-1400-5431","NWCA11-1400-1-11-GA-191-006-1",100,NA,0.35,NA,5.7
"Nahlik_and_Fennessey_2017","NWCA11-1401","NWCA11-1401-5432","NWCA11-1401-1-11-GA-051-006-1",90,NA,0.38,NA,3.88
"Nahlik_and_Fennessey_2017","NWCA11-1404","NWCA11-1404-5433","NWCA11-1404-1-11-GA-029-003-1",90,NA,0.32,NA,3.7
"Nahlik_and_Fennessey_2017","NWCA11-1408","NWCA11-1408-5434","NWCA11-1408-1-11-GA-179-004-1",60,"NO PHOTO TAKEN",0.32,NA,4.1
"Nahlik_and_Fennessey_2017","NWCA11-1409","NWCA11-1409-5435","NWCA11-1409-1-11-GA-039-005-1",60,NA,0.24,NA,10.57
"Nahlik_and_Fennessey_2017","NWCA11-1411","NWCA11-1411-5436","NWCA11-1411-1-11-GA-179-005-1",100,NA,0.34,NA,4.67
"Nahlik_and_Fennessey_2017","NWCA11-1412","NWCA11-1412-5437","NWCA11-1412-1-11-GA-051-007-1",89,NA,0.45,NA,2.74
"Nahlik_and_Fennessey_2017","NWCA11-1667","NWCA11-1667-5451","NWCA11-1667-1-11-LA-113-003-1",20,NA,0.77,NA,1.2
"Nahlik_and_Fennessey_2017","NWCA11-1667","NWCA11-1667-5451","NWCA11-1667-1-11-LA-113-003-2",60,NA,1.06,NA,0.24
"Nahlik_and_Fennessey_2017","NWCA11-1667","NWCA11-1667-5451","NWCA11-1667-1-11-LA-113-003-3",100,NA,NA,NA,0.39
"Nahlik_and_Fennessey_2017","NWCA11-1667","NWCA11-1667-5451","NWCA11-1667-1-11-LA-113-003-4",125,NA,NA,NA,0.93
"Nahlik_and_Fennessey_2017","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-1",8,NA,0.79,NA,1.73
"Nahlik_and_Fennessey_2017","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-2",38,NA,1.08,NA,1.99
"Nahlik_and_Fennessey_2017","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-3",60,NA,1.26,NA,0.16
"Nahlik_and_Fennessey_2017","NWCA11-1670","NWCA11-1670-5452","NWCA11-1670-1-11-LA-023-005-4",125,NA,NA,NA,0.15
"Nahlik_and_Fennessey_2017","NWCA11-1678","NWCA11-1678-5455","NWCA11-1678-1-11-LA-023-006-1",22,NA,0.3,NA,4.66
"Nahlik_and_Fennessey_2017","NWCA11-1678","NWCA11-1678-5455","NWCA11-1678-1-11-LA-023-006-2",70,NA,0.96,NA,3.3
"Nahlik_and_Fennessey_2017","NWCA11-1678","NWCA11-1678-5455","NWCA11-1678-1-11-LA-023-006-3",125,NA,NA,NA,0.37
"Nahlik_and_Fennessey_2017","NWCA11-1691","NWCA11-1691-5459","NWCA11-1691-1-11-LA-023-007-1",20,NA,0.47,NA,3.1
"Nahlik_and_Fennessey_2017","NWCA11-1691","NWCA11-1691-5459","NWCA11-1691-1-11-LA-023-007-2",125,NA,0.04,"outside of valid range (0.06-2.53 g/cc)",33.14
"Nahlik_and_Fennessey_2017","NWCA11-1694","NWCA11-1694-5460","NWCA11-1694-1-11-LA-057-008-1",125,NA,0.33,NA,46.78
"Nahlik_and_Fennessey_2017","NWCA11-1701","NWCA11-1701-5461","NWCA11-1701-1-11-LA-019-001-1",125,NA,0.41,NA,0.61
"Nahlik_and_Fennessey_2017","NWCA11-1860","NWCA11-1860-5490","NWCA11-1860-1-11-MI-119-001-1",18,NA,NA,NA,50.49
"Nahlik_and_Fennessey_2017","NWCA11-1860","NWCA11-1860-5490","NWCA11-1860-1-11-MI-119-001-2",90,NA,NA,NA,51.84
"Nahlik_and_Fennessey_2017","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-2",38,NA,0.13,NA,27.91
"Nahlik_and_Fennessey_2017","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-3",50,NA,0.22,NA,28.06
"Nahlik_and_Fennessey_2017","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-4",60,NA,0.22,NA,13.47
"Nahlik_and_Fennessey_2017","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-6",85,NA,NA,NA,1.36
"Nahlik_and_Fennessey_2017","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-7",94,NA,NA,NA,1.45
"Nahlik_and_Fennessey_2017","NWCA11-1773","NWCA11-1773-5491","NWCA11-1773-1-11-MD-039-006-8",130,NA,NA,NA,0.56
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-1",15,NA,0.09,NA,35.92
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-3",35,NA,0.11,NA,36.04
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-5",66,"OXIDIZED RHIZOSPHERE",1.37,NA,0.65
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-6",87,NA,NA,NA,0.24
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-8",111,NA,NA,NA,0.13
"Nahlik_and_Fennessey_2017","NWCA11-1777","NWCA11-1777-5493","NWCA11-1777-1-11-MD-039-005-9",125,NA,NA,NA,0.1
"Nahlik_and_Fennessey_2017","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-2",23,NA,0.23,NA,13.24
"Nahlik_and_Fennessey_2017","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-3",46,NA,1.13,NA,1.4
"Nahlik_and_Fennessey_2017","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-4",68,NA,1.13,NA,0.42
"Nahlik_and_Fennessey_2017","NWCA11-1778","NWCA11-1778-5494","NWCA11-1778-1-11-MD-047-002-5",120,NA,NA,NA,0.04
"Nahlik_and_Fennessey_2017","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-2",24,NA,0.1,NA,46.44
"Nahlik_and_Fennessey_2017","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-4",44,NA,1.16,NA,6.68
"Nahlik_and_Fennessey_2017","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-5",74,NA,1.49,NA,1.49
"Nahlik_and_Fennessey_2017","NWCA11-1789","NWCA11-1789-5496","NWCA11-1789-1-11-MD-019-003-6",125,NA,NA,NA,1.03
"Nahlik_and_Fennessey_2017","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-1",10,NA,0.11,NA,15.81
"Nahlik_and_Fennessey_2017","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-2",21,NA,0.9,NA,3.31
"Nahlik_and_Fennessey_2017","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-3",41,NA,1.07,NA,2.02
"Nahlik_and_Fennessey_2017","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-4",57,NA,1.71,NA,0.57
"Nahlik_and_Fennessey_2017","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-5",101,NA,1.05,NA,0.3
"Nahlik_and_Fennessey_2017","NWCA11-1798","NWCA11-1798-5497","NWCA11-1798-1-11-MO-039-002-6",127,NA,NA,NA,0.24
"Nahlik_and_Fennessey_2017","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-1",11,"LAYER OF MUCKY PEAT MAY HAVE BEEN VEGETATIVE CAP",0.07,NA,43.99
"Nahlik_and_Fennessey_2017","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-2",29,"ORGANIC BODIES IN 1ST THREE HORIZONS ARE SUSPECT OBSERVATIONS; NO BULK DENSITY.",NA,NA,14.78
"Nahlik_and_Fennessey_2017","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-3",38,NA,1.12,NA,1.73
"Nahlik_and_Fennessey_2017","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-4",60,NA,1.1,NA,0.81
"Nahlik_and_Fennessey_2017","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-5",90,NA,NA,NA,0.78
"Nahlik_and_Fennessey_2017","NWCA11-1801","NWCA11-1801-5498","NWCA11-1801-1-11-MD-039-003-6",125,NA,NA,NA,0.7
"Nahlik_and_Fennessey_2017","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-4",33,NA,1.62,NA,1.15
"Nahlik_and_Fennessey_2017","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-5",69,NA,1.78,NA,0.52
"Nahlik_and_Fennessey_2017","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-6",97,NA,NA,NA,0.19
"Nahlik_and_Fennessey_2017","NWCA11-1810","NWCA11-1810-5499","NWCA11-1810-1-11-MD-039-004-7",113,NA,NA,NA,0.19
"Nahlik_and_Fennessey_2017","NWCA11-1816","NWCA11-1816-5500","NWCA11-1816-1-11-MD-047-004-2",28,NA,0.28,NA,12.01
"Nahlik_and_Fennessey_2017","NWCA11-1816","NWCA11-1816-5500","NWCA11-1816-1-11-MD-047-004-3",96,NA,0.45,NA,11.54
"Nahlik_and_Fennessey_2017","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-4",30,NA,1.39,NA,0.96
"Nahlik_and_Fennessey_2017","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-5",47,NA,NA,NA,1.38
"Nahlik_and_Fennessey_2017","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-7",67,NA,NA,NA,0.29
"Nahlik_and_Fennessey_2017","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-8",99,NA,NA,NA,0.36
"Nahlik_and_Fennessey_2017","NWCA11-1817","NWCA11-1817-5501","NWCA11-1817-1-11-MD-039-005-9",140,NA,NA,NA,0.26
"Nahlik_and_Fennessey_2017","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-2",14,NA,0.26,NA,15.3
"Nahlik_and_Fennessey_2017","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-4",32,"FEATURE AND MATRIX ARE SWITCHED LAYER 4 IS SAME AS 5",1.7,NA,0.56
"Nahlik_and_Fennessey_2017","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-6",85,NA,1.19,NA,0.26
"Nahlik_and_Fennessey_2017","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-7",110,NA,NA,NA,0.22
"Nahlik_and_Fennessey_2017","NWCA11-1819","NWCA11-1819-5502","NWCA11-1819-1-11-MD-019-011-8",125,NA,NA,NA,0.19
"Nahlik_and_Fennessey_2017","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-1",36,NA,0.29,"Db inconsistent with layer position, g/cc",15.19
"Nahlik_and_Fennessey_2017","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-2",56,NA,0.22,"Db inconsistent with layer position, g/cc",16.28
"Nahlik_and_Fennessey_2017","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-3",71,NA,0.12,"Db inconsistent with layer position, g/cc",17.81
"Nahlik_and_Fennessey_2017","NWCA11-1832","NWCA11-1832-5505","NWCA11-1832-1-11-ME-015-001-4",130,"HORIZON IS SAME AS THE ONE ABOVE: EXCAVATED TO 130CM",0.23,"Db inconsistent with layer position, g/cc",14.77
"Nahlik_and_Fennessey_2017","NWCA11-1835","NWCA11-1835-5507","NWCA11-1835-1-11-ME-031-001-1",13,NA,NA,NA,51.16
"Nahlik_and_Fennessey_2017","NWCA11-1835","NWCA11-1835-5507","NWCA11-1835-1-11-ME-031-001-2",33,NA,0.4,NA,11.23
"Nahlik_and_Fennessey_2017","NWCA11-1835","NWCA11-1835-5507","NWCA11-1835-1-11-ME-031-001-3",66,NA,0.79,NA,1.7
"Nahlik_and_Fennessey_2017","NWCA11-1835","NWCA11-1835-5507","NWCA11-1835-1-11-ME-031-001-4",100,NA,1.09,NA,0.34
"Nahlik_and_Fennessey_2017","NWCA11-1858","NWCA11-1858-5509","NWCA11-1858-1-11-MI-147-001-1",21,NA,0.99,NA,3.39
"Nahlik_and_Fennessey_2017","NWCA11-1858","NWCA11-1858-5509","NWCA11-1858-1-11-MI-147-001-2",44,NA,1.47,NA,0.61
"Nahlik_and_Fennessey_2017","NWCA11-1858","NWCA11-1858-5509","NWCA11-1858-1-11-MI-147-001-3",60,NA,1.67,NA,0.42
"Nahlik_and_Fennessey_2017","NWCA11-1858","NWCA11-1858-5509","NWCA11-1858-1-11-MI-147-001-4",114,NA,NA,NA,0.36
"Nahlik_and_Fennessey_2017","NWCA11-1858","NWCA11-1858-5509","NWCA11-1858-1-11-MI-147-001-5",133,NA,NA,NA,0.81
"Nahlik_and_Fennessey_2017","NWCA11-1859","NWCA11-1859-5510","NWCA11-1859-1-11-MI-097-001-1",20,NA,0.09,NA,8.39
"Nahlik_and_Fennessey_2017","NWCA11-1859","NWCA11-1859-5510","NWCA11-1859-1-11-MI-097-001-2",40,"MOTTLES COLOR: 10YR 7 4 3%",1.87,NA,0.63
"Nahlik_and_Fennessey_2017","NWCA11-1859","NWCA11-1859-5510","NWCA11-1859-1-11-MI-097-001-3",90,NA,1.86,NA,2.63
"Nahlik_and_Fennessey_2017","NWCA11-1862","NWCA11-1862-5511","NWCA11-1862-1-11-MI-093-001-1",34,"APPEARS TO BE FILL MATERIAL",1.4,NA,0.89
"Nahlik_and_Fennessey_2017","NWCA11-1862","NWCA11-1862-5511","NWCA11-1862-1-11-MI-093-001-2",59,NA,1.4,NA,1.56
"Nahlik_and_Fennessey_2017","NWCA11-1862","NWCA11-1862-5511","NWCA11-1862-1-11-MI-093-001-3",99,NA,NA,NA,0.27
"Nahlik_and_Fennessey_2017","NWCA11-1862","NWCA11-1862-5511","NWCA11-1862-1-11-MI-093-001-4",122,NA,NA,NA,0.2
"Nahlik_and_Fennessey_2017","NWCA11-1863","NWCA11-1863-5512","NWCA11-1863-1-11-MI-043-001-1",13,NA,0.47,NA,29.97
"Nahlik_and_Fennessey_2017","NWCA11-1863","NWCA11-1863-5512","NWCA11-1863-1-11-MI-043-001-3",33,NA,1.54,NA,0.26
"Nahlik_and_Fennessey_2017","NWCA11-1863","NWCA11-1863-5512","NWCA11-1863-1-11-MI-043-001-4",42,NA,1.64,NA,0.35
"Nahlik_and_Fennessey_2017","NWCA11-1863","NWCA11-1863-5512","NWCA11-1863-1-11-MI-043-001-5",85,NA,1.5,NA,0.2
"Nahlik_and_Fennessey_2017","NWCA11-1863","NWCA11-1863-5512","NWCA11-1863-1-11-MI-043-001-6",125,NA,NA,NA,0.04
"Nahlik_and_Fennessey_2017","NWCA11-1866","NWCA11-1866-5513","NWCA11-1866-1-11-MI-153-001-1",18,NA,NA,NA,43.41
"Nahlik_and_Fennessey_2017","NWCA11-1866","NWCA11-1866-5513","NWCA11-1866-1-11-MI-153-001-2",54,NA,0.29,NA,28.18
"Nahlik_and_Fennessey_2017","NWCA11-1866","NWCA11-1866-5513","NWCA11-1866-1-11-MI-153-001-5",95,NA,NA,NA,0.09
"Nahlik_and_Fennessey_2017","NWCA11-1966","NWCA11-1966-5516","NWCA11-1966-1-11-MS-045-002-1",28,NA,0.27,NA,19.36
"Nahlik_and_Fennessey_2017","NWCA11-1966","NWCA11-1966-5516","NWCA11-1966-1-11-MS-045-002-2",120,NA,1.13,NA,2.74
"Nahlik_and_Fennessey_2017","NWCA11-1969","NWCA11-1969-5517","NWCA11-1969-1-11-MS-059-006-1",60,"APPEARS SAME SAND JUST MOIST DEEPER",1.54,NA,0.39
"Nahlik_and_Fennessey_2017","NWCA11-1973","NWCA11-1973-5521","NWCA11-1973-1-11-MS-047-003-1",120,"SOIL MOIST AT 30CM - ALL SAND NO COLOR MATCHES - LIKE BEACH SAND.",1.44,NA,0.17
"Nahlik_and_Fennessey_2017","NWCA11-1391","NWCA11-1391-5534","NWCA11-1391-1-11-GA-003-001-2",28,NA,1.13,NA,2.44
"Nahlik_and_Fennessey_2017","NWCA11-1391","NWCA11-1391-5534","NWCA11-1391-1-11-GA-003-001-3",54,NA,1.21,NA,2.04
"Nahlik_and_Fennessey_2017","NWCA11-1391","NWCA11-1391-5534","NWCA11-1391-1-11-GA-003-001-4",120,NA,1.58,NA,1.83
"Nahlik_and_Fennessey_2017","NWCA11-1391","NWCA11-1391-5534","NWCA11-1391-1-11-GA-003-001-5",125,NA,NA,NA,0.11
"Nahlik_and_Fennessey_2017","NWCA11-1990","NWCA11-1990-5540","NWCA11-1990-1-11-MS-045-003-2",77,NA,1.53,NA,0.24
"Nahlik_and_Fennessey_2017","NWCA11-2031","NWCA11-2031-5549","NWCA11-2031-1-11-NC-061-001-2",49,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",4.75
"Nahlik_and_Fennessey_2017","NWCA11-2031","NWCA11-2031-5549","NWCA11-2031-1-11-NC-061-001-3",58,NA,1.21,NA,0.61
"Nahlik_and_Fennessey_2017","NWCA11-2033","NWCA11-2033-5551","NWCA11-2033-1-11-NC-095-004-1",11,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",5
"Nahlik_and_Fennessey_2017","NWCA11-2033","NWCA11-2033-5551","NWCA11-2033-1-11-NC-095-004-2",35,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",4.67
"Nahlik_and_Fennessey_2017","NWCA11-2033","NWCA11-2033-5551","NWCA11-2033-1-11-NC-095-004-3",130,"PHOTO #5 @ 1345",NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",4.79
"Nahlik_and_Fennessey_2017","NWCA11-2036","NWCA11-2036-5553","NWCA11-2036-1-11-NC-177-002-1",51,NA,0.12,NA,47.32
"Nahlik_and_Fennessey_2017","NWCA11-2038","NWCA11-2038-5555","NWCA11-2038-1-11-NC-031-003-1",23,NA,0.52,NA,4.77
"Nahlik_and_Fennessey_2017","NWCA11-2038","NWCA11-2038-5555","NWCA11-2038-1-11-NC-031-003-2",96,NA,0.47,NA,2.48
"Nahlik_and_Fennessey_2017","NWCA11-2040","NWCA11-2040-5558","NWCA11-2040-1-11-NC-137-002-1",26,NA,1.11,"Db inconsistent with layer position, g/cc",48.93
"Nahlik_and_Fennessey_2017","NWCA11-2040","NWCA11-2040-5558","NWCA11-2040-1-11-NC-137-002-2",78,NA,1.08,"Db inconsistent with layer position, g/cc",20.03
"Nahlik_and_Fennessey_2017","NWCA11-2042","NWCA11-2042-5560","NWCA11-2042-1-11-NC-187-001-1",25,"PHOTO @ 1420",NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",19.92
"Nahlik_and_Fennessey_2017","NWCA11-2042","NWCA11-2042-5560","NWCA11-2042-1-11-NC-187-001-2",43,"PHOTO @ 1500",NA,NA,4.56
"Nahlik_and_Fennessey_2017","NWCA11-2042","NWCA11-2042-5560","NWCA11-2042-1-11-NC-187-001-3",60,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",2.59
"Nahlik_and_Fennessey_2017","NWCA11-2042","NWCA11-2042-5560","NWCA11-2042-1-11-NC-187-001-4",137,NA,NA,NA,1.5
"Nahlik_and_Fennessey_2017","NWCA11-2043","NWCA11-2043-5562","NWCA11-2043-1-11-NC-019-001-1",16,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",0.84
"Nahlik_and_Fennessey_2017","NWCA11-2043","NWCA11-2043-5562","NWCA11-2043-1-11-NC-019-001-2",34,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",0.79
"Nahlik_and_Fennessey_2017","NWCA11-2043","NWCA11-2043-5562","NWCA11-2043-1-11-NC-019-001-3",75,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",0.16
"Nahlik_and_Fennessey_2017","NWCA11-2047","NWCA11-2047-5564","NWCA11-2047-1-11-NC-141-001-1",37,"PHOTO AT 1550.",NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",0.98
"Nahlik_and_Fennessey_2017","NWCA11-2047","NWCA11-2047-5564","NWCA11-2047-1-11-NC-141-001-2",130,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",0.36
"Nahlik_and_Fennessey_2017","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-1",36,"PHOTO @ 1315",NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",45.95
"Nahlik_and_Fennessey_2017","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-2",68,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",34.03
"Nahlik_and_Fennessey_2017","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-3",86,NA,NA,NA,2.23
"Nahlik_and_Fennessey_2017","NWCA11-2048","NWCA11-2048-5566","NWCA11-2048-1-11-NC-095-006-4",127,NA,NA,NA,6.94
"Nahlik_and_Fennessey_2017","NWCA11-2051","NWCA11-2051-5568","NWCA11-2051-1-11-NC-103-001-1",20,"PHOTO #4 @ 1430",NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",1.49
"Nahlik_and_Fennessey_2017","NWCA11-2051","NWCA11-2051-5568","NWCA11-2051-1-11-NC-103-001-2",125,"PHOTO #5 @ 1450",NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",0.43
"Nahlik_and_Fennessey_2017","NWCA11-2070","NWCA11-2070-5582","NWCA11-2070-1-11-NC-053-002-2",82,NA,0.36,NA,13.86
"Nahlik_and_Fennessey_2017","NWCA11-2073","NWCA11-2073-5584","NWCA11-2073-1-11-NC-095-012-1",52,"PHOTO AT 1425",NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",13.78
"Nahlik_and_Fennessey_2017","NWCA11-2073","NWCA11-2073-5584","NWCA11-2073-1-11-NC-095-012-2",135,"GPS POINT IS 35.590199, -76.560208",NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",9.35
"Nahlik_and_Fennessey_2017","NWCA11-2074","NWCA11-2074-5586","NWCA11-2074-1-11-NC-055-002-1",21,NA,0.42,NA,6.48
"Nahlik_and_Fennessey_2017","NWCA11-2074","NWCA11-2074-5586","NWCA11-2074-1-11-NC-055-002-2",110,NA,0.8,NA,0.67
"Nahlik_and_Fennessey_2017","NWCA11-2075","NWCA11-2075-5588","NWCA11-2075-1-11-NC-061-003-2",15,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",2.09
"Nahlik_and_Fennessey_2017","NWCA11-2075","NWCA11-2075-5588","NWCA11-2075-1-11-NC-061-003-3",62,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",2.84
"Nahlik_and_Fennessey_2017","NWCA11-2076","NWCA11-2076-5590","NWCA11-2076-1-11-NC-055-003-1",30,"PHOTO AT 1445",NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",20.68
"Nahlik_and_Fennessey_2017","NWCA11-2076","NWCA11-2076-5590","NWCA11-2076-1-11-NC-055-003-2",48,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",17.84
"Nahlik_and_Fennessey_2017","NWCA11-2076","NWCA11-2076-5590","NWCA11-2076-1-11-NC-055-003-3",99,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",11.17
"Nahlik_and_Fennessey_2017","NWCA11-2077","NWCA11-2077-5591","NWCA11-2077-1-11-NC-095-014-1",71,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",5.28
"Nahlik_and_Fennessey_2017","NWCA11-2079","NWCA11-2079-5592","NWCA11-2079-1-11-NC-013-002-1",37,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",31.58
"Nahlik_and_Fennessey_2017","NWCA11-2079","NWCA11-2079-5592","NWCA11-2079-1-11-NC-013-002-2",56,NA,NA,"outside of valid range (0.06-2.53 g/cc),  wrong core volume on field sheet",7.4
"Nahlik_and_Fennessey_2017","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-1",34,"PHOTO @ 1150",NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",34.77
"Nahlik_and_Fennessey_2017","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-2",55,NA,NA,"Db inconsistent with layer position, wrong core volume on field sheet, g/cc",24.67
"Nahlik_and_Fennessey_2017","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-3",74,NA,NA,NA,18.64
"Nahlik_and_Fennessey_2017","NWCA11-2081","NWCA11-2081-5593","NWCA11-2081-1-11-NC-095-015-4",100,"PHOTO @ 1300?",NA,NA,3.01
"Nahlik_and_Fennessey_2017","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-1",24,NA,0.48,NA,38.25
"Nahlik_and_Fennessey_2017","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-2",40,NA,0.56,NA,30.91
"Nahlik_and_Fennessey_2017","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-3",58,NA,0.27,NA,30.27
"Nahlik_and_Fennessey_2017","NWCA11-2168","NWCA11-2168-5603","NWCA11-2168-1-11-NH-015-002-4",90,NA,0.23,NA,1.33
"Nahlik_and_Fennessey_2017","NWCA11-2170","NWCA11-2170-5604","NWCA11-2170-1-11-NH-015-004-1",19,NA,0.12,NA,12.39
"Nahlik_and_Fennessey_2017","NWCA11-2170","NWCA11-2170-5604","NWCA11-2170-1-11-NH-015-004-2",56,NA,0.15,NA,9.92
"Nahlik_and_Fennessey_2017","NWCA11-2170","NWCA11-2170-5604","NWCA11-2170-1-11-NH-015-004-3",120,NA,0.13,NA,10.97
"Nahlik_and_Fennessey_2017","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-1",20,NA,0.33,NA,10.14
"Nahlik_and_Fennessey_2017","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-2",48,NA,0.23,NA,13.01
"Nahlik_and_Fennessey_2017","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-3",110,NA,0.34,NA,8.45
"Nahlik_and_Fennessey_2017","NWCA11-2175","NWCA11-2175-5606","NWCA11-2175-1-11-NH-015-005-4",125,NA,1.19,NA,0.45
"Nahlik_and_Fennessey_2017","NWCA11-2177","NWCA11-2177-5608","NWCA11-2177-1-11-NH-015-006-1",28,NA,0.08,NA,34.92
