Site,Status,ID,Date,Lat,Lon,Depth_mid,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,Age,Age_e,VAR,MAR,CAR,Year
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,0.5,0.0965,0.4527,0.0394,1.0853,0.2024,18.6224,0.8024,0,0,8.69,1.393,24.7,1.91,2.5,1.2,4,386,95,2014.3
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,1.5,0.1807,0.4674,0.0353,0.4671,0.0764,10.621,0.3988,0,0,2.1107,0.4546,   ,   ,5.4,1.3,3.4,622,,2011.4
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,2.5,0.1787,0.4705,0.0466,0.3604,0.1144,11.0665,0.5446,0,0,0,0,28.04,1.57,8.7,1.4,3,542,152,2008.1
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,3.5,0.2023,0.4716,0.0416,0,0,10.7407,0.4468,0,0,0,0,   ,   ,12.8,1.6,2.5,498,,2004
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,4.5,0.1243,0.1993,0.0923,0.8083,0.2471,6.8179,0.746,0,0,0,0,32.81,1.1,14.5,1.6,5.8,716,235,2002.3
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,5.5,0.2742,0.3265,0.0774,0.3292,0.0976,5.5672,0.4667,0,0,0,0,   ,   ,17.9,1.8,3,810,,1998.9
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,6.5,0.2233,0.2512,0.0876,0,0,5.3906,0.4722,0,0,0,0,27.34,1.38,20.8,1.9,3.4,758,207,1995.9
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,7.5,0.1702,0.1541,0.1302,0,0,4.6748,0.6087,0,0,0,0,   ,   ,22.9,2.1,4.7,808,,1993.8
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,8.5,0.206,0.2926,0.0805,0.5033,0.1598,6.2302,0.5651,0.3914,0.0958,0,0,25.73,0.96,26.7,2.3,2.7,554,142,1990.1
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,9.5,0.2243,0.5444,0.0338,0.697,0.0943,10.3225,0.3842,0.5687,0.0665,0,0,   ,   ,34.7,3,1.2,279,,1982.1
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,10.5,0.314,0.3904,0.0433,0.6554,0.0656,5.1374,0.2593,1.0482,0.0624,0,0,25.13,0.91,41.8,3.7,1.4,442,111,1975
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,11.5,0.2541,0.3657,0.0527,0.5475,0.0869,5.7326,0.3422,0.8239,0.0612,0,0,   ,   ,49.9,4.8,1.2,313,,1966.8
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,12.5,0.2975,0.2346,0.0698,0.5046,0.0853,3.3979,0.2854,0,0,0,0,19.87,1,57.1,6,1.4,416,83,1959.7
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,13.5,0.2431,0.1208,0.0962,0.6593,0.0756,1.6032,0.2304,0.1591,0.0448,0,0,   ,   ,60.3,6.6,3.1,748,,1956.4
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,14.5,0.2431,0.15,0.0899,0.5853,0.0857,2.3808,0.2801,0,0,0,0,24.73,1.06,65.9,7.9,1.8,440,109,1950.9
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,15.5,0.21,0.1249,0.0943,0.4261,0.0708,2.4367,0.2791,0,0,0,0,   ,   ,71.7,9.6,1.7,360,,1945.1
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,16.5,0.19,0.088,0.1299,0.8057,0.0966,1.1103,0.267,0,0,0,0,22.48,1.03,74.5,10.5,3.6,691,155,1942.3
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,17.5,0.2682,0.1029,0.1423,0.5347,0.0807,1.2935,0.2724,0,0,0,0,   ,   ,79.6,12.4,2,525,,1937.2
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,18.5,0.2444,0.0888,0.1206,0.6975,0.0824,0.9942,0.2201,0,0,0,0,20.98,0.98,83.7,14.2,2.4,591,124,1933.1
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,19.5,0.2125,0.1088,0.1085,0.5669,0.0649,1.6542,0.2496,0,0,0,0,   ,   ,90.8,17.9,1.4,299,,1926
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,20.5,0.3236,0.1043,0.0908,0.6216,0.051,0.8196,0.1405,0,0,0,0,22.59,0.91,97.5,22.3,1.5,486,110,1919.3
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,21.5,0.189,0.0569,0.1644,0.8409,0.0778,0.4008,0.2185,0,0,0,0,   ,   ,99.7,24,4.6,865,,1917.1
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,22.5,0.2845,0.0514,0.2009,0,0,0.8713,0.175,0,0,0,0,17.9,0.82,108.1,32,1.2,338,61,1908.7
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,23.5,0.298,0.0645,0.1493,0.5726,0.0563,0.4349,0.1606,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,24.5,0.2682,0.0581,0.1926,0.4675,0.0687,0.5491,0.2075,0,0,0,0,20.98,1.1,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,25.5,0.2516,0.0539,0.1725,0.6011,0.0705,0.409,0.188,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,26.5,0.4454,0.0995,0.1362,0.6416,0.0499,0.3774,0.1475,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,27.5,0.3571,0.043,0.2573,0.4776,0.0617,0.1136,0.1641,0,0,0,0,9.15,0.49,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,28.5,0.3599,0.0618,0.1942,0.8121,0.0685,0.0057,0.173,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,29.5,0.3576,0.0652,0.1773,0.717,0.0641,0.158,0.1679,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,30.5,0.2293,0.0446,0.2188,0.929,0.0832,-0.015,0.2166,0,0,0,0,15.21,0.75,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,31.5,0.2393,0.0468,0.2572,0.8235,0.0845,-0.0039,0.2271,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,32.5,0.2135,0.0421,0.2886,0.9639,0.1199,-0.0335,0.2941,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,33.5,0.1827,0.0749,0.177,1.2131,0.1306,0.6256,0.3507,0,0,0,0,15.09,0.81,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,34.5,0.2456,0.0399,0.2107,0.5023,0.0536,0.2007,0.1575,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,35.5,0.3193,0.0324,0.2404,0.6915,0.0492,-0.2425,0.1186,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,36.5,0.2469,0.056,0.1831,0.9299,0.0652,0.0211,0.1859,0,0,0,0,14.11,1,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,37.5,0.299,0.0503,0.2194,0.5973,0.0575,0.152,0.1742,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,38.5,0.1541,0.0299,0.2804,0.9388,0.0939,-0.0953,0.2545,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,39.5,0.2669,0.0546,0.2015,0.6033,0.0719,0.2652,0.1892,0,0,0,0,17.74,1.2,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,40.5,0.221,    ,    ,0.5058,0.0803,    ,    ,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,41.5,0.1749,    ,    ,0.6863,0.0988,    ,    ,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,42.5,0.2296,0.0374,0.2366,0.3668,0.0795,0.3441,0.186,0,0,0,0,22.56,1.36,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,43.5,0.2165,0.0468,0.3087,0.7652,0.1018,0.1479,0.2997,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,44.5,0.219,0.0446,0.3019,0.6237,0.1082,0.3236,0.3058,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,45.5,0.2514,0.0355,0.3855,0.6894,0.086,-0.0333,0.2671,0,0,0,0,18.56,1.38,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,47,0.4824,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,49,0.4752,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,51,0.3699,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,19.72,1.45,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,53,0.3531,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,55,0.3629,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,57,0.4539,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,30.49,1.75,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,59,0.3754,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,61,0.3436,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,63,0.3336,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,18.11,1.36,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,65,0.27,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,17.26,1.11,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/2016,41.62503,-71.32408,67,0.2321,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,0.5,0.1095,0.5084,0.0292,0.0231,0.2953,18.0055,0.55,0,0,7.19,0.87,24.5,1.77,3.2,1.3,3.1,339,83,2013.5
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,1.5,0.189,0.3543,0.038,0.0351,0.2112,7.2549,0.3,0,0,1.73,0.36,   ,   ,5.7,1.3,4.1,769,,2011.1
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,2.5,0.1727,0.2326,0.0463,0.043,0.151,5.2105,0.27,0,0,0,0,28.01,1.44,7.4,1.4,5.8,1003,281,2009.4
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,3.5,0.1947,0.3119,0.0465,0.0288,0.2664,6.6121,0.33,0,0,0,0,   ,   ,10.1,1.5,3.8,739,,2006.7
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,4.5,0.221,0.3373,0.0373,0.0315,0.1998,6.5802,0.26,0,0,0,0,29.27,1.16,13.3,1.6,3.1,677,198,2003.5
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,5.5,0.1987,0.3398,0.0348,0.0379,0.1784,7.3491,0.28,0,0,0,0,   ,   ,17,1.8,2.7,544,,1999.8
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,6.5,0.2218,0.3989,0.0362,0.0627,0.1371,7.1201,0.28,0.2304,0.0398,0,0,27.79,0.98,21.4,2,2.2,495,138,1995.3
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,7.5,0.2341,0.3333,0.0474,0.0806,0.1281,5.9482,0.33,0.5823,0.0568,0,0,   ,   ,26,2.3,2.2,515,,1990.8
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,8.5,0.2406,0.4748,0.0312,0.0791,0.125,8.1563,0.29,1.1057,0.0632,0,0,22.55,0.91,33.7,2.9,1.3,311,70,1983.1
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,9.5,0.208,0.3196,0.0403,0.0674,0.1215,5.9872,0.28,0.7887,0.0561,0,0,   ,   ,39.8,3.5,1.6,341,,1977
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,10.5,0.2659,0.3237,0.0367,0.0832,0.091,4.7302,0.2,0.2622,0.0319,0,0,19.82,0.96,47.4,4.5,1.3,349,69,1969.3
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,11.5,0.2674,0.3315,0.0432,0.1104,0.0817,4.4722,0.23,0.2411,0.0369,0,0,   ,   ,56.9,6,1.1,283,,1959.9
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,12.5,0.2271,0.1584,0.0861,0.0594,0.1362,2.6958,0.28,0,0,0,0,21.07,1.06,63.1,7.3,1.6,368,78,1953.7
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,13.5,0.1692,0.0676,0.1342,0.0437,0.1504,1.2224,0.24,0.1474,0.0438,0,0,   ,   ,65.4,7.9,4.2,709,,1951.3
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,14.5,0.2627,0.0827,0.1214,0.0696,0.1327,0.869,0.18,0.1437,0.0078,0,0,19.34,0.98,68.3,8.6,3.5,919,178,1948.5
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,15.5,0.2303,0.1065,0.0847,0.0869,0.084,1.3186,0.18,0,0,0,0,   ,   ,72.5,9.8,2.4,543,,1944.2
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,16.5,0.1556,0.0903,0.1201,0.0586,0.1303,1.5891,0.27,0,0,0,0,20.09,1.07,76.5,11.1,2.5,397,80,1940.3
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,17.5,0.21,0.0891,0.1392,0.0666,0.1338,1.3355,0.29,0,0,0,0,   ,   ,81.6,13.1,2,410,,1935.2
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,18.5,0.2381,0.1076,0.0914,0.0737,0.1075,1.3894,0.19,0,0,0,0,21.01,0.92,88.9,16.5,1.4,325,68,1927.9
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,19.5,0.2223,0.1062,0.0965,0.0642,0.1166,1.4961,0.21,0,0,0,0,   ,   ,98.5,22.3,1,232,,1918.3
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,20.5,0.2787,0.089,0.095,0.1095,0.0714,0.6557,0.14,0,0,0,0,16.2,0.8,105.3,27.6,1.5,410,66,1911.5
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,21.5,0.2456,0.0646,0.1478,0.0939,0.0893,0.43,0.17,0,0,0,0,   ,   ,110,32,2.1,522,,1906.8
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,22.5,0.2228,0.059,0.1727,0.0573,0.146,0.7128,0.22,0,0,0,0,19.46,0.97,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,23.5,0.2296,0.0473,0.2448,0.0724,0.101,0.2881,0.23,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,24.5,0.3258,0.0539,0.1862,0.0792,0.1211,0.2598,0.15,0,0,0,0,13.58,0.72,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,25.5,0.3421,0.061,0.1611,0.1316,0.074,0.0736,0.14,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,26.5,0.2912,0.0568,0.2056,0.1424,0.0779,-0.0249,0.18,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,27.5,0.3213,0.081,0.1616,0.1284,0.0849,0.3967,0.2,0,0,0,0,13.66,0.82,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,28.5,0.2504,0.0422,0.2384,0.1084,0.0948,-0.1011,0.19,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,29.5,0.2882,0.0857,0.1146,0.118,0.0944,0.5116,0.17,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,30.5,0.2188,0.0433,0.2064,0.0879,0.1038,0.118,0.19,0,0,0,0,13.46,0.89,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,31.5,0.2541,0.0615,0.2054,0.1094,0.1027,0.2639,0.22,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,32.5,    ,0.0487,0.2718,0.0753,0.1553,0.309,0.26,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,33.5,    ,0.0502,0.1639,0.1181,0.0973,-0.0434,0.17,0,0,0,0,12.9,0.97,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,34.5,0.2566,0.0607,0.1708,0.1023,0.0819,0.2585,0.18,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,35.5,0.3065,0.0587,0.152,0.1021,0.0734,0.2089,0.13,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,36.5,0.2343,0.0394,0.2169,0.1051,0.0817,-0.0695,0.16,0,0,0,0,15.66,1.23,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,37.5,0.204,0,0,0.0626,0.149,-0.581,0.09,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,38.5,0.1794,0.0278,0.2169,0.0492,0.1739,0.1402,0.17,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,39.5,0.1942,0,0,0.0494,0.1763,-0.4928,0.09,0,0,0,0,21.09,1.3,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,40.5,0.19,0.0275,0.2775,0.0536,0.1355,0.1063,0.19,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,41.5,0.1802,0,0,0.0654,0.1638,-0.6223,0.1,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,42.5,0.1987,0.0257,0.2864,0.0441,0.2466,0.1574,0.2,0,0,0,0,22.09,1.39,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,43.5,0.2283,0.0367,0.1911,0.0658,0.1043,0.1694,0.14,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,44.5,0.2007,0.0286,0.2823,0.0467,0.1746,0.2012,0.21,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,45.5,0.1624,0.0208,0.2693,0.0492,0.141,-0.0323,0.17,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,47,0.3506,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,49,0.3043,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,51,0.2772,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,22.76,3.48,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,53,0.3759,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,55,0.3474,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,57,0.3158,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,19.53,1.49,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,59,0.287,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/2016,41.625,-71.32408,61,0.3038,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,16.13,1.12,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,0.5,0.07,0.328,0.07,0.0397,0.3228,0.3281,16.686,1.2017,0,0.0405,0.2533,20.26,1.2,1.2,0.9,8.5,621,126,2016
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,1.5,0.23,0.792,0.04,0.1134,0.1079,0.7921,12.9674,0.5036,0,0.0366,0.2482,   ,   ,4.3,1,3.2,747,,2012
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,2.5,0.16,0.329,0.05,0.0623,0.1395,0.3286,7.697,0.4064,0,0,0,17.23,0.89,5.7,1,7.4,1173,202,2011
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,3.5,0.25,0.424,0.04,0.0616,0.1847,0.4236,6.8547,0.3333,0.2577,0,0,   ,   ,7.7,1.1,5,1250,,2009
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,4.5,0.19,0.3,0.05,0.0394,0.2299,0.3002,6.7916,0.3835,0,0,0,24.92,1,9.3,1.1,6.2,1192,297,2007
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,5.5,0.23,0.293,0.05,0.0426,0.1857,0.2926,5.515,0.2851,0,0,0,   ,   ,11,1.2,6,1395,,2006
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,6.5,0.27,0.307,0.05,0.0686,0.1374,0.307,4.8138,0.2983,0,0,0,18.46,0.97,12.7,1.2,5.6,1515,280,2004
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,7.5,0.42,0.405,0.05,0.0718,0.1593,0.4053,5.0804,0.2594,0,0,0,   ,   ,15.9,1.3,3.2,1329,,2001
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,8.5,0.33,0.5,0.04,0.1349,0.0826,0.5004,6.8016,0.2943,0,0,0,10.16,0.41,19.6,1.4,2.7,892,91,1997
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,9.5,0.21,0.3,0.05,0.0686,0.1262,0.2997,6.4013,0.3764,0,0,0,   ,   ,22,1.5,4.2,862,,1995
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,10.5,0.31,0.392,0.04,0.0555,0.1488,0.3921,6.3,0.2656,0,0,0,17.23,0.76,26,1.7,2.5,793,137,1991
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,11.5,0.44,0.354,0.05,0.1327,0.0887,0.3536,3.394,0.225,0.1711,0,0,   ,   ,29.3,1.9,3,1314,,1987
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,12.5,0.25,0.158,0.09,0.082,0.1332,0.1584,2.3092,0.2906,0,0,0,13.41,0.51,30.7,2,7.2,1793,240,1986
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,13.5,0.25,0.121,0.1,0.0692,0.1274,0.1206,1.6971,0.2393,0.1396,0,0,   ,   ,31.8,2,9.5,2348,,1985
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,14.5,0.33,0.174,0.07,0.0989,0.0876,0.1745,1.982,0.1856,0.0907,0,0,15.83,0.63,33.5,2.2,5.8,1926,305,1983
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,15.5,0.58,0.435,0.03,0.2074,0.0427,0.4352,3.2399,0.1302,0.0326,0,0,   ,   ,39,2.5,1.8,1054,,1978
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,16.5,0.46,0.363,0.04,0.1886,0.0546,0.3633,2.9366,0.1594,0.0272,0,0,11.62,0.47,43.7,2.9,2.2,992,115,1973
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,17.5,0.42,0.236,0.06,0.1122,0.0954,0.2359,2.5025,0.1919,0.0368,0,0,   ,   ,47.8,3.3,2.4,1016,,1969
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,18.5,1.18,0.266,0.05,0.2708,0.04,0.2658,0.7774,0.0734,0.0796,0,0,2.18,0.1,51.9,3.8,2.4,2877,63,1965
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,19.5,1.5,0.167,0.1,0.346,0.044,0.1673,0.1305,0.0705,0.3069,0,0,   ,   ,52.8,3.9,10.5,15835,,1964
