study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density_measured,dry_bulk_density_modeled,fraction_organic_matter,fraction_carbon_measured,fraction_carbon_modeled,cs137_activity,cs137_activity_se,total_pb210_activity,total_pb210_activity_se,pb214_activity,pb214_activity_se,excess_pb210_activity,excess_pb210_activity_se
Peck_et_al_2020,Alsea,ABOR1702_01PU,99,100,NA,0.94,0.05,NA,0.013,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,100,101,NA,0.93,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,101,102,NA,0.94,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,102,103,NA,0.85,0.07,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,103,104,NA,0.85,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,104,105,NA,0.84,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,105,106,NA,1,0.06,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,106,107,NA,1.09,0.06,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,107,108,NA,0.95,0.05,NA,0.014,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,108,109,NA,0.9,0.07,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,109,110,NA,0.88,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,110,111,NA,0.84,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,111,112,NA,0.9,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,112,113,NA,0.9,0.09,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,113,114,NA,0.87,0.07,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,114,115,NA,0.82,0.08,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,115,116,NA,0.78,0.09,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,116,117,NA,0.85,0.04,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,117,118,NA,0.59,0.09,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,118,119,NA,0.43,0.11,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,119,120,NA,0.4,0.2,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,120,121,NA,0.46,0.25,NA,0.072,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,121,122,NA,0.41,0.19,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_01PU,122,123,NA,0.4,0.2,NA,0.058,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_02PU,0,2,0.19,0.36,0.4,NA,0.115,0.36,0.09,11.3,0.45,0.99,0.16,10.31,0.61
Peck_et_al_2020,Alsea,ABOR1702_02PU,2,4,0.21,0.39,0.29,NA,0.083,0.38,0.07,7.91,0.31,1.55,0.14,6.35,0.45
Peck_et_al_2020,Alsea,ABOR1702_02PU,4,6,0.25,0.38,0.33,NA,0.094,0.47,0.08,10.02,0.37,1.45,0.15,8.57,0.52
Peck_et_al_2020,Alsea,ABOR1702_02PU,6,8,0.2,0.36,0.37,NA,0.104,0.47,0.09,10.09,0.38,1.31,0.15,8.78,0.53
Peck_et_al_2020,Alsea,ABOR1702_02PU,8,10,0.4,0.39,0.29,NA,0.083,0.49,0.07,6.92,0.31,1.65,0.14,5.28,0.45
Peck_et_al_2020,Alsea,ABOR1702_02PU,10,12,0.51,0.43,0.23,NA,0.066,0.56,0.07,4.38,0.23,1.54,0.13,2.84,0.36
Peck_et_al_2020,Alsea,ABOR1702_02PU,12,14,0.23,0.36,0.34,NA,0.095,0.77,0.1,6.53,0.31,1.07,0.14,5.46,0.45
Peck_et_al_2020,Alsea,ABOR1702_02PU,14,16,0.24,0.38,0.33,NA,0.095,0.86,0.06,5.45,0.17,1.39,0.09,4.06,0.26
Peck_et_al_2020,Alsea,ABOR1702_02PU,16,18,0.38,0.4,0.25,NA,0.072,1.07,0.09,3.85,0.23,1.56,0.13,2.28,0.35
Peck_et_al_2020,Alsea,ABOR1702_02PU,18,20,0.37,0.44,0.28,NA,0.079,1.07,0.09,4.01,0.23,1.64,0.13,2.37,0.36
Peck_et_al_2020,Alsea,ABOR1702_02PU,20,22,0.52,0.54,0.2,NA,0.058,0.95,0.07,2.75,0.18,1.76,0.12,0.99,0.3
Peck_et_al_2020,Alsea,ABOR1702_02PU,22,24,0.37,0.48,0.19,NA,0.055,1.25,0.08,2.44,0.17,1.86,0.12,0.57,0.29
Peck_et_al_2020,Alsea,ABOR1702_02PU,24,26,0.37,0.5,0.21,NA,0.061,1.2,0.09,2.98,0.2,1.45,0.12,1.53,0.31
Peck_et_al_2020,Alsea,ABOR1702_02PU,26,28,NA,0.55,0.17,NA,0.049,1.16,0.08,1.58,0.15,1.6,0.11,0,0.26
Peck_et_al_2020,Alsea,ABOR1702_02PU,28,30,NA,0.61,0.17,NA,0.048,1.4,0.08,1.57,0.14,1.8,0.11,0,0.25
Peck_et_al_2020,Alsea,ABOR1702_02PU,30,32,NA,0.6,0.16,NA,0.044,1.44,0.09,1.53,0.15,2.19,0.12,0,0.27
Peck_et_al_2020,Alsea,ABOR1702_02PU,32,34,NA,0.49,0.18,NA,0.05,1.97,0.1,2.21,0.16,1.99,0.12,0.22,0.28
Peck_et_al_2020,Alsea,ABOR1702_02PU,34,36,NA,0.49,0.2,NA,0.057,1.82,0.11,2.28,0.19,1.83,0.13,0.45,0.32
Peck_et_al_2020,Alsea,ABOR1702_02PU,36,38,NA,0.47,0.19,NA,0.055,0.8,0.08,2.1,0.17,1.8,0.12,0.3,0.29
Peck_et_al_2020,Alsea,ABOR1702_02PU,38,40,NA,0.44,0.19,NA,0.054,-0.03,0.03,1.89,0.16,1.52,0.11,0.36,0.27
Peck_et_al_2020,Alsea,ABOR1702_02PU,40,42,NA,0.45,0.21,NA,0.061,-0.03,0.03,2.03,0.21,1.81,0.14,0.22,0.35
Peck_et_al_2020,Alsea,ABOR1702_02PU,42,44,NA,0.46,0.21,NA,0.058,-0.03,0.03,2.11,0.2,1.76,0.14,0.35,0.34
Peck_et_al_2020,Alsea,ABOR1702_02PU,44,46,NA,0.46,0.19,NA,0.055,-0.03,0.03,1.76,0.18,1.67,0.13,0.09,0.31
Peck_et_al_2020,Alsea,ABOR1702_02PU,46,48,NA,0.45,0.21,NA,0.058,-0.02,0.02,1.56,0.15,1.77,0.11,0,0.27
Peck_et_al_2020,Alsea,ABOR1702_02PU,48,50,NA,0.43,0.2,NA,0.056,-0.02,0.02,1.62,0.11,1.79,0.08,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_03PU,0,2,0.9,0.92,0.06,NA,0.017,0.21,0.04,2.24,0.14,2.11,0.1,0.14,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,2,4,1.02,0.99,0.05,NA,0.015,0.14,0.04,2.13,0.14,2.17,0.1,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,4,6,0.93,0.99,0.05,NA,0.015,0.2,0.05,2.04,0.14,2.12,0.1,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,6,8,0.96,1,0.06,NA,0.017,0.17,0.05,1.88,0.15,2.19,0.11,0,0.26
Peck_et_al_2020,Alsea,ABOR1702_03PU,8,10,1.03,0.99,0.06,NA,0.016,0.19,0.05,1.97,0.15,2.17,0.11,0,0.27
Peck_et_al_2020,Alsea,ABOR1702_03PU,10,12,0.96,1.01,0.06,NA,0.017,0.21,0.04,1.62,0.11,2.07,0.09,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_03PU,12,14,0.93,0.99,0.06,NA,0.016,0.19,0.04,1.84,0.12,1.85,0.08,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_03PU,14,16,1,0.97,0.06,NA,0.017,0.17,0.03,1.79,0.08,2.08,0.07,0,0.14
Peck_et_al_2020,Alsea,ABOR1702_03PU,16,18,0.99,0.97,0.07,NA,0.019,-0.02,0.02,1.47,0.15,1.74,0.11,0,0.26
Peck_et_al_2020,Alsea,ABOR1702_03PU,18,20,0.98,0.97,0.07,NA,0.02,-0.02,0.02,1.7,0.14,1.79,0.11,0,0.25
Peck_et_al_2020,Alsea,ABOR1702_03PU,20,22,0.92,0.91,0.07,NA,0.019,0.22,0.05,1.79,0.13,1.83,0.09,0,0.22
Peck_et_al_2020,Alsea,ABOR1702_03PU,22,24,0.98,0.91,0.06,NA,0.017,0.21,0.03,1.44,0.09,1.91,0.07,0,0.15
Peck_et_al_2020,Alsea,ABOR1702_03PU,24,26,0.93,0.96,0.07,NA,0.019,0.25,0.06,1.62,0.15,1.97,0.11,0,0.26
Peck_et_al_2020,Alsea,ABOR1702_03PU,26,28,1,0.94,0.06,NA,0.018,0.16,0.04,1.43,0.14,1.99,0.1,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,28,30,0.98,0.9,0.07,NA,0.018,0.23,0.04,1.64,0.12,1.97,0.09,0,0.21
Peck_et_al_2020,Alsea,ABOR1702_03PU,30,32,0.88,0.92,0.04,0.012095382337102854,0.012,0.36,0.06,1.44,0.14,1.92,0.1,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,32,34,0.92,0.95,0.06,NA,0.018,0.24,0.06,1.4,0.16,2.06,0.12,0,0.28
Peck_et_al_2020,Alsea,ABOR1702_03PU,34,36,0.94,0.92,0.07,NA,0.02,0.28,0.05,1.55,0.14,2,0.1,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,36,38,0.94,0.88,0.07,NA,0.02,0.38,0.06,1.54,0.14,1.97,0.11,0,0.25
Peck_et_al_2020,Alsea,ABOR1702_03PU,38,40,0.91,0.86,0.06,NA,0.017,0.2,0.06,1.03,0.14,1.93,0.11,0,0.25
Peck_et_al_2020,Alsea,ABOR1702_03PU,40,42,0.89,0.79,0.08,NA,0.024,0.37,0.06,1.37,0.14,1.88,0.11,0,0.25
Peck_et_al_2020,Alsea,ABOR1702_03PU,42,44,0.85,0.77,0.08,NA,0.022,0.29,0.05,1.41,0.13,2.19,0.1,0,0.23
Peck_et_al_2020,Alsea,ABOR1702_03PU,44,46,0.75,0.86,0.08,NA,0.024,0.47,0.06,1.42,0.13,2.12,0.1,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,46,48,0.9,0.93,0.09,NA,0.027,0.66,0.07,1.33,0.14,1.88,0.11,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,48,50,0.95,0.95,0.08,NA,0.022,0.3,0.04,1.37,0.11,2,0.09,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_03PU,50,52,NA,0.94,NA,NA,NA,0.21,0.04,1.34,0.11,1.91,0.08,0,0.19
Peck_et_al_2020,Alsea,ABOR1702_03PU,52,54,NA,0.92,NA,NA,NA,0.26,0.04,1.49,0.13,2.08,0.1,0,0.23
Peck_et_al_2020,Alsea,ABOR1702_03PU,54,56,NA,0.91,NA,NA,NA,-0.02,0.02,1.22,0.13,1.99,0.11,0,0.24
Peck_et_al_2020,Alsea,ABOR1702_03PU,56,58,NA,0.92,NA,NA,NA,0.22,0.03,1.21,0.08,1.92,0.06,0,0.14
Peck_et_al_2020,Alsea,ABOR1702_03PU,58,60,NA,0.92,NA,NA,NA,0.15,0.04,1.01,0.12,2,0.1,0,0.22
Peck_et_al_2020,Alsea,ABOR1702_03PU,60,62,NA,0.92,NA,NA,NA,0.23,0.04,1.16,0.12,2.26,0.1,0,0.21
Peck_et_al_2020,Alsea,ABOR1702_03PU,62,64,NA,0.93,NA,NA,NA,0.09,0.04,1.23,0.11,1.76,0.09,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_03PU,64,66,NA,0.95,NA,NA,NA,0.17,0.04,1.22,0.12,2.12,0.1,0,0.22
Peck_et_al_2020,Alsea,ABOR1702_03PU,66,68,NA,0.93,NA,NA,NA,-0.02,0.02,1,0.1,1.85,0.08,0,0.18
Peck_et_al_2020,Alsea,ABOR1702_03PU,68,70,NA,0.93,NA,NA,NA,-0.02,0.02,1.13,0.12,1.93,0.1,0,0.22
Peck_et_al_2020,Alsea,ABOR1702_03PU,70,72,NA,0.92,NA,NA,NA,-0.02,0.02,0.93,0.11,1.83,0.09,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_04PU,0,2,0.71,0.61,0.12,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,2,4,0.68,0.62,0.12,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,4,6,0.55,0.65,0.12,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,6,8,0.66,0.67,0.11,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,8,10,0.72,0.66,0.11,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,10,12,0.75,0.69,0.11,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,12,14,0.77,0.71,0.1,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,14,16,0.72,0.67,0.11,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,16,18,0.71,0.68,0.13,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,18,20,0.68,0.7,0.12,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,20,22,0.67,0.81,0.11,NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,22,24,0.84,0.79,0.08,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,24,26,0.77,0.78,0.1,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_04PU,26,28,0.77,0.77,0.1,NA,0.029,0.37,0.04,2.14,0.11,1.42,0.06,0.72,0.17
Peck_et_al_2020,Alsea,ABOR1702_04PU,28,30,0.89,0.88,0.09,NA,0.025,-0.03,0.03,1.84,0.19,1.45,0.1,0.39,0.28
Peck_et_al_2020,Alsea,ABOR1702_04PU,30,32,0.89,0.85,0.08,NA,0.022,0.19,0.05,1.23,0.13,1.62,0.08,0,0.21
Peck_et_al_2020,Alsea,ABOR1702_04PU,32,34,0.86,0.84,0.1,NA,0.028,0.29,0.05,1.89,0.14,1.38,0.07,0.51,0.21
Peck_et_al_2020,Alsea,ABOR1702_04PU,34,36,0.92,0.81,0.09,NA,0.027,-0.03,0.03,-0.08,0.07,0.09,0.04,0,0.11
Peck_et_al_2020,Alsea,ABOR1702_04PU,36,38,0.78,0.69,0.09,NA,0.027,-0.03,0.03,1.65,0.16,1.38,0.09,0.27,0.25
Peck_et_al_2020,Alsea,ABOR1702_04PU,38,40,0.63,0.73,0.11,NA,0.031,0.34,0.06,2.09,0.16,1.08,0.08,1.01,0.24
Peck_et_al_2020,Alsea,ABOR1702_04PU,40,42,0.95,0.83,0.09,NA,0.025,-0.03,0.03,1.63,0.17,1.33,0.09,0.31,0.26
Peck_et_al_2020,Alsea,ABOR1702_04PU,42,44,0.91,0.91,0.08,NA,0.022,-0.03,0.03,1.24,0.13,1.28,0.07,0,0.21
Peck_et_al_2020,Alsea,ABOR1702_04PU,44,46,1,1.02,0.06,NA,0.016,-0.02,0.02,1.2,0.13,1.28,0.08,0,0.21
Peck_et_al_2020,Alsea,ABOR1702_04PU,46,48,1.07,1.14,0.05,NA,0.014,-0.02,0.02,1.13,0.11,1.34,0.07,0,0.17
Peck_et_al_2020,Alsea,ABOR1702_04PU,48,50,1.01,1.11,0.04,0.008013769279423929,0.012,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,0,2,0.26,0.35,0.37,0.14690872045639772,0.106,0.62,0.08,12.79,0.38,0.97,0.09,11.82,0.47
Peck_et_al_2020,Alsea,ABOR1702_05PU,2,4,0.31,0.39,0.33,0.11494804655029095,0.093,0.85,0.08,10.29,0.28,1.11,0.09,9.18,0.37
Peck_et_al_2020,Alsea,ABOR1702_05PU,4,6,0.36,0.38,0.33,NA,0.092,1.99,0.13,8.82,0.35,1.12,0.11,7.7,0.46
Peck_et_al_2020,Alsea,ABOR1702_05PU,6,8,0.32,0.39,0.28,NA,0.079,2.7,0.13,6.72,0.33,1.15,0.1,5.57,0.42
Peck_et_al_2020,Alsea,ABOR1702_05PU,8,10,0.4,0.43,0.26,NA,0.074,3.42,0.15,4.09,0.25,0.93,0.09,3.16,0.34
Peck_et_al_2020,Alsea,ABOR1702_05PU,10,12,0.34,0.42,0.26,NA,0.075,2.32,0.12,4.39,0.23,1.13,0.09,3.26,0.32
Peck_et_al_2020,Alsea,ABOR1702_05PU,12,14,0.37,0.4,0.27,NA,0.076,1.04,0.11,3.14,0.24,1.2,0.11,1.95,0.35
Peck_et_al_2020,Alsea,ABOR1702_05PU,14,16,0.31,0.43,0.23,NA,0.065,0.37,0.09,2.24,0.23,1.11,0.12,1.13,0.35
Peck_et_al_2020,Alsea,ABOR1702_05PU,16,18,0.31,0.41,0.26,NA,0.073,0.26,0.08,1.38,0.22,0.99,0.1,0.39,0.32
Peck_et_al_2020,Alsea,ABOR1702_05PU,18,20,NA,0.56,0.15,NA,0.043,-0.02,0.02,1.16,0.17,1.06,0.08,0.09,0.25
Peck_et_al_2020,Alsea,ABOR1702_05PU,20,22,NA,0.73,0.14,NA,0.039,-0.03,0.03,1.02,0.19,1,0.1,0.01,0.29
Peck_et_al_2020,Alsea,ABOR1702_05PU,22,24,NA,0.72,0.13,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,24,26,NA,0.68,0.13,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,26,28,NA,0.6,0.13,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,28,30,NA,0.51,0.17,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,30,32,NA,0.47,0.19,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,32,34,NA,0.48,0.17,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,34,36,NA,0.42,0.21,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,36,38,NA,0.43,0.21,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,38,40,NA,0.44,0.19,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,40,42,NA,0.43,0.2,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,42,44,NA,0.53,0.17,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,44,46,NA,0.48,0.18,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,46,48,NA,0.45,0.22,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_05PU,48,50,NA,0.58,0.14,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,0,3,0.33,0.36,0.36,NA,0.103,0.76,0.09,14.57,0.41,1.36,0.14,13.21,0.54
Peck_et_al_2020,Alsea,ABOR1702_06PU,3,5,0.32,0.44,0.26,NA,0.073,1.37,0.09,7.7,0.25,1.86,0.12,5.83,0.38
Peck_et_al_2020,Alsea,ABOR1702_06PU,5,7,0.36,0.47,0.25,NA,0.071,1.98,0.1,5.93,0.23,1.93,0.12,4,0.35
Peck_et_al_2020,Alsea,ABOR1702_06PU,7,9,0.19,0.54,0.2,NA,0.056,2.96,0.11,3.02,0.17,1.83,0.11,1.19,0.29
Peck_et_al_2020,Alsea,ABOR1702_06PU,9,11,1.08,0.52,0.21,0.06405086732301922,0.06,4.48,0.13,3.63,0.19,2.01,0.12,1.63,0.31
Peck_et_al_2020,Alsea,ABOR1702_06PU,11,13,0.23,0.53,0.21,NA,0.06,1.32,0.06,3.27,0.14,2.01,0.09,1.26,0.24
Peck_et_al_2020,Alsea,ABOR1702_06PU,13,15,0.47,0.52,0.2,NA,0.056,0.48,0.06,1.93,0.15,2.31,0.12,0,0.27
Peck_et_al_2020,Alsea,ABOR1702_06PU,15,17,0.44,0.51,0.2,NA,0.058,0.31,0.03,1.75,0.11,2.11,0.08,0,0.19
Peck_et_al_2020,Alsea,ABOR1702_06PU,17,19,NA,0.51,0.21,NA,0.061,0.36,0.03,1.98,0.17,2.12,0.12,0,0.29
Peck_et_al_2020,Alsea,ABOR1702_06PU,19,21,NA,0.63,0.14,NA,0.041,0.13,0.04,1.08,0.12,2.01,0.1,0,0.22
Peck_et_al_2020,Alsea,ABOR1702_06PU,21,23,NA,0.92,0.12,NA,0.033,0.13,0.03,1.04,0.11,1.78,0.09,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_06PU,23,25,NA,0.97,0.1,NA,0.03,0.12,0.03,1.08,0.09,2.13,0.08,0,0.17
Peck_et_al_2020,Alsea,ABOR1702_06PU,25,27,NA,0.93,0.1,NA,0.028,0.13,0.03,1.03,0.11,2.26,0.1,0,0.2
Peck_et_al_2020,Alsea,ABOR1702_06PU,27,29,NA,0.82,0.12,NA,0.034,-0.01,0.01,1.13,0.12,2.26,0.11,0,0.23
Peck_et_al_2020,Alsea,ABOR1702_06PU,29,31,NA,0.65,0.16,NA,0.046,0.21,0.05,1.26,0.14,1.84,0.11,0,0.25
Peck_et_al_2020,Alsea,ABOR1702_06PU,31,33,NA,0.5,0.21,NA,0.058,0.28,0.06,1.61,0.16,1.96,0.12,0,0.28
Peck_et_al_2020,Alsea,ABOR1702_06PU,33,35,NA,0.48,0.18,NA,0.052,-0.02,0.02,1.27,0.17,1.78,0.13,0,0.29
Peck_et_al_2020,Alsea,ABOR1702_06PU,35,37,NA,0.49,0.23,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,37,39,NA,0.48,0.22,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,39,41,NA,0.56,0.17,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,41,43,NA,0.73,0.14,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,43,45,NA,0.75,0.15,NA,0.042,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,45,47,NA,0.75,0.16,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,47,49,NA,0.69,0.16,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_06PU,49,51,NA,0.63,0.16,NA,0.047,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_07PU,0,2,0.26,0.36,0.37,0.1287715534366309,0.105,0.48,0.08,10.35,0.36,0.98,0.1,9.37,0.46
Peck_et_al_2020,Alsea,ABOR1702_07PU,2,4,0.4,0.37,0.34,NA,0.096,0.54,0.07,9.06,0.3,0.99,0.09,8.07,0.39
Peck_et_al_2020,Alsea,ABOR1702_07PU,4,6,0.4,0.4,0.3,NA,0.085,0.6,0.07,8.58,0.3,1.1,0.09,7.48,0.38
Peck_et_al_2020,Alsea,ABOR1702_07PU,6,8,0.36,0.39,0.29,NA,0.082,0.99,0.09,6.15,0.26,0.97,0.08,5.18,0.34
Peck_et_al_2020,Alsea,ABOR1702_07PU,8,10,0.37,0.41,0.27,NA,0.078,1.32,0.09,5.76,0.24,1.2,0.08,4.56,0.32
Peck_et_al_2020,Alsea,ABOR1702_07PU,10,12,0.42,0.42,0.27,NA,0.076,3.15,0.13,4.64,0.23,1.12,0.08,3.52,0.31
Peck_et_al_2020,Alsea,ABOR1702_07PU,12,14,0.45,0.42,0.26,NA,0.074,4.12,0.13,3.86,0.2,1.18,0.08,2.68,0.28
Peck_et_al_2020,Alsea,ABOR1702_07PU,14,16,0.44,0.43,0.23,NA,0.066,2.49,0.11,2.72,0.18,1.18,0.08,1.54,0.26
Peck_et_al_2020,Alsea,ABOR1702_07PU,16,18,0.48,0.46,0.2,NA,0.058,0.79,0.07,1.94,0.16,1.29,0.08,0.65,0.23
Peck_et_al_2020,Alsea,ABOR1702_07PU,18,20,0.46,0.49,0.2,NA,0.057,0.43,0.06,1.32,0.15,1.28,0.08,0.05,0.24
Peck_et_al_2020,Alsea,ABOR1702_07PU,20,22,NA,0.59,0.15,NA,0.042,0.23,0.04,1.17,0.13,1.16,0.07,0.02,0.2
Peck_et_al_2020,Alsea,ABOR1702_07PU,22,24,NA,0.79,0.12,NA,0.033,-0.02,0.02,1.03,0.12,1.34,0.07,0,0.19
Peck_et_al_2020,Alsea,ABOR1702_07PU,24,26,NA,1.04,0.1,NA,0.027,0.08,0.02,0.97,0.08,1.22,0.05,0,0.13
Peck_et_al_2020,Alsea,ABOR1702_07PU,26,28,NA,1.08,0.09,NA,0.024,-0.01,0.01,1.12,0.1,1.36,0.06,0,0.16
Peck_et_al_2020,Alsea,ABOR1702_07PU,28,30,NA,1.07,0.08,0.010372998740780714,0.023,-0.01,0.01,1.41,0.12,1.59,0.07,0,0.19
Peck_et_al_2020,Alsea,ABOR1702_07PU,30,32,NA,0.81,0.1,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
Peck_et_al_2020,Alsea,ABOR1702_07PU,32,34,NA,0.6,0.13,NA,0.036,NA,NA,NA,NA,NA,NA,NA,NA
