study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,carbonates_removed,carbonate_removal_method,carbon_measured_or_modeled,fraction_carbon_method,fraction_carbon_type,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model
Peck_et_al_2020,pvc and hammer,roots and rhizomes separated,sediment sieved,compaction quantified,60,24,time approximate,550,4,1,TRUE,direct acid treatment,measured,EA,organic carbon,gamma,gamma,mass accumulation and accretion,CRS and CIC
