study_id,site_id,core_id,species_code,code_type,habitat
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Fraxinus spp,Genus,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Taxodium distichum,Genus species,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Alnus serrulata,Genus species,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Quercus laurifolia,Genus species,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Acer rubrum,Genus species,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Nyssa biflora,Genus species,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Liquidambar styraciflua,Genus species,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Quercus nigra,Genus species,swamp
Krauss_et_al_2018,Savannah_River_high,savannah_high_1,Nyssa aquatica,Genus species,swamp
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_2,Fraxinus spp,Genus,swamp
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_2,Taxodium distichum,Genus species,swamp
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_1,Taxodium distichum,Genus species,swamp
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_2,Nyssa biflora,Genus species,swamp
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_1,Nyssa biflora,Genus species,swamp
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_2,Morella cerifera,Genus species,swamp
Krauss_et_al_2018,Savannah_River_mid,savannah_mid_1,Morella cerifera,Genus species,swamp
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,Fraxinus spp,Genus,swamp
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,Taxodium distichum,Genus species,swamp
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,Nyssa biflora,Genus species,swamp
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,Nyssa aquatica,Genus species,swamp
Krauss_et_al_2018,Waccamaw_River_Butler_island,butler_island_1,Morella cerifera,Genus species,swamp
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,Typha latifolia,Genus species,marsh
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,Scirpus robustus,Genus species,marsh
Krauss_et_al_2018,Waccamaw_River_Turkey_creek_high,turkey_creek_1,Schoenoplectus montevidensis,Genus species,marsh
