Site_ID, Location,     Core_ID, Date,     Lat,           Lon,           Depth_min, Depth_max, Elevation,          Water_Content, Dry_Bulk_Density, Porosity, TN,    TOC,    C_N,    Carbon_Density, d13C,X18
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 20,        22,        1.24,               88.1,          0.12,             0.8,      1.5,   21.2,   16.8,   24.8,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 22,        24,        1.22,               86.2,          0.16,             0.9,      1.5,   24.9,   18.9,   38.9,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 24,        26,        1.20,               83.1,          0.18,             0.9,      1.4,   25.4,   20.7,   45.2,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 26,        28,        1.18,               83.2,          0.16,             0.8,      1.4,   22.0,   17.9,   35.7,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 28,        30,        1.16,               82.5,          0.20,             0.9,      1.3,   19.5,   17.3,   39.8,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 30,        32,        1.14,               80.0,          0.23,             0.9,      1.0,   15.2,   17.6,   34.5,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 32,        34,        1.12,               77.3,          0.23,             0.8,      1.1,   15.4,   16.0,   36.1,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 34,        36,        1.10,               78.4,          0.22,             0.8,      1.1,   15.5,   15.8,   33.5,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 36,        38,        1.08,               79.5,          0.20,             0.7,      0.9,   12.4,   15.6,   24.1,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 38,        40,        1.06,               77.2,          0.29,             1.0,      1.1,   14.3,   15.6,   42.0,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 40,        42,        1.04,               81.1,          0.21,             0.9,      1.0,   14.5,   17.0,   30.9,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 42,        44,        1.02,               83.0,          0.16,             0.7,      1.0,   17.4,   20.2,   27.2,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 44,        46,        1.00,               83.3,          0.19,             0.9,      1.0,   16.7,   20.3,   31.8,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 46,        48,        0.98,               83.7,          0.16,             0.8,      1.1,   19.3,   19.9,   31.3,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 48,        50,        0.96,               85.0,          0.15,             0.8,      1.0,   16.0,   19.6,   23.4,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 50,        52,        0.94,               84.0,          0.17,             0.9,      0.8,   13.1,   20.2,   22.1,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 52,        54,        0.92,               84.0,          0.18,             0.9,      0.8,   13.7,   20.2,   24.3,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 54,        56,        0.90,               84.0,          0.16,             0.8,      0.9,   14.2,   18.9,   22.2,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 56,        58,        0.88,               83.7,          0.14,             0.7,      0.9,   16.1,   20.7,   23.2,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 58,        60,        0.86,               82.5,          0.18,             0.8,      0.7,   10.7,   19.0,   19.0,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 60,        62,        0.84,               79.8,          0.20,             0.8,      0.7,   9.9,    16.8,   20.2,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 65,        67,        0.79,               80.4,          0.21,             0.8,      0.8,   11.8,   18.0,   25.0,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 70,        72,        0.74,               84.1,          0.20,             1.0,      0.7,   11.7,   18.9,   22.9,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 75,        77,        0.69,               77.6,          0.29,             1.0,      0.7,   7.1,    12.7,   20.6,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 80,        82,        0.64,               76.5,          0.28,             0.9,      0.6,   9.6,    17.8,   26.4,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 85,        87,        0.59,               69.5,          0.40,             0.9,      0.5,   6.9,    15.4,   27.5,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 90,        92,        0.54,               66.5,          0.45,             0.9,      0.5,   6.2,    14.7,   28.0,           nd,NA
1,       MARSH,        1,       2015-12,  42.738139413,  -70.847128543, 98,        100,       0.46,               68.8,          0.39,             0.8,      0.4,   5.1,    14.4,   19.7,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  0,         2,         1.44,               79.5,          0.10,             0.4,      1.5,   26.4,   20.6,   25.1,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  2,         4,         1.42,               79.1,          0.22,             0.8,      1.5,   24.4,   18.4,   53.3,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  4,         6,         1.40,               81.3,          0.16,             0.7,      1.5,   25.0,   19.8,   39.4,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  6,         8,         1.38,               82.5,          0.15,             0.7,      1.4,   24.4,   20.5,   36.8,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  8,         10,        1.36,               83.4,          0.14,             0.7,      1.4,   25.5,   20.9,   35.1,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  10,        12,        1.34,               83.9,          0.14,             0.7,      1.3,   22.0,   19.5,   31.2,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  12,        14,        1.32,               84.2,          0.14,             0.7,      1.3,   22.8,   21.1,   31.6,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  14,        16,        1.30,               84.4,          0.13,             0.7,      1.3,   22.3,   20.7,   28.1,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  16,        18,        1.28,               85.0,          0.11,             0.6,      1.3,   22.4,   20.6,   25.4,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  18,        20,        1.26,               85.5,          0.11,             0.7,      1.3,   26.9,   23.9,   30.8,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  20,        22,        1.24,               84.9,          0.14,             0.7,      1.2,   24.6,   23.3,   33.6,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  22,        24,        1.22,               83.9,          0.17,             0.8,      1.4,   24.9,   21.1,   41.4,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  24,        26,        1.20,               82.5,          0.16,             0.7,      1.4,   22.0,   18.9,   35.5,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  26,        28,        1.18,               79.4,          0.21,             0.8,      1.6,   24.3,   17.4,   51.3,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  28,        30,        1.16,               73.3,          0.27,             0.7,      1.3,   17.2,   15.6,   45.9,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  30,        32,        1.14,               74.2,          0.29,             0.8,      1.2,   14.8,   14.7,   43.4,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  32,        34,        1.12,               73.9,          0.28,             0.8,      1.0,   12.0,   14.8,   33.2,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  34,        36,        1.10,               79.1,          0.21,             0.8,      1.0,   16.4,   19.0,   35.1,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  36,        38,        1.08,               84.8,          0.15,             0.8,      1.0,   19.8,   22.8,   29.6,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  38,        40,        1.06,               83.5,          0.13,             0.7,      0.9,   18.4,   23.7,   24.7,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  40,        42,        1.04,               80.7,          0.21,             0.8,      1.0,   17.2,   20.3,   35.6,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  42,        44,        1.02,               77.0,          0.25,             0.8,      1.0,   14.0,   17.0,   35.3,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  44,        46,        1.00,               79.0,          0.19,             0.7,      1.0,   15.5,   18.7,   29.3,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  46,        48,        0.98,               80.8,          0.16,             0.7,      0.9,   16.8,   22.0,   27.6,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  48,        50,        0.96,               77.7,          0.20,             0.7,      0.8,   14.2,   22.1,   28.2,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  50,        52,        0.94,               73.8,          0.28,             0.8,      nd,    nd,     nd,     nd,             nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  52,        54,        0.92,               69.3,          0.32,             0.7,      nd,    nd,     nd,     nd,             nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  54,        56,        0.90,               65.8,          0.39,             0.7,      0.4,   6.2,    16.5,   24.2,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  56,        58,        0.88,               64.0,          0.39,             0.7,      0.5,   6.3,    15.7,   24.4,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  58,        60,        0.86,               63.4,          0.40,             0.7,      0.4,   5.6,    14.5,   22.4,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  60,        62,        0.84,               61.0,          0.40,             0.6,      0.5,   6.3,    14.1,   24.8,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  65,        67,        0.79,               66.4,          0.36,             0.7,      0.5,   6.4,    13.8,   23.3,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  70,        72,        0.74,               62.5,          0.40,             0.6,      0.5,   5.6,    14.2,   22.5,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  75,        77,        0.69,               65.8,          0.37,             0.7,      0.5,   6.6,    14.8,   24.6,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  80,        82,        0.64,               65.9,          0.36,             0.7,      0.5,   6.8,    15.8,   24.7,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  85,        87,        0.59,               65.7,          0.39,             0.7,      0.5,   6.0,    14.9,   23.1,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  90,        92,        0.54,               65.6,          0.31,             0.6,      0.5,   6.7,    14.6,   21.0,           nd,NA
1,       MARSH,        2,       2015-12,  42.73818498,   -70.84720027,  95,        97,        0.49,               nd,            nd,               nd,       0.7,   9.7,    15.9,   nd,             nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   0,         2,         1.48,               80.3,          0.19,             0.8,      1.2,   19.5,   19.2,   37.4,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   2,         4,         1.46,               81.5,          0.20,             0.8,      1.1,   20.7,   21.5,   40.7,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   4,         6,         1.44,               83.1,          0.15,             0.7,      1.2,   21.6,   21.5,   32.1,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   6,         8,         1.42,               82.2,          0.19,             0.9,      1.1,   18.3,   19.6,   34.6,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   8,         10,        1.40,               82.2,          0.19,             0.8,      1.0,   16.2,   18.2,   30.7,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   10,        12,        1.38,               81.0,          0.20,             0.8,      1.0,   17.5,   20.6,   35.4,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   12,        14,        1.36,               81.4,          0.20,             0.8,      0.9,   15.2,   19.5,   30.1,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   14,        16,        1.34,               81.5,          0.23,             1.0,      0.9,   16.1,   20.2,   36.5,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   16,        18,        1.32,               81.5,          0.20,             0.9,      0.9,   15.1,   20.5,   31.0,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   18,        20,        1.30,               81.9,          0.18,             0.8,      0.9,   18.4,   23.3,   32.9,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   20,        22,        1.28,               83.3,          0.17,             0.8,      0.9,   18.9,   25.7,   31.9,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   22,        24,        1.26,               83.7,          0.15,             0.8,      0.9,   19.5,   24.4,   30.2,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   24,        26,        1.24,               81.5,          0.22,             0.9,      1.1,   16.5,   18.2,   35.8,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   26,        28,        1.22,               80.5,          0.19,             0.8,      1.2,   16.4,   16.5,   30.8,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   28,        30,        1.20,               63.3,          0.52,             0.8,      0.8,   10.5,   15.0,   54.4,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   30,        32,        1.18,               61.3,          0.58,             0.9,      0.7,   8.9,    14.4,   51.5,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   32,        34,        1.16,               69.2,          0.32,             0.7,      0.8,   9.4,    13.8,   30.3,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   34,        36,        1.14,               74.9,          0.31,             0.9,      0.8,   10.3,   14.4,   31.6,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   36,        38,        1.12,               75.4,          0.30,             0.9,      0.8,   10.1,   14.5,   30.5,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   38,        40,        1.10,               71.0,          0.35,             0.8,      0.7,   8.8,    15.1,   30.9,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   40,        42,        1.08,               70.3,          0.36,             0.8,      0.9,   10.4,   14.1,   37.5,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   42,        44,        1.06,               69.6,          0.40,             0.9,      0.9,   10.7,   13.6,   43.1,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   44,        46,        1.04,               72.4,          0.36,             0.9,      0.8,   9.5,    13.8,   34.5,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   46,        48,        1.02,               71.7,          0.33,             0.8,      0.9,   10.8,   14.5,   35.2,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   48,        50,        1.00,               68.4,          0.47,             1.0,      0.6,   8.3,    15.1,   39.1,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   50,        52,        0.98,               69.1,          0.42,             0.9,      0.6,   7.3,    14.7,   30.5,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   52,        54,        0.96,               72.2,          0.35,             0.9,      0.8,   9.1,    14.1,   31.8,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   54,        56,        0.94,               72.9,          0.35,             0.9,      0.7,   9.5,    15.0,   33.1,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   56,        58,        0.92,               71.2,          0.40,             1.0,      0.7,   12.4,   20.5,   49.4,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   58,        60,        0.90,               73.1,          0.32,             0.9,      0.6,   10.6,   20.1,   34.3,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   60,        62,        0.88,               62.2,          0.54,             0.9,      0.3,   5.0,    22.3,   27.2,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   65,        67,        0.83,               70.7,          0.39,             0.9,      0.5,   7.6,    17.7,   29.5,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   70,        72,        0.78,               73.7,          0.31,             0.9,      0.7,   9.9,    17.3,   31.0,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   75,        77,        0.73,               72.6,          0.33,             0.8,      0.6,   9.5,    18.5,   31.3,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   80,        82,        0.68,               58.4,          0.66,             0.9,      0.3,   5.3,    19.8,   34.8,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   85,        87,        0.63,               77.6,          0.30,             1.0,      0.9,   16.9,   21.4,   50.2,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   90,        92,        0.58,               82.7,          0.22,             1.0,      0.8,   18.9,   26.2,   42.6,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   95,        97,        0.53,               81.3,          0.23,             1.0,      0.8,   16.8,   24.8,   38.9,           nd,NA
2,       MARSH,        1,       2015-12,  42.73742543,   -70.8459912,   100,       102,       0.48,               nd,            nd,               nd,       0.8,   13.4,   20.8,   nd,             nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  0,         2,         1.50,               73.4,          0.27,             0.7,      0.8,   12.1,   18.5,   32.9,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  2,         4,         1.48,               75.2,          0.28,             0.8,      0.8,   13.5,   20.5,   37.8,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  4,         6,         1.46,               73.3,          0.31,             0.8,      0.7,   11.6,   20.0,   36.4,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  6,         8,         1.44,               71.1,          0.33,             0.8,      0.6,   9.4,    18.5,   31.3,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  8,         10,        1.42,               73.0,          0.26,             0.7,      0.7,   11.3,   19.3,   29.2,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  10,        12,        1.40,               72.7,          0.29,             0.8,      0.7,   10.9,   18.5,   31.9,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  12,        14,        1.38,               70.1,          0.34,             0.8,      0.6,   9.9,    18.5,   33.9,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  14,        16,        1.36,               71.2,          0.36,             0.9,      0.6,   10.5,   19.8,   37.7,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  16,        18,        1.34,               69.6,          0.34,             0.7,      0.5,   10.4,   22.2,   35.1,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  18,        20,        1.32,               72.4,          0.37,             1.0,      0.7,   14.2,   22.4,   52.8,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  20,        22,        1.30,               76.8,          0.22,             0.7,      1.0,   18.0,   21.3,   40.2,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  22,        24,        1.28,               71.6,          0.31,             0.8,      0.5,   9.7,    20.9,   30.4,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  24,        26,        1.26,               48.5,          0.84,             0.8,      0.3,   4.6,    21.2,   38.5,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  26,        28,        1.24,               51.4,          0.61,             0.6,      0.4,   6.2,    18.1,   37.8,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  28,        30,        1.22,               68.3,          0.40,             0.8,      0.6,   8.1,    16.9,   32.6,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  30,        32,        1.20,               65.0,          0.48,             0.9,      0.6,   9.5,    17.9,   45.3,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  32,        34,        1.18,               70.0,          0.39,             0.9,      0.7,   10.8,   19.1,   42.7,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  34,        36,        1.16,               71.2,          0.30,             0.7,      0.6,   9.7,    17.9,   29.4,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  36,        38,        1.15,               69.9,          0.35,             0.8,      0.6,   8.0,    16.1,   28.0,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  38,        40,        1.12,               66.5,          0.46,             0.9,      0.7,   9.1,    15.4,   41.8,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  40,        42,        1.10,               66.0,          0.50,             0.9,      0.7,   8.8,    15.0,   44.1,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  42,        44,        1.08,               64.9,          0.39,             0.7,      0.7,   9.1,    14.3,   35.7,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  44,        46,        1.06,               65.0,          0.50,             0.9,      0.6,   8.1,    14.8,   40.5,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  46,        48,        1.04,               63.1,          0.40,             0.7,      0.5,   7.1,    15.1,   28.1,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  48,        50,        1.02,               63.6,          0.49,             0.8,      0.4,   5.6,    16.1,   27.1,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  50,        52,        1.00,               44.9,          0.92,             0.7,      0.1,   2.1,    16.6,   19.2,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  52,        54,        0.98,               43.5,          0.89,             0.7,      0.4,   4.7,    15.3,   42.1,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  54,        56,        0.96,               53.3,          0.76,             0.8,      0.3,   3.4,    15.4,   25.7,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  56,        58,        0.94,               58.3,          0.56,             0.8,      0.5,   6.5,    15.8,   36.6,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  58,        60,        0.92,               63.8,          0.45,             0.8,      0.5,   7.7,    17.0,   34.2,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  60,        62,        0.90,               66.9,          0.41,             0.8,      0.5,   6.5,    16.4,   26.9,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  65,        67,        0.85,               63.3,          0.49,             0.8,      0.5,   6.3,    15.7,   31.2,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  70,        72,        0.80,               47.1,          0.88,             0.8,      0.2,   3.1,    16.5,   27.5,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  75,        77,        0.75,               42.4,          0.95,             0.7,      0.2,   2.7,    16.6,   25.8,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  80,        82,        0.70,               62.6,          0.53,             0.9,      0.5,   7.6,    17.4,   40.7,           nd,NA
2,       MARSH,        2,       2015-12,  42.73739991,   -70.84580382,  85,        87,        0.65,               63.3,          0.50,             0.8,      0.5,   6.7,    16.0,   33.0,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  0,         2,         1.41,               76.1,          0.18,             0.6,      0.9,   15.2,   19.0,   27.7,           -15.5,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  2,         4,         1.39,               77.6,          0.20,             0.7,      0.9,   16.0,   20.6,   31.2,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  4,         6,         1.37,               78.7,          0.19,             0.7,      1.0,   18.5,   21.6,   35.7,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  6,         8,         1.35,               79.0,          0.20,             0.7,      0.8,   13.8,   19.7,   27.9,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  8,         10,        1.33,               78.9,          0.21,             0.7,      0.8,   12.8,   19.4,   26.5,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  10,        12,        1.31,               80.5,          0.18,             0.7,      0.8,   14.9,   21.8,   26.8,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  12,        14,        1.29,               80.2,          0.18,             0.7,      0.8,   16.2,   23.3,   28.5,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  14,        16,        1.27,               81.1,          0.18,             0.8,      0.7,   14.7,   23.0,   26.6,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  16,        18,        1.25,               81.3,          0.19,             0.8,      0.7,   14.2,   22.4,   27.2,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  18,        20,        1.23,               78.1,          0.23,             0.8,      0.7,   11.9,   20.0,   27.5,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  20,        22,        1.21,               75.4,          0.23,             0.7,      0.6,   9.9,    20.6,   22.4,           nd,NA
