"","study_id","coring_method","dry_bulk_density_flag","carbon_measured_or_modeled","carbonates_removed","carbonate_removal_method","fraction_carbon_type","publication_type"
"1","Craft_2007","none specified","air dried to constant mass","measured",TRUE,"direct acid treatment","fraction_total_carbon","peer reviewed publication"
