site_n,depth_mid,loi_pct
1,0.496453901,26.65484634
1,1.489361702,35.34021996
1,2.482269504,24.02559359
1,3.524822695,27.49306198
1,4.517730496,26.61321821
1,5.460992908,26.60345359
1,6.503546099,25.7230959
1,7.496453901,26.58238257
1,8.489361702,27.73152431
1,9.482269504,28.30095591
1,10.4751773,29.16024257
1,11.41843972,29.7301881
1,12.5106383,30.00873677
1,13.5035461,29.70860315
1,14.4964539,29.11861445
1,15.4893617,29.1083359
1,16.43262411,27.64929592
1,17.4751773,29.66748895
1,18.46808511,30.52677562
1,19.46099291,29.93678693
1,20.45390071,29.92650838
2,0.496453901,22.30702025
2,1.489361702,25.77500257
2,2.482269504,28.37341967
2,3.475177305,24.30517011
2,4.468085106,22.55576113
2,5.460992908,23.99475794
2,6.503546099,20.79555967
2,7.446808511,21.65536026
2,8.489361702,18.16630692
2,9.531914894,18.73522459
2,10.5248227,20.75393154
2,11.5177305,16.97553705
2,12.5106383,10.29859184
2,13.5035461,10.28831329
2,14.4964539,9.988179669
2,15.4893617,11.13732141
2,16.53191489,10.25696372
2,17.4751773,10.82690924
2,18.46808511,9.367355329
2,19.46099291,7.038236201
2,20.5035461,4.708603145
2,21.44680851,4.698838524
3,0.496453901,16.22006373
3,1.489361702,18.81848083
3,2.482269504,20.54733272
3,3.475177305,23.43560489
3,4.517730496,20.52626169
3,5.460992908,25.15417823
3,6.503546099,24.56367561
3,7.446808511,24.84376606
3,8.489361702,25.99239387
3,9.482269504,23.66327475
3,10.4751773,30.31966286
3,11.46808511,31.17894953
3,12.46099291,33.19765649
3,13.45390071,35.79607359
3,14.4964539,35.20557097
3,15.4893617,37.514133
3,16.4822695,31.70675301
3,17.4751773,30.53705417
3,18.46808511,28.49779011
3,19.46099291,28.48751156
4,0.496453901,19.40846952
4,1.489361702,19.97790112
4,2.482269504,17.64878199
4,3.475177305,19.08777881
4,4.468085106,19.07750026
4,5.460992908,20.226642
4,6.453900709,21.08592867
4,7.496453901,20.49542605
4,8.489361702,19.90543735
4,9.482269504,22.50385446
4,10.4751773,23.07328605
4,11.5177305,19.87408778
4,12.5106383,21.89279474
4,13.45390071,21.88303012
4,14.4964539,22.45194778
4,15.4893617,25.91993011
4,16.4822695,25.90965156
4,17.4751773,24.73995272
4,18.46808511,23.57025388
4,19.46099291,22.40055504
4,20.45390071,25.28882722
5,0.496453901,7.524411553
5,1.489361702,6.354712715
5,2.482269504,4.605303731
5,3.524822695,4.01480111
5,4.517730496,4.584232706
5,5.510638298,4.284099085
5,6.503546099,5.723095899
5,7.446808511,7.742316785
5,8.489361702,5.992393874
5,9.482269504,4.822695035
5,10.4751773,3.652996197
6,0.496453901,31.87223764
6,1.539007092,32.44115531
6,2.482269504,32.43139069
6,3.524822695,35.89885908
6,4.468085106,38.78764518
6,5.510638298,38.19714256
6,6.503546099,38.18686401
6,7.496453901,38.46644054
6,8.489361702,37.87645184
6,9.482269504,38.15602837
6,10.4751773,39.30517011
6,11.46808511,39.87460171
6,12.5106383,38.41453387
6,13.5035461,40.43324083
6,14.4964539,41.00267242
6,15.4893617,43.02137938
6,16.4822695,41.2719704
6,17.4751773,40.6819817
6,18.5177305,41.25089937
6,19.5106383,43.5594614
6,20.55319149,45.28779936
6,21.4964539,43.53890431
6,22.4893617,47.58659677
6,23.4822695,50.18501388
7,0.496453901,16.5099188
7,1.489361702,15.05036489
7,2.482269504,17.93863706
7,3.475177305,17.92835852
7,4.468085106,20.52677562
7,5.460992908,15.87881591
7,6.453900709,17.89752287
7,7.496453901,18.17658547
7,8.489361702,19.03587213
7,9.482269504,18.44588344
7,10.4751773,19.01531504
7,11.46808511,18.71518142
7,12.46099291,17.83533765
7,13.5035461,16.95497996
7,14.4964539,14.9157159
7,15.4893617,11.13732141
7,16.4822695,7.938637064
7,17.4751773,7.638503443
7,18.46808511,7.338369822
7,19.46099291,5.878815911
7,20.45390071,5.868537363
8,0.496453901,11.2925275
8,1.489361702,10.41268373
8,2.482269504,9.532839963
8,3.475177305,9.232706342
8,4.468085106,8.932572721
8,5.510638298,9.791345462
8,6.503546099,9.491211841
8,7.496453901,9.480933292
8,8.489361702,10.05036489
8,9.482269504,10.32994141
8,10.4751773,10.60951794
8,11.46808511,11.75865968
8,12.46099291,9.139685476
8,13.5035461,9.128893
8,14.44680851,7.959708089
8,15.4893617,8.238770686
8,16.4822695,8.228492137
8,17.4751773,7.348648371
9,0.496453901,8.973686915
9,1.489361702,11.28224895
9,2.531914894,16.1989927
10,0.496453901,7.524411553
10,1.489361702,7.224277932
10,2.482269504,4.895158804
10,3.475177305,9.522561414
10,4.468085106,7.193442286
10,5.510638298,7.18264981
10,6.503546099,7.172371261
10,7.496453901,6.87223764
10,8.489361702,6.282248946
10,9.482269504,6.851680543
10,10.4751773,6.841401994
10,11.46808511,7.41083359
10,12.46099291,7.400555042
10,13.45390071,6.520711276
10,14.44680851,6.800287799
10,15.4893617,6.209785178
10,16.4822695,5.909651557
10,17.4751773,6.768938226
10,18.46808511,6.758659677
10,19.46099291,7.907801418
10,20.5035461,7.60715387
10,21.4964539,7.017165176
10,22.4893617,6.717031555
10,23.4822695,6.416897934
10,24.4751773,6.98632953
10,25.46808511,6.976050982
10,26.46099291,7.545482578
10,27.45390071,8.404769247
10,28.4964539,6.944701408
10,29.43971631,6.355226642
11,0.496453901,17.08962894
11,1.489361702,22.2967417
11,2.482269504,20.83718779
11,3.524822695,19.37711995
11,5.460992908,18.19765649
11,6.453900709,18.47723301
11,7.496453901,18.17658547
12,0.446808511,29.55391099
12,1.439716312,33.31174838
12,2.482269504,35.61979648
12,3.475177305,38.50806866
12,4.517730496,33.85959503
12,5.510638298,35.87830198
12,6.503546099,35.28831329
12,7.496453901,35.85774489
12,8.489361702,32.65906054
12,9.482269504,27.72124576
12,10.4751773,27.42111214
12,11.46808511,27.12097852
12,12.46099291,25.37156953
12,13.5035461,27.09990749
12,14.4964539,27.66933909
12,15.4893617,28.23877069
12,16.4822695,29.09805735
12,17.4751773,32.2761846
12,18.46808511,33.42532634
12,19.46099291,33.99475794
12,20.5035461,31.66512488
12,21.4964539,29.04615068
