study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,depth_interval_notes,fraction_nitrogen
Piazza_et_al_2020,CRMS0651,0651_1,16,18,0.3828,0.32053800000000005,0.143779,53.2676,2.4525,NA,0.0103
Piazza_et_al_2020,CRMS0651,0651_1,18,20,0.4649,0.279134,0.125949,70.0043,2.1503,NA,0.009495
Piazza_et_al_2020,CRMS0651,0651_1,20,22,0.5681,0.158516,0.056295000000000005,40.6392,1.6871,NA,0.004404
Piazza_et_al_2020,CRMS0651,0651_1,22,24,0.6387,0.135987,0.056646,33.5597,1.5406,NA,0.004144
Piazza_et_al_2020,CRMS0651,0651_1,24,26,0.8118,0.09618299999999999,0.053065,16.758,1.05,NA,0.004155
Piazza_et_al_2020,CRMS0651,0651_1,26,28,1.1035,0.058487,0.020664,3.7187,0.6691,NA,0.001791
Piazza_et_al_2020,CRMS0651,0651_1,28,30,1.294,0.042262,0.010813999999999999,1.1126,0.5497,NA,0.001187
Piazza_et_al_2020,CRMS0651,0651_1,30,32,1.4142,0.033708,0.008686000000000001,0.1698,0.4972,NA,9.94e-4
Piazza_et_al_2020,CRMS0651,0651_1,32,34,1.4679,0.036854,0.006257,-0.0837,0.45,NA,0
Piazza_et_al_2020,CRMS0651,0651_1,34,36,1.5307,0.036879,0.004723,0.5111,0.4173,NA,0
Piazza_et_al_2020,CRMS0651,0651_1,36,38,1.3796,0.039708,0.00599,-0.1719,0.4927,NA,0
Piazza_et_al_2020,CRMS0651,0651_2,0,2,0.0448,0.556258,0.235491,48.7415,25.4785,NA,0.015602
Piazza_et_al_2020,CRMS0651,0651_2,2,4,0.1713,0.448042,0.22668600000000003,17.3243,6.7629,NA,0.013722000000000002
Piazza_et_al_2020,CRMS0651,0651_2,4,6,0.1017,0.6859149999999999,0.354204,-8.5291,11.8459,NA,0.020649999999999998
Piazza_et_al_2020,CRMS0651,0651_2,6,8,0.1123,0.657635,0.33048099999999997,10.7951,11.0991,NA,0.019212
Piazza_et_al_2020,CRMS0651,0651_2,8,10,0.2071,0.38618699999999995,0.140409,21.4442,5.8017,NA,0.008829
Piazza_et_al_2020,CRMS0651,0651_2,10,12,0.2986,0.26084599999999997,0.102211,20.9619,4.537,NA,0.006645
Piazza_et_al_2020,CRMS0651,0651_2,12,14,0.3831,0.21746400000000002,0.074921,56.3495,3.4864,NA,0.005328
Piazza_et_al_2020,CRMS0651,0651_2,14,16,0.4129,0.14041499999999998,0.063658,26.2985,3.1575,NA,0.004157
Piazza_et_al_2020,CRMS0651,0651_2,16,18,0.608,0.109974,0.031207,36.2014,2.2642,NA,0.002607
Piazza_et_al_2020,CRMS0651,0651_2,18,20,0.6953,0.076319,0.032415,16.6749,1.7396,NA,0.0024909999999999997
Piazza_et_al_2020,CRMS0651,0651_2,20,22,0.8884,0.06578400000000001,0.024350999999999998,4.5232,1.3533,NA,0.001921
Piazza_et_al_2020,CRMS0651,0651_2,22,24,0.8837,0.061422,0.021989,2.0331,1.3019,NA,0.001833
Piazza_et_al_2020,CRMS0651,0651_2,24,26,1.1978,0.035018,0.011342000000000001,0.2995,1.0212,NA,0.0012670000000000001
Piazza_et_al_2020,CRMS0651,0651_2,26,28,1.2929,0.034065,0.007803,0.2775,0.9461,NA,0.0010689999999999999
Piazza_et_al_2020,CRMS0651,0651_2,28,30,1.2774,0.028398,0.005573,0.1784,0.9683,NA,0
Piazza_et_al_2020,CRMS0651,0651_2,30,32,1.3931,0.027397,0.003568,-1.0228,0.8009,NA,0
Piazza_et_al_2020,CRMS0651,0651_2,32,34,1.4413,0.026427,0.006565,-1.2002,0.854,NA,0
Piazza_et_al_2020,CRMS0651,0651_2,34,36,1.5358,0.023273000000000002,0.002647,-0.8735,0.8088,NA,0
Piazza_et_al_2020,CRMS0651,0651_2,36,38,1.53,0.022904,0.002178,-0.4806,0.7436,NA,0
Piazza_et_al_2020,CRMS0651,0651_2,38,40,1.4639,0.023659,0.001255,-1.5027,0.6222,NA,0
Piazza_et_al_2020,CRMS0669,0669_1,0,2,0.0278,0.752406,0.29295000000000004,-3.5279,13.2975,NA,0.016373
Piazza_et_al_2020,CRMS0669,0669_1,2,4,0.0904,0.678976,0.283891,18.4785,4.1699,NA,0.016498
Piazza_et_al_2020,CRMS0669,0669_1,4,6,0.1042,0.692641,0.277823,14.1979,3.8254,NA,0.017150000000000002
Piazza_et_al_2020,CRMS0669,0669_1,6,8,0.0987,0.690591,0.274481,13.0459,11.9522,NA,0.016245
Piazza_et_al_2020,CRMS0669,0669_1,8,10,0.0922,0.675111,0.309688,31.6604,15.667,NA,0.017217
Piazza_et_al_2020,CRMS0669,0669_1,10,12,0.0753,0.686802,0.2865,45.2608,9.1122,NA,0.0175
Piazza_et_al_2020,CRMS0669,0669_1,12,14,0.1016,0.621302,0.223159,57.0116,5.4393,NA,0.013496999999999999
Piazza_et_al_2020,CRMS0669,0669_1,14,16,0.0948,0.622541,0.271604,76.0337,5.907,NA,0.016308
Piazza_et_al_2020,CRMS0669,0669_1,16,18,0.1602,0.581545,0.234197,104.7253,3.4068,NA,0.015947
Piazza_et_al_2020,CRMS0669,0669_1,18,20,0.1877,0.52514,0.22497399999999998,50.0585,2.6948,NA,0.014494
Piazza_et_al_2020,CRMS0669,0669_1,20,22,0.21560000000000001,0.5161290000000001,0.224488,33.8848,2.8076,NA,0.013798999999999999
Piazza_et_al_2020,CRMS0669,0669_1,22,24,0.2576,0.431411,0.178761,14.5694,1.5415,NA,0.01114
Piazza_et_al_2020,CRMS0669,0669_1,24,26,0.5397,0.20444700000000002,0.089135,3.6163,1.1105,NA,0.006141
Piazza_et_al_2020,CRMS0669,0669_1,26,28,0.7434,0.14684,0.058329000000000006,2.3153,1.4847,NA,0.0048449999999999995
Piazza_et_al_2020,CRMS0669,0669_1,28,30,0.838,0.109484,0.04703,0.7541,0.7362,NA,0.00376
Piazza_et_al_2020,CRMS0669,0669_1,30,32,0.8793,0.09124399999999999,0.033441,2.3169,0.8205,NA,0.0030719999999999996
Piazza_et_al_2020,CRMS0669,0669_1,32,34,1.0103,0.072909,0.028357999999999998,0.3214,0.3709,NA,0.002435
Piazza_et_al_2020,CRMS0669,0669_1,34,36,1.1134,0.08025600000000001,0.025320999999999996,0.9815,0.612,NA,0.002412
Piazza_et_al_2020,CRMS0669,0669_1,36,38,1.1049,0.085682,0.02268,0.5153,1.0934,NA,0.002193
Piazza_et_al_2020,CRMS0669,0669_2,0,2,0.0271,0.6984210000000001,0.290459,-1.4126,19.3056,NA,0.018146
Piazza_et_al_2020,CRMS0669,0669_2,2,4,0.0694,0.620753,0.258096,24.64,3.9851,NA,0.014978
Piazza_et_al_2020,CRMS0669,0669_2,4,6,0.1097,0.578369,0.22839500000000001,19.4219,3.4436,NA,0.013049999999999999
Piazza_et_al_2020,CRMS0669,0669_2,6,8,0.0953,0.671205,0.266496,29.0731,4.0959,NA,0.014395
Piazza_et_al_2020,CRMS0669,0669_2,8,10,0.0936,0.634396,0.272543,37.7003,4.0776,NA,0.012401
Piazza_et_al_2020,CRMS0669,0669_2,10,12,0.0817,0.686766,0.227852,45.3542,4.5021,NA,0.010690999999999999
Piazza_et_al_2020,CRMS0669,0669_2,12,14,0.1126,0.602694,0.263088,46.9376,3.6894,NA,0.012383
Piazza_et_al_2020,CRMS0669,0669_2,14,16,0.1231,0.60604,0.24970099999999998,72.888,3.6843,NA,0.012683
Piazza_et_al_2020,CRMS0669,0669_2,16,18,0.1472,0.594235,0.23458500000000002,69.4008,3.1633,NA,0.011644000000000002
Piazza_et_al_2020,CRMS0669,0669_2,18,20,0.1456,0.5432939999999999,0.23868099999999998,92.9438,3.3044,NA,0.012318
Piazza_et_al_2020,CRMS0669,0669_2,20,22,0.2044,0.494052,0.221563,72.4005,2.4823,NA,0.011824
Piazza_et_al_2020,CRMS0669,0669_2,22,24,0.226,0.49588099999999996,0.21787199999999998,28.7388,1.9473,NA,0.011688
Piazza_et_al_2020,CRMS0669,0669_2,24,26,0.2788,0.42993000000000003,0.17768499999999998,18.5044,1.6019,NA,0.009267
Piazza_et_al_2020,CRMS0669,0669_2,26,28,0.3921,0.302469,0.123819,3.4434,1.033,NA,0.006237
Piazza_et_al_2020,CRMS0669,0669_2,28,30,0.5081,0.214785,0.098339,1.8013,0.7642,NA,0.004301
Piazza_et_al_2020,CRMS0669,0669_2,30,32,0.5363,0.215763,0.10736000000000001,1.2451,0.5254,NA,0.00527
Piazza_et_al_2020,CRMS0669,0669_2,32,34,0.5474,0.20461500000000002,0.09068799999999999,1.0948,0.7173,NA,0.004242
Piazza_et_al_2020,CRMS0669,0669_2,34,36,0.8141,0.145703,0.056338,NA,NA,NA,0.002036
Piazza_et_al_2020,CRMS0669,0669_2,36,38,0.7844,0.135312,0.05729,NA,NA,NA,0.001167
Piazza_et_al_2020,CRMS0669,0669_2,38,40,0.9665,0.093575,0.038024,NA,NA,NA,6.19e-4
Piazza_et_al_2020,CRMS0672,0672_1,0,2,0.2962,0.157748,0.040236999999999995,3.0652,1.2959,NA,0.002654
Piazza_et_al_2020,CRMS0672,0672_1,2,4,0.4821,0.10574199999999999,0.03394,1.8892,0.9146,NA,0.002213
Piazza_et_al_2020,CRMS0672,0672_1,4,6,0.5107,0.110624,0.028645,2.4692,0.8636,NA,0.0023769999999999998
Piazza_et_al_2020,CRMS0672,0672_1,6,8,0.4147,0.145358,0.061357999999999996,4.8299,1.0424,NA,0.004445
Piazza_et_al_2020,CRMS0672,0672_1,8,10,0.2078,0.378277,0.137852,5.5258,1.7184,NA,0.008955
Piazza_et_al_2020,CRMS0672,0672_1,10,12,0.1273,0.631032,0.276446,9.9887,2.831,NA,0.017766999999999998
Piazza_et_al_2020,CRMS0672,0672_1,12,14,0.1245,0.589322,0.238566,32.7133,2.9739,NA,0.014726999999999999
Piazza_et_al_2020,CRMS0672,0672_1,14,16,0.2116,0.38068199999999996,0.152839,97.5222,2.5747,NA,0.008549
Piazza_et_al_2020,CRMS0672,0672_1,16,18,0.3286,0.24402200000000002,0.139427,97.5924,1.352,NA,0.007621
Piazza_et_al_2020,CRMS0672,0672_1,18,20,0.3706,0.204348,0.090765,74.6484,1.649,NA,0.00487
Piazza_et_al_2020,CRMS0672,0672_1,20,22,0.4052,0.087625,0.092176,22.4054,1.1179,NA,0.005699999999999999
Piazza_et_al_2020,CRMS0672,0672_1,22,24,0.6175,0.15426,0.061462,2.4785,0.5078,NA,0.004093
Piazza_et_al_2020,CRMS0672,0672_1,24,26,0.8034,0.125624,0.046319,0.8338,0.5469,NA,0.0030719999999999996
Piazza_et_al_2020,CRMS0672,0672_1,26,28,0.8273,0.103073,0.036873,0.9734,0.5075,NA,0.002591
Piazza_et_al_2020,CRMS0672,0672_1,28,30,1.0575,0.072712,0.017115000000000002,-0.0717,0.4234,NA,0.001268
Piazza_et_al_2020,CRMS0672,0672_1,30,32,1.1119,0.061828,0.014755,-0.4873,0.4353,NA,0.001081
Piazza_et_al_2020,CRMS0672,0672_1,32,34,1.1143,0.061093,0.009689,-0.3901,0.4127,NA,8.41e-4
Piazza_et_al_2020,CRMS0672,0672_1,34,36,1.0032,0.067508,0.012616,-1.0605,0.4969,NA,9.82e-4
Piazza_et_al_2020,CRMS0672,0672_2,0,2,0.4227,0.120337,0.044369,3.442,0.9982,NA,0.00249
Piazza_et_al_2020,CRMS0672,0672_2,2,4,0.6216,0.091413,0.024794,3.2942,0.6499,NA,0.001962
Piazza_et_al_2020,CRMS0672,0672_2,4,6,0.3133,0.226503,0.079021,6.168,1.1669,NA,0.005312
Piazza_et_al_2020,CRMS0672,0672_2,6,8,0.1678,0.48687800000000003,0.144201,7.1155,1.8745,NA,0.008904
Piazza_et_al_2020,CRMS0672,0672_2,8,10,0.1288,0.619954,0.24502,5.8811,2.4967,NA,0.015194000000000001
Piazza_et_al_2020,CRMS0672,0672_2,10,12,0.1384,0.643539,0.27492300000000003,5.6937,2.5745,NA,0.017709
Piazza_et_al_2020,CRMS0672,0672_2,12,14,0.1278,0.7053889999999999,0.291128,12.5691,2.7808,NA,0.018471
Piazza_et_al_2020,CRMS0672,0672_2,14,16,0.1615,0.5715,0.23854399999999998,64.0444,2.716,NA,0.014392
Piazza_et_al_2020,CRMS0672,0672_2,16,18,0.2901,0.314627,0.129865,110.5631,1.8168,NA,0.006710000000000001
Piazza_et_al_2020,CRMS0672,0672_2,18,20,0.4037,0.22426,0.106757,63.917,1.4303,NA,0.007178
Piazza_et_al_2020,CRMS0672,0672_2,20,22,0.4822,0.195402,0.08091100000000001,41.9068,1.1703,NA,0.004808
Piazza_et_al_2020,CRMS0672,0672_2,22,24,0.593,0.17653300000000002,0.072127,11.6866,0.8294,NA,0.004588999999999999
Piazza_et_al_2020,CRMS0672,0672_2,24,26,0.7625,0.132193,0.047348999999999995,1.6638,0.5956,NA,0.0031450000000000002
Piazza_et_al_2020,CRMS0672,0672_2,26,28,1.0326,0.091282,0.026997,1.0636,0.3974,NA,0.0018570000000000001
Piazza_et_al_2020,CRMS0672,0672_2,28,30,0.9904,0.078868,0.016662,0.539,0.3317,NA,0.0011459999999999999
Piazza_et_al_2020,CRMS0672,0672_2,30,32,1.1954,0.061627999999999995,0.012118,-0.0208,0.3539,NA,8.680000000000001e-4
Piazza_et_al_2020,CRMS0672,0672_2,32,34,1.1846,0.057848,0.010045,-0.1633,0.3707,NA,8.08e-4
Piazza_et_al_2020,CRMS0672,0672_2,34,36,1.1019,0.074403,0.019469,-0.1829,0.3218,NA,0.0010739999999999999
Piazza_et_al_2020,CRMS1277,1277_1,0,2,0.0228,0.919528,0.471115,38.5799,11.5063,NA,0.017702
Piazza_et_al_2020,CRMS1277,1277_1,2,4,0.0281,0.892894,0.446274,21.8783,9.632,NA,0.027327
Piazza_et_al_2020,CRMS1277,1277_1,4,6,0.0478,0.877447,0.45504199999999995,34.0101,5.8165,NA,0.025436999999999998
Piazza_et_al_2020,CRMS1277,1277_1,6,8,0.0603,0.8830549999999999,0.457684,45.4518,7.1965,NA,0.028117999999999997
Piazza_et_al_2020,CRMS1277,1277_1,8,10,0.0681,0.782486,0.41353900000000005,164.1549,6.9317,NA,0.025573000000000002
Piazza_et_al_2020,CRMS1277,1277_1,10,12,0.0491,0.865554,0.45146099999999995,46.651,7.5396,NA,0.030742
Piazza_et_al_2020,CRMS1277,1277_1,12,14,0.0734,0.6565439999999999,0.354018,71,5.0854,NA,0.021707
Piazza_et_al_2020,CRMS1277,1277_1,14,16,0.1042,0.6001489999999999,0.283411,79.2792,4.2108,NA,0.020442000000000002
Piazza_et_al_2020,CRMS1277,1277_1,16,18,0.0788,0.654405,0.33904,25.3855,4.872,NA,0.022690000000000002
Piazza_et_al_2020,CRMS1277,1277_1,18,20,0.0592,0.743661,0.39622500000000005,38.9845,6.5802,NA,0.02408
Piazza_et_al_2020,CRMS1277,1277_1,20,22,0.0599,0.8086369999999999,0.42782400000000004,50.532,6.1426,NA,0.025421999999999997
Piazza_et_al_2020,CRMS1277,1277_1,22,24,0.0478,0.844891,0.452068,21.7427,7.9332,NA,0.028051
Piazza_et_al_2020,CRMS1277,1277_1,24,26,0.0512,0.8686440000000001,0.47369500000000003,10.9489,8.932,NA,0.028474
Piazza_et_al_2020,CRMS1277,1277_1,26,28,0.0516,0.889336,0.495395,18.9865,7.4947,NA,0.030352999999999998
Piazza_et_al_2020,CRMS1277,1277_1,28,30,0.0524,0.900709,0.505011,14.7635,7.4534,NA,0.0305
Piazza_et_al_2020,CRMS1277,1277_1,30,32,0.0441,0.919512,0.498762,6.0284,8.8654,NA,0.029807
Piazza_et_al_2020,CRMS1277,1277_1,32,34,0.0549,0.9206529999999999,0.4951,7.7802,8.7805,NA,0.028673
Piazza_et_al_2020,CRMS1277,1277_1,34,36,0.0486,0.9233979999999999,0.501186,18.6763,15.5109,NA,0.030324
Piazza_et_al_2020,CRMS1277,1277_1,36,38,0.0483,NA,0.496337,10.3793,6.5784,NA,0.02928
Piazza_et_al_2020,CRMS1277,1277_1,38,40,0.0498,NA,0.49924799999999997,10.0655,20.9052,NA,0.028761000000000002
Piazza_et_al_2020,CRMS1277,1277_2,0,2,0.0215,0.905427,0.408887,14.8579,16.6267,NA,0.027206
Piazza_et_al_2020,CRMS1277,1277_2,2,4,0.0379,0.881328,0.427085,-1.9462,16.2772,NA,0.028822999999999998
Piazza_et_al_2020,CRMS1277,1277_2,4,6,0.0368,0.8576609999999999,0.42676400000000003,60.3059,23.0335,NA,0.031890999999999996
Piazza_et_al_2020,CRMS1277,1277_2,6,8,0.0291,0.870163,0.435567,-0.752,52.1387,NA,0.031032
Piazza_et_al_2020,CRMS1277,1277_2,8,10,0.0407,0.890308,0.44624899999999995,18.1752,8.1574,NA,0.031629
Piazza_et_al_2020,CRMS1277,1277_2,10,12,0.0493,NA,0.449208,44.996,7.5239,NA,0.032103
Piazza_et_al_2020,CRMS1277,1277_2,12,14,0.0457,0.89837,0.446932,55.565,13.4754,NA,0.030244
Piazza_et_al_2020,CRMS1277,1277_2,14,16,0.0574,0.823911,0.39348500000000003,224.5281,8.9865,NA,0.026625
Piazza_et_al_2020,CRMS1277,1277_2,16,18,0.047,0.723207,0.3514,378.2993,10.4526,NA,0.023008
Piazza_et_al_2020,CRMS1277,1277_2,18,20,0.0639,0.621544,0.307844,295.8537,8.6909,NA,0.02053
Piazza_et_al_2020,CRMS1277,1277_2,20,22,0.0578,0.821182,0.160402,57.7721,5.8036,NA,0.036954
Piazza_et_al_2020,CRMS1277,1277_2,22,24,0.0917,0.749372,0.402536,33.1197,3.6619,NA,0.026688999999999997
Piazza_et_al_2020,CRMS1277,1277_2,24,26,0.0754,0.658069,0.08683199999999999,53.2315,8.7395,NA,0.005279000000000001
Piazza_et_al_2020,CRMS1277,1277_2,26,28,0.0555,0.6,0.275767,114.6244,7.6595,NA,0.019523
Piazza_et_al_2020,CRMS1277,1277_2,28,30,0.0513,0.624306,0.312601,183.8202,8.5989,NA,0.021444
Piazza_et_al_2020,CRMS1277,1277_2,30,32,0.0525,0.8284619999999999,0.446419,70.749,7.2357,NA,0.02926
Piazza_et_al_2020,CRMS1277,1277_2,32,34,0.0501,0.873158,0.47479999999999994,53.6286,7.7782,NA,0.029359000000000003
Piazza_et_al_2020,CRMS1277,1277_2,34,36,0.0352,0.897764,0.478968,91.6592,11.1833,NA,0.029148
Piazza_et_al_2020,CRMS1277,1277_2,36,38,0.0307,0.902012,0.491915,99.946,9.5546,NA,0.027999999999999997
Piazza_et_al_2020,CRMS1277,1277_2,38,40,0.0345,0.893226,0.47761600000000004,130.2852,12.2911,NA,0.027589000000000002
Piazza_et_al_2020,CRMS2156,2156_1,0,2,0.0715,0.698732,0.29157,36.2742,4.4645,NA,0.01727
Piazza_et_al_2020,CRMS2156,2156_1,2,4,0.1094,0.6458499999999999,0.264907,20.6067,2.2896,NA,0.014918
Piazza_et_al_2020,CRMS2156,2156_1,4,6,0.1362,0.665316,0.261584,23.904,1.9737,NA,0.014224
Piazza_et_al_2020,CRMS2156,2156_1,6,8,0.1165,0.761165,0.28248999999999996,38.3077,2.4363,NA,0.015437000000000001
Piazza_et_al_2020,CRMS2156,2156_1,8,10,0.1009,0.6401990000000001,0.31242000000000003,77.3964,2.8131,NA,0.016555
Piazza_et_al_2020,CRMS2156,2156_1,10,12,0.0874,0.615847,0.241054,134.6996,3.7179,NA,0.015175000000000001
Piazza_et_al_2020,CRMS2156,2156_1,12,14,0.0857,0.652496,0.281718,168.9876,3.8773,NA,0.015825
Piazza_et_al_2020,CRMS2156,2156_1,14,16,0.0981,0.659153,0.29413900000000004,137.2336,4.8099,NA,0.01478
Piazza_et_al_2020,CRMS2156,2156_1,16,18,0.1109,0.638129,0.279823,162.1787,4.5552,NA,0.014523
Piazza_et_al_2020,CRMS2156,2156_1,18,20,0.1753,0.482056,0.22501300000000002,132.334,3.1893,NA,0.011656
Piazza_et_al_2020,CRMS2156,2156_1,20,22,0.2435,0.351254,0.166987,103.9654,2.2846,NA,0.008152
Piazza_et_al_2020,CRMS2156,2156_1,22,24,0.2595,0.28451899999999997,0.114393,70.0392,2.0318,NA,0.006903
Piazza_et_al_2020,CRMS2156,2156_1,24,26,0.5098,0.17459599999999997,0.067773,18.0765,0.8687,NA,0.0045910000000000005
Piazza_et_al_2020,CRMS2156,2156_1,26,28,0.7055,0.120238,0.046307999999999995,2.0995,0.646,NA,0.0035949999999999997
Piazza_et_al_2020,CRMS2156,2156_1,28,30,0.8768,0.097159,0.032986,0.5594,0.5058,NA,0.0028079999999999997
Piazza_et_al_2020,CRMS2156,2156_2,0,2,0.0774,0.623122,0.247951,75.946,4.8289,NA,0.014831
Piazza_et_al_2020,CRMS2156,2156_2,2,4,0.1538,0.470775,0.186508,47.728,2.5141,NA,0.0102
Piazza_et_al_2020,CRMS2156,2156_2,4,6,0.1925,0.456544,0.18862400000000001,38.1427,2.0092,NA,0.010504
Piazza_et_al_2020,CRMS2156,2156_2,6,8,0.1849,0.48426400000000003,0.216162,45.3964,2.2423,NA,0.011998
Piazza_et_al_2020,CRMS2156,2156_2,8,10,0.1559,0.527501,0.20474399999999998,61.3722,2.7654,NA,0.012003
Piazza_et_al_2020,CRMS2156,2156_2,10,12,0.155,0.561143,0.19957,66.1465,2.3991,NA,0.011781999999999999
Piazza_et_al_2020,CRMS2156,2156_2,12,14,0.1378,0.544196,0.207059,63.1515,3.0872,NA,0.012157
Piazza_et_al_2020,CRMS2156,2156_2,14,16,0.1359,0.568867,0.211302,56.4917,3.0604,NA,0.012036
Piazza_et_al_2020,CRMS2156,2156_2,16,18,0.1168,0.574257,0.24229299999999998,50.4819,3.9545,NA,0.013571
Piazza_et_al_2020,CRMS2156,2156_2,18,20,0.1253,0.620736,0.24591200000000002,56.2747,3.3413,NA,0.013265
Piazza_et_al_2020,CRMS2156,2156_2,20,22,0.1271,0.603203,0.25276499999999996,62.1527,3.1179,NA,0.013474
Piazza_et_al_2020,CRMS2156,2156_2,22,24,0.205,0.417501,0.137154,50.3815,2.2884,NA,0.007707
Piazza_et_al_2020,CRMS2156,2156_2,24,26,0.3898,0.226474,0.078394,11.0701,1.1683,NA,0.004883
Piazza_et_al_2020,CRMS2156,2156_2,26,28,0.564,0.156355,0.059298000000000003,3.4865,0.7498,NA,0.003758
Piazza_et_al_2020,CRMS2156,2156_2,28,30,0.7629,0.113276,0.040099,1.7161,0.4882,NA,0.00312
Piazza_et_al_2020,CRMS2156,2156_2,30,32,0.9351,0.10532899999999999,0.035575999999999997,0.1352,0.5032,NA,0.002958
Piazza_et_al_2020,CRMS2156,2156_2,32,34,0.9748,0.100913,0.036295,0.2719,0.4683,NA,0.003044
Piazza_et_al_2020,CRMS2156,2156_2,34,36,0.9458,0.10912699999999999,0.035332,-0.6067,0.5122,NA,0.0030280000000000003
Piazza_et_al_2020,CRMS2156,2156_2,36,38,0.9086,0.110085,0.17366499999999999,0.3224,0.4658,NA,0.040048
Piazza_et_al_2020,CRMS2156,2156_2,38,40,0.8481,0.102604,0.033331,-0.669,0.5898,NA,0.002799
Piazza_et_al_2020,CRMS0128_H,0128_H_1,0,2,0.3061,0.23921399999999998,0.097731,20.0861,1.3391,NA,0.005425999999999999
Piazza_et_al_2020,CRMS0128_H,0128_H_1,2,4,0.2495,0.212892,0.087164,23.5025,1.7678,NA,0.005314
Piazza_et_al_2020,CRMS0128_H,0128_H_1,4,6,0.245,0.21087599999999998,0.084207,25.443,1.5748,NA,0.005099
Piazza_et_al_2020,CRMS0128_H,0128_H_1,6,8,0.255,0.23318999999999998,0.090884,20.1188,1.6961,NA,0.00529
Piazza_et_al_2020,CRMS0128_H,0128_H_1,8,10,0.2228,0.234118,0.08843999999999999,20.0739,1.3077,NA,0.005004999999999999
Piazza_et_al_2020,CRMS0128_H,0128_H_1,10,12,0.2756,0.194444,0.067109,8.1888,1.272,NA,0.003292
Piazza_et_al_2020,CRMS0128_H,0128_H_1,12,14,0.1576,0.453753,0.18507200000000001,9.2424,2.0949,NA,0.013206
Piazza_et_al_2020,CRMS0128_H,0128_H_1,14,16,0.127,0.491327,0.20493099999999997,11.4722,2.6004,NA,0.010194000000000002
Piazza_et_al_2020,CRMS0128_H,0128_H_1,16,18,0.1419,0.510277,0.19611599999999998,11.8058,2.5261,NA,0.009849
Piazza_et_al_2020,CRMS0128_H,0128_H_1,18,20,0.1213,0.480079,0.21540099999999998,17.6184,2.732,NA,0.010891
Piazza_et_al_2020,CRMS0128_H,0128_H_1,20,22,0.1372,0.571491,0.266086,105.0959,3.427,NA,0.014233
Piazza_et_al_2020,CRMS0128_H,0128_H_1,22,24,0.1319,0.590213,0.265657,195.1789,3.8371,NA,0.014681999999999999
Piazza_et_al_2020,CRMS0128_H,0128_H_1,24,26,0.1627,0.5081289999999999,0.244892,103.9634,2.9285,NA,0.014643999999999999
Piazza_et_al_2020,CRMS0128_H,0128_H_1,26,28,0.1473,0.405054,0.17906300000000003,30.8358,2.6835,NA,0.01064
Piazza_et_al_2020,CRMS0128_H,0128_H_1,28,30,0.2197,0.269017,0.11431699999999999,8.1189,1.8004,NA,0.005755
Piazza_et_al_2020,CRMS0128_H,0128_H_1,30,32,0.4492,0.137794,0.045773,2.4915,0.9288,NA,0.0011279999999999999
Piazza_et_al_2020,CRMS0128_H,0128_H_1,32,34,0.5846,0.09735900000000001,0.020933,0.0508,0.8644,NA,0.00126
Piazza_et_al_2020,CRMS0128_H,0128_H_1,34,36,0.7305,0.09095700000000001,0.022307999999999998,0.6899,0.4651,NA,0.0012839999999999998
Piazza_et_al_2020,CRMS0128_H,0128_H_1,36,38,0.6069,0.08562099999999999,0.020522,-0.3185,0.7248,NA,0.001138
Piazza_et_al_2020,CRMS0128_H,0128_H_1,38,40,0.5716,0.107317,0.034699,-0.1823,0.8333,NA,3.72e-4
Piazza_et_al_2020,CRMS0128_H,0128_H_2,0,2,0.1774,0.264721,0.10689799999999999,16.2025,6.8369,NA,0.008217
Piazza_et_al_2020,CRMS0128_H,0128_H_2,2,4,0.2223,0.234994,0.095694,14.6818,5.5239,NA,0.007776999999999999
Piazza_et_al_2020,CRMS0128_H,0128_H_2,4,6,0.3172,0.22764199999999998,0.09444599999999999,18.6236,3.9263,NA,0.006998
Piazza_et_al_2020,CRMS0128_H,0128_H_2,6,8,0.2529,0.23167000000000001,0.081904,14.2106,4.601,NA,0.006899
Piazza_et_al_2020,CRMS0128_H,0128_H_2,8,10,0.2176,0.294501,0.114506,5.619,5.6892,NA,0.008315
Piazza_et_al_2020,CRMS0128_H,0128_H_2,10,12,0.1255,0.434966,0.189604,16.7016,10.1305,NA,0.011821
Piazza_et_al_2020,CRMS0128_H,0128_H_2,12,14,0.1488,0.46705399999999997,0.212879,5.7053,7.8837,NA,0.011923
Piazza_et_al_2020,CRMS0128_H,0128_H_2,14,16,0.1178,0.462029,0.21991599999999997,18.9273,10.1916,NA,0.012394
Piazza_et_al_2020,CRMS0128_H,0128_H_2,16,18,0.1356,0.49018300000000004,0.242713,21.581,8.0127,NA,0.012015
Piazza_et_al_2020,CRMS0128_H,0128_H_2,18,20,0.1062,0.570387,0.285577,10.1683,11.0399,NA,0.012252
Piazza_et_al_2020,CRMS0128_H,0128_H_2,20,22,0.0993,0.569335,0.277999,55.0654,12.0258,NA,0.014065000000000001
Piazza_et_al_2020,CRMS0128_H,0128_H_2,22,24,0.1124,0.588908,0.260609,67.7545,10.876,NA,0.014801
Piazza_et_al_2020,CRMS0128_H,0128_H_2,24,26,0.0856,0.597043,0.33966799999999997,86.8419,14.0193,NA,0.016731
Piazza_et_al_2020,CRMS0128_H,0128_H_2,26,28,0.1169,0.480028,0.213325,1.0006,10.5779,NA,0.014718
