study_id,site_id,core_id,latitude,longitude,year,habitat,country,admin_division
Bhomia et al 2016 India,RKBEA16 S2,M0438,20.479052,86.725555,2014,mangrove,India,Orissa
Bhomia et al 2016 India,RKBEA16 S3,M0439,20.478753,86.727774,2014,mangrove,India,Orissa
Bhomia et al 2016 India,RKBEA16 D1,M0440,20.381795,86.734793,2014,mangrove,India,Orissa
Bhomia et al 2016 India,RKBEA16 D2,M0441,20.379035,86.73348,2014,mangrove,India,Orissa
Thompson et al 2014,BST14 Pedada Seaward,M0444,11.824776,122.14108,2011,mangrove,Philippines,Aklan
Thompson et al 2014,BST14 Pedada Interior,M0445,11.824297,122.141074,2011,mangrove,Philippines,Aklan
Thompson et al 2014,BST14 Pedada Landward,M0446,11.823826,122.14105,2011,mangrove,Philippines,Aklan
Thompson et al 2014,BST14 Bugtong-ato Seaward,M0447,11.069506,122.958309,2011,mangrove,Philippines,Iloilo
Thompson et al 2014,BST14 Bugtong-ato Interior,M0448,11.069904,122.958111,2011,mangrove,Philippines,Iloilo
Thompson et al 2014,BST14 Bugtong-ato Landward,M0449,11.070349,122.95785,2011,mangrove,Philippines,Iloilo
Donato et al 2012,DCD12 PM2,M0488,7.382611,134.511278,2010,mangrove,Palau,Airai
Donato et al 2012,DCD12 PM3,M0489,7.580194,134.631972,2010,mangrove,Palau,Ngaraard
Ranjan 2010,RKR10 Core B,M0522,11.445435,79.792506,2006,mangrove,India,Tamil Nadu
Ranjan 2010,RKR10 Core C,M0523,11.419434,79.792335,2006,mangrove,India,Tamil Nadu
Ranjan 2010,RKR10 Core D,M0524,11.397231,79.806658,2006,mangrove,India,Tamil Nadu
Gomes et al 2016,FHG16 M1,M0525,-14.681111111111113,-39.074444444444445,2014,mangrove,Brazil,Bahia
Gomes et al 2016,FHG16 M2,M0526,-14.680833333333332,-39.075,2014,mangrove,Brazil,Bahia
Gomes et al 2016,FHG16 M3,M0527,-14.680555555555555,-39.07416666666667,2014,mangrove,Brazil,Bahia
Gomes et al 2016,FHG16 M4,M0528,-14.718333333333334,-39.07027777777778,2014,mangrove,Brazil,Bahia
Gomes et al 2016,FHG16 M5,M0529,-14.758333333333333,-39.06222222222222,2014,mangrove,Brazil,Bahia
Alongi et al 2008,DMA08 HBA,M0627,-5.523965,105.244631,2006,mangrove,Indonesia,Lampung
Alongi et al 2008,DMA08 HBR,M0628,-5.523937,105.246833,2006,mangrove,Indonesia,Lampung
Alongi et al 2008,DMA08 HBS,M0629,-5.527842,105.250128,2006,mangrove,Indonesia,Lampung
Alongi et al 2008,DMA08 AWM,M0630,-4.235904,119.599433,2006,mangrove,Indonesia,Sulawesi Selatan
Dung et al 2016,LVD16 Fringe,M0631,10.40178,106.876838,2014,mangrove,Vietnam,Dong Nai
Dung et al 2016,LVD16 Transition,M0632,10.401772,106.879812,2014,mangrove,Vietnam,Dong Nai
Dung et al 2016,LVD16 Interior,M0633,10.402675,106.883761,2014,mangrove,Vietnam,Dong Nai
Dung et al 2016,LVD16 Disturbed*,M0634,10.386039,106.884468,2014,mangrove,Vietnam,Dong Nai
Sanders et al 2008,CJS08 Ilha Grande,M0652,-23.170919444444447,-44.286027777777775,2005,mangrove,Brazil,Rio de Janeiro
Sanders et al 2010 ECSS,CJS10ECSS T5B,M0653,-8.674178,-35.107894,2005,mangrove,Brazil,Pernambuco
Sanders et al 2010 ECSS,CJS10ECSS T5C,M0654,-8.674492,-35.107394,2005,mangrove,Brazil,Pernambuco
Sanders et al 2014,CJS14 Ilow,M0655,-23.877,-46.36049722,2012,mangrove,Brazil,São Paulo
Sanders et al 2014,CJS14 Iup,M0656,-23.877230555555556,-46.36051944444445,2012,mangrove,Brazil,São Paulo
Pazi et al 2016,AMMP16 Seaward,M0658,4.960799,115.213913,2014,mangrove,Malaysia,Sarawak
Pazi et al 2016,AMMP16 Middleward,M0659,4.919276,115.227187,2014,mangrove,Malaysia,Sarawak
Pazi et al 2016,AMMP16 Landward,M0660,4.900083,115.262638,2014,mangrove,Malaysia,Sarawak
Szczygielski et al 2015,AS14 VC10,M0661,-2.7683833333333334,-41.933616666666666,2011,mangrove,Brazil,Maranhão
Bouillon et al 2004 FEMS,SB04FEMS Pambala Rhizophora,M0665,7.515981,79.812103,2002,mangrove,Sri Lanka,Wayamba
Bouillon et al 2004 FEMS,SB04FEMS Pambala Bruguiera,M0666,7.515981,79.812103,2002,mangrove,Sri Lanka,Wayamba
Bouillon et al 2004 FEMS,SB04FEMS Pambala Avicennia,M0667,7.515981,79.812103,2002,mangrove,Sri Lanka,Wayamba
Bouillon et al 2004 FEMS,SB04FEMS Pambala Planted Rhizophora,M0668,7.515981,79.812103,2002,mangrove,Sri Lanka,Wayamba
Bouillon et al 2004 FEMS,SB04FEMS Pambala Excoecaria,M0669,7.515981,79.812103,2002,mangrove,Sri Lanka,Wayamba
Bouillon et al 2004 FEMS,SB04FEMS Pambala Lumnitzera,M0670,7.515981,79.812103,2002,mangrove,Sri Lanka,Wayamba
Bouillon et al 2004 FEMS,SB04FEMS Pichavaram Mixed,M0671,11.429268,79.796647,2002,mangrove,India,Tamil Nadu
Bouillon et al 2004 FEMS,SB04FEMS Pichavaram Avicennia,M0672,11.430675,79.794792,2002,mangrove,India,Tamil Nadu
Bouillon et al 2004 FEMS,SB04FEMS Chunnambar,M0673,11.882689,79.809209,2002,mangrove,India,Pondicherry
Ferreira et al 2007,TOF07 S1A,M0691,-23.955556,-46.24423,2003,mangrove,Brazil,São Paulo
Ferreira et al 2007,TOF07 S1B,M0692,-23.951287,-46.242704,2003,mangrove,Brazil,São Paulo
Ferreira et al 2007,TOF07 S1C,M0693,-23.944459,-46.239924,2003,mangrove,Brazil,São Paulo
Ferreira et al 2007,TOF07 S1D,M0694,-23.934983,-46.2311,2003,mangrove,Brazil,São Paulo
Ashton and Macintosh 2002,ECA02 Plot 1,M0697,1.781153,109.781222,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 2,M0698,1.7812,109.780644,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 3,M0699,1.781219,109.780126,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 4,M0700,1.781226,109.779571,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 5,M0701,1.781226,109.779029,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 6,M0702,1.792314,109.797062,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 7,M0703,1.792775,109.797051,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 8,M0704,1.793204,109.79704,2000,mangrove,Malaysia,Sarawak
Ashton and Macintosh 2002,ECA02 Plot 9,M0705,1.793651,109.797038,2000,mangrove,Malaysia,Sarawak
Giani et al 1996,LG96 1.2,M0706,24.318026,-110.315749,1995,mangrove,Mexico,Baja California Sur
Giani et al 1996,LG96 1.3,M0707,24.318057,-110.315362,1995,mangrove,Mexico,Baja California Sur
Giani et al 1996,LG96 2.1,M0708,24.314934,-110.31532,1995,mangrove,Mexico,Baja California Sur
Giani et al 1996,LG96 3.1,M0709,24.31459,-110.314858,1995,mangrove,Mexico,Baja California Sur
Giani et al 1996,LG96 5.2,M0710,24.15134,-110.368257,1995,mangrove,Mexico,Baja California Sur
Alongi et al 2001,DMA01 S1,M0732,10.280598,99.162639,2000,mangrove,Thailand,Chumphon
Alongi et al 2001,DMA01 S2,M0733,10.280598,99.162639,2000,mangrove,Thailand,Chumphon
Alongi et al 2001,DMA01 S3,M0734,10.373296,99.217642,2000,mangrove,Thailand,Chumphon
Alongi et al 2001,DMA01 S4,M0735,10.373296,99.217642,2000,mangrove,Thailand,Chumphon
Cifuentes Unpublished,MCU Sierpe1,M0736,8.818258796,-83.53426988,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Sierpe2,M0737,8.814530027,-83.54374387,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Sierpe3,M0738,8.814241926,-83.55880307,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Sierpe4,M0739,8.80743436,-83.56216801,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Sierpe5,M0740,8.797127441,-83.55525307,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Sierpe6,M0741,8.802090003,-83.58087585,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Sierpe7,M0742,8.789726334,-83.61536552,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Sierpe8,M0743,8.801040216,-83.59125289,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal9,M0744,8.856647652,-83.55970798,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal10,M0745,8.855912236,-83.54906575,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal11,M0746,8.859803544,-83.56526226,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal12,M0747,8.863611019,-83.57763709,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal13,M0748,8.839257569,-83.56291533,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal14,M0749,8.849115189,-83.58110716,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal15,M0750,8.844692625,-83.57555079,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Guarumal16,M0751,8.843765687,-83.58083329,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate17,M0752,8.884906969,-83.5653801,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate18,M0753,8.876532405,-83.55656893,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate19,M0754,8.885416931,-83.56134893,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate20,M0755,8.894129795,-83.56374024,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate21,M0756,8.902283282,-83.56010908,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate22,M0757,8.891387807,-83.57363123,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate23,M0758,8.885447738,-83.57285635,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Zacate24,M0759,8.884432917,-83.58000999,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Térraba25,M0760,8.935316779,-83.612962,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Térraba26,M0761,8.926068601,-83.61280416,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Térraba27,M0762,8.933538125,-83.60578451,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU Térraba28,M0763,8.932730483,-83.60741183,2012,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaColorado,M0764,10.14305195,-85.07767206,2014,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaBuenaventura,M0765,10.16559049,-85.14657557,2014,mangrove,Costa Rica,Guanacaste
Cifuentes Unpublished,MCU NicoyaNíspero,M0766,10.17507684,-85.19369366,2014,mangrove,Costa Rica,Guanacaste
Cifuentes Unpublished,MCU NicoyaBebedero,M0767,10.25281155,-85.24883639,2014,mangrove,Costa Rica,Guanacaste
Cifuentes Unpublished,MCU NicoyaJesús,M0768,10.13402766,-85.24456028,2014,mangrove,Costa Rica,Guanacaste
Cifuentes Unpublished,MCU NicoyaPuntarenas 1,M0769,9.98592079,-84.81743661,2014,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaPuntarenas 2,M0770,10.00047152,-84.85550677,2014,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaIsla Chira 1,M0771,10.10631377,-85.14943931,2014,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaIsla Chira 2,M0772,10.10090134,-85.12775331,2014,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaThiel 1,M0773,10.08447159,-85.20061074,2014,mangrove,Costa Rica,Guanacaste
Cifuentes Unpublished,MCU NicoyaThiel 2,M0774,10.06552778,-85.18700408,2014,mangrove,Costa Rica,Guanacaste
Cifuentes Unpublished,MCU NicoyaJicaral,M0775,9.974631965,-85.11853433,2014,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaLepanto,M0776,9.963786933,-85.03916044,2014,mangrove,Costa Rica,Puntarenas
Cifuentes Unpublished,MCU NicoyaPaquera,M0777,9.827680613,-84.92103989,2014,mangrove,Costa Rica,Puntarenas
Loi and Ni 2015,LTL15 High Terrain,M0958,8.698698,104.843271,2013,mangrove,Vietnam,Ca Mau
Loi and Ni 2015,LTL15 Mid Terrain,M0959,8.704568,104.836063,2013,mangrove,Vietnam,Ca Mau
Loi and Ni 2015,LTL15 Low Terrain,M0960,8.713702,104.827829,2013,mangrove,Vietnam,Ca Mau
Brunskill et al 2004,GJB04 1,M0961,-4.796595,136.850116,1997,mangrove,Indonesia,Papua
Brunskill et al 2004,GJB04 3,M0962,-4.8735,136.97483333333332,1997,mangrove,Indonesia,Papua
Brunskill et al 2004,GJB04 4,M0963,-4.857666666666667,136.95666666666668,1997,mangrove,Indonesia,Papua
Brunskill et al 2004,GJB04 5,M0964,-4.8373333333333335,136.96566666666666,1997,mangrove,Indonesia,Papua
Sanders et al 2012 MER,CJS12 MER GTA,M1197,-25.839566666666663,-48.60225277777778,2010,mangrove,Brazil,Paraná
Sanders et al 2012 MER,CJS12 MER PAA,M1198,-25.343116666666667,-48.33346388888889,2010,mangrove,Brazil,Paraná
Frith et al 1976,DWF76 Zone 1,M1287,7.837612,98.395231,1975,mangrove,Thailand,Phuket
Frith et al 1976,DWF76 Zone 2,M1288,7.838091,98.395533,1975,mangrove,Thailand,Phuket
Frith et al 1976,DWF76 Zone 3A,M1289,7.838095,98.395851,1975,mangrove,Thailand,Phuket
Frith et al 1976,DWF76 Zone 3B,M1290,7.838277,98.396524,1975,mangrove,Thailand,Phuket
Frith et al 1976,DWF76 Zone 3C,M1291,7.838477,98.397022,1975,mangrove,Thailand,Phuket
Naidoo 1980,GN80 Avicennia marina 1,M1292,-29.808893,31.040096,1978,mangrove,South Africa,Kwazulu-Natal
Naidoo 1980,GN80 Avicennia marina 2,M1293,-29.808775,31.040077,1978,mangrove,South Africa,Kwazulu-Natal
Naidoo 1980,GN80 Avicennia marina 3,M1294,-29.808644,31.040053,1978,mangrove,South Africa,Kwazulu-Natal
Naidoo 1980,GN80 Bruguiera gymnorrhiza 1,M1295,-29.806815,31.041038,1978,mangrove,South Africa,Kwazulu-Natal
Naidoo 1980,GN80 Bruguiera gymnorrhiza 2,M1296,-29.806807,31.040694,1978,mangrove,South Africa,Kwazulu-Natal
Naidoo 1980,GN80 Bruguiera gymnorrhiza 3,M1297,-29.806822,31.040338,1978,mangrove,South Africa,Kwazulu-Natal
Naidoo and Raiman 1982,GN82 Sipingo 1,M1298,-29.988266,30.947644,1980,mangrove,South Africa,Kwazulu-Natal
Naidoo and Raiman 1982,GN82 Sipingo 2,M1299,-29.988266,30.947644,1980,mangrove,South Africa,Kwazulu-Natal
Naidoo and Raiman 1982,GN82 Mdloti,M1300,-29.651374,31.126536,1980,mangrove,South Africa,Kwazulu-Natal
Cardona and Botero 1998,PC98 RIN,M1301,10.962368,-74.500651,1990,mangrove,Colombia,Zulia
DelVecchia et al 2014,AGD14 PL 2,M1309,0.627087,-80.027614,2012,mangrove,Ecuador,Esmeraldas
DelVecchia et al 2014,AGD14 BR 1,M1310,0.564864,-80.002429,2012,mangrove,Ecuador,Esmeraldas
DelVecchia et al 2014,AGD14 BR 3,M1311,0.565026,-79.999949,2012,mangrove,Ecuador,Esmeraldas
DelVecchia et al 2014,AGD14 BR 4,M1312,0.564339,-80.001377,2012,mangrove,Ecuador,Esmeraldas
DelVecchia et al 2014,AGD14 BR 6,M1313,0.566157,-80.00109,2012,mangrove,Ecuador,Esmeraldas
DelVecchia et al 2014,AGD14 BR 7,M1314,0.565832,-80.001844,2012,mangrove,Ecuador,Esmeraldas
DelVecchia et al 2014,AGD14 TM 1,M1315,0.559662,-79.998071,2012,mangrove,Ecuador,Esmeraldas
DelVecchia et al 2014,AGD14 TM 6,M1316,0.557907,-79.999644,2012,mangrove,Ecuador,Esmeraldas
Thimdee et al 2003,WT03 Mangrove Sediment,M1321,12.592161,101.906571,2001,mangrove,Thailand,Chanthaburi
Kristensen et al 2000,EK00 MB,M1323,8.055535,98.418903,1998,mangrove,Thailand,Phuket
Dissanayake and Chandrasekara 2014,ND14 Avicennia,M1324,7.195614,79.843577,2012,mangrove,Sri Lanka,Basnahira
Dissanayake and Chandrasekara 2014,ND14 Rhizophora,M1325,7.19536,79.843759,2012,mangrove,Sri Lanka,Basnahira
Dissanayake and Chandrasekara 2014,ND14 Lumnitzera,M1326,7.196772,79.843314,2012,mangrove,Sri Lanka,Basnahira
Otero et al 2009,XLO09 Laguncularia,M1333,-24.996785,-47.907329,2005,mangrove,Brazil,São Paulo
Otero et al 2009,XLO09 Rhizophora,M1334,-24.996822,-47.907276,2005,mangrove,Brazil,São Paulo
Otero et al 2009,XLO09 Avicennia,M1335,-24.996941,-47.907039,2005,mangrove,Brazil,São Paulo
Moreno and Calderon 2011,ANMM11 Averaged,M1336,12.565833,-81.70455,2009,mangrove,Colombia,Limón
Vasconcelos et al 2014,AFD14 Point 1,M1369,-7.086621,-34.882555,2013,mangrove,Brazil,Paraíba
Vasconcelos et al 2014,AFD14 Point 2,M1370,-7.081431,-34.872431,2013,mangrove,Brazil,Paraíba
Vasconcelos et al 2014,AFD14 Point 3,M1371,-7.067292,-34.86505,2013,mangrove,Brazil,Paraíba
Vasconcelos et al 2014,AFD14 Point 4,M1372,-7.061822,-34.857701,2013,mangrove,Brazil,Paraíba
Gonneea et al 2004,MEG04 2CEL12_2000,M1507,20.952916666666667,-90.34321666666666,2001,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 4CEL12_2000,M1508,20.928316666666667,-90.35025,2001,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 6CEL12_2000,M1509,20.881883333333334,-90.36466666666666,2001,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 7CH12_2000,M1510,21.26405,-89.68721666666667,2001,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 6CEL10_2001,M1511,20.91335,-90.36721666666666,2002,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 8-1CEL10_2001,M1512,20.873733333333337,-90.35935,2002,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 13-1CEL10_2001,M1513,20.8197,-90.40031666666668,2002,mangrove,Mexico,Campeche
Gonneea et al 2004,MEG04 16CEL10_2001,M1514,20.790466666666667,-90.39705,2002,mangrove,Mexico,Campeche
Gonneea et al 2004,MEG04 1CH10_2001,M1515,21.24128333333333,-89.78476666666667,2002,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 7CH10_2001,M1516,21.2675,-89.68218333333333,2002,mangrove,Mexico,Yucatán
Gonneea et al 2004,MEG04 7TER10_2001,M1517,18.643733333333333,-91.76623333333332,2002,mangrove,Mexico,Campeche
Gonneea et al 2004,MEG04 15TER10_2001,M1518,18.658533333333335,-91.81711666666666,2002,mangrove,Mexico,Campeche
Gevana and Pampolina 2009,GP09 Averaged,M1519,13.814167,121.447528,2007,mangrove,Philippines,Batangas
Gillis et al 2017,LGG17_A,M1520,8.210624,98.339469,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_B,M1521,8.202915,98.317947,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_C,M1522,8.175359,98.624256,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_D,M1523,8.126224,98.593558,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_E,M1524,8.101655,98.597483,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_F,M1525,8.085983,98.559989,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_G,M1526,8.064669,98.543226,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_H,M1527,8.044226,98.424474,2015,mangrove,Thailand,Phuket
Gillis et al 2017,LGG17_I,M1528,7.987587,98.58128,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_J,M1529,7.914271,98.584573,2015,mangrove,Thailand,Phangnga
Gillis et al 2017,LGG17_K,M1530,7.832793,98.359394,2015,mangrove,Thailand,Phuket
Gillis et al 2017,LGG17_L,M1531,7.826122,98.380965,2015,mangrove,Thailand,Phuket
Nsombo et al 2016,ENN16 Tran1Well1,M0537,4.457111,8.902583,2014,mangrove,Cameroon,Cross River
Nsombo et al 2016,ENN16 Tran1Well2,M0538,4.457111,8.902583,2014,mangrove,Cameroon,Cross River
Nsombo et al 2016,ENN16 Tran1Well3,M0539,4.457111,8.902583,2014,mangrove,Cameroon,Cross River
Nsombo et al 2016,ENN16 Tran2Well2,M0541,4.457111,8.902583,2014,mangrove,Cameroon,Cross River
Nsombo et al 2016,ENN16 Tran2Well3,M0542,4.457111,8.902583,2014,mangrove,Cameroon,Cross River
Bukoski et al 2017,KB1 Core 1,M1532,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB1 Core 2,M1533,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB2 Core 1,M1534,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB2 Core 2,M1535,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB3 Core 1,M1536,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB3 Core 2,M1537,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB4 Core 1,M1538,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB4 Core 2,M1539,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB5 Core 1,M1540,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB5 Core 2,M1541,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB6 Core 1,M1542,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB6 Core 2,M1543,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB7 Core 1,M1544,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,KB7 Core 2,M1545,8.04,98.9,2015,mangrove,Thailand,Krabi
Bukoski et al 2017,PP1 Core 1,M1546,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP1 Core 2,M1547,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP2 Core 1,M1548,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP2 Core 2,M1549,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP3 Core 1,M1550,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP3 Core 2,M1551,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP4 Core 1,M1552,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP4 Core 2,M1553,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP5 Core 1,M1554,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP5 Core 2,M1555,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP6 Core 1,M1556,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP6 Core 2,M1557,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP7 Core 1,M1558,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP7 Core 2,M1559,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP8 Core 1,M1560,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP8 Core 2,M1561,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP9 Core 1,M1562,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP9 Core 2,M1563,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP10 Core 1,M1564,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,PP10 Core 2,M1565,8.5,100.2,2015,mangrove,Thailand,Nakhon Si Thammarat
Bukoski et al 2017,QN1 Core 1,M1566,21.2,107.4,2015,mangrove,Vietnam,Quang Ninh
Bukoski et al 2017,QN1 Core 2,M1567,21.2,107.4,2015,mangrove,Vietnam,Quang Ninh
Bukoski et al 2017,QN2 Core 1,M1568,21.2,107.4,2015,mangrove,Vietnam,Quang Ninh
Bukoski et al 2017,QN2 Core 2,M1569,21.2,107.4,2015,mangrove,Vietnam,Quang Ninh
Bukoski et al 2017,QN3 Core 1,M1570,21.2,107.4,2015,mangrove,Vietnam,Quang Ninh
Bukoski et al 2017,QN3 Core 2,M1571,21.2,107.4,2015,mangrove,Vietnam,Quang Ninh
Bukoski et al 2017,HP1 Core 1,M1572,20.5,106.6,2015,mangrove,Vietnam,Thai Binh
Bukoski et al 2017,HP1 Core 2,M1573,20.5,106.6,2015,mangrove,Vietnam,Thai Binh
Bukoski et al 2017,HP2 Core 1,M1574,20.5,106.6,2015,mangrove,Vietnam,Thai Binh
Bukoski et al 2017,HP2 Core 2,M1575,20.5,106.6,2015,mangrove,Vietnam,Thai Binh
Bukoski et al 2017,HP3 Core 1,M1576,20.5,106.6,2015,mangrove,Vietnam,Thai Binh
