study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Trettin_et_al_2017,9004,9004_1,35,40,0.699,0.02
Trettin_et_al_2017,9004,9004_1,70,75,0.652,0.032
Trettin_et_al_2017,9004,9004_1,145,150,0.646,0.026699999999999998
Trettin_et_al_2017,9004,9004_1,190,195,0.601,0.0231
Trettin_et_al_2017,9004,9004_3,5,10,0.843,0.0255
Trettin_et_al_2017,9004,9004_3,20,25,0.884,0.0195
Trettin_et_al_2017,9004,9004_3,35,40,1.057,0.023
Trettin_et_al_2017,9004,9004_3,70,75,0.806,0.0288
Trettin_et_al_2017,9004,9004_3,145,150,0.729,0.0271
Trettin_et_al_2017,9004,9004_3,188,193,0.704,0.025699999999999997
Trettin_et_al_2017,9004,9004_4,5,10,0.608,0.0385
Trettin_et_al_2017,9004,9004_4,20,25,0.728,0.0323
Trettin_et_al_2017,9004,9004_4,35,40,0.638,0.0348
Trettin_et_al_2017,9004,9004_4,70,75,0.701,0.0296
Trettin_et_al_2017,9004,9004_4,145,150,0.804,0.0356
Trettin_et_al_2017,9004,9004_4,190,195,0.869,0.0339
Trettin_et_al_2017,9004,9004_5,5,10,0.733,0.0326
Trettin_et_al_2017,9004,9004_5,20,25,0.637,0.024
Trettin_et_al_2017,9004,9004_5,35,40,0.736,0.0239
Trettin_et_al_2017,9004,9004_5,70,75,0.663,0.0279
Trettin_et_al_2017,9004,9004_5,145,150,0.779,0.0235
Trettin_et_al_2017,9004,9004_5,173,178,0.738,0.0225
Trettin_et_al_2017,9005,9005_1,5,10,0.804,0.0296
Trettin_et_al_2017,9005,9005_1,20,25,0.933,0.015700000000000002
Trettin_et_al_2017,9005,9005_1,35,40,1.443,0.0070999999999999995
Trettin_et_al_2017,9005,9005_1,70,75,1.042,0.015300000000000001
Trettin_et_al_2017,9005,9005_2,5,10,0.868,0.0296
Trettin_et_al_2017,9005,9005_2,20,25,1.052,0.0144
Trettin_et_al_2017,9005,9005_2,35,40,1.203,0.0126
Trettin_et_al_2017,9005,9005_2,70,75,1.236,0.0073
Trettin_et_al_2017,9005,9005_2,145,150,1.356,0.004
Trettin_et_al_2017,9005,9005_2,172,177,1.251,0.0033
Trettin_et_al_2017,9005,9005_3,5,10,0.953,0.034300000000000004
Trettin_et_al_2017,9005,9005_3,20,25,1.124,0.013999999999999999
Trettin_et_al_2017,9005,9005_3,35,40,0.952,0.0161
Trettin_et_al_2017,9005,9005_3,70,75,0.858,0.0212
Trettin_et_al_2017,9005,9005_4,5,10,0.88,0.025
Trettin_et_al_2017,9005,9005_4,25,30,0.99,0.0197
Trettin_et_al_2017,9005,9005_4,35,40,1.186,0.0129
Trettin_et_al_2017,9005,9005_4,70,75,0.885,0.0161
Trettin_et_al_2017,9005,9005_5,15,20,0.854,0.026099999999999998
Trettin_et_al_2017,9005,9005_5,20,25,1.247,0.0166
Trettin_et_al_2017,9005,9005_5,35,40,0.939,0.0141
Trettin_et_al_2017,9005,9005_5,70,75,1.087,0.0084
Trettin_et_al_2017,9006,9006_1,5,10,0.945,0.0189
Trettin_et_al_2017,9006,9006_1,20,25,0.888,0.018000000000000002
Trettin_et_al_2017,9006,9006_1,35,40,0.804,0.0175
Trettin_et_al_2017,9006,9006_1,70,75,0.861,0.013300000000000001
Trettin_et_al_2017,9006,9006_2,5,10,1.005,0.0177
Trettin_et_al_2017,9006,9006_2,20,25,1.035,0.016399999999999998
Trettin_et_al_2017,9006,9006_2,35,40,1.032,0.015700000000000002
Trettin_et_al_2017,9006,9006_2,70,75,0.795,0.0148
Trettin_et_al_2017,9006,9006_2,145,150,1.406,0.0077
Trettin_et_al_2017,9006,9006_3,10,15,1.083,0.0159
Trettin_et_al_2017,9006,9006_3,20,25,1.155,0.0159
Trettin_et_al_2017,9006,9006_3,35,40,1.15,0.0151
Trettin_et_al_2017,9006,9006_3,70,75,1.053,0.016200000000000003
Trettin_et_al_2017,9006,9006_5,5,10,0.8,0.0203
Trettin_et_al_2017,9006,9006_5,20,25,0.808,0.0176
Trettin_et_al_2017,9006,9006_5,35,40,0.701,0.020499999999999997
Trettin_et_al_2017,9006,9006_5,70,75,0.874,0.0177
Trettin_et_al_2017,9006,9006_5,145,150,0.632,0.0209
Trettin_et_al_2017,9007,9007_1,5,10,0.995,0.0191
Trettin_et_al_2017,9007,9007_1,20,25,0.9,0.0177
Trettin_et_al_2017,9007,9007_1,35,40,0.813,0.0177
Trettin_et_al_2017,9007,9007_1,70,75,0.714,0.0155
Trettin_et_al_2017,9007,9007_1,145,150,0.725,0.021099999999999997
Trettin_et_al_2017,9007,9007_1,184,189,0.799,0.0159
Trettin_et_al_2017,9007,9007_2,5,10,0.853,0.0161
Trettin_et_al_2017,9007,9007_2,20,25,0.691,0.0148
Trettin_et_al_2017,9007,9007_2,35,40,0.778,0.0138
Trettin_et_al_2017,9007,9007_2,70,75,0.89,0.0209
Trettin_et_al_2017,9007,9007_2,145,150,0.816,0.016200000000000003
Trettin_et_al_2017,9007,9007_2,172,177,0.895,0.0187
Trettin_et_al_2017,9007,9007_3,5,10,0.879,0.0166
Trettin_et_al_2017,9007,9007_3,20,25,0.666,0.0139
Trettin_et_al_2017,9007,9007_3,35,40,0.831,0.0144
Trettin_et_al_2017,9007,9007_3,70,75,0.756,0.013500000000000002
Trettin_et_al_2017,9007,9007_3,145,150,0.778,0.016
Trettin_et_al_2017,9007,9007_3,170,195,0.816,0.018600000000000002
Trettin_et_al_2017,9007,9007_4,5,10,0.92,0.0165
Trettin_et_al_2017,9007,9007_4,20,25,0.777,0.0174
Trettin_et_al_2017,9007,9007_4,35,40,0.781,0.0148
Trettin_et_al_2017,9007,9007_4,70,75,0.862,0.0148
Trettin_et_al_2017,9007,9007_5,5,20,0.857,0.020099999999999996
Trettin_et_al_2017,9007,9007_5,20,25,0.816,0.0148
Trettin_et_al_2017,9007,9007_5,35,40,0.815,0.016
Trettin_et_al_2017,9007,9007_5,70,75,0.865,0.016
Trettin_et_al_2017,9007,9007_5,145,150,0.794,0.0179
Trettin_et_al_2017,9007,9007_5,176,181,0.854,0.018799999999999997
Trettin_et_al_2017,9008,9008_1,5,10,1.172,0.0144
Trettin_et_al_2017,9008,9008_1,20,25,1.197,0.008
Trettin_et_al_2017,9008,9008_1,35,40,1.236,0.0139
Trettin_et_al_2017,9008,9008_1,70,75,1.105,0.009899999999999999
Trettin_et_al_2017,9008,9008_1,145,150,1.291,0.0102
Trettin_et_al_2017,9008,9008_1,190,195,0.968,0.013300000000000001
Trettin_et_al_2017,9008,9008_2,5,10,1.098,0.013000000000000001
Trettin_et_al_2017,9008,9008_2,20,25,1.025,0.0125
Trettin_et_al_2017,9008,9008_2,35,40,1.034,0.0131
Trettin_et_al_2017,9008,9008_2,70,75,0.876,0.015700000000000002
Trettin_et_al_2017,9008,9008_2,145,150,0.87,0.0199
Trettin_et_al_2017,9008,9008_2,190,15,0.862,0.013600000000000001
Trettin_et_al_2017,9008,9008_3,5,10,1.358,0.0104
Trettin_et_al_2017,9008,9008_3,20,25,1.119,0.0089
Trettin_et_al_2017,9008,9008_3,52,58,1.086,0.0126
Trettin_et_al_2017,9008,9008_3,70,75,1.206,0.0097
Trettin_et_al_2017,9008,9008_3,145,150,1.252,0.006
Trettin_et_al_2017,9008,9008_3,190,195,1.355,0.0075
Trettin_et_al_2017,9008,9008_4,13,18,1.11,0.0163
Trettin_et_al_2017,9008,9008_4,20,25,1.161,0.0138
Trettin_et_al_2017,9008,9008_4,35,40,1.213,0.0098
Trettin_et_al_2017,9008,9008_4,70,75,0.925,0.012199999999999999
Trettin_et_al_2017,9008,9008_4,145,150,1.143,0.0158
Trettin_et_al_2017,9008,9008_4,190,195,0.735,0.0141
Trettin_et_al_2017,9008,9008_5,5,10,1.066,0.013600000000000001
Trettin_et_al_2017,9008,9008_5,20,25,0.954,0.012
Trettin_et_al_2017,9008,9008_5,35,40,0.862,0.013600000000000001
Trettin_et_al_2017,9008,9008_5,70,75,0.877,0.0098
Trettin_et_al_2017,9008,9008_5,145,150,0.828,0.0151
Trettin_et_al_2017,9008,9008_5,190,195,0.924,0.015
Trettin_et_al_2017,9009,9009_1,5,10,0.811,0.022099999999999998
Trettin_et_al_2017,9009,9009_1,20,25,0.467,0.011399999999999999
Trettin_et_al_2017,9009,9009_1,35,40,0.512,0.0194
Trettin_et_al_2017,9009,9009_1,70,75,0.827,0.0163
Trettin_et_al_2017,9009,9009_1,145,150,0.851,0.0171
Trettin_et_al_2017,9009,9009_1,190,195,0.623,0.019299999999999998
Trettin_et_al_2017,9009,9009_2,5,10,0.711,0.0277
Trettin_et_al_2017,9009,9009_2,20,25,0.637,0.0301
Trettin_et_al_2017,9009,9009_2,35,40,0.739,0.031400000000000004
Trettin_et_al_2017,9009,9009_2,70,75,0.606,0.042
Trettin_et_al_2017,9009,9009_2,145,150,0.823,0.0253
Trettin_et_al_2017,9009,9009_2,175,180,0.823,0.023700000000000002
Trettin_et_al_2017,9009,9009_3,5,10,0.79,0.018600000000000002
Trettin_et_al_2017,9009,9009_3,20,25,0.847,0.013000000000000001
Trettin_et_al_2017,9009,9009_3,35,40,0.816,0.014499999999999999
Trettin_et_al_2017,9009,9009_3,70,75,0.707,0.015
Trettin_et_al_2017,9009,9009_3,145,NA,0.763,0.0138
Trettin_et_al_2017,9009,9009_3,190,195,0.888,0.0152
Trettin_et_al_2017,9009,9009_4,5,10,0.765,0.024900000000000002
Trettin_et_al_2017,9009,9009_4,20,25,0.661,0.023
Trettin_et_al_2017,9009,9009_4,35,40,0.676,0.0286
Trettin_et_al_2017,9009,9009_4,70,75,0.755,0.026000000000000002
Trettin_et_al_2017,9009,9009_4,145,150,0.963,0.0178
Trettin_et_al_2017,9009,9009_4,190,195,1.306,0.0076
Trettin_et_al_2017,9009,9009_5,4,9,0.823,0.022099999999999998
Trettin_et_al_2017,9009,9009_5,21,26,0.743,0.0189
Trettin_et_al_2017,9009,9009_5,35,40,0.713,0.022000000000000002
Trettin_et_al_2017,9009,9009_5,70,75,0.827,0.0148
Trettin_et_al_2017,9010,9010_1,5,10,1.153,0.0124
Trettin_et_al_2017,9010,9010_1,20,25,0.969,0.0124
Trettin_et_al_2017,9010,9010_1,35,40,1.039,0.0125
Trettin_et_al_2017,9010,9010_1,70,75,0.939,0.0172
Trettin_et_al_2017,9010,9010_2,5,10,1.138,0.011399999999999999
Trettin_et_al_2017,9010,9010_2,20,25,0.907,0.0165
Trettin_et_al_2017,9010,9010_2,35,40,1.094,0.0218
Trettin_et_al_2017,9010,9010_2,70,75,0.992,0.0203
Trettin_et_al_2017,9010,9010_2,122,127,1.27,0.005
Trettin_et_al_2017,9010,9010_3,20,25,1.121,0.014199999999999999
Trettin_et_al_2017,9010,9010_3,35,40,1.195,0.0182
Trettin_et_al_2017,9010,9010_4,5,10,1.24,0.012199999999999999
Trettin_et_al_2017,9010,9010_4,20,25,1.139,0.0085
Trettin_et_al_2017,9010,9010_4,35,40,1.075,0.012199999999999999
Trettin_et_al_2017,9010,9010_4,70,75,0.882,0.0215
Trettin_et_al_2017,9010,9010_5,7,12,1.159,0.0154
Trettin_et_al_2017,9010,9010_5,20,25,1.063,0.0121
Trettin_et_al_2017,9010,9010_5,35,40,1.026,0.0196
Trettin_et_al_2017,9010,9010_5,70,75,1.12,0.0086
Trettin_et_al_2017,9010,9010_5,143,148,1.199,0.0037
Trettin_et_al_2017,9011,9011_1,5,10,0.637,0.024300000000000002
Trettin_et_al_2017,9011,9011_1,20,25,0.472,0.020099999999999996
Trettin_et_al_2017,9011,9011_1,35,40,0.477,0.0222
Trettin_et_al_2017,9011,9011_1,70,75,0.653,0.0173
Trettin_et_al_2017,9011,9011_2,5,10,0.385,0.0219
Trettin_et_al_2017,9011,9011_2,20,25,0.8,0.022799999999999997
Trettin_et_al_2017,9011,9011_2,35,40,0.68,0.0246
Trettin_et_al_2017,9011,9011_2,70,75,0.65,0.0235
Trettin_et_al_2017,9011,9011_2,145,150,0.492,0.0169
Trettin_et_al_2017,9011,9011_2,185,190,0.646,0.0161
Trettin_et_al_2017,9011,9011_3,5,10,0.573,0.0223
Trettin_et_al_2017,9011,9011_3,20,25,0.597,0.018000000000000002
Trettin_et_al_2017,9011,9011_3,35,40,0.63,0.025
Trettin_et_al_2017,9011,9011_3,70,75,0.952,0.0155
Trettin_et_al_2017,9011,9011_4,5,10,0.13,0.0233
Trettin_et_al_2017,9011,9011_4,20,25,0.543,0.0246
Trettin_et_al_2017,9011,9011_4,33,38,0.503,0.0239
Trettin_et_al_2017,9011,9011_4,70,75,0.658,0.0202
Trettin_et_al_2017,9011,9011_4,145,150,0.773,0.0155
Trettin_et_al_2017,9011,9011_4,190,195,0.181,0.015
Trettin_et_al_2017,9011,9011_5,5,10,1.107,0.0218
Trettin_et_al_2017,9011,9011_5,20,25,0.706,0.02
Trettin_et_al_2017,9011,9011_5,35,40,0.624,0.0222
Trettin_et_al_2017,9011,9011_5,70,75,0.676,0.0196
Trettin_et_al_2017,9011,9011_5,145,150,0.35,0.016200000000000003
Trettin_et_al_2017,9012,9012_1,2,7,0.961,0.0174
Trettin_et_al_2017,9012,9012_1,24,29,0.898,0.0169
Trettin_et_al_2017,9012,9012_1,35,40,0.903,0.0194
Trettin_et_al_2017,9012,9012_1,75,80,0.978,0.009899999999999999
Trettin_et_al_2017,9012,9012_1,145,150,1.412,0.0182
Trettin_et_al_2017,9012,9012_1,190,195,0.641,0.0167
Trettin_et_al_2017,9012,9012_2,5,10,0.854,0.0181
Trettin_et_al_2017,9012,9012_2,20,25,0.869,0.015600000000000001
Trettin_et_al_2017,9012,9012_2,35,40,0.783,0.0182
Trettin_et_al_2017,9012,9012_2,70,75,0.653,0.0194
Trettin_et_al_2017,9012,9012_2,145,150,0.584,0.022000000000000002
Trettin_et_al_2017,9012,9012_2,185,190,0.609,0.011399999999999999
Trettin_et_al_2017,9012,9012_3,5,10,1.052,0.0123
Trettin_et_al_2017,9012,9012_3,20,25,0.857,0.0105
Trettin_et_al_2017,9012,9012_3,35,40,0.856,0.0179
Trettin_et_al_2017,9012,9012_3,70,75,0.715,0.0125
Trettin_et_al_2017,9012,9012_3,145,150,0.732,0.0095
Trettin_et_al_2017,9012,9012_3,190,195,0.862,0.015700000000000002
Trettin_et_al_2017,9012,9012_4,5,10,1.069,0.0143
Trettin_et_al_2017,9012,9012_4,18,23,1.047,0.0161
Trettin_et_al_2017,9012,9012_4,35,40,1.045,0.0149
Trettin_et_al_2017,9012,9012_4,70,75,1.061,0.0109
Trettin_et_al_2017,9012,9012_4,145,150,0.992,0.026600000000000002
Trettin_et_al_2017,9012,9012_4,190,195,1.369,0.011899999999999999
Trettin_et_al_2017,9012,9012_5,10,15,0.906,0.020099999999999996
Trettin_et_al_2017,9012,9012_5,20,25,0.934,0.0161
Trettin_et_al_2017,9012,9012_5,35,40,0.889,0.016399999999999998
Trettin_et_al_2017,9012,9012_5,70,75,0.998,0.0098
Trettin_et_al_2017,9012,9012_5,145,150,1.177,0.008100000000000001
Trettin_et_al_2017,9012,9012_5,190,195,1.152,0.0059
Trettin_et_al_2017,9013,9013_1,5,10,0.795,0.0171
Trettin_et_al_2017,9013,9013_1,20,25,1.004,0.0128
Trettin_et_al_2017,9013,9013_1,35,40,1.174,0.0131
Trettin_et_al_2017,9013,9013_1,70,75,0.755,0.0219
Trettin_et_al_2017,9013,9013_2,5,10,0.807,0.019299999999999998
Trettin_et_al_2017,9013,9013_2,20,25,0.774,0.0113
Trettin_et_al_2017,9013,9013_2,35,40,0.94,0.013000000000000001
Trettin_et_al_2017,9013,9013_2,70,75,0.772,0.019799999999999998
Trettin_et_al_2017,9013,9013_3,5,10,0.87,0.0152
Trettin_et_al_2017,9013,9013_3,20,25,0.815,0.0141
Trettin_et_al_2017,9013,9013_3,35,40,0.835,0.0148
Trettin_et_al_2017,9013,9013_3,70,75,0.753,0.0196
Trettin_et_al_2017,9013,9013_3,145,150,0.859,0.016
Trettin_et_al_2017,9013,9013_4,5,10,1.087,0.0103
Trettin_et_al_2017,9013,9013_4,20,25,1.014,0.0101
Trettin_et_al_2017,9013,9013_4,35,40,0.919,0.0102
Trettin_et_al_2017,9013,9013_4,70,75,0.863,0.011899999999999999
Trettin_et_al_2017,9013,9013_5,5,10,0.881,0.0174
Trettin_et_al_2017,9013,9013_5,20,25,0.763,0.0147
Trettin_et_al_2017,9013,9013_5,35,40,0.793,0.027200000000000002
Trettin_et_al_2017,9013,9013_5,70,75,0.698,0.0134
Trettin_et_al_2017,9013,9013_5,145,150,0.925,0.0167
Trettin_et_al_2017,9014,9014_1,20,25,1.328,0.010700000000000001
Trettin_et_al_2017,9014,9014_1,35,40,1.22,0.0124
Trettin_et_al_2017,9014,9014_1,70,75,0.972,0.016399999999999998
Trettin_et_al_2017,9014,9014_2,10,15,0.88,0.0104
Trettin_et_al_2017,9014,9014_2,20,25,1.113,0.0092
Trettin_et_al_2017,9014,9014_2,35,40,1.505,0.0063
Trettin_et_al_2017,9014,9014_2,70,75,1.035,0.0084
Trettin_et_al_2017,9014,9014_2,145,150,1.159,0.0051
Trettin_et_al_2017,9014,9014_2,175,180,1.284,0.0070999999999999995
Trettin_et_al_2017,9014,9014_3,5,10,1.035,0.0111
Trettin_et_al_2017,9014,9014_3,24,29,1.195,0.0073
Trettin_et_al_2017,9014,9014_3,35,40,1.214,0.0086
Trettin_et_al_2017,9014,9014_3,70,75,1.115,0.0077
Trettin_et_al_2017,9014,9014_4,10,15,1.029,0.012
Trettin_et_al_2017,9014,9014_4,20,25,0.906,0.0128
Trettin_et_al_2017,9014,9014_4,35,40,0.934,0.0124
Trettin_et_al_2017,9014,9014_4,70,75,1.029,0.011699999999999999
Trettin_et_al_2017,9014,9014_4,145,150,0.925,0.0167
Trettin_et_al_2017,9014,9014_4,171,176,1.17,0.0173
Trettin_et_al_2017,9014,9014_5,5,10,1.023,0.011200000000000002
Trettin_et_al_2017,9014,9014_5,20,25,0.946,0.016
Trettin_et_al_2017,9014,9014_5,35,40,1.027,0.011200000000000002
Trettin_et_al_2017,9014,9014_5,70,75,0.935,0.010700000000000001
Trettin_et_al_2017,9014,9014_5,145,150,0.884,0.016399999999999998
Trettin_et_al_2017,9014,9014_5,168,173,0.863,0.014199999999999999
Trettin_et_al_2017,9017,9017_1,5,10,1.064,0.014199999999999999
Trettin_et_al_2017,9017,9017_1,20,25,1.045,0.013000000000000001
Trettin_et_al_2017,9017,9017_1,35,40,1.179,0.008100000000000001
Trettin_et_al_2017,9017,9017_1,70,75,0.878,0.0163
Trettin_et_al_2017,9017,9017_1,145,150,0.867,0.019299999999999998
Trettin_et_al_2017,9017,9017_1,192,197,0.951,0.0128
Trettin_et_al_2017,9017,9017_2,5,10,1,0.015300000000000001
Trettin_et_al_2017,9017,9017_2,20,25,0.941,0.015600000000000001
Trettin_et_al_2017,9017,9017_2,40,45,0.859,0.0187
Trettin_et_al_2017,9017,9017_2,70,75,0.917,0.0245
Trettin_et_al_2017,9017,9017_2,145,150,0.944,0.018600000000000002
Trettin_et_al_2017,9017,9017_2,185,190,1.249,0.0155
Trettin_et_al_2017,9017,9017_3,5,10,1.343,0.0085
Trettin_et_al_2017,9017,9017_3,20,25,1.312,0.0111
Trettin_et_al_2017,9017,9017_3,35,40,1.26,0.0146
Trettin_et_al_2017,9017,9017_3,70,75,1.185,0.0192
Trettin_et_al_2017,9017,9017_4,5,10,1.085,0.011399999999999999
Trettin_et_al_2017,9017,9017_4,20,25,1.334,0.0092
Trettin_et_al_2017,9017,9017_4,35,40,1.329,0.008
Trettin_et_al_2017,9017,9017_4,70,75,1.364,0.0077
Trettin_et_al_2017,9017,9017_4,145,150,0.992,0.0163
Trettin_et_al_2017,9017,9017_5,5,10,0.873,0.013500000000000002
Trettin_et_al_2017,9017,9017_5,20,25,0.958,0.0111
Trettin_et_al_2017,9017,9017_5,35,40,0.926,0.0116
Trettin_et_al_2017,9017,9017_5,70,75,1.051,0.0146
Trettin_et_al_2017,9017,9017_5,145,150,1.094,0.0166
Trettin_et_al_2017,9017,9017_5,190,195,0.878,0.0158
Trettin_et_al_2017,9018,9018_1,5,10,0.846,0.0155
Trettin_et_al_2017,9018,9018_1,20,25,0.853,0.013300000000000001
Trettin_et_al_2017,9018,9018_1,35,40,0.858,0.0125
Trettin_et_al_2017,9018,9018_1,70,75,0.912,0.0144
Trettin_et_al_2017,9018,9018_1,145,150,0.882,0.0159
Trettin_et_al_2017,9018,9018_1,190,195,0.865,0.0152
Trettin_et_al_2017,9018,9018_2,5,10,0.762,0.022000000000000002
Trettin_et_al_2017,9018,9018_2,20,25,0.835,0.0199
Trettin_et_al_2017,9018,9018_2,35,40,0.871,0.0191
Trettin_et_al_2017,9018,9018_2,70,75,0.768,0.0184
Trettin_et_al_2017,9018,9018_2,145,150,1.041,0.0151
Trettin_et_al_2017,9018,9018_2,190,195,0.876,0.0158
Trettin_et_al_2017,9018,9018_3,5,10,0.891,0.019299999999999998
Trettin_et_al_2017,9018,9018_3,20,25,0.834,0.0143
Trettin_et_al_2017,9018,9018_3,35,40,0.976,0.015
Trettin_et_al_2017,9018,9018_3,70,75,0.876,0.0139
Trettin_et_al_2017,9018,9018_3,145,150,1,0.0141
Trettin_et_al_2017,9018,9018_3,190,195,0.866,0.0139
Trettin_et_al_2017,9018,9018_4,5,10,0.698,0.0194
Trettin_et_al_2017,9018,9018_4,20,25,0.724,0.0165
Trettin_et_al_2017,9018,9018_4,35,40,0.805,0.018000000000000002
Trettin_et_al_2017,9018,9018_4,70,75,0.857,0.015300000000000001
Trettin_et_al_2017,9018,9018_4,145,150,0.953,0.0158
Trettin_et_al_2017,9018,9018_4,177,176,0.581,0.0187
Trettin_et_al_2017,9018,9018_5,5,10,0.786,0.0194
Trettin_et_al_2017,9018,9018_5,20,25,0.745,0.0174
Trettin_et_al_2017,9018,9018_5,35,40,0.975,0.0141
Trettin_et_al_2017,9018,9018_5,70,75,0.706,0.017
Trettin_et_al_2017,9018,9018_5,145,150,0.85,0.016200000000000003
Trettin_et_al_2017,9018,9018_5,190,195,0.977,0.0159
Trettin_et_al_2017,9019,9019_1,5,10,0.875,0.0175
Trettin_et_al_2017,9019,9019_1,20,25,0.773,0.0148
Trettin_et_al_2017,9019,9019_1,35,40,0.83,0.0174
Trettin_et_al_2017,9019,9019_1,70,75,0.886,0.0166
Trettin_et_al_2017,9019,9019_2,5,10,0.901,0.0161
Trettin_et_al_2017,9019,9019_2,20,25,0.905,0.0178
Trettin_et_al_2017,9019,9019_2,35,40,0.903,0.0213
Trettin_et_al_2017,9019,9019_2,70,75,0.814,0.018000000000000002
Trettin_et_al_2017,9019,9019_2,145,150,1.408,0.0148
Trettin_et_al_2017,9019,9019_2,169,174,1.15,0.016200000000000003
Trettin_et_al_2017,9019,9019_3,5,10,0.752,0.0209
Trettin_et_al_2017,9019,9019_3,20,25,0.744,0.016399999999999998
Trettin_et_al_2017,9019,9019_3,35,40,0.735,0.0213
Trettin_et_al_2017,9019,9019_3,70,75,1.037,0.018600000000000002
Trettin_et_al_2017,9019,9019_3,145,150,0.785,0.0147
Trettin_et_al_2017,9019,9019_3,190,195,1.276,0.0074
Trettin_et_al_2017,9019,9019_4,5,10,1.08,0.014499999999999999
Trettin_et_al_2017,9019,9019_4,20,25,1.127,0.0139
Trettin_et_al_2017,9019,9019_4,35,40,1.079,0.013500000000000002
Trettin_et_al_2017,9019,9019_4,70,75,0.98,0.0158
Trettin_et_al_2017,9019,9019_4,145,150,1.03,0.015700000000000002
Trettin_et_al_2017,9019,9019_4,190,195,0.849,0.016200000000000003
Trettin_et_al_2017,9019,9019_5,5,10,0.806,0.018799999999999997
Trettin_et_al_2017,9019,9019_5,20,25,0.913,0.0163
Trettin_et_al_2017,9019,9019_5,35,40,0.915,0.013600000000000001
Trettin_et_al_2017,9019,9019_5,70,75,0.859,0.012199999999999999
Trettin_et_al_2017,9019,9019_5,145,150,1.137,0.0141
Trettin_et_al_2017,9019,9019_5,190,195,1.079,0.0088
Trettin_et_al_2017,9020,9020_1,5,10,1.085,0.0151
Trettin_et_al_2017,9020,9020_1,20,25,1.111,0.012199999999999999
Trettin_et_al_2017,9020,9020_1,35,40,0.945,0.0143
Trettin_et_al_2017,9020,9020_1,70,75,0.938,0.0125
Trettin_et_al_2017,9020,9020_1,145,150,0.941,0.0146
Trettin_et_al_2017,9020,9020_1,185,190,0.807,0.015300000000000001
Trettin_et_al_2017,9020,9020_2,5,10,1.19,0.0137
Trettin_et_al_2017,9020,9020_2,30,35,1.113,0.0132
Trettin_et_al_2017,9020,9020_2,35,40,1.13,0.011699999999999999
Trettin_et_al_2017,9020,9020_2,70,75,1.001,0.012
Trettin_et_al_2017,9020,9020_2,145,150,0.823,0.0168
Trettin_et_al_2017,9020,9020_3,5,10,1.136,0.0131
Trettin_et_al_2017,9020,9020_3,20,25,1.142,0.011399999999999999
Trettin_et_al_2017,9020,9020_3,35,40,1.032,0.0118
Trettin_et_al_2017,9020,9020_3,70,75,1.148,0.0113
Trettin_et_al_2017,9020,9020_3,145,150,1.031,0.0147
Trettin_et_al_2017,9020,9020_3,190,195,0.835,0.0154
Trettin_et_al_2017,9020,9020_4,5,10,1.138,0.024399999999999998
Trettin_et_al_2017,9020,9020_4,23,28,1.05,0.021
Trettin_et_al_2017,9020,9020_4,35,40,1.04,0.0183
Trettin_et_al_2017,9020,9020_4,70,75,0.957,0.0149
Trettin_et_al_2017,9020,9020_4,145,150,0.9,0.0179
Trettin_et_al_2017,9020,9020_4,190,195,0.801,0.0182
Trettin_et_al_2017,9020,9020_5,5,10,1.064,0.015
Trettin_et_al_2017,9020,9020_5,20,25,0.977,0.011399999999999999
Trettin_et_al_2017,9020,9020_5,35,40,1.193,0.0118
Trettin_et_al_2017,9020,9020_5,70,75,0.847,0.011399999999999999
Trettin_et_al_2017,9020,9020_5,145,150,0.888,0.0146
Trettin_et_al_2017,9020,9020_5,188,193,0.802,0.015600000000000001
Trettin_et_al_2017,9021,9021_1,5,10,0.48,0.036000000000000004
Trettin_et_al_2017,9021,9021_1,20,25,0.572,0.0297
Trettin_et_al_2017,9021,9021_1,35,40,0.457,0.0308
Trettin_et_al_2017,9021,9021_1,70,75,0.715,0.0202
Trettin_et_al_2017,9021,9021_1,145,150,0.641,0.018799999999999997
Trettin_et_al_2017,9021,9021_1,180,185,0.6,0.0203
Trettin_et_al_2017,9021,9021_2,5,10,0.573,0.0316
Trettin_et_al_2017,9021,9021_2,20,25,0.548,0.0334
Trettin_et_al_2017,9021,9021_2,35,40,0.515,0.0417
Trettin_et_al_2017,9021,9021_2,62,67,0.802,0.0204
Trettin_et_al_2017,9021,9021_2,145,150,0.534,0.0213
Trettin_et_al_2017,9021,9021_2,190,195,0.794,0.0147
Trettin_et_al_2017,9021,9021_3,5,10,0.484,0.0264
Trettin_et_al_2017,9021,9021_3,20,25,0.66,0.0253
Trettin_et_al_2017,9021,9021_3,35,40,0.456,0.024
Trettin_et_al_2017,9021,9021_3,70,75,0.559,0.0255
Trettin_et_al_2017,9021,9021_3,145,150,0.862,0.0171
Trettin_et_al_2017,9021,9021_3,190,195,0.838,0.0165
Trettin_et_al_2017,9021,9021_4,5,10,0.421,0.0354
Trettin_et_al_2017,9021,9021_4,20,25,0.547,0.046
Trettin_et_al_2017,9021,9021_4,35,40,0.603,0.0375
Trettin_et_al_2017,9021,9021_4,70,75,0.541,0.0461
Trettin_et_al_2017,9021,9021_4,152,158,0.705,0.0259
Trettin_et_al_2017,9021,9021_4,181,186,0.671,0.024900000000000002
Trettin_et_al_2017,9021,9021_5,0,75,0.635,0.0269
Trettin_et_al_2017,9021,9021_5,5,10,0.77,0.0275
