study_id,coring_method,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,method_id
Lagomasino_et_al_2019,none specified,modeled,550,4,gamma,alpha,accretion,CFCS,single set of methods
