lat_long,n,core_ids,study_ids,num_studies
"29.20264036, -94.96784372",2,Kulawardhana_PM_20,Kulawardhana_et_al_2015,1
"29.20271613, -94.96810591",2,Kulawardhana_PM_21,Kulawardhana_et_al_2015,1
"29.20272014, -94.96754999",2,Kulawardhana_PM_19,Kulawardhana_et_al_2015,1
"29.2046195, -94.96636131",2,Kulawardhana_PM_10,Kulawardhana_et_al_2015,1
"29.20474964, -94.96655477",2,Kulawardhana_PM_11,Kulawardhana_et_al_2015,1
"29.20490461, -94.966823",2,Kulawardhana_PM_12,Kulawardhana_et_al_2015,1
"29.20622138, -94.96796136",2,Kulawardhana_PM_08,Kulawardhana_et_al_2015,1
"29.20634292, -94.96790796",2,Kulawardhana_PM_09,Kulawardhana_et_al_2015,1
"29.20726451, -94.95720413",2,Kulawardhana_PM_46,Kulawardhana_et_al_2015,1
"29.20733555, -94.95744151",2,Kulawardhana_PM_47,Kulawardhana_et_al_2015,1
"29.207428319999998, -94.95776813",2,Kulawardhana_PM_48,Kulawardhana_et_al_2015,1
"29.207497, -90.948878",6,"CRMS0383_1, CRMS0383_2, CRMS0383_3",CRMS_Database,1
"29.20845834, -94.95733955",2,Kulawardhana_PM_51,Kulawardhana_et_al_2015,1
"29.20867729, -94.95719077",2,Kulawardhana_PM_50,Kulawardhana_et_al_2015,1
"29.20873675, -94.95692242",2,Kulawardhana_PM_49,Kulawardhana_et_al_2015,1
"29.20894643, -94.9740222",2,Kulawardhana_PM_18,Kulawardhana_et_al_2015,1
"29.20910943, -94.97397908",2,Kulawardhana_PM_17,Kulawardhana_et_al_2015,1
"29.20927225, -94.97394968",2,Kulawardhana_PM_16,Kulawardhana_et_al_2015,1
"29.21185135, -94.95563094",2,Kulawardhana_PM_53,Kulawardhana_et_al_2015,1
"29.21188766, -94.95534468",2,Kulawardhana_PM_52,Kulawardhana_et_al_2015,1
"29.214753, -89.229211",6,"CRMS4448_1, CRMS4448_2, CRMS4448_3",CRMS_Database,1
"29.214755, -89.416714",6,"CRMS0163_1, CRMS0163_2, CRMS0163_3",CRMS_Database,1
"29.21476, -90.791755",6,"CRMS0311_1, CRMS0311_2, CRMS0311_3",CRMS_Database,1
"29.22207279, -94.94010416",2,Kulawardhana_PM_31,Kulawardhana_et_al_2015,1
"29.22223375, -94.94013196",2,Kulawardhana_PM_30,Kulawardhana_et_al_2015,1
"29.22227109, -94.94092029",2,Kulawardhana_PM_28,Kulawardhana_et_al_2015,1
"29.22238484, -94.94015571",2,Kulawardhana_PM_29,Kulawardhana_et_al_2015,1
"29.22375, -90.11115",8,"0164_H_1, 0164_H_2, CRMS0164_H_Piazza_1, CRMS0164_H_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.22760581, -94.93565638",2,Kulawardhana_PM_32,Kulawardhana_et_al_2015,1
"29.22781651, -94.93610263",2,Kulawardhana_PM_33,Kulawardhana_et_al_2015,1
"29.22796292, -94.9364551",2,Kulawardhana_PM_34,Kulawardhana_et_al_2015,1
"29.22803077, -94.93674441",2,Kulawardhana_PM_35,Kulawardhana_et_al_2015,1
"29.22821317, -94.93633262",2,Kulawardhana_PM_37,Kulawardhana_et_al_2015,1
"29.22839069, -94.93703577",2,Kulawardhana_PM_36,Kulawardhana_et_al_2015,1
"29.22849983, -94.93510645",2,Kulawardhana_PM_38,Kulawardhana_et_al_2015,1
"29.228696, -89.187346",6,"CRMS2627_1, CRMS2627_2, CRMS2627_3",CRMS_Database,1
"29.229271, -89.260462",6,"CRMS2634_1, CRMS2634_2, CRMS2634_3",CRMS_Database,1
"29.229272, -91.010792",6,"CRMS0377_1, CRMS0377_2, CRMS0377_3",CRMS_Database,1
"29.229826, -89.313275",6,"CRMS2608_1, CRMS2608_2, CRMS2608_3",CRMS_Database,1
"29.231801672, -91.010076699",2,377,Baustian_et_al_2021,1
"29.23461263, -94.9247896",2,Kulawardhana_PM_42,Kulawardhana_et_al_2015,1
"29.23470383, -94.92547891",2,Kulawardhana_PM_39,Kulawardhana_et_al_2015,1
"29.23485216, -94.92545464",2,Kulawardhana_PM_40,Kulawardhana_et_al_2015,1
"29.23495481, -94.92491538",2,Kulawardhana_PM_41,Kulawardhana_et_al_2015,1
"29.23513587, -94.92926815",2,Kulawardhana_PM_43,Kulawardhana_et_al_2015,1
"29.23515192, -94.92964839",2,Kulawardhana_PM_44,Kulawardhana_et_al_2015,1
"29.23533995, -94.92994101",2,Kulawardhana_PM_45,Kulawardhana_et_al_2015,1
"29.23680204, -94.89075584",2,NWCA11-2536-3340,Nahlik_and_Fennessy_2016,1
"29.243788, -91.073015",6,"CRMS0303_1, CRMS0303_2, CRMS0303_3",CRMS_Database,1
"29.243788, -91.104536",6,"CRMS0322_1, CRMS0322_2, CRMS0322_3",CRMS_Database,1
"29.243788, -91.19802",6,"CRMS0293_1, CRMS0293_2, CRMS0293_3",CRMS_Database,1
"29.251045, -91.198019",6,"CRMS0309_1, CRMS0309_2, CRMS0309_3",CRMS_Database,1
"29.251048, -90.823006",6,"CRMS0307_1, CRMS0307_2, CRMS0307_3",CRMS_Database,1
"29.252104186, -91.194617808",2,309,Baustian_et_al_2021,1
"29.257987426, -90.946233452",2,4455,Baustian_et_al_2021,1
"29.258304, -90.948011",6,"CRMS4455_1, CRMS4455_2, CRMS4455_3",CRMS_Database,1
"29.261217, -91.09475",12,"0326_H_1, 0326_H_2, 0326_H_3, CRMS0326_H_Piazza_1, CRMS0326_H_Piazza_2, CRMS0326_H_Piazza_3","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.272819, -91.073015",6,"CRMS0326_1, CRMS0326_2, CRMS0326_3",CRMS_Database,1
"29.272863, -90.387717",6,"CRMS0335_1, CRMS0335_2, CRMS0335_3",CRMS_Database,1
"29.273717, -91.07405",8,"0326_1, 0326_2, CRMS0326_Piazza_1, CRMS0326_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.287399, -90.137924",6,"CRMS0175_1, CRMS0175_2, CRMS0175_3",CRMS_Database,1
"29.2874, -90.1379242",2,175_1,Snedden_2018,1
"29.287475, -90.046981",6,"CRMS0178_1, CRMS0178_2, CRMS0178_3",CRMS_Database,1
"29.288391112, -90.140757793",2,175,Baustian_et_al_2021,1
"29.294589, -89.166708",6,"CRMS0161_1, CRMS0161_2, CRMS0161_3",CRMS_Database,1
"29.294598, -90.698003",6,"CRMS0369_1, CRMS0369_2, CRMS0369_3",CRMS_Database,1
"29.294633, -90.29328",6,"CRMS0310_1, CRMS0310_2, CRMS0310_3",CRMS_Database,1
"29.294648, -90.325462",6,"CRMS0318_1, CRMS0318_2, CRMS0318_3",CRMS_Database,1
"29.296625, -90.541487",6,"CRMS0355_1, CRMS0355_2, CRMS0355_3",CRMS_Database,1
"29.301853, -91.104266",6,"CRMS0399_1, CRMS0399_2, CRMS0399_3",CRMS_Database,1
"29.301854, -91.041763",6,"CRMS0332_1, CRMS0332_2, CRMS0332_3",CRMS_Database,1
"29.302319496, -91.105471945",2,399,Baustian_et_al_2021,1
"29.302356, -90.514482",4,"lapeur1, lapeur2",Nyman_et_al_1993,1
"29.30383781, -94.96554659",2,NWCA11-2564-5726,Nahlik_and_Fennessy_2016,1
"29.305008, -90.603683",4,"barre1, barre2",Nyman_et_al_1993,1
"29.30914, -90.512264",6,"CRMS0341_1, CRMS0341_2, CRMS0341_3",CRMS_Database,1
"29.309147, -90.355932",6,"CRMS0337_1, CRMS0337_2, CRMS0337_3",CRMS_Database,1
"29.31011, -90.538337",4,"charles1, charles2",Nyman_et_al_1993,1
"29.310416, -90.59195",4,"dow1, dow2",Nyman_et_al_1993,1
"29.310924599, -90.354254056",2,337,Baustian_et_al_2021,1
"29.314151, -90.57975",4,"sdeMangu1, sdeMangu2",Nyman_et_al_1993,1
"29.316534, -89.73433",2,172_1,Snedden_2018,1
"29.316534, -89.734333",6,"CRMS0172_1, CRMS0172_2, CRMS0172_3",CRMS_Database,1
"29.323486, -90.592312",4,"mid1, mid2",Nyman_et_al_1993,1
"29.323631, -90.729254",6,"CRMS0434_1, CRMS0434_2, CRMS0434_3",CRMS_Database,1
"29.323648, -90.386423",6,"CRMS0336_1, CRMS0336_2, CRMS0336_3",CRMS_Database,1
"29.323649, -90.292514",6,"CRMS0978_1, CRMS0978_2, CRMS0978_3",CRMS_Database,1
"29.323665, -90.324705",6,"CRMS0319_1, CRMS0319_2, CRMS0319_3",CRMS_Database,1
"29.323766, -89.796054",6,"CRMS0171_1, CRMS0171_2, CRMS0171_3",CRMS_Database,1
"29.3237667, -89.79605",2,171_1,Snedden_2018,1
"29.330633, -90.578615",4,"mdeMangu1, mdeMangu2",Nyman_et_al_1993,1
"29.330885, -91.010512",6,"CRMS0354_1, CRMS0354_2, CRMS0354_3",CRMS_Database,1
"29.330913, -90.418213",6,"CRMS0338_1, CRMS0338_2, CRMS0338_3",CRMS_Database,1
"29.333294, -90.594176",4,"ups1, ups2",Nyman_et_al_1993,1
"29.334125, -90.560901",4,"dufrene1, dufrene2",Nyman_et_al_1993,1
"29.337027, -90.607462",4,"grand1, grand2",Nyman_et_al_1993,1
"29.338137, -89.322962",6,"CRMS2614_1, CRMS2614_2, CRMS2614_3",CRMS_Database,1
"29.338139, -89.197959",6,"CRMS4626_1, CRMS4626_2, CRMS4626_3",CRMS_Database,1
"29.338227, -89.700323",6,"CRMS0181_1, CRMS0181_2, CRMS0181_3",CRMS_Database,1
"29.343, -90.574",4,"ndeMangu1, ndeMangu2",Nyman_et_al_1993,1
"29.345401, -90.885508",6,"CRMS0396_1, CRMS0396_2, CRMS0396_3",CRMS_Database,1
"29.352665, -90.260493",6,"CRMS0397_1, CRMS0397_2, CRMS0397_3",CRMS_Database,1
"29.353, -90.55",4,"semad1, semad2",Nyman_et_al_1993,1
"29.359918, -90.885508",6,"CRMS0395_1, CRMS0395_2, CRMS0395_3",CRMS_Database,1
"29.359919, -90.854257",6,"CRMS0394_1, CRMS0394_2, CRMS0394_3",CRMS_Database,1
"29.364302, -90.583647",4,"nmadbay1, nmadbay2",Nyman_et_al_1993,1
"29.374438, -89.541719",6,"CRMS0118_1, CRMS0118_2, CRMS0118_3",CRMS_Database,1
"29.377728716, -91.010822388",2,4045,Baustian_et_al_2021,1
"29.381693, -91.010512",6,"CRMS4045_1, CRMS4045_2, CRMS4045_3",CRMS_Database,1
"29.381698, -89.479216",6,"CRMS0139_1, CRMS0139_2, CRMS0139_3",CRMS_Database,1
"29.388554091, -90.917009367",2,398,Baustian_et_al_2021,1
"29.388951, -91.198019",6,"CRMS0305_1, CRMS0305_2, CRMS0305_3",CRMS_Database,1
"29.388952, -90.916759",6,"CRMS0398_1, CRMS0398_2, CRMS0398_3",CRMS_Database,1
"29.388955, -90.479249",6,"CRMS3296_1, CRMS3296_2, CRMS3296_3",CRMS_Database,1
"29.389609722, -91.196037334",2,305,Baustian_et_al_2021,1
"29.396228, -89.698451",6,"CRMS0179_1, CRMS0179_2, CRMS0179_3",CRMS_Database,1
"29.396296, -89.763017",6,"CRMS0174_1, CRMS0174_2, CRMS0174_3",CRMS_Database,1
"29.397046, -90.564485",4,"bgoat1, bgoat2",Nyman_et_al_1993,1
"29.399678, -90.560705",4,"wmadbay1, wmadbay2",Nyman_et_al_1993,1
"29.403472, -90.573001",6,"CRMS0315_1, CRMS0315_2, CRMS0315_3",CRMS_Database,1
"29.410728, -90.604251",6,"CRMS0385_1, CRMS0385_2, CRMS0385_3",CRMS_Database,1
"29.410729, -90.322994",6,"CRMS0387_1, CRMS0387_2, CRMS0387_3",CRMS_Database,1
"29.410779, -89.793325",6,"CRMS0176_1, CRMS0176_2, CRMS0176_3",CRMS_Database,1
"29.417983, -90.91676",6,"CRMS0296_1, CRMS0296_2, CRMS0296_3",CRMS_Database,1
"29.417983, -90.94801",6,"CRMS0294_1, CRMS0294_2, CRMS0294_3",CRMS_Database,1
"29.417989, -89.697975",6,"CRMS0272_1, CRMS0272_2, CRMS0272_3",CRMS_Database,1
"29.41928, -90.94902",8,"0294_1, 0294_2, CRMS0294_Piazza_1, CRMS0294_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.42524, -91.073014",6,"CRMS0371_1, CRMS0371_2, CRMS0371_3",CRMS_Database,1
"29.432502, -90.854257",6,"CRMS0382_1, CRMS0382_2, CRMS0382_3",CRMS_Database,1
"29.432504, -90.354245",6,"CRMS0386_1, CRMS0386_2, CRMS0386_3",CRMS_Database,1
"29.4414, -89.9026",6,"3_1, 3_2, 3_3",Chambers_et_al_2019,1
"29.4417, -89.9013",6,"2_1, 2_2, 2_3",Chambers_et_al_2019,1
"29.442900642, -91.068568489",2,327,Baustian_et_al_2021,1
"29.443585, -89.899836",4,"Marsh_4_1, Marsh_4_2",White_et_al_2020,1
"29.4436, -89.8998",6,"1_1, 1_2, 1_3",Chambers_et_al_2019,1
"29.44597, -90.95681",8,"0294_H_1, 0294_H_2, CRMS0294_H_Piazza_1, CRMS0294_H_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.44657, -89.90633",6,"Estuary_1, Estuary_2, Estuary_3",White_et_al_2020,1
"29.446688, -89.905857",6,"Marsh_3_1, Marsh_3_2, Marsh_3_3",White_et_al_2020,1
"29.44679, -89.905927",6,"Marsh_2_1, Marsh_2_2, Marsh_2_3",White_et_al_2020,1
"29.446837, -89.905628",6,"Marsh_1_1, Marsh_1_2, Marsh_1_3",White_et_al_2020,1
"29.447016, -91.073014",6,"CRMS0327_1, CRMS0327_2, CRMS0327_3",CRMS_Database,1
"29.447019, -90.854257",6,"CRMS0381_1, CRMS0381_2, CRMS0381_3",CRMS_Database,1
"29.45142807, -94.68427721",2,NWCA11-2598-4059,Nahlik_and_Fennessy_2016,1
"29.454277, -90.666753",6,"CRMS0392_1, CRMS0392_2, CRMS0392_3",CRMS_Database,1
"29.454296, -89.729925",6,"CRMS0173_1, CRMS0173_2, CRMS0173_3",CRMS_Database,1
"29.4542961, -89.72993",2,173_1,Snedden_2018,1
"29.46, 34.97",4,"Al-Rousan_et_al_2005_8, Al-Rousan_et_al_2005_9",Al-Rousan_et_al_2005,1
"29.468786, -89.604221",6,"CRMS0129_1, CRMS0129_2, CRMS0129_3",CRMS_Database,1
"29.468787, -89.822978",6,"CRMS4529_1, CRMS4529_2, CRMS4529_3",CRMS_Database,1
"29.468788, -89.82297521",2,4529_1,Snedden_2018,1
"29.468792, -90.666753",6,"CRMS0390_1, CRMS0390_2, CRMS0390_3",CRMS_Database,1
"29.472612, -90.191569",6,"CRMS6303_1, CRMS6303_2, CRMS6303_3",CRMS_Database,1
"29.475593658, -89.943513384",2,237,Baustian_et_al_2021,1
"29.476048, -89.635472",6,"CRMS0119_1, CRMS0119_2, CRMS0119_3",CRMS_Database,1
"29.476048, -90.916759",6,"CRMS0409_1, CRMS0409_2, CRMS0409_3",CRMS_Database,1
"29.476049, -91.010511",6,"CRMS2881_1, CRMS2881_2, CRMS2881_3",CRMS_Database,1
"29.476050999999998, -89.947985",6,"CRMS0237_1, CRMS0237_2, CRMS0237_3",CRMS_Database,1
"29.4760513, -89.94798",2,237_1,Snedden_2018,1
"29.476054, -90.479248",6,"CRMS0416_1, CRMS0416_2, CRMS0416_3",CRMS_Database,1
"29.483304, -91.041763",6,"CRMS0290_1, CRMS0290_2, CRMS0290_3",CRMS_Database,1
"29.483305, -91.104265",6,"CRMS0329_1, CRMS0329_2, CRMS0329_3",CRMS_Database,1
"29.4844005, -90.47139143",2,NWCA11-1694-5460,Nahlik_and_Fennessy_2016,1
"29.490566, -89.791727",6,"CRMS0209_1, CRMS0209_2, CRMS0209_3",CRMS_Database,1
"29.490566, -91.323022",6,"CRMS0463_1, CRMS0463_2, CRMS0463_3",CRMS_Database,1
"29.4905663, -89.7917252",2,209_1,Snedden_2018,1
"29.490568, -90.510499",6,"CRMS0400_1, CRMS0400_2, CRMS0400_3",CRMS_Database,1
"29.49233, -90.36175",8,"0312_H_1, 0312_H_2, CRMS0312_H_Piazza_1, CRMS0312_H_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.496552792, -90.446832774",2,2825,Baustian_et_al_2021,1
"29.497822, -90.94801",6,"CRMS0411_1, CRMS0411_2, CRMS0411_3",CRMS_Database,1
"29.497823, -91.823033",6,"CRMS0522_1, CRMS0522_2, CRMS0522_3",CRMS_Database,1
"29.4978237, -89.91673",2,224_1,Snedden_2018,1
"29.497825, -89.916735",6,"CRMS0224_1, CRMS0224_2, CRMS0224_3",CRMS_Database,1
"29.497825, -90.010486",6,"CRMS0232_1, CRMS0232_2, CRMS0232_3",CRMS_Database,1
"29.497825, -90.04174",6,"CRMS4690_1, CRMS4690_2, CRMS4690_3",CRMS_Database,1
"29.497825, -90.104246",2,3565_1,Snedden_2018,1
"29.497825, -91.854284",6,"CRMS0498_1, CRMS0498_2, CRMS0498_3",CRMS_Database,1
"29.4978256, -90.04174",2,4690_1,Snedden_2018,1
"29.497826, -90.104239",6,"CRMS3565_1, CRMS3565_2, CRMS3565_3",CRMS_Database,1
"29.497827, -89.760476",6,"CRMS0282_1, CRMS0282_2, CRMS0282_3",CRMS_Database,1
"29.497827, -90.447998",6,"CRMS2825_1, CRMS2825_2, CRMS2825_3",CRMS_Database,1
"29.50040552, -89.915682786",2,224,Baustian_et_al_2021,1
"29.501111, -91.480833",6,"W16-1, W16-2, W16-3",McClellan_et_al_2021,1
"29.502086231, -90.101363529",2,3565,Baustian_et_al_2021,1
"29.50504, -90.38535",8,"0312_1, 0312_2, CRMS0312_Piazza_1, CRMS0312_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.50508, -91.041763",6,"CRMS2785_1, CRMS2785_2, CRMS2785_3",CRMS_Database,1
"29.505082, -91.229269",6,"CRMS0301_1, CRMS0301_2, CRMS0301_3",CRMS_Database,1
"29.505085, -90.385496",6,"CRMS0312_1, CRMS0312_2, CRMS0312_3",CRMS_Database,1
"29.512341, -89.885483",6,"CRMS0226_1, CRMS0226_2, CRMS0226_3",CRMS_Database,1
"29.512346, -89.697974",6,"CRMS0148_1, CRMS0148_2, CRMS0148_3",CRMS_Database,1
"29.512347, -89.791727",6,"CRMS3680_1, CRMS3680_2, CRMS3680_3",CRMS_Database,1
"29.5125, -91.465556",6,"W29-1, W29-2, W29-3",McClellan_et_al_2021,1
"29.519596, -91.385523",6,"CRMS0464_1, CRMS0464_2, CRMS0464_3",CRMS_Database,1
"29.519598, -90.916759",6,"CRMS2887_1, CRMS2887_2, CRMS2887_3",CRMS_Database,1
"29.519599, -90.010487",6,"CRMS0251_1, CRMS0251_2, CRMS0251_3",CRMS_Database,1
"29.526855, -89.822978",6,"CRMS0258_1, CRMS0258_2, CRMS0258_3",CRMS_Database,1
"29.526858, -91.448025",6,"CRMS0479_1, CRMS0479_2, CRMS0479_3",CRMS_Database,1
"29.52686, -90.260493",6,"CRMS0190_1, CRMS0190_2, CRMS0190_3",CRMS_Database,1
"29.53, 34.98",14,"Al-Rousan_et_al_2005_1, Al-Rousan_et_al_2005_2, Al-Rousan_et_al_2005_3, Al-Rousan_et_al_2005_4, Al-Rousan_et_al_2005_5, Al-Rousan_et_al_2005_6, Al-Rousan_et_al_2005_7",Al-Rousan_et_al_2005,1
"29.532222, -91.436111",6,"W41-1, W41-2, W41-3",McClellan_et_al_2021,1
"29.534114, -89.854229",6,"CRMS0260_1, CRMS0260_2, CRMS0260_3",CRMS_Database,1
"29.534116, -91.885535",6,"CRMS0504_1, CRMS0504_2, CRMS0504_3",CRMS_Database,1
"29.541374, -91.385523",6,"CRMS0465_1, CRMS0465_2, CRMS0465_3",CRMS_Database,1
"29.54427983, -94.47447503",2,NWCA11-2582-3573,Nahlik_and_Fennessy_2016,1
"29.5447508, -94.47438287",2,NWCA11-2538-3875,Nahlik_and_Fennessy_2016,1
"29.546413761, -89.914393761",2,3617,Baustian_et_al_2021,1
"29.548629, -91.073014",6,"CRMS2862_1, CRMS2862_2, CRMS2862_3",CRMS_Database,1
"29.54863, -91.323021",6,"CRMS4014_1, CRMS4014_2, CRMS4014_3",CRMS_Database,1
"29.5486317, -89.91673",2,3617_1,Snedden_2018,1
"29.548632, -91.823033",6,"CRMS0524_1, CRMS0524_2, CRMS0524_3",CRMS_Database,1
"29.548633, -89.916734",6,"CRMS3617_1, CRMS3617_2, CRMS3617_3",CRMS_Database,1
"29.55003994, -83.38609154",2,NWCA11-1263-5387,Nahlik_and_Fennessy_2016,1
"29.55395623, -90.074757718",2,253,Baustian_et_al_2021,1
"29.554167, -91.428333",6,"W60-1, W60-2, W60-3",McClellan_et_al_2021,1
"29.5558929, -90.07299",2,253_1,Snedden_2018,1
"29.555893, -89.885483",6,"CRMS0263_1, CRMS0263_2, CRMS0263_3",CRMS_Database,1
"29.555893, -90.072988",6,"CRMS0253_1, CRMS0253_2, CRMS0253_3",CRMS_Database,1
"29.563147, -91.354272",6,"CRMS2568_1, CRMS2568_2, CRMS2568_3",CRMS_Database,1
"29.563147, -91.385523",6,"CRMS4016_1, CRMS4016_2, CRMS4016_3",CRMS_Database,1
"29.563148, -90.166745",2,4218_1,Snedden_2018,1
"29.5631485, -90.01048",2,225_1,Snedden_2018,1
"29.563149, -90.010486",6,"CRMS0225_1, CRMS0225_2, CRMS0225_3",CRMS_Database,1
"29.563149, -90.07299",6,"CRMS0220_1, CRMS0220_2, CRMS0220_3",CRMS_Database,1
"29.563149, -90.16674",6,"CRMS4218_1, CRMS4218_2, CRMS4218_3",CRMS_Database,1
"29.563152, -92.323047",6,"CRMS0633_1, CRMS0633_2, CRMS0633_3",CRMS_Database,1
"29.563333065, -90.008160394",2,225,Baustian_et_al_2021,1
"29.570406, -91.854284",6,"CRMS0499_1, CRMS0499_2, CRMS0499_3",CRMS_Database,1
"29.570411, -92.385549",6,"CRMS0632_1, CRMS0632_2, CRMS0632_3",CRMS_Database,1
"29.577665, -91.823033",6,"CRMS0523_1, CRMS0523_2, CRMS0523_3",CRMS_Database,1
"29.577665, -92.010539",6,"CRMS0530_1, CRMS0530_2, CRMS0530_3",CRMS_Database,1
"29.577666, -89.947985",6,"CRMS3601_1, CRMS3601_2, CRMS3601_3",CRMS_Database,1
"29.577674, -92.541806",6,"CRMS0600_1, CRMS0600_2, CRMS0600_3",CRMS_Database,1
"29.582422554, -90.544965384",2,331,Baustian_et_al_2021,1
"29.584919, -91.323021",6,"CRMS0461_1, CRMS0461_2, CRMS0461_3",CRMS_Database,1
"29.58492, -91.354272",6,"CRMS0482_1, CRMS0482_2, CRMS0482_3",CRMS_Database,1
"29.584921, -91.885535",6,"CRMS0520_1, CRMS0520_2, CRMS0520_3",CRMS_Database,1
"29.584925, -92.229294",6,"CRMS0507_1, CRMS0507_2, CRMS0507_3",CRMS_Database,1
"29.584925, -92.260545",6,"CRMS0536_1, CRMS0536_2, CRMS0536_3",CRMS_Database,1
"29.58832, -92.60329",2,09WCC01_05,Smith_et_al_2015,1
"29.58853, -92.60448",2,09WCC01_04,Smith_et_al_2015,1
"29.58866, -92.60558",2,09WCC01_03,Smith_et_al_2015,1
"29.5895, -89.6134",2,Breton_24,Snedden_2021,1
"29.590083, -89.613383",8,"0147_H_1, 0147_H_2, CRMS0147_H_Piazza_1, CRMS0147_H_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.592188, -92.479302",6,"CRMS0576_1, CRMS0576_2, CRMS0576_3",CRMS_Database,1
"29.59756, -92.60445",2,09WCC01_06,Smith_et_al_2015,1
"29.599437000000002, -91.541776",6,"CRMS0489_1, CRMS0489_2, CRMS0489_3",CRMS_Database,1
"29.599438, -91.916786",6,"CRMS0529_1, CRMS0529_2, CRMS0529_3",CRMS_Database,1
"29.599439, -90.072988",6,"CRMS0248_1, CRMS0248_2, CRMS0248_3",CRMS_Database,1
"29.59944, -90.104238",6,"CRMS0261_1, CRMS0261_2, CRMS0261_3",CRMS_Database,1
"29.59944, -90.10424",2,261_1,Snedden_2018,1
"29.6055, -89.7456",2,Breton_23,Snedden_2021,1
"29.606698, -91.353918",6,"CRMS6038_1, CRMS6038_2, CRMS6038_3",CRMS_Database,1
"29.606701, -92.323048",6,"CRMS0580_1, CRMS0580_2, CRMS0580_3",CRMS_Database,1
"29.606704, -92.635555",6,"CRMS0610_1, CRMS0610_2, CRMS0610_3",CRMS_Database,1
"29.606705, -92.666806",6,"CRMS0599_1, CRMS0599_2, CRMS0599_3",CRMS_Database,1
"29.606707, -92.635553",8,"0610_1, 0610_2, CRMS0610_Piazza_1, CRMS0610_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.6111, -92.60441",2,09WCC01_07,Smith_et_al_2015,1
"29.6131, -89.7849",2,Breton_22,Snedden_2021,1
"29.613953, -91.322781",6,"CRMS4938_1, CRMS4938_2, CRMS4938_3",CRMS_Database,1
"29.61517, -92.645",2,09WCC01_01,Smith_et_al_2015,1
"29.615303, -92.614936",8,"0610_H_1, 0610_H_2, CRMS0610_H_Piazza_1, CRMS0610_H_Piazza_2","Piazza_et_al_2020, Piazza_et_al_2011",2
"29.61556355, -94.42741246",2,NWCA11-2566-4060,Nahlik_and_Fennessy_2016,1
"29.616212, -92.041126",6,"CRMS0541_1, CRMS0541_2, CRMS0541_3",CRMS_Database,1
"29.62016, -92.60437",2,09WCC01_08,Smith_et_al_2015,1
"29.621209, -91.039661",6,"CRMS5035_1, CRMS5035_2, CRMS5035_3",CRMS_Database,1
"29.621215, -89.791725",6,"CRMS0136_1, CRMS0136_2, CRMS0136_3",CRMS_Database,1
"29.621215, -89.947984",6,"CRMS0276_1, CRMS0276_2, CRMS0276_3",CRMS_Database,1
"29.621218, -91.290914",6,"CRMS5003_1, CRMS5003_2, CRMS5003_3",CRMS_Database,1
"29.6246, -89.7844",2,Breton_21,Snedden_2021,1
"29.6279, -89.8147",2,Breton_19,Snedden_2021,1
"29.628, -89.8241",2,Breton_5,Snedden_2021,1
"29.628477, -91.47873",6,"CRMS6008_1, CRMS6008_2, CRMS6008_3",CRMS_Database,1
"29.629128417, -90.571035381",2,367,Baustian_et_al_2021,1
"29.6309, -89.7152",2,Breton_11,Snedden_2021,1
"29.631903, -91.544",6,"CRMS0496_1, CRMS0496_2, CRMS0496_3",CRMS_Database,1
"29.6321, -89.66",2,Breton_17,Snedden_2021,1
"29.6321, -89.6627",2,Breton_25,Snedden_2021,1
"29.6322, -92.5786",2,09WCC01_02,Smith_et_al_2015,1
"29.63270597, -89.78440641",2,NWCA11-1653-5111,Nahlik_and_Fennessy_2016,1
"29.635732, -91.259398",6,"CRMS4900_1, CRMS4900_2, CRMS4900_3",CRMS_Database,1
"29.635734, -92.260545",6,"CRMS0501_1, CRMS0501_2, CRMS0501_3",CRMS_Database,1
"29.635735, -92.479302",6,"CRMS1965_1, CRMS1965_2, CRMS1965_3",CRMS_Database,1
"29.635735, -92.510553",6,"CRMS0623_1, CRMS0623_2, CRMS0623_3",CRMS_Database,1
"29.635736, -91.353446",6,"CRMS6042_1, CRMS6042_2, CRMS6042_3",CRMS_Database,1
"29.635739, -91.415752",6,"CRMS4808_1, CRMS4808_2, CRMS4808_3",CRMS_Database,1
"29.635739, -92.604304",6,"CRMS0609_1, CRMS0609_2, CRMS0609_3",CRMS_Database,1
"29.63649, -92.60405",2,09WCC01_09,Smith_et_al_2015,1
"29.64107064, -94.15588663",2,NWCA11-2549-3755,Nahlik_and_Fennessy_2016,1
"29.642986, -91.573027",6,"CRMS0517_1, CRMS0517_2, CRMS0517_3",CRMS_Database,1
"29.642989, -92.166793",6,"CRMS0535_1, CRMS0535_2, CRMS0535_3",CRMS_Database,1
"29.642992, -92.229294",6,"CRMS0508_1, CRMS0508_2, CRMS0508_3",CRMS_Database,1
