lat_long,n,core_ids,study_ids,num_studies
"30.376046,-90.259891",3,"CRMS6209_1, CRMS6209_2, CRMS6209_3",CRMS_Database,1
"30.385717,-90.146788",3,"CRMS4094_1, CRMS4094_2, CRMS4094_3",CRMS_Database,1
"30.397805,-90.259283",3,"CRMS0103_1, CRMS0103_2, CRMS0103_3",CRMS_Database,1
"31.322,-81.417",2,"Altamaha_River_Site_8_Levee, Altamaha_River_Site_8_Plain",Craft_2007,1
"31.332,-81.309",2,"Altamaha_River_Site_9_Levee, Altamaha_River_Site_9_Plain",Craft_2007,1
"31.341,-81.48",2,"Altamaha_River_Site_7_Levee, Altamaha_River_Site_7_Plain",Craft_2007,1
"31.388798,-81.276774",2,"Doboy_Sound_Site_6_Levee, Doboy_Sound_Site_6_Plain",Craft_2007,1
"31.415,-81.343",2,"Doboy_Sound_Site_5_Levee, Doboy_Sound_Site_5_Plain",Craft_2007,1
"31.446,-81.374",2,"Doboy_Sound_Site_4_Levee, Doboy_Sound_Site_4_Plain",Craft_2007,1
"31.516,-81.232",2,"Sapelo_River_Site_3_Levee, Sapelo_River_Site_3_Plain",Craft_2007,1
"31.539,-81.42",2,"Sapelo_River_Site_1_Levee, Sapelo_River_Site_1_Plain",Craft_2007,1
"31.55,-81.306",2,"Sapelo_River_Site_2_Levee, Sapelo_River_Site_2_Plain",Craft_2007,1
"32.23818,-81.15608",2,"S1AU, S1BL",Noe_et_al_2013,1
"32.23879,-81.15609",2,"S1AL, S1CU",Noe_et_al_2013,1
"32.23916,-81.15631",2,"S1BU, S1CL",Noe_et_al_2013,1
"33.5547,-79.08993",2,"W1BU, W1CL",Noe_et_al_2013,1
"33.55509,-79.08983",2,"W1AL, W1CU",Noe_et_al_2013,1
"33.55547,-79.08958",2,"W1AU, W1BL",Noe_et_al_2013,1
"34.4015,33.0358",2,"Holmer_and_Frederiksen_2007_10, Holmer_and_Frederiksen_2007_9",Holmer_and_Frederiksen_2007,1
"34.6925,-76.6188",2,"Townsend_and_Fonseca_1998_17, Townsend_and_Fonseca_1998_18",Townsend_and_Fonseca_1998,1
"35.157,139.612",6,"Furuta_2002_1, Furuta_2002_2, Furuta_2002_3, Furuta_2002_4, Furuta_2002_5, Furuta_2002_6",Furuta_2002,1
"35.51,14.33",6,"Borg_et_al_2010_19, Borg_et_al_2010_20, Borg_et_al_2010_21, Borg_et_al_2010_22, Borg_et_al_2010_23, Borg_et_al_2010_24",Borg_et_al_2010,1
"35.56,14.28",6,"Borg_et_al_2010_13, Borg_et_al_2010_14, Borg_et_al_2010_15, Borg_et_al_2010_16, Borg_et_al_2010_17, Borg_et_al_2010_18",Borg_et_al_2010,1
"35.5788,-5.9897",12,"Mateo_and_Serrano_unpublished_411, Mateo_and_Serrano_unpublished_421, Mateo_and_Serrano_unpublished_431, Mateo_and_Serrano_unpublished_440, Mateo_and_Serrano_unpublished_449, Mateo_and_Serrano_unpublished_459, Mateo_and_Serrano_unpublished_469, Mateo_and_Serrano_unpublished_478, Mateo_and_Serrano_unpublished_488, Mateo_and_Serrano_unpublished_498, Mateo_and_Serrano_unpublished_508, Mateo_and_Serrano_unpublished_518",Mateo_and_Serrano_unpublished,1
"35.58,14.21",6,"Borg_et_al_2010_10, Borg_et_al_2010_11, Borg_et_al_2010_12, Borg_et_al_2010_7, Borg_et_al_2010_8, Borg_et_al_2010_9",Borg_et_al_2010,1
"35.96,14.43",3,"Mateo_unpublished_61, Mateo_unpublished_64, Mateo_unpublished_67",Mateo_unpublished,1
"36.03,14.17",6,"Borg_et_al_2010_1, Borg_et_al_2010_2, Borg_et_al_2010_3, Borg_et_al_2010_4, Borg_et_al_2010_5, Borg_et_al_2010_6",Borg_et_al_2010,1
"36.47021944,-6.251963889",2,"van_Engeland_thesis_1, van_Engeland_thesis_2",van_Engeland_thesis,1
"36.5431,-6.2444",6,"Mateo_and_Serrano_unpublished_102, Mateo_and_Serrano_unpublished_114, Mateo_and_Serrano_unpublished_126, Mateo_and_Serrano_unpublished_63, Mateo_and_Serrano_unpublished_77, Mateo_and_Serrano_unpublished_89",Mateo_and_Serrano_unpublished,1
"37.0166666666667,-7.96666",8,"Kennedy_unpublished_1, Kennedy_unpublished_2, Kennedy_unpublished_3, Kennedy_unpublished_4, Kennedy_unpublished_5, Kennedy_unpublished_6, Kennedy_unpublished_7, Kennedy_unpublished_8",Kennedy_unpublished,1
"37.15,126.2833",3,"Lee_et_al_2005_1, Lee_et_al_2005_2, Lee_et_al_2005_3",Lee_et_al_2005,1
"37.2126111111111,-75.6039444444445",3,"Buzzelli_1998_1, Buzzelli_1998_2, Buzzelli_1998_3",Buzzelli_1998,1
"37.39,23.58",7,"Apostolaki_unpublished_1, Apostolaki_unpublished_11, Apostolaki_unpublished_16, Apostolaki_unpublished_22, Apostolaki_unpublished_28, Apostolaki_unpublished_34, Apostolaki_unpublished_7",Apostolaki_unpublished,1
"37.3945,23.58",2,"Holmer_and_Frederiksen_2007_7, Holmer_and_Frederiksen_2007_8",Holmer_and_Frederiksen_2007,1
"37.454314,-75.828382",2,"bee, lsp",Nuttle_1996,1
"37.458646,-75.831483",3,"jun, juna, junb",Nuttle_1996,1
"37.550599,-76.889072",60,"Sweet_Hall_marsh_dissertation_01, Sweet_Hall_marsh_dissertation_02, Sweet_Hall_marsh_dissertation_03, Sweet_Hall_marsh_dissertation_04, Sweet_Hall_marsh_dissertation_05, Sweet_Hall_marsh_dissertation_06, Sweet_Hall_marsh_dissertation_07, Sweet_Hall_marsh_dissertation_08, Sweet_Hall_marsh_dissertation_09, Sweet_Hall_marsh_dissertation_10, Sweet_Hall_marsh_dissertation_11, Sweet_Hall_marsh_dissertation_12, Sweet_Hall_marsh_dissertation_13, Sweet_Hall_marsh_dissertation_14, Sweet_Hall_marsh_dissertation_15, Sweet_Hall_marsh_dissertation_16, Sweet_Hall_marsh_dissertation_17, Sweet_Hall_marsh_dissertation_18, Sweet_Hall_marsh_dissertation_19, Sweet_Hall_marsh_dissertation_20, Sweet_Hall_marsh_dissertation_21, Sweet_Hall_marsh_dissertation_22, Sweet_Hall_marsh_dissertation_23, Sweet_Hall_marsh_dissertation_24, Sweet_Hall_marsh_dissertation_25, Sweet_Hall_marsh_dissertation_26, Sweet_Hall_marsh_dissertation_27, Sweet_Hall_marsh_dissertation_28, Sweet_Hall_marsh_dissertation_29, Sweet_Hall_marsh_dissertation_30, Sweet_Hall_marsh_dissertation_31, Sweet_Hall_marsh_dissertation_32, Sweet_Hall_marsh_dissertation_33, Sweet_Hall_marsh_dissertation_34, Sweet_Hall_marsh_dissertation_35, Sweet_Hall_marsh_dissertation_36, Sweet_Hall_marsh_dissertation_37, Sweet_Hall_marsh_dissertation_38, Sweet_Hall_marsh_dissertation_39, Sweet_Hall_marsh_dissertation_40, Sweet_Hall_marsh_dissertation_41, Sweet_Hall_marsh_dissertation_42, Sweet_Hall_marsh_dissertation_43, Sweet_Hall_marsh_dissertation_44, Sweet_Hall_marsh_dissertation_45, Sweet_Hall_marsh_dissertation_46, Sweet_Hall_marsh_dissertation_47, Sweet_Hall_marsh_dissertation_48, Sweet_Hall_marsh_dissertation_49, Sweet_Hall_marsh_dissertation_50, Sweet_Hall_marsh_dissertation_51, Sweet_Hall_marsh_dissertation_52, Sweet_Hall_marsh_dissertation_53, Sweet_Hall_marsh_dissertation_54, Sweet_Hall_marsh_dissertation_55, Sweet_Hall_marsh_dissertation_56, Sweet_Hall_marsh_dissertation_57, Sweet_Hall_marsh_dissertation_58, Sweet_Hall_marsh_dissertation_59, Sweet_Hall_marsh_dissertation_60",Neubauer_2002,1
"37.65976667,23.95483333",2,"Holmer_and_Frederiksen_2007_2, Holmer_and_Frederiksen_2007_3",Holmer_and_Frederiksen_2007,1
"37.8036,-122.45995",2,"EH, EL",Windham_Meyers_et_al_2010,1
"37.8039,-122.458817",2,"DH, DL",Windham_Meyers_et_al_2010,1
"37.80435,-122.4598",2,"FH, FL",Windham_Meyers_et_al_2010,1
"37.804417,-122.453917",2,"BH, BL",Windham_Meyers_et_al_2010,1
"37.804517,-122.455567",2,"CH, CL",Windham_Meyers_et_al_2010,1
"37.804567,-122.453317",2,"AH, AL",Windham_Meyers_et_al_2010,1
"37.804817,-122.458567",2,"GH, GL",Windham_Meyers_et_al_2010,1
"37.804967,-122.457367",2,"HH, HL",Windham_Meyers_et_al_2010,1
"38.010006,-121.5569",2,BACHI,Drexler_et_al_2009,1
"38.060906,-121.609758",2,FW,Drexler_et_al_2009,1
"38.064606,-121.537556",2,TT,Drexler_et_al_2009,1
"38.162,-0.473",3,"Mateo_et_al_1997_1, Mateo_et_al_1997_10, Mateo_et_al_1997_6",Mateo_et_al_1997,1
"38.4208,-0.3477",2,"Holmer_and_Frederiksen_2007_5, Holmer_and_Frederiksen_2007_6",Holmer_and_Frederiksen_2007,1
"38.423,-0.384",3,"Mateo_et_al_1997_17, Mateo_et_al_1997_22, Mateo_et_al_1997_27",Mateo_et_al_1997,1
"38.504,-0.226",3,"Mateo_unpublished_1, Mateo_unpublished_21, Mateo_unpublished_41",Mateo_unpublished,1
"38.6168,-76.6747",4,"Transect_C_0m, Transect_C_30m, Transect_C_60m, Transect_C_90m",Merrill_1999,1
"38.6886,-76.6891",4,"Transect_B_11m, Transect_B_2m, Transect_B_30m, Transect_B_60m",Merrill_1999,1
"38.728,1.4572",3,"Mateo_and_Serrano_unpublished_39, Mateo_and_Serrano_unpublished_43, Mateo_and_Serrano_unpublished_47",Mateo_and_Serrano_unpublished,1
"38.728,1.4592",2,"Mateo_and_Serrano_unpublished_51, Mateo_and_Serrano_unpublished_57",Mateo_and_Serrano_unpublished,1
"38.7402,-76.6864",4,"Transect_A_11m, Transect_A_30m, Transect_A_50m_1, Transect_A_50m_2",Merrill_1999,1
"38.9118,1.4583",3,"Mateo_and_Serrano_unpublished_24, Mateo_and_Serrano_unpublished_29, Mateo_and_Serrano_unpublished_34",Mateo_and_Serrano_unpublished,1
"39.2203,3.13738",2,"Holmer_et_al_2009_1, Holmer_et_al_2009_2",Holmer_et_al_2009,1
"39.22164,3.13887",2,"Holmer_et_al_2009_3, Holmer_et_al_2009_4",Holmer_et_al_2009,1
"39.3217,2.4257",2,"Holmer_et_al_2009_5, Holmer_et_al_2009_6",Holmer_et_al_2009,1
"39.4385,-76.2828",3,"Otter_Point_Creek_1, Otter_Point_Creek_2, Otter_Point_Creek_3",Merrill_1999,1
"39.845,8.519",3,"De_Falco_2006_1, De_Falco_2006_2, De_Falco_2006_3",De_Falco_2006,1
"39.8612,-75.1707",4,"WC1A_15, WC1A_30, WC1A_45, WC2A_15",Orson_1990,1
"39.9,2.56",12,"Holmer_et_al_2003_1, Holmer_et_al_2003_10, Holmer_et_al_2003_11, Holmer_et_al_2003_12, Holmer_et_al_2003_2, Holmer_et_al_2003_3, Holmer_et_al_2003_4, Holmer_et_al_2003_5, Holmer_et_al_2003_6, Holmer_et_al_2003_7, Holmer_et_al_2003_8, Holmer_et_al_2003_9",Holmer_et_al_2003,1
"40.1333,8.8333",3,"Lillebo_et_al_2006_1, Lillebo_et_al_2006_11, Lillebo_et_al_2006_21",Lillebo_et_al_2006,1
"40.6,0.716666667",14,"Barrón_et_al_2004_1, Barrón_et_al_2004_10, Barrón_et_al_2004_11, Barrón_et_al_2004_12, Barrón_et_al_2004_2, Barrón_et_al_2004_3, Barrón_et_al_2004_4, Barrón_et_al_2004_5, Barrón_et_al_2004_6, Barrón_et_al_2004_7, Barrón_et_al_2004_8, Barrón_et_al_2004_9, Pedersen_et_al_1997_1, Pedersen_et_al_1997_2","Barrón_et_al_2004, Pedersen_et_al_1997",2
"40.60794,-8.74647",2,"Figueiredo_da_Silva_et_al_2009_1, Figueiredo_da_Silva_et_al_2009_2",Figueiredo_da_Silva_et_al_2009,1
"40.6381,-8.73714",2,"Figueiredo_da_Silva_et_al_2009_3, Figueiredo_da_Silva_et_al_2009_4",Figueiredo_da_Silva_et_al_2009,1
"40.65486,-8.6986",2,"Figueiredo_da_Silva_et_al_2009_5, Figueiredo_da_Silva_et_al_2009_6",Figueiredo_da_Silva_et_al_2009,1
"40.696148,-8.67679",2,"Figueiredo_da_Silva_et_al_2009_7, Figueiredo_da_Silva_et_al_2009_8",Figueiredo_da_Silva_et_al_2009,1
"40.712687,-8.682124",2,"Figueiredo_da_Silva_et_al_2009_10, Figueiredo_da_Silva_et_al_2009_9",Figueiredo_da_Silva_et_al_2009,1
"40.722864,-8.690784",2,"Figueiredo_da_Silva_et_al_2009_11, Figueiredo_da_Silva_et_al_2009_12",Figueiredo_da_Silva_et_al_2009,1
"40.75454,-8.699355",2,"Figueiredo_da_Silva_et_al_2009_16, Figueiredo_da_Silva_et_al_2009_17",Figueiredo_da_Silva_et_al_2009,1
"40.790744,-8.661918",2,"Figueiredo_da_Silva_et_al_2009_19, Figueiredo_da_Silva_et_al_2009_20",Figueiredo_da_Silva_et_al_2009,1
"42.0289,-73.9221",2,"Tivoli_South_1_subtidal, Tivoli_South_2_fringe_marsh",Merrill_1999,1
"42.0362,-73.9236",4,"Tivoli_North_1, Tivoli_North_2, Tivoli_North_3, Tivoli_North_4_subtidal",Merrill_1999,1
"42.046,3.217",2,"Mateo_et_al_1997_49, Mateo_et_al_1997_59",Mateo_et_al_1997,1
"42.293,3.293",2,"Mateo_and_Serrano_unpublished_1, Serrano_unpublished_1","Mateo_and_Serrano_unpublished, Serrano_unpublished",2
"42.29305556,3.289166667",2,"Lo_Iacono_et_al_2008_1, Mateo_and_Romero_1997_3","Lo_Iacono_et_al_2008, Mateo_and_Romero_1997",2
"42.294,3.289",3,"Mateo_et_al_1997_32, Mateo_et_al_1997_35, Mateo_et_al_1997_38",Mateo_et_al_1997,1
"42.74125,-70.83334",2,"NE-L38, NE-L50",Deegan_et_al_2012,1
"43.4392,-3.7749",12,"Mateo_and_Serrano_unpublished_138, Mateo_and_Serrano_unpublished_160, Mateo_and_Serrano_unpublished_180, Mateo_and_Serrano_unpublished_203, Mateo_and_Serrano_unpublished_227, Mateo_and_Serrano_unpublished_252, Mateo_and_Serrano_unpublished_278, Mateo_and_Serrano_unpublished_298, Mateo_and_Serrano_unpublished_321, Mateo_and_Serrano_unpublished_340, Mateo_and_Serrano_unpublished_365, Mateo_and_Serrano_unpublished_389",Mateo_and_Serrano_unpublished,1
"44.2,9.12",2,"Danovaro_1996_1, Danovaro_and_Gambi_2002_1","Danovaro_1996, Danovaro_and_Gambi_2002",2
"44.333,9.233",18,"Danovaro_et_al_1994_1, Danovaro_et_al_1994_10, Danovaro_et_al_1994_11, Danovaro_et_al_1994_12, Danovaro_et_al_1994_13, Danovaro_et_al_1994_14, Danovaro_et_al_1994_15, Danovaro_et_al_1994_16, Danovaro_et_al_1994_17, Danovaro_et_al_1994_18, Danovaro_et_al_1994_2, Danovaro_et_al_1994_3, Danovaro_et_al_1994_4, Danovaro_et_al_1994_5, Danovaro_et_al_1994_6, Danovaro_et_al_1994_7, Danovaro_et_al_1994_8, Danovaro_et_al_1994_9",Danovaro_et_al_1994,1
"44.61875,-124.030783333333",4,"Hebert_et_al_2007_1, Hebert_et_al_2007_11, Hebert_et_al_2007_21, Hebert_et_al_2007_31",Hebert_et_al_2007,1
"44.6777,-1.66667",2,"Isaksen_and_Finster_1996_1, Isaksen_and_Finster_1996_2",Isaksen_and_Finster_1996,1
"48.0036,-122.1616",2,"SS_A, SS_B",Crooks_et_al_2014,1
"48.0307,-122.1784",2,"US_A, US_B",Crooks_et_al_2014,1
"48.0314,-122.1548",2,"HP_A, HP_B",Crooks_et_al_2014,1
"48.0352,-122.1626",2,"NE_A, NE_B",Crooks_et_al_2014,1
"48.0382,-122.1634",2,"MA_A, MA_B",Crooks_et_al_2014,1
"5.3,162.9",12,"M1453, M1454, M1455, M1456, M1457, M1458, M1459, M1460, M1461, M1462, M1463, M1464",Donato_et_al_2011,1
"5.3,163",15,"M0975, M0976, M0977, M1441, M1442, M1443, M1444, M1445, M1446, M1447, M1448, M1449, M1450, M1451, M1452","Chmura_et_al_2003, Donato_et_al_2011",2
"55.02,10",16,"Krause-Jensen_et_al_2011_202, Krause-Jensen_et_al_2011_207, Krause-Jensen_et_al_2011_212, Krause-Jensen_et_al_2011_217, Krause-Jensen_et_al_2011_222, Krause-Jensen_et_al_2011_227, Krause-Jensen_et_al_2011_231, Krause-Jensen_et_al_2011_236, Krause-Jensen_et_al_2011_35, Krause-Jensen_et_al_2011_36, Krause-Jensen_et_al_2011_37, Krause-Jensen_et_al_2011_38, Krause-Jensen_et_al_2011_39, Krause-Jensen_et_al_2011_40, Krause-Jensen_et_al_2011_41, Krause-Jensen_et_al_2011_42",Krause-Jensen_et_al_2011,1
"55.171973,10.493102",2,"Boschker_et_al_2000_1, Boschker_et_al_2000_2",Boschker_et_al_2000,1
"55.28,11.05",4,"Vichkovitten_and_Holmer_2005_1, Vichkovitten_and_Holmer_2005_11, Vichkovitten_and_Holmer_2005_16, Vichkovitten_and_Holmer_2005_6",Vichkovitten_and_Holmer_2005,1
"55.28955,9.43956",16,"Holmer_et_al_2006_1, Holmer_et_al_2006_13, Holmer_et_al_2006_17, Holmer_et_al_2006_21, Holmer_et_al_2006_25, Holmer_et_al_2006_29, Holmer_et_al_2006_33, Holmer_et_al_2006_37, Holmer_et_al_2006_41, Holmer_et_al_2006_45, Holmer_et_al_2006_49, Holmer_et_al_2006_5, Holmer_et_al_2006_53, Holmer_et_al_2006_57, Holmer_et_al_2006_61, Holmer_et_al_2006_9",Holmer_et_al_2006,1
"55.58,10.53",8,"Krause-Jensen_et_al_2011_142, Krause-Jensen_et_al_2011_147, Krause-Jensen_et_al_2011_152, Krause-Jensen_et_al_2011_157, Krause-Jensen_et_al_2011_31, Krause-Jensen_et_al_2011_32, Krause-Jensen_et_al_2011_33, Krause-Jensen_et_al_2011_34",Krause-Jensen_et_al_2011,1
"55.64,9.87",10,"Krause-Jensen_et_al_2011_177, Krause-Jensen_et_al_2011_182, Krause-Jensen_et_al_2011_187, Krause-Jensen_et_al_2011_192, Krause-Jensen_et_al_2011_197, Krause-Jensen_et_al_2011_26, Krause-Jensen_et_al_2011_27, Krause-Jensen_et_al_2011_28, Krause-Jensen_et_al_2011_29, Krause-Jensen_et_al_2011_30",Krause-Jensen_et_al_2011,1
"55.82,10.14",6,"Krause-Jensen_et_al_2011_162, Krause-Jensen_et_al_2011_167, Krause-Jensen_et_al_2011_172, Krause-Jensen_et_al_2011_23, Krause-Jensen_et_al_2011_24, Krause-Jensen_et_al_2011_25",Krause-Jensen_et_al_2011,1
"56.13,10.34",14,"Krause-Jensen_et_al_2011_111, Krause-Jensen_et_al_2011_115, Krause-Jensen_et_al_2011_119, Krause-Jensen_et_al_2011_124, Krause-Jensen_et_al_2011_129, Krause-Jensen_et_al_2011_133, Krause-Jensen_et_al_2011_137, Krause-Jensen_et_al_2011_16, Krause-Jensen_et_al_2011_17, Krause-Jensen_et_al_2011_18, Krause-Jensen_et_al_2011_19, Krause-Jensen_et_al_2011_20, Krause-Jensen_et_al_2011_21, Krause-Jensen_et_al_2011_22",Krause-Jensen_et_al_2011,1
"56.88,9.07",30,"Krause-Jensen_et_al_2011_1, Krause-Jensen_et_al_2011_10, Krause-Jensen_et_al_2011_101, Krause-Jensen_et_al_2011_106, Krause-Jensen_et_al_2011_11, Krause-Jensen_et_al_2011_12, Krause-Jensen_et_al_2011_13, Krause-Jensen_et_al_2011_14, Krause-Jensen_et_al_2011_15, Krause-Jensen_et_al_2011_2, Krause-Jensen_et_al_2011_3, Krause-Jensen_et_al_2011_4, Krause-Jensen_et_al_2011_43, Krause-Jensen_et_al_2011_48, Krause-Jensen_et_al_2011_5, Krause-Jensen_et_al_2011_53, Krause-Jensen_et_al_2011_54, Krause-Jensen_et_al_2011_59, Krause-Jensen_et_al_2011_6, Krause-Jensen_et_al_2011_64, Krause-Jensen_et_al_2011_67, Krause-Jensen_et_al_2011_7, Krause-Jensen_et_al_2011_72, Krause-Jensen_et_al_2011_77, Krause-Jensen_et_al_2011_8, Krause-Jensen_et_al_2011_81, Krause-Jensen_et_al_2011_86, Krause-Jensen_et_al_2011_9, Krause-Jensen_et_al_2011_91, Krause-Jensen_et_al_2011_96",Krause-Jensen_et_al_2011,1
"6.028306,80.250135",16,"M0140, M0141, M0142, M0143, M0144, M0145, M0146, M0147, M0148, M0149, M0150, M0151, M0152, M0153, M0154, M0155",Bouillon_et_al_2003,1
"7.50765,99.3033",13,"Povidisa_and_Delefosse_unpublished_1, Povidisa_and_Delefosse_unpublished_10, Povidisa_and_Delefosse_unpublished_11, Povidisa_and_Delefosse_unpublished_12, Povidisa_and_Delefosse_unpublished_13, Povidisa_and_Delefosse_unpublished_2, Povidisa_and_Delefosse_unpublished_3, Povidisa_and_Delefosse_unpublished_4, Povidisa_and_Delefosse_unpublished_5, Povidisa_and_Delefosse_unpublished_6, Povidisa_and_Delefosse_unpublished_7, Povidisa_and_Delefosse_unpublished_8, Povidisa_and_Delefosse_unpublished_9",Povidisa_and_Delefosse_unpublished,1
"7.515981,79.812103",22,"M0156, M0157, M0158, M0159, M0160, M0161, M0162, M0163, M0164, M0165, M0166, M0167, M0168, M0169, M0170, M0171, M0665, M0666, M0667, M0668, M0669, M0670","Bouillon_et_al_2003, Bouillon_et_al_2004_FEMS",2
"8,98.9",2,"M1538, M1539",Bukoski_et_al_2017,1
"8,99",6,"M1532, M1533, M1540, M1541, M1544, M1545",Bukoski_et_al_2017,1
"8.04,98.42",2,"Holmer_et_al_2001_1, Holmer_et_al_2001_2",Holmer_et_al_2001,1
"8.05,98.4167",2,"Kristensen_et_al_2000_1, Kristensen_et_al_2000_2",Kristensen_et_al_2000,1
"8.1,98.9",6,"M1534, M1535, M1536, M1537, M1542, M1543",Bukoski_et_al_2017,1
"8.4,100.2",12,"M1546, M1547, M1552, M1553, M1554, M1555, M1556, M1557, M1558, M1559, M1562, M1563",Bukoski_et_al_2017,1
"8.5,100.2",8,"M1548, M1549, M1550, M1551, M1560, M1561, M1564, M1565",Bukoski_et_al_2017,1
"9.5,138.1",12,"M1416, M1417, M1418, M1419, M1420, M1421, M1471, M1472, M1473, M1474, M1475, M1476",Donato_et_al_2011,1
"9.6,138.1",12,"M1465, M1466, M1467, M1468, M1469, M1470, M1477, M1478, M1479, M1480, M1481, M1482",Donato_et_al_2011,1
"9.6,138.2",6,"M1373, M1374, M1375, M1376, M1377, M1378",Donato_et_al_2011,1
