site_id,replicate,latitude,longitude,depth2,nag_aerob,ap_aerob,bg_aerob,xy_aerob,cb_aerob,extractable_nitrate_aerob,extractable_ammonium_aerob,extractable_srp_aerob,microbial_biomass_carbon_aerob,potentially_mineralizable_nitrate_aerob,potentially_mineralizable_ammonium_aerob,carbon_dioxide_rate_aerob,nag_anaerob,ap_anaerob,bg_anaerob,xy_anaerob,cb_anaerob,extractable_nitrate_anaerob,extractable_ammonium_anaerob,extractable_srp_anaerob,microbial_biomass_carbon_anaerob,potentially_mineralizable_nitrate_anaerob,potentially_mineralizable_ammonium_anaerob,carbon_dioxide_rate_anaerob,moisture_content_pcnt_field,bulk_density_g_cm_3_field,ph_field,pcnt_organic_matter_field,total_n_g_kg_field,total_c_g_kg_field,total_n_g_cm_3_field,total_c_g_cm_3_field,total_p_mg_kg_field,nag_field,ap_field,bg_field,xy_field,cb_field,extractable_doc_field,extractable_nitrate_field,extractable_ammonium_field,extractable_srp_field,microbial_biomass_c_field
2,2,29.4417,-89.9013,80-90,23.0452,25.5039,32.2346,12.0396,17.6433,19.1207,0.971306,0.00278525,24828.1,0.815814,-0.39738,13.0097,24.8493,24.5507,23.3711,11.3333,12.7637,11.474,3.145,0.00848311,25830.3,0.36042,-0.278959,4.31217,0.850897,0.0728014,7.55,48.4375,11.5319,229.617,839.538,16716.5,456.875,26.3999,15.1269,36.771,11.421,9.81199,425.893,6.06772,7.32938,0.00704356,8645.74
2,2,29.4417,-89.9013,90-100,13.7811,28.7427,14.5889,10.4992,8.13982,15.427,1.08696,0.00325301,18733.7,0.664814,-0.65669,13.7504,12.2079,16.8173,9.56962,6.51895,6.91761,6.89897,5.5432,0.00662091,16828.6,0.140602,-0.403387,5.28696,0.781613,0.113187,7.78,33.1765,8.1481,142.679,922.256,16149.3,406.324,6.47372,8.06498,5.02543,4.92746,4.41116,121.169,4.78994,11.594,0.00642857,5814.18
2,3,29.4417,-89.9013,0-5,6.80693,7.05475,11.1709,4.52238,6.58947,3.59792,7.20327,0.0,9652.41,0.148158,-0.661674,1.28772,19.7989,7.95456,17.1697,5.07064,6.03675,1.53847,37.6849,0.0,11205.5,0.020738,1.32632,0.78811,0.619344,0.196686,6.46,15.2488,3.0324,55.7266,596.43,10960.6,557.587,14.3154,19.1311,17.4649,4.61855,5.96305,108.019,1.2274,17.79,3.44322E-4,3151.89
2,3,29.4417,-89.9013,5-10,6.24585,4.52403,12.7335,6.1825,5.20124,2.99132,1.32737,8.48485E-4,12140.8,0.0971212,0.0452902,0.308214,24.5525,13.7244,25.599,8.70124,7.08409,1.0506,23.7564,0.0,10405.6,-0.0257858,1.54358,0.548926,0.6628,0.197192,5.57,18.6919,4.2725,75.2389,842.502,14836.5,702.471,10.9561,16.7815,21.3989,4.75568,6.10274,123.304,1.43739,0.602722,0.00525,3198.61
2,3,29.4417,-89.9013,10-20,11.1912,6.65,19.0213,6.04058,7.59462,5.08534,0.791488,0.0,11643.4,0.214034,-0.0572798,0.639322,36.5638,14.366,50.4424,12.4727,10.4178,2.35115,13.5703,3.77834E-4,13208.9,0.0460233,0.790825,0.457428,0.734775,0.149943,5.99,22.6829,5.3962,110.031,809.122,16498.4,666.463,13.264,12.3976,25.2779,6.49332,8.18803,118.549,1.6608,1.70796,0.00528846,4325.83
2,3,29.4417,-89.9013,20-30,8.00461,5.37636,16.8713,4.14359,5.63738,2.54041,1.48337,0.0,8200.42,0.10085,-0.218676,0.485903,18.3762,10.5959,28.6106,6.85558,7.40935,1.66984,10.939,0.0,9479.8,0.0495348,0.39712,0.323712,0.621698,0.236194,6.65,13.8682,2.774,48.3314,655.201,11415.6,474.355,11.2382,16.7178,24.297,4.79449,6.38241,NaN,0.926816,4.98219,0.00303571,NaN
2,3,29.4417,-89.9013,30-40,9.24749,9.5387,17.2686,6.9099,7.83305,3.33839,1.10786,0.0,14869.4,-0.031801,0.0370704,5.98165,20.1955,18.5393,24.6233,8.41029,8.16798,2.47913,3.73374,8.69565E-4,20810.1,-0.091205,0.2146,1.16315,0.793202,0.1236,7.21,31.2285,7.0989,138.338,877.424,17098.6,492.26,13.3265,15.6796,28.0079,7.231,6.79717,301.559,3.84721,0.514739,0.0133784,5613.01
2,3,29.4417,-89.9013,40-50,7.22274,5.10861,7.80944,7.19551,4.33008,1.59318,2.44625,0.0,9943.35,0.0202573,-0.259114,0.798268,17.7175,11.6898,15.9397,5.80752,5.83801,3.02716,4.32002,9.66258E-4,2434.16,0.117206,-0.151471,0.442753,0.651477,0.184017,7.15,15.0674,3.1591,58.302,581.329,10728.6,414.42,7.49876,10.1926,9.79769,3.9512,3.7796,133.6,1.26906,6.59208,0.00235599,2745.1
2,3,29.4417,-89.9013,50-60,28.3883,22.0698,52.3439,12.3682,18.2097,3.41329,1.83311,0.0,21205.1,-0.0473531,-0.0114309,3.76044,47.1792,20.4767,36.317,17.0097,11.972,6.34504,2.67728,0.00166351,24390.5,0.14494,0.0440844,1.92611,0.835269,0.0842255,7.32,42.3919,10.1695,198.289,856.531,16700.9,NaN,26.4877,31.4309,25.2337,10.9703,9.22305,356.718,4.17094,2.01601,0.00389404,7935.52
2,3,29.4417,-89.9013,60-70,53.3472,38.348,26.9152,11.8873,17.5006,1.57278,11.3641,0.0,25746.5,-0.113431,0.439563,7.48888,96.3424,39.8876,41.2827,22.0076,19.3002,11.7027,1.7247,0.00284431,11394.8,0.554337,-0.173759,4.0967,0.867685,0.0623227,7.48,60.1055,13.563,300.606,845.282,18734.6,NaN,36.1585,24.7548,23.4043,13.8404,9.67138,909.471,3.38767,4.33109,0.00178119,11256.0
2,3,29.4417,-89.9013,70-80,23.0185,34.9376,26.7692,16.9492,16.1234,28.2438,0.147696,0.0,1458.1,1.438,-0.32189,7.69098,32.7317,36.867,24.6741,16.0839,18.2423,8.5959,3.10209,0.00339302,26951.9,0.22401,-0.14639,2.49759,0.856687,0.068399,7.34,48.4697,12.6491,234.529,865.186,16041.5,353.149,18.9623,47.1452,14.412,10.463,8.39449,432.06,5.23574,5.29794,0.00852367,8400.52
2,3,29.4417,-89.9013,80-90,15.4725,26.0318,14.6152,10.7531,8.00941,25.6073,0.206654,0.0,10437.8,1.37838,-0.915714,9.03875,23.0516,18.9009,13.0202,8.62212,8.06698,5.47178,5.06495,0.00446939,13433.5,0.127907,-0.652875,3.70767,0.818655,0.0909818,7.47,38.9691,9.3777,204.946,853.2,18646.3,419.238,17.3972,21.5942,16.9455,9.67905,7.5643,1062.76,3.55318,14.8581,0.00722382,6068.59
2,3,29.4417,-89.9013,90-100,10.3394,26.7014,9.99812,6.28854,6.38446,2.50768,8.40666,0.0,10159.5,-0.0314304,-1.2175,12.9031,16.2209,17.6654,9.69084,7.34465,13.2,5.25689,6.98105,0.00256674,15958.3,0.149755,-1.39371,4.27506,0.766238,0.129211,7.72,30.3998,7.6831,138.569,992.744,17904.7,349.706,18.3337,13.5812,11.8902,5.50499,4.98693,296.814,3.01057,27.8867,0.00261438,6890.43
3,1,29.4414,-89.9026,0-5,8.51235,12.328,11.9345,1.1849,1.78847,144.913,0.0425897,0.476284,10401.3,8.99623,-2.88553,4.6766,19.8061,5.25732,22.2928,4.27313,3.85706,2.38922,22.243,7.4305E-4,6414.41,0.0943933,-1.59787,4.92227,0.56343,0.104296,7.74,15.2887,3.2998,82.2157,344.157,8574.79,416.667,15.0683,6.89623,13.7393,1.44685,1.80351,206.633,0.973317,46.2111,5.29342E-4,2802.45
3,1,29.4414,-89.9026,5-10,4.19609,3.25386,9.83771,0.564286,1.43574,5.3006,0.602562,0.0204125,10316.0,0.271883,-0.445753,5.10758,31.9218,0.0517596,33.9236,6.25616,5.86037,3.98077,7.45068,0.00185464,8129.47,0.20202,-0.0189289,4.73719,0.633465,0.102435,7.25,15.0934,3.4859,59.8084,357.078,6126.47,407.676,8.71625,5.75071,17.1044,0.889972,0.813596,163.301,0.950472,7.73461,0.00233333,3349.87
3,1,29.4414,-89.9026,10-20,8.21391,2.66686,31.0264,0.687434,4.25813,6.67957,0.515294,0.025593,14649.2,0.335558,-0.260356,3.4598,40.1484,5.86391,70.5109,11.9083,18.7062,5.00598,4.05101,0.00188142,10697.0,0.246356,-0.0419986,2.68596,0.706203,0.159007,7.51,19.0214,4.236,78.9699,673.554,12556.8,400.843,1.75056,5.228,6.73625,0.380042,0.171395,173.812,1.31064,4.68099,0.00726126,4295.42
3,1,29.4414,-89.9026,20-30,4.77728,1.1434,8.72357,0.360114,1.41053,3.36064,1.03895,0.0147241,11286.2,0.10901,-0.105003,7.50579,33.5511,9.49556,63.6413,14.0888,7.78388,2.63396,8.75988,0.00202422,9556.77,0.0678321,0.402726,3.09416,0.608566,0.240651,7.73,11.7173,2.6928,48.529,648.024,11678.5,381.897,14.031,3.55044,9.85944,0.884701,0.454338,126.502,1.61647,2.71899,0.00559036,2319.58
3,1,29.4414,-89.9026,30-40,18.9091,7.8453,88.7323,18.6004,7.8588,10.0602,0.280104,0.0304,10605.1,0.489113,-0.0967242,18.2912,65.0329,7.27742,108.624,14.3296,15.8702,21.7995,1.13144,0.0128571,10050.2,1.30434,-0.0464169,28.1817,0.70235,0.16475,8.5,19.15,4.4797,84.0989,738.029,13855.3,412.954,6.98778,6.57465,23.7434,2.78386,1.93005,210.218,2.23438,1.82769,0.0113725,4101.82
3,1,29.4414,-89.9026,40-50,15.0421,7.84568,18.1029,1.16373,4.06717,3.23878,1.11409,0.00944444,12804.3,0.0513758,-0.108376,8.93901,32.4855,9.01301,43.4292,13.2947,4.90976,6.14048,2.99758,0.00453159,13578.2,0.248247,0.00996531,9.21295,0.721826,0.153417,7.49,23.3697,4.6538,95.1849,713.973,14603.0,393.087,16.9626,8.78619,9.68951,1.8513,0.365958,214.881,2.41677,2.8481,0.00699611,4092.29
3,1,29.4414,-89.9026,50-60,33.3315,28.8717,91.9877,25.3615,8.46436,7.36892,1.23144,0.00415625,23984.3,-0.143214,0.0230534,26.1655,138.273,11.0979,72.7241,43.0993,12.7939,16.1553,1.42441,0.00749212,18856.8,0.432999,0.0374553,39.9861,0.848664,0.0725212,7.44,53.836,12.7633,270.113,925.609,19588.9,489.583,56.3885,18.3222,32.0959,4.97628,1.38305,441.838,9.66034,0.862585,0.0128469,7585.18
3,1,29.4414,-89.9026,60-70,30.4059,26.0398,79.5071,12.2585,12.0701,14.5544,0.358354,0.0163281,27776.5,0.389726,-0.0609185,18.8331,72.9126,14.895,106.022,17.14,15.9629,14.9589,1.15363,0.0108,26578.1,0.442677,-0.0119616,16.4046,0.867876,0.0627395,7.27,60.7109,15.63,296.434,980.619,18598.1,480.948,26.5981,27.5194,38.0327,3.64484,1.78384,679.797,8.31877,1.33305,0.0142555,10772.5
3,1,29.4414,-89.9026,70-80,47.5656,48.0582,45.1953,4.92438,7.43631,10.6249,0.971509,0.00347059,36433.4,0.308341,-0.18103,102.202,50.4712,30.9962,60.2887,8.53348,6.3556,19.452,0.743679,0.0152486,23455.6,0.917372,-0.208288,27.0077,0.868087,0.0587003,7.89,55.1104,13.9218,268.087,817.213,15736.8,449.024,34.7579,83.551,11.5508,8.22605,0.526691,508.866,5.69146,3.86799,0.0107652,9583.37
3,1,29.4414,-89.9026,80-90,38.9499,24.9529,43.964,8.16262,4.88166,8.35255,1.73412,0.00237883,17858.4,0.255083,-0.401064,56.186,32.7183,43.7386,33.0511,4.68811,5.51167,41.4287,0.508827,0.0333034,17754.5,2.47716,-0.509488,86.0494,0.820441,0.089428,7.93,17.4287,9.8878,189.887,884.246,16981.2,534.376,6.68734,8.40849,5.91809,1.1779,0.285718,558.271,4.27121,8.15114,0.0092304,7482.25
3,1,29.4414,-89.9026,90-100,7.61797,14.4409,29.4163,5.69706,8.78158,7.20537,1.59655,0.00301754,22658.9,0.10674,-0.316985,36.4516,22.7298,7.64555,24.6181,3.18684,2.10903,11.6041,1.78601,0.0150858,20045.3,0.407105,-0.325486,81.8876,0.849917,0.0748238,8.23,33.9133,13.4038,223.669,1002.92,16735.8,554.169,4.75317,8.44566,5.46525,1.95862,0.41131,616.778,5.49754,6.66831,0.0117599,9058.56
3,2,29.4414,-89.9026,0-5,3.52469,4.85357,10.8275,0.761235,1.78645,6.48933,0.449588,0.0178082,9739.78,0.352508,-1.3147,4.63784,9.37523,6.00463,29.8725,5.22369,3.24686,3.64039,9.44223,8.28306E-4,7266.29,0.186079,-0.802835,3.94446,0.610699,0.117215,7.78,15.0529,3.4076,62.0687,399.423,7275.41,414.293,3.98112,15.3722,6.83872,1.01882,0.654203,124.924,0.849206,21.4848,0.00139726,3023.34
3,2,29.4414,-89.9026,5-10,4.77719,8.20861,16.8659,0.929011,1.64079,3.50139,0.782332,0.0341912,6654.59,0.156316,-0.140398,1.20269,19.8554,4.1335,48.552,7.42468,4.33318,11.2286,3.38741,0.00361675,7600.81,0.681885,0.023914,1.73988,0.597919,0.11355,7.26,12.2824,2.9443,55.8252,334.324,6338.93,408.832,2.27777,3.22881,2.49508,0.215332,0.0803225,138.904,1.00033,3.0287,0.00364286,2436.06
3,2,29.4414,-89.9026,10-20,19.1715,10.5098,41.0126,9.73959,6.78672,25.2437,0.127125,0.09625,8867.06,1.5188,-0.268071,2.93845,20.1568,8.70842,35.9524,17.9281,4.81771,10.4273,1.54729,0.00724752,12226.3,0.632291,-0.191264,2.15314,0.666963,0.186756,7.95,17.1726,4.1994,74.1015,784.263,13838.9,383.165,46.3713,29.1599,13.7593,3.64915,1.97069,238.844,0.942913,4.41626,0.00582781,3490.83
3,2,29.4414,-89.9026,20-30,25.334,5.52019,35.015,4.04177,3.34071,2.50597,1.60849,0.00925743,5907.0,0.113729,-0.181325,1.64667,15.3527,8.0488,32.5488,10.1889,3.8096,4.80123,6.70952,0.00416873,6038.24,0.274329,0.146655,5.32157,0.509295,0.302614,7.66,8.16065,1.2916,23.8271,390.856,7210.42,388.079,13.0993,11.8496,3.91859,0.522709,0.224093,106.255,0.686297,4.50969,0.00858261,1465.33
3,2,29.4414,-89.9026,30-40,20.8121,10.0444,66.5302,10.2318,9.7681,14.0891,0.817607,0.0120245,9512.77,0.750152,-0.115447,7.85345,27.0671,10.7999,48.2762,13.3402,6.1401,5.9483,3.67679,0.00518484,12520.2,0.25744,0.0674687,7.80206,0.711734,0.16001,7.62,20.7541,5.4606,93.9265,873.753,15029.2,394.457,2.75972,23.2133,11.8891,0.902817,0.258192,254.431,2.0867,2.66476,0.00926471,4341.9
3,2,29.4414,-89.9026,40-50,10.7907,5.74391,17.9527,0.901022,2.15831,2.80716,0.94624,0.0195758,12013.3,0.0789096,-0.286704,12.0064,0.928231,0.0,0.276029,0.0,0.0,3.10938,4.78875,0.00295135,11453.5,0.104318,-0.0496506,5.05064,0.69581,0.165585,7.7,16.4572,4.3485,81.4824,720.048,13492.3,362.09,8.01688,18.9727,9.60053,2.39932,0.574825,223.752,1.54461,5.53351,0.00529582,3485.43
3,2,29.4414,-89.9026,50-60,32.668,39.2486,34.9759,3.12742,4.58479,7.25782,0.38306,0.00904348,24814.9,0.115418,-0.103521,28.2576,85.1959,16.6852,59.0296,14.4043,6.46748,16.3429,1.13902,0.00937908,29750.1,0.728785,-0.0600251,31.3301,0.856519,0.0716931,7.39,56.9814,13.9769,298.142,1002.05,21374.8,461.809,35.6746,54.8372,9.17855,4.01604,0.620875,790.659,5.41114,2.0394,0.00579551,10428.9
3,2,29.4414,-89.9026,60-70,20.0283,26.0963,19.6605,4.0746,1.81114,8.97307,1.17995,0.00448855,27605.0,0.199198,-0.0944153,53.0954,46.0424,19.7373,33.4193,3.19368,3.09407,14.9166,0.0,0.0,33243.5,0.608713,-0.179373,31.2911,0.864781,0.0659222,7.56,46.5015,15.1728,260.868,1000.22,17197.0,587.901,19.3901,128.47,13.7035,3.17467,1.06501,720.956,5.7859,2.69059,0.0148244,10210.1
3,2,29.4414,-89.9026,70-80,41.8607,41.6197,63.6526,6.68126,10.9492,9.23351,1.55959,0.00349859,14555.2,0.234577,-0.196946,28.4465,60.9581,26.5837,60.2325,4.08377,4.88377,17.5612,0.0,0.0,33393.3,0.805395,-0.314049,17.2468,0.86835,0.0632729,7.75,66.3895,15.7415,345.342,996.01,21850.8,408.403,24.2198,NaN,23.3026,6.87571,2.15274,718.66,5.48027,4.71073,0.0122869,9447.2
3,2,29.4414,-89.9026,80-90,5.47242,33.9055,14.565,1.01634,3.04129,4.17206,4.44869,0.00200437,17125.3,0.117947,-0.961191,42.7532,12.7163,7.97989,9.46697,1.9532,1.4221,8.94041,0.0,0.0,12484.9,0.443699,-1.32185,16.5962,0.744013,0.130922,7.95,28.6189,8.5328,122.314,1117.13,16013.6,342.248,1.68888,5.04363,1.52444,0.563131,0.152747,397.709,2.28492,19.8277,0.00766035,4694.61
3,2,29.4414,-89.9026,90-100,14.346,27.5219,18.9021,3.30834,3.89969,10.4124,1.2329,0.00381818,8342.85,0.335504,-0.478849,58.993,0.43613,0.0,0.0,0.0,0.336806,11.8405,0.0,0.0,27310.6,0.453077,-0.592966,27.6167,0.847195,0.0772228,7.75,58.819,17.5756,291.015,1357.24,22473.0,457.694,3.99915,6.4256,2.87621,1.45231,0.167473,793.936,5.04432,8.8945,0.00940381,12996.3
3,3,29.4414,-89.9026,0-5,5.41297,9.98321,16.7026,0.780534,1.33157,4.07027,0.711991,0.0,9979.69,0.192869,-0.307225,3.92016,8.37976,18.0555,20.5152,3.12567,2.65315,5.06679,4.5707,0.0,7973.56,0.272162,-0.070459,3.88972,0.586808,0.103156,7.35,15.1685,4.5827,67.8346,472.731,6997.52,406.835,12.3517,13.562,13.4172,2.92097,4.35278,179.771,0.98436,5.62759,0.00269608,2085.91
3,3,29.4414,-89.9026,5-10,1.83986,3.89578,7.78283,0.328953,1.32097,4.86165,0.742025,0.014,8449.29,0.241024,-0.130432,3.04982,6.95688,18.9794,25.8758,1.75936,2.78522,4.83758,5.66423,0.0,6335.27,0.255488,0.189019,0.814212,0.593411,0.0898316,7.57,17.6112,7.4541,69.4837,669.614,6241.83,391.165,4.18272,7.74517,5.5504,1.29778,2.09638,149.231,1.00526,2.82894,0.00908571,2198.35
3,3,29.4414,-89.9026,10-20,2.88837,4.65747,9.85507,0.326724,1.4784,5.95049,0.621466,0.0,7876.56,0.305496,-0.110579,2.943,10.5958,8.71396,32.8376,4.6618,5.51405,5.41731,3.05041,0.0,6605.19,0.290317,0.0439783,2.30718,0.585228,0.241165,7.69,13.5353,2.8102,54.3897,677.721,13116.9,409.281,7.7144,6.05865,8.5379,5.67912,2.50526,151.301,1.06256,2.39074,0.00412632,2374.06
3,3,29.4414,-89.9026,20-30,3.63009,1.07522,9.38702,0.672707,1.35734,3.91286,0.856905,0.0,9319.03,0.197114,-0.166888,6.00582,0.488515,9.04165,27.4604,4.11862,3.71017,3.18335,6.09326,5.59671E-4,7182.15,0.16162,0.171076,3.32564,0.516692,0.265496,7.61,7.38236,1.3678,28.3868,363.146,7536.59,387.715,8.69411,7.6905,10.5677,3.32765,4.169,149.241,0.75904,3.52712,0.00752,1590.42
3,3,29.4414,-89.9026,30-40,0.289015,14.0517,24.3621,2.86403,6.7886,5.96268,1.95052,0.00235294,14459.6,0.270098,-0.0411988,29.3167,24.2966,12.5698,34.4353,7.06312,4.58757,8.1092,2.47991,0.00118327,8528.18,0.431206,-0.00865258,4.80335,0.68427,0.174601,7.7,14.7939,3.2797,63.7648,572.639,11133.4,417.138,13.3125,10.0146,25.5549,4.56215,5.28888,266.668,1.64111,2.6097,0.0053125,3508.88
3,3,29.4414,-89.9026,40-50,22.7358,4.27965,16.889,1.13265,2.52159,8.24832,0.344466,0.0,30439.2,0.395861,-0.171167,11.8628,36.5411,15.6996,32.4725,4.98849,3.97685,7.37669,2.77046,0.00237008,9129.1,0.364143,-0.0208449,5.66032,0.723947,0.151962,7.58,20.3655,4.9284,100.226,748.927,15230.5,405.352,19.064,9.53574,20.113,2.93085,3.03878,272.161,1.91454,3.08313,0.00513761,4211.92
3,3,29.4414,-89.9026,50-60,33.938,24.9611,59.3946,20.4382,8.6755,13.4658,0.521819,0.00515029,NaN,0.548518,-0.0862419,76.3012,126.605,21.5793,57.3419,14.5639,8.36028,16.2961,1.13934,0.00766593,28300.3,0.773777,-0.0508236,42.6941,0.868716,0.0626338,7.74,61.3477,13.6462,298.474,854.713,18694.6,451.482,67.143,24.994,124.116,27.377,14.6152,536.107,4.68948,1.90169,0.00381173,9332.15
3,3,29.4414,-89.9026,60-70,55.3754,18.7721,111.778,8.93832,10.8901,14.0457,1.04328,0.0,25251.6,0.545795,-0.107251,82.1693,61.3355,16.7466,0.433359,5.38874,6.97949,11.0701,1.01599,0.00583755,23040.1,0.383813,-0.116221,49.3478,0.850252,0.0766847,7.68,50.751,12.3072,246.204,943.774,18880.1,456.917,23.4132,15.5052,67.0631,7.81222,1.74014,667.825,5.31295,2.7593,0.00967925,11769.3
3,3,29.4414,-89.9026,70-80,53.1706,91.7377,68.4583,9.85806,6.89655,14.3011,0.740435,0.0,30199.3,0.58167,-0.199979,18.9702,44.7309,90.3426,58.101,4.92745,5.84144,19.2481,0.694825,0.00476205,25511.6,0.95025,-0.216352,18.6076,0.868312,0.0646538,7.4,54.9645,14.6695,281.488,948.439,18199.3,443.558,23.607,36.0277,110.712,7.00476,8.81656,694.451,4.99439,3.9401,0.0102273,12247.0
3,3,29.4414,-89.9026,80-90,20.5003,44.6721,34.6532,2.9678,2.39013,10.9502,1.3662,0.0,21394.9,0.411166,-0.280922,33.6397,39.0156,33.8121,38.6114,3.31191,3.90242,11.9071,1.33903,0.00935696,18831.6,0.50237,-0.301462,46.1033,0.827317,0.0863828,7.92,45.8043,11.4874,210.94,992.314,18221.6,483.085,10.3033,8.41192,38.3471,3.69055,1.20855,473.734,4.37153,5.86096,0.0114652,5910.48
3,3,29.4414,-89.9026,90-100,0.0,34.0456,14.0743,2.76789,1.5569,8.76493,2.15565,1.74194E-4,16788.3,0.304826,-0.517768,26.4969,27.9228,20.2184,20.4252,2.93024,2.73844,9.91659,2.36568,0.0133778,18750.7,0.401924,-0.538284,28.6112,0.812998,0.0916657,7.99,41.7464,10.9698,194.332,1005.55,17813.6,437.482,5.36492,8.46052,6.79542,1.73722,0.624528,476.886,9.57207,3.95804,0.0332594,8144.03
