Site_id,lat,lon,replicate,sampling_date,depth,moisture_content_pcnt,bulk_density_g_cm_3,pcnt_organic_matter,total_c_g_kg,carbon_density_g_cm_3,total_n_g_kg,labile_c_g_kg,refractory_c_g_kg,total_p_mg_kg,total_ip_mg_kg,total_op_mg_kg,bg,xy,ap,extractable_ammonium,extractable_srp,potentially_mineralizable_ammonium,potentially_mineralizable_phosphorus
Marsh_1,29.446837,-89.905628,1,2018-09-17,0-10,73.78650,0.2920,25.9928,120.9000,0.0353,6.3000,20.5015,100.3985,500.9567,214.9563,286.0003,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,10-20,76.17689,0.2528,28.5124,110.2000,0.0279,6.3000,25.0940,85.1060,354.3182,146.3824,207.9358,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,20-30,74.97943,0.2804,27.0000,116.5000,0.0327,6.5000,21.3739,95.1261,455.7667,152.8918,302.8749,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,30-40,78.46711,0.2345,27.2401,115.9000,0.0272,6.5000,22.3781,93.5219,444.3369,137.5000,306.8369,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,40-50,79.13160,0.2361,29.0698,127.9000,0.0302,6.7000,23.2358,104.6642,425.7703,131.4560,294.3143,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,50-60,80.84387,0.2001,36.3309,153.8000,0.0308,7.9000,27.7762,126.0238,410.5216,99.5570,310.9646,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,60-70,83.79059,0.1750,45.7746,204.2000,0.0357,10.0000,25.9250,178.2750,418.3099,105.0813,313.2286,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,70-80,84.61038,0.1588,39.5543,173.8000,0.0276,9.8000,30.8791,142.9209,385.3064,70.5357,314.7707,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,80-90,85.83843,0.1488,47.5556,227.9000,0.0339,13.1000,44.3974,183.5026,460.2889,292.9592,167.3297,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,90-100,85.15244,0.1683,49.3506,217.2000,0.0366,11.4000,37.8493,179.3507,448.8095,74.5556,374.2540,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,100-110,67.68158,0.3665,18.7391,65.0600,0.0238,4.0300,13.2019,51.8581,264.4046,97.3391,167.0654,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,110-120,88.64601,0.1094,74.7788,345.4100,0.0378,19.7200,57.1604,288.2496,331.2777,47.1683,284.1094,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,120-130,87.48592,0.1235,72.7273,357.1700,0.0441,22.4200,57.3983,299.7717,352.8409,31.5789,321.2620,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,130-140,85.72087,0.1384,61.1111,294.2900,0.0407,17.9500,43.5980,250.6920,346.3942,62.7321,283.6621,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,140-150,84.92252,0.1459,55.6777,264.0100,0.0385,16.1700,35.7722,228.2378,351.3049,74.2857,277.0192,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,150-160,81.03105,0.1832,44.7090,195.4300,0.0358,12.0300,28.2517,167.1783,338.8393,99.8851,238.9542,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,160-170,58.92099,0.5161,14.0351,49.2100,0.0254,2.5000,7.0583,42.1517,326.8640,208.3763,118.4877,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,170-180,43.45009,0.7533,2.3995,13.2500,0.0100,0.7600,2.9041,10.3459,485.1822,313.2317,171.9505,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,1,2018-09-17,180-190,38.18799,0.9643,6.3241,9.5700,0.0092,0.4100,2.2569,7.3131,423.0978,350.9239,72.1739,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,0-10,69.76258,0.3297,19.8413,89.9000,0.0296,4.5000,23.2599,66.6401,491.9444,230.1630,261.7814,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,10-20,73.93985,0.2776,23.5099,95.1000,0.0264,4.9000,17.1142,77.9858,401.7550,28.4861,373.2689,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,20-30,72.04168,0.3207,20.4918,79.3000,0.0254,4.7000,15.7477,63.5523,430.9836,175.3198,255.6638,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,30-40,82.33579,0.1855,35.0575,176.8000,0.0328,8.4000,29.6073,147.1927,469.3966,119.8276,349.5690,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,40-50,77.88020,0.2402,23.4513,107.6000,0.0258,5.9000,20.4653,87.1347,415.6637,185.5360,230.1277,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,50-60,79.57420,0.2204,28.5714,135.3000,0.0298,7.2000,17.8632,117.4368,472.7381,165.2926,307.4455,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,60-70,83.01611,0.1763,41.2245,207.9000,0.0367,9.8000,32.9781,174.9219,466.2653,101.9074,364.3579,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,70-80,82.98094,0.1709,41.6058,189.6000,0.0324,10.3000,27.6834,161.9166,513.8686,83.1157,430.7529,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,80-90,83.12252,0.1920,40.2098,198.1000,0.0380,10.9000,28.2290,169.8710,459.8077,86.5302,373.2775,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,90-100,82.11224,0.1915,37.5000,172.5000,0.0330,9.3000,31.0952,141.4048,483.1081,94.7479,388.3602,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,100-110,89.38814,0.1033,73.5507,347.9200,0.0359,21.6500,57.8526,290.0674,336.2772,33.6111,302.6661,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,110-120,88.09198,0.1094,75.8824,363.6900,0.0398,23.6000,74.1193,289.5707,393.0882,29.2717,363.8165,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,120-130,79.38845,0.1948,58.8933,263.0200,0.0512,16.9700,39.2143,223.8057,359.5109,66.1594,293.3514,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,130-140,81.42935,0.3700,50.3676,213.5000,0.0790,13.6000,29.7619,183.7381,375.3447,78.2394,297.1052,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,140-150,73.26627,0.2976,31.4607,130.6200,0.0389,6.7700,14.3646,116.2554,283.3041,106.2802,177.0239,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,150-160,52.74230,0.6292,7.8704,34.1200,0.0215,1.7700,4.6466,29.4734,339.9306,241.3723,98.5583,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,160-170,42.03564,0.8151,6.3465,13.1400,0.0107,0.5800,3.0448,10.0952,407.5472,321.3348,86.2124,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,170-180,43.33237,0.9092,4.5534,10.1100,0.0092,0.5300,2.5860,7.5240,395.5232,322.0588,73.4644,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,2,2018-09-17,180-190,40.38760,0.8992,6.9355,14.7600,0.0133,0.8400,2.6444,12.1156,408.1754,329.3067,78.8687,nd,nd,nd,nd,nd,nd,nd
Marsh_1,29.446837,-89.905628,3,2019-08-07,0-10,77.08430,0.2538,nd,nd,nd,nd,nd,nd,nd,nd,nd,3362.20,1065.04,4677.84,2.23,0.23,31.89,2.11
Marsh_1,29.446837,-89.905628,3,2019-08-07,40-50,79.77030,0.2121,nd,nd,nd,nd,nd,nd,nd,nd,nd,3164.70,503.47,5394.37,2.49,0.31,9.66,0.31
Marsh_1,29.446837,-89.905628,3,2019-08-07,80-90,81.54530,0.1975,nd,nd,nd,nd,nd,nd,nd,nd,nd,8069.94,1959.01,17104.76,19.03,1.14,8.17,0.65
Marsh_1,29.446837,-89.905628,3,2019-08-07,120-130,87.30740,0.1253,nd,nd,nd,nd,nd,nd,nd,nd,nd,7459.21,1346.80,9686.62,35.88,3.27,13.61,0.91
Marsh_1,29.446837,-89.905628,3,2019-08-07,160-170,51.48290,0.6776,nd,nd,nd,nd,nd,nd,nd,nd,nd,3973.45,460.92,3401.27,12.79,0.64,6.61,0.05
Marsh_2,29.44679,-89.905927,1,2018-09-17,0-10,72.77564,0.2935,25.7294,126.4910,0.0371,6.7870,26.4553,100.0357,510.0265,193.3824,316.6442,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,10-20,76.93493,0.2405,31.7623,134.4570,0.0323,7.5200,23.9395,110.5175,443.2684,246.3801,196.8884,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,20-30,73.66962,0.3000,23.4273,93.7230,0.0281,6.5570,19.2286,74.4944,408.9805,179.0094,229.9710,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,30-40,73.72852,0.2923,23.5521,101.7590,0.0297,6.3170,20.1075,81.6515,426.3031,149.4463,276.8568,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,40-50,62.49773,0.4517,10.8497,43.0610,0.0195,2.8390,8.9367,34.1243,360.4118,222.9255,137.4862,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,50-60,81.43822,0.1945,34.4720,156.4840,0.0304,8.8970,27.7603,128.7237,422.2360,117.7717,304.4643,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,60-70,82.52049,0.1951,34.2618,162.2900,0.0317,9.5190,31.7414,130.5486,378.4123,87.9098,290.5024,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,70-80,84.73611,0.1614,44.4853,196.6940,0.0317,11.7340,36.4560,160.2380,326.3603,44.1261,282.2342,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,80-90,80.42359,0.2040,37.3529,172.5200,0.0352,10.2290,33.8610,138.6590,394.5441,83.0314,311.5127,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,90-100,83.82892,0.1757,42.8177,200.2960,0.0352,12.4690,31.5149,168.7811,475.2486,84.7541,390.4945,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,100-110,60.48688,0.4385,17.1875,54.9500,0.0241,3.3200,9.8190,45.1310,330.6445,198.4628,132.1817,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,110-120,68.46192,0.3588,24.8780,101.9300,0.0366,6.2300,18.2248,83.7052,410.4878,221.6759,188.8119,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,120-130,84.82615,0.1834,57.2491,280.3800,0.0514,16.5500,43.4545,236.9255,338.1273,72.7716,265.3557,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,130-140,84.98329,0.1823,56.1594,274.7600,0.0501,16.7600,41.0769,233.6831,242.1196,67.1971,174.9224,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,140-150,80.38997,0.2292,41.8919,192.8400,0.0442,11.3900,26.8976,165.9424,313.5557,78.0967,235.4591,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,150-160,48.29177,0.6973,8.2105,22.1900,0.0155,1.2300,4.0482,18.1418,291.7895,238.3333,53.4561,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,160-170,39.10349,0.8845,5.4656,10.3500,0.0092,0.5000,2.0077,8.3423,405.8198,353.5714,52.2484,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,1,2018-09-17,170-180,31.90087,1.0605,4.8017,5.5100,0.0058,0.1700,1.3077,4.2023,417.2364,376.1792,41.0572,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,0-10,74.51840,0.2821,28.3379,126.2000,0.0356,5.8000,23.4067,102.7933,468.7738,173.8208,294.9531,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,10-20,68.45653,0.3696,19.3853,81.6000,0.0302,4.2000,16.6763,64.9237,484.9882,248.2882,236.7000,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,20-30,69.99870,0.3237,21.6704,92.6000,0.0300,5.4000,14.9245,77.6755,440.8691,168.3333,272.5357,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,30-40,74.93591,0.2911,22.8571,98.0000,0.0285,5.6000,16.5479,81.4521,445.1857,148.3980,296.7877,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,40-50,78.43868,0.2487,28.6245,138.6000,0.0345,7.6000,20.9708,117.6292,417.1004,134.6473,282.4531,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,50-60,84.03310,0.1727,46.7492,212.3000,0.0367,10.4000,31.2427,181.0573,456.6873,84.9265,371.7608,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,60-70,86.35803,0.1421,43.8053,197.9000,0.0281,11.2000,38.3594,159.5406,346.5487,39.2857,307.2630,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,70-80,84.57544,0.1695,38.7205,182.7000,0.0310,9.9000,33.3238,149.3762,371.1111,63.0799,308.0312,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,80-90,74.56947,0.2795,21.6625,97.7000,0.0273,6.0000,19.0642,78.6358,347.0403,76.4603,270.5800,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,90-100,76.84189,0.2621,27.1293,131.7000,0.0345,8.3000,23.2719,108.4281,370.9464,80.2083,290.7380,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,100-110,88.72307,0.1102,68.5714,324.6600,0.0358,17.8600,56.1328,268.5272,368.3036,53.9365,314.3671,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,110-120,88.68668,0.1186,72.9167,355.0600,0.0421,23.9300,58.2419,296.8181,345.4687,34.1443,311.3245,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,120-130,85.63247,0.1418,60.8911,308.2200,0.0437,18.5900,45.9170,262.3030,352.2587,65.6808,286.5779,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,130-140,82.11247,0.1750,48.1982,227.9600,0.0399,14.7200,30.3874,197.5726,351.1824,69.5864,281.5961,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,140-150,68.64109,0.3273,23.4756,89.3900,0.0293,5.3400,13.1240,76.2660,292.3971,152.6376,139.7595,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,150-160,46.50978,0.6862,8.0082,18.4500,0.0127,1.0200,3.5739,14.8761,362.1022,266.7245,95.3776,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,160-170,39.45626,0.8862,4.8319,8.0100,0.0071,0.3500,1.9967,6.0133,406.8671,357.1839,49.6832,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,2,2018-09-17,170-180,94.55906,0.8915,6.3325,7.3600,0.0066,0.2700,1.4775,5.8825,452.2263,397.0365,55.1898,nd,nd,nd,nd,nd,nd,nd
Marsh_2,29.44679,-89.905927,3,2019-08-07,0-10,70.92850,0.3416,nd,nd,nd,nd,nd,nd,nd,nd,nd,2820.38,458.31,6063.81,0.93,0.71,16.2,0.4
Marsh_2,29.44679,-89.905927,3,2019-08-07,40-50,69.64580,0.3373,nd,nd,nd,nd,nd,nd,nd,nd,nd,2078.39,814.50,4943.20,1.25,0.15,16.24,0.18
Marsh_2,29.44679,-89.905927,3,2019-08-07,80-90,85.10880,0.1624,nd,nd,nd,nd,nd,nd,nd,nd,nd,3116.58,512.85,8087.32,23.76,5.30,11.84,0.96
Marsh_2,29.44679,-89.905927,3,2019-08-07,120-130,86.45530,0.1305,nd,nd,nd,nd,nd,nd,nd,nd,nd,15120.49,2089.38,20124.00,39.58,1.04,15.94,1.21
Marsh_2,29.44679,-89.905927,3,2019-08-07,160-170,46.91590,0.6873,nd,nd,nd,nd,nd,nd,nd,nd,nd,2159.05,723.08,2688.63,10.45,0.28,6.48,0.07
Marsh_3,29.446688,-89.905857,1,2018-09-17,0-10,77.00557,0.2421,36.4444,151.4010,0.0367,7.3680,34.1779,117.2231,487.4222,122.1042,365.3180,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,10-20,77.22358,0.2557,31.7604,134.4450,0.0344,6.7520,31.4453,102.9997,460.3630,136.5202,323.8428,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,20-30,73.28809,0.3152,26.7578,110.4560,0.0348,5.8620,22.8520,87.6040,424.8535,150.6522,274.2013,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,30-40,76.83412,0.2709,26.2557,104.7850,0.0284,5.8280,20.3979,84.3871,381.9863,242.8401,139.1462,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,40-50,81.15194,0.2073,34.7722,130.7670,0.0271,7.0550,26.9707,103.7963,370.6235,151.3100,219.3135,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,50-60,81.09904,0.2095,39.2086,184.4000,0.0386,8.7450,33.2542,151.1458,422.3921,118.6455,303.7466,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,60-70,84.53666,0.1768,47.0874,207.4190,0.0367,10.4810,35.6094,171.8096,356.6990,68.0952,288.6038,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,70-80,81.75328,0.2054,37.9104,145.2000,0.0298,8.6000,29.1573,116.0427,366.6119,60.0352,306.5767,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,80-90,83.53762,0.1794,44.6341,189.2000,0.0339,11.3000,35.9854,153.2146,508.2805,80.1619,428.1185,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,90-100,77.11522,0.2311,31.8681,140.5620,0.0325,9.6780,26.0855,114.4765,418.3626,95.5625,322.8001,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,100-110,63.05135,0.4321,38.0165,64.9000,0.0280,3.7400,11.0331,53.8669,269.7443,134.4891,135.2553,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,110-120,88.90748,0.1070,74.7573,356.9800,0.0382,20.2500,55.6882,301.2918,308.3738,41.8251,266.5487,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,120-130,85.85506,0.1335,63.0282,298.9100,0.0399,19.6400,51.9945,246.9155,333.3407,54.1339,279.2068,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,130-140,81.70472,0.1808,50.5236,228.0000,0.0412,15.6200,35.6679,192.3321,328.8122,70.1823,258.6299,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,140-150,79.37557,0.2178,45.0820,206.4700,0.0450,12.5500,27.2151,179.2549,317.8279,93.6719,224.1560,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,150-160,77.46147,0.2615,37.1191,162.4300,0.0425,9.6300,22.9573,139.4727,318.8019,120.7944,198.0075,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,160-170,41.49096,0.8227,6.9231,12.2500,0.0101,0.6300,2.6713,9.5787,352.2115,293.6441,58.5675,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,1,2018-09-17,170-180,41.79009,0.8691,7.1856,13.3100,0.0116,0.7200,1.9869,11.3231,382.8593,334.3805,48.4788,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,0-10,74.61458,0.2072,26.3591,109.9270,0.0228,6.2980,18.1027,91.8243,510.6755,180.5095,330.1660,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,10-20,77.19885,0.2338,42.0168,213.7500,0.0500,7.8840,34.2947,179.4553,477.5910,104.5322,373.0589,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,20-30,75.31228,0.2693,25.2414,113.5790,0.0306,6.8620,17.0115,96.5675,244.9586,142.6643,102.2943,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,30-40,75.66675,0.2763,24.6114,113.4290,0.0313,6.5140,20.8310,92.5980,378.0181,137.1718,240.8463,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,40-50,77.56502,0.2467,27.3666,124.5380,0.0307,7.5000,14.4368,110.1012,225.8692,133.2822,92.5870,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,50-60,81.09807,0.2132,40.2556,191.8910,0.0409,9.8770,32.4023,159.4887,402.5719,91.9964,310.5755,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,60-70,80.44719,0.1818,36.9565,179.8100,0.0327,10.4110,23.7226,156.0874,483.4022,76.6523,406.7499,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,70-80,83.44434,0.1721,43.3584,220.4600,0.0379,11.5190,19.4939,200.9661,439.1729,73.8255,365.3474,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,80-90,77.34858,0.2470,28.9474,126.0950,0.0311,7.9730,18.4324,107.6626,384.4572,95.4082,289.0491,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,90-100,77.96131,0.2527,29.3333,134.1580,0.0339,8.3930,20.9743,113.1837,321.6190,82.1605,239.4586,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,100-110,85.10768,0.1443,56.6434,270.8500,0.0391,13.9800,31.2317,239.6183,348.3173,120.4142,227.9031,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,110-120,81.49412,0.1964,43.0000,189.4400,0.0372,13.5000,30.7306,158.7094,367.1250,70.2854,296.8396,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,120-130,87.17563,0.1297,67.7778,334.7500,0.0434,20.7800,55.3359,279.4141,401.0417,46.7270,354.3146,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,130-140,79.36617,0.2132,40.6417,190.1400,0.0405,10.4800,17.1802,172.9598,296.1397,104.0115,192.1282,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,140-150,52.61008,0.6460,10.3520,31.6300,0.0204,1.6200,3.8959,27.7341,303.6102,241.1290,62.4812,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,150-160,41.55394,0.8486,6.8878,10.8300,0.0092,0.4900,2.2506,8.5794,345.6792,296.6371,49.0422,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,160-170,40.69980,0.8472,6.3197,10.4000,0.0088,0.4100,2.0960,8.3040,397.9322,350.3747,47.5574,nd,nd,nd,nd,nd,nd,nd
Marsh_3,29.446688,-89.905857,2,2018-09-17,170-180,34.00415,0.8677,5.4108,7.8000,0.0068,0.2300,1.4361,6.3639,407.9534,357.6637,50.2897,nd,nd,nd,nd,nd,nd,nd
