study_id,method_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,cs137_counting_method,pb210_counting_method,excess_pb210_model,age_depth_model_reference
Gonneea_et_al_2018,single set of methods,piston corer,roots and rhizomes included,sediment not sieved,no obvious compaction,freeze dried,measured,FALSE,carbonates not removed,EA,total carbon,gamma,gamma,CRS,core collection date
