study_id,bibliography_id,publication_type,bibtype,doi,url,author,title,publisher,year,month
Sanborn_and_Coxson_2020,Sanborn_and_Coxson_2020_data,primary dataset,Misc,10.25573/serc.12252005,https://smithsonian.figshare.com/articles/Dataset_Carbon_data_for_intertidal_soils_and_sediments_Skeena_River_estuary_British_Columbia/12252005,"Sanbor, Paul and Coxson, Darwyn","Dataset: Carbon data for intertidal soils and sediments, Skeena River estuary, British Columbia",The Smithsonian Institution,2020,jun
