study_id,site_id,core_id,species_code,code_type,habitat
Sanborn_and_Coxson_2020,BC14-22,391,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-22,391,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-22,391,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-22,391,Festuca rubra,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-22,391,Glaux maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-22,391,Plantago maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-22,391,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-22,391,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-23,392,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-23,392,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-23,392,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-23,392,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-23,392,Plantago maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-23,392,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-25,393,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-26,394,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-26,394,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-26,394,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-26,394,Festuca rubra,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-26,394,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-26,394,Plantago maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-26,394,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Angelica lucida,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Conioselinum gmelinii,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Festuca rubra,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Ligusticum hultenii,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Scirpus microcarpus,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Symphyotrichum subspicatum,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-27,395,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Angelica lucida,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Castilleja hyetophila,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Festuca rubra,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Hordeum brachyantherum,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Lathyrus palustris,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Lupinus nootkatensis,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Maianthemum dilatatum,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Symphyotrichum subspicatum,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-28,396,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Festuca rubra,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Glaux maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Stellaria humifusa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-29,397,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-30,398,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-31,399,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-31,399,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-31,399,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-31,399,Glaux maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-31,399,Juncus arcticus,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-31,399,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC14-31,399,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Angelica lucida,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Bromus pacificus,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Festuca rubra,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Glaux maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Maianthemum dilatatum,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Oenanthe sarmentosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Plantago maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Scirpus microcarpus,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Symphyotrichum subspicatum,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-08,400,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Festuca rubra,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Glaux maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Hordeum brachyantherum,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Plantago macrocarpa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Plantago maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Scirpus microcarpus,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-09,401,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-10,402,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Angelica lucida,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Ligusticum hultenii,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Maianthemum dilatatum,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Oenanthe sarmentosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Scirpus microcarpus,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-11,403,Symphyotrichum subspicatum,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-12,404,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-12,404,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-12,404,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-12,404,Plantago maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-12,404,Stellaria humifusa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-12,404,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-13,405,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-14,406,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-15,407,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-15,407,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-15,407,Deschampsia cespitosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-15,407,Plantago maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-15,407,Stellaria humifusa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-15,407,Triglochin maritima,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Angelica lucida,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Potentilla anserina,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Carex lyngbyei,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Conioselinum gmelinii,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Galium trifidum,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Lathyrus palustris,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Oenanthe sarmentosa,Genus species,marsh
Sanborn_and_Coxson_2020,BC17-16,408,Symphyotrichum subspicatum,Genus species,marsh
