study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_sd,total_pb210_activity,total_pb210_activity_sd,ra226_activity,ra226_activity_sd,fraction_organic_matter_modeled,total_pb210_activity_modeled,cs137_activity_modeled,ra226_activity_modeled,th234_activity_modeled,th234_activity,th234_activity_sd,bi214_activity,bi214_activity_sd,bi214_activity_modeled,pb212_activity,pb212_activity_sd,be7_activity,be7_activity_sd,am241_activity,am241_activity_sd,fraction_carbon,refractory_carbon,labile_carbon
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,20,22,0.590054858421532,0.16048,0.541961436,0.406471077,88.20100307,6.199805255,56.10688899,4.503562996,0.16047999999999998,88.20100307,0.541961436000001,56.10688899,29.56372287,29.56372287,3.686930796,57.22738545,2.661738858,57.22738545,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,22,24,0.572777844590401,0.163424053903613,NA,NA,NA,NA,NA,NA,0.163424053903613,96.7545955405876,-0.735166158517026,55.811456827514,29.567082233054,NA,NA,NA,NA,57.4402962650679,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,24,26,0.564629900226665,0.17578,0.90922005400000006,0.419640025,104.4792498,6.440501701,57.10528667,5.980621239,0.17578,104.4792498,0.90922005400000006,57.10528667,29.81380419,29.81380419,3.289316425,53.62375184,2.606710159,53.62375184,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,26,28,0.564875353828586,0.189466072471806,NA,NA,NA,NA,NA,NA,0.18946607247180602,98.6736584556837,3.35464139127961,56.6564626864756,27.8205940414242,NA,NA,NA,NA,49.2706765976689,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,28,30,0.452500526895696,0.20321,4.378722477,0.754952151,89.22324995,6.023510545,54.50442341,4.851719508,0.20321,89.22324995,4.378722477,54.50442341,24.712406820000002,24.712406820000002,3.647313055,46.95449586,2.64532371,46.95449586,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,30,32,0.397803436420848,0.217975406209164,NA,NA,NA,NA,NA,NA,0.217975406209164,87.3394357379276,2.66604096677359,51.6880617240836,22.2642741137493,NA,NA,NA,NA,47.5754954055064,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,32,34,0.373177863033972,0.23686,0.630883338,0.385539818,86.95082349,6.091335162,49.87273355,5.412544727,0.23686,86.95082349,0.630883337999999,49.87273355,21.243284,21.243284,3.295162865,46.26090194,2.549323897,46.26090194,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,34,36,0.367018723576784,0.259532302691536,NA,NA,NA,NA,NA,NA,0.259532302691536,80.804233491356,0.664628235751031,49.88208335344,21.7995799548286,NA,NA,NA,NA,39.3044719090555,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,36,38,0.363844701091098,0.26981,1.337314154,NA,74.20214027,6.604378977,48.54644674,6.766429524,0.26981,74.20214027,1.337314154,48.54644674,22.62347056,22.62347056,3.474594454,33.43913979,2.403223599,33.43913979,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,38,40,0.356367222830508,0.25573663302469,NA,NA,NA,NA,NA,NA,0.25573663302469,73.2742856503984,0.911015614847284,43.8797098609063,22.4689732819362,NA,NA,NA,NA,34.9823504870217,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,40,42,0.361958228563356,0.23811,0.237291404,NA,74.9038264,6.022418203,42.62326991,5.160202168,0.23811,74.9038264,0.237291404,42.62326991,21.80477602,21.80477602,3.423275416,38.15041258,2.64474264,38.15041258,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,42,44,0.351694585965927,0.239051165209705,NA,NA,NA,NA,NA,NA,0.23905116520970499,74.5656569795504,0.407715577484832,50.0669216054346,21.3169408411765,NA,NA,NA,NA,36.4159480628577,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,44,46,0.368875684869559,0.25322,0.884439009,NA,71.34820768,6.01731872,56.96653872,6.908707887,0.25322,71.34820768,0.884439009,56.96653872,20.84635605,20.84635605,3.632974913,32.37796891,2.775254478,32.37796891,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,46,48,0.369636873186282,0.269196206136492,NA,NA,NA,NA,NA,NA,0.26919620613649203,65.4852791776499,0.933033068963389,53.7092526211051,20.1137802621078,NA,NA,NA,NA,29.8888917765474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,48,50,0.375033213067459,0.2787,0.662174297,NA,58.17861786,5.560194248,43.741146,7.27125544,0.2787,58.17861786,0.662174297,43.741146,19.2046271,19.2046271,3.41777262,28.68836206,2.463142197,28.68836206,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,50,52,0.400097274686268,0.276067760244327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,52,54,0.405038588635297,0.26296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,54,56,0.451345057061828,0.244616502886199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,56,58,0.450795403074678,0.23327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,58,60,0.407659291156268,0.238816228210879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,60,62,0.376094081061081,0.25481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,62,64,0.344966719168068,0.272208584270287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,64,66,0.319225605372659,0.28792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,66,68,0.285826177055152,0.300586934707972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,68,70,0.309084331508713,0.30984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,70,72,0.324795434245912,0.315803676897826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,72,74,0.317119856256735,0.31959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,74,76,0.291299817902194,0.322399607700725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,76,78,0.30867435174702,0.3248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,0,2,0.502015806663498,0.16614,6.59651391,0.802278719,96.58982102,4.584285104,34.76248058,4.070290447,0.16614,96.58982102,6.59651391,34.76248058,21.1528265,21.1528265,2.52710759,30.35606105,1.953205001,30.35606105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,2,4,0.556776079067712,0.148059989247149,NA,NA,NA,NA,NA,NA,0.148059989247149,107.234595406404,5.35609003942374,47.7941497422262,26.8296135066002,NA,NA,NA,NA,36.5789200215774,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,4,6,0.519104923758295,0.15352,13.09886252,1.01781702,107.3195541,4.661461383,52.11335496,4.260840343,0.15352,107.3195541,13.09886252,52.11335496,29.693621,29.693621,4.002588411,38.58228186,2.264788034,38.58228186,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,6,8,0.470366128816749,0.193576282258554,NA,NA,NA,NA,NA,NA,0.193576282258554,91.1229978582894,33.8207893654788,43.1410660908215,28.2986994789494,NA,NA,NA,NA,34.0448711527679,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,8,10,0.407760868276403,0.22935,51.56887524,1.810248546,72.27569324,4.08899182,32.8319882,4.003901,0.22935,72.27569324,51.56887524,32.8319882,26.66521949,26.66521949,3.188232765,28.23829937,2.107335774,28.23829937,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,10,12,0.43706474866021,0.227116131718637,NA,NA,NA,NA,NA,NA,0.227116131718637,64.7975690854389,50.8727890586611,32.6820930469878,28.3936753638522,NA,NA,NA,NA,26.5933120786009,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,12,14,0.446536454959984,0.2237,38.14181009,1.535579367,64.91273756,4.218156231,35.81868396,4.751458076,0.2237,64.91273756,38.14181009,35.81868396,29.93853652,29.93853652,4.073270275,27.58430435,2.142470241,27.58430435,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,14,16,0.425878302088125,0.2554004408669,NA,NA,NA,NA,NA,NA,0.2554004408669,65.6108190349549,23.7228944036268,34.0461286537274,27.7858595506418,NA,NA,NA,NA,28.5130408365786,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,16,18,0.39716339949913,0.28586,11.83409492,1.026925592,64.73928338,4.169256175,32.24572082,4.211194883,0.28586,64.73928338,11.83409492,32.24572082,25.69407465,25.69407465,4.030443082,28.94711501,2.029828187,28.94711501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,18,20,0.431547956264405,0.278092104813765,NA,NA,NA,NA,NA,NA,0.278092104813765,62.0989108184914,4.50834677533156,35.7078689131028,27.3285045410808,NA,NA,NA,NA,29.0517303313348,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,20,22,0.439854946055363,0.26525,1.167017118,NA,60.44587349,4.115964148,38.28251446,4.158483998,0.26525,60.44587349,1.167017118,38.28251446,28.70966846,28.70966846,3.269428437,29.1167014,2.329336112,29.1167014,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,22,24,0.421060903640287,0.283893639878041,NA,NA,NA,NA,NA,NA,0.28389363987804,61.9743637398294,0.51146017154692,34.1644985988614,25.9791859812852,NA,NA,NA,NA,29.3625281243321,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,24,26,0.29765255664389,0.31407,0.974546448,NA,63.67526282,3.943458899,30.36872784,4.338389691,0.31407,63.67526282,0.974546448,30.36872784,23.40788152,23.40788152,3.531361436,29.60784051,2.121158723,29.60784051,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,26,28,0.357811467043836,0.327603335674073,NA,NA,NA,NA,NA,NA,0.327603335674073,62.2337181346909,1.21953377985576,33.9600857539516,25.1426386462785,NA,NA,NA,NA,29.6551493050867,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,28,30,0.366921224559737,0.31994,1.099712993,NA,58.31525279,4.021741571,39.38329878,4.307548304,0.31994,58.31525279,1.099712993,39.38329878,26.70537271,26.70537271,3.492241047,29.64435813,2.2526108,29.64435813,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,30,32,0.371755378493302,0.298294267425667,NA,NA,NA,NA,NA,NA,0.298294267425667,53.4254753826569,0.772946019655044,39.9351895915823,23.7087802036009,NA,NA,NA,NA,29.6690924778211,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,32,34,0.40134853959041,0.29333,0.425346224,NA,48.44996077,3.935022194,36.94112293,4.36110479,0.29333,48.44996077,0.425346224,36.94112293,20.75365041,20.75365041,3.192869293,29.30047246,2.246681595,29.30047246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,34,36,0.333853338464763,0.330588344623258,NA,NA,NA,NA,NA,NA,0.330588344623258,44.1400898984313,0.234063688774067,33.2226206034692,22.3289876255679,NA,NA,NA,NA,28.124270271129,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,36,38,0.305117984519919,0.39167,0.312143939,NA,41.33050181,3.381586511,29.55729062,3.792749682,0.39167,41.33050181,0.312143939,29.55729062,23.48856341,23.48856341,3.139024603,26.30737182,2.192280985,26.30737182,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,38,40,0.253236862937811,0.446836104081302,NA,NA,NA,NA,NA,NA,0.446836104081302,40.3310544761178,0.694502405748689,26.3101138195409,19.3664183253776,NA,NA,NA,NA,24.240492732663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,40,42,0.268230610621943,0.46493,1.167638702,NA,39.26922349,3.638362559,24.23947617,4.323798451,0.46493,39.26922349,1.167638702,24.23947617,14.85290168,14.85290168,2.710383518,22.62855379,2.100540859,22.62855379,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,42,44,0.283676026990804,0.427975989051534,NA,NA,NA,NA,NA,NA,0.427975989051534,36.8578094333474,1.48628717685618,24.3200336583671,15.4404158141719,NA,NA,NA,NA,22.2586792419691,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,44,46,0.319270773831956,0.37214,1.526536942,NA,36.33329522,3.758616747,27.99811722,3.663305056,0.37213999999999997,36.33329522,1.526536942,27.99811722,19.27326645,19.27326645,3.248303334,23.93260206,2.002329256,23.93260206,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,46,48,0.332604283725796,0.337627439712561,NA,NA,NA,NA,NA,NA,0.337627439712561,40.2899797929925,1.25512678845161,35.0839909632405,22.984340047935,NA,NA,NA,NA,27.6723622019607,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,48,50,0.345833840003926,0.32666,0.880039462,NA,44.22974388,4.044607847,38.37197674,4.369762475,0.32665999999999995,44.22974388,0.880039462,38.37197674,24.50894264,24.50894264,4.047348326,30.36661885,2.282458279,30.36661885,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,50,52,0.354644611118121,0.331781752098223,NA,NA,NA,NA,NA,NA,0.33178175209822297,43.8344263334325,0.607849834212385,32.5885821136708,22.7210003828383,NA,NA,NA,NA,29.2964595114381,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,52,54,0.302764431908858,0.34481,0.398257325,NA,42.59811672,4.176285953,27.20499975,3.850936037,0.34481,42.59811672,0.398257325,27.20499975,18.94650036,18.94650036,3.002450877,26.44606577,2.090238875,26.44606577,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,54,56,0.302153487742616,0.354769301894547,NA,NA,NA,NA,NA,NA,0.354769301894547,44.2794169432774,0.201961938698849,31.5616189358263,15.3521919907119,NA,NA,NA,NA,24.5021093497869,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,56,58,0.319833654295892,0.34024,0.180541469,NA,45.88272754,4.216250639,39.73093034,4.400168181,0.34024,45.88272754,0.180541469,39.73093034,15.01581311,15.01581311,3.003162622,24.25812846,2.170960912,24.25812846,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,58,60,0.433889059416851,0.289727290323591,NA,NA,NA,NA,NA,NA,0.289727290323591,44.1827360472079,0.43978125411722,43.4719122830239,19.615169919314,NA,NA,NA,NA,25.7777692731644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,60,62,0.473200936298981,0.24188,0.651419021,0.260567608,41.78947937,3.543247627,40.55739231,3.648019414,0.24187999999999998,41.78947937,0.651419021,40.55739231,24.31735367,24.31735367,3.211725956,28.09824333,2.228755845,28.09824333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,62,64,0.471155186937572,0.233619036811091,NA,NA,NA,NA,NA,NA,0.233619036811091,41.8400959141409,0.51563883445727,32.4160701570781,24.6914020270321,NA,NA,NA,NA,30.1804405288054,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,64,66,0.468879070906626,0.24481,0.280457722,NA,43.74478072,3.486902811,29.0862851,3.268121921,0.24481000000000003,43.74478072,0.280457722,29.0862851,24.42485326,24.42485326,3.436196086,31.70639883,2.01694649,31.70639883,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,66,68,0.485239760327694,0.249907812432045,NA,NA,NA,NA,NA,NA,0.249907812432045,46.1331376874784,0.2303434836787,37.7959694674138,27.0859243188075,NA,NA,NA,NA,32.4745612041139,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,68,70,0.471952809709944,0.25878,0.247734047,NA,48.23934952,3.623613109,45.92178826,4.110646008,0.25878,48.23934952,0.247734047,45.92178826,27.64704627,27.64704627,3.455880784,32.0278426,2.244538834,32.0278426,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,70,72,0.442674105072839,0.281634713460731,NA,NA,NA,NA,NA,NA,0.281634713460731,49.6235324659453,0.19160688982793,41.3686106895166,21.8624520552379,NA,NA,NA,NA,30.1177294222391,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,72,74,0.407026507678388,0.29463,0.229127564,NA,50.54495815,3.649854746,34.00539014,4.007369209,0.29463,50.54495815,0.229127564,34.00539014,17.209368,17.209368,2.997137124,27.58552192,2.024625462,27.58552192,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,74,76,0.409112978597966,0.276182083725032,NA,NA,NA,NA,NA,NA,0.276182083725032,51.2970681474903,0.48592300938458,34.96681694952,20.8935754827411,NA,NA,NA,NA,25.6335414569298,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,76,78,0.456485512113622,0.24779,0.613277644,NA,51.61082846,3.776402082,38.4864451,4.038701029,0.24779,51.61082846,0.613277644,38.4864451,27.31208271,27.31208271,3.389090555,25.81838001,2.093382163,25.81838001,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,78,80,0.466632639767117,0.23261570163914,NA,NA,NA,NA,NA,NA,0.23261570163914003,51.1858905690936,0.325291423508751,37.3003392124036,29.6263627487979,NA,NA,NA,NA,28.9282392762919,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,80,82,0.487674433248758,0.21739,0.061668976,NA,50.15912345,4.160664618,35.05574282,4.081833068,0.21739,50.15912345,0.0616689760000001,35.05574282,28.86452128,28.86452128,3.117770592,32.32348922,2.201872562,32.32348922,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,82,84,0.525898961085974,0.188390109718409,NA,NA,NA,NA,NA,NA,0.188390109718409,48.7653095498855,0.286209334205416,36.6221421608655,27.5289746383174,NA,NA,NA,NA,33.3579063079027,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,84,86,0.577287189103974,0.16651,0.833484477,NA,47.19366771,3.621576419,40.84681538,4.108156719,0.16651,47.19366771,0.833484477,40.84681538,26.15274916,26.15274916,3.158067824,32.78672475,2.24330222,32.78672475,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,86,88,0.581323928083672,0.171452609487224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,88,90,0.604013541477672,0.18354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,90,92,0.629423089318217,0.180519452332696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,92,94,0.659302049021951,0.16922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,94,96,0.674914911132685,0.160968331181992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,96,98,0.695930455282157,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
