study_id,site_id,core_id,genus,species,common_name
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM2,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM2,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM3,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM3,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM4,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM4,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM5,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM5,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM6,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM6,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM7,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM7,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM8,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM8,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM9,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM9,Spartina,patens,cordgrass
Boyd_et_al_2017,Channel_Creek,CC1,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Channel_Creek,CC2,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Channel_Creek,CC3,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Dennis_Creek,DN1,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Dennis_Creek,DN2,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Dennis_Creek,DN3,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Dividing_Creek,DV1,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Dividing_Creek,DV2,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Dividing_Creek,DV3,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Island_Beach_State_Park,IB1,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Island_Beach_State_Park,IB2,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Island_Beach_State_Park,IB3,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Maurice_River,MR1,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Maurice_River,MR2,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Reedy_Creek,RC1,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Reedy_Creek,RC2,Spartina,alterniflora,smooth cordgrass
Boyd_et_al_2017,Reedy_Creek,RC3,Spartina,patens,cordgrass
Unger_et_al_2016,Channel_Creek,CC1,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Channel_Creek,CC2,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Channel_Creek,CC3,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Dennis_Creek,DN1,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Dennis_Creek,DN2,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Dennis_Creek,DN3,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Dividing_Creek,DV1,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Dividing_Creek,DV2,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Dividing_Creek,DV3,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Island_Beach_State_Park,IB1,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Island_Beach_State_Park,IB2,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Island_Beach_State_Park,IB3,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Maurice_River,MR1,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Maurice_River,MR2,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Reedy_Creek,RC1,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Reedy_Creek,RC2,Spartina,alterniflora,smooth cordgrass
Unger_et_al_2016,Reedy_Creek,RC3,Spartina,patens,cordgrass
