study_id,site_id,core_id,genus,species,common_name
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,Phragmites,australis,common reed
Boyd_2012,Blackbird_Creek_Marsh,BBRC1,Distichlis,spicata,saltgrass
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,Phragmites,australis,common reed
Boyd_2012,Blackbird_Creek_Marsh,BBRC2,Distichlis,spicata,saltgrass
Boyd_2012,Little_Creek_Marsh,LC1,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Little_Creek_Marsh,LC1,Spartina,patens,cordgrass
Boyd_2012,Little_Creek_Marsh,LC2,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Little_Creek_Marsh,LC2,Spartina,patens,cordgrass
Boyd_2012,Little_Creek_Marsh,LC3,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Little_Creek_Marsh,LC3,Spartina,patens,cordgrass
Boyd_2012,Port_Mahon_Marsh,MH1,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Port_Mahon_Marsh,MH1,Spartina,patens,cordgrass
Boyd_2012,Port_Mahon_Marsh,MH2,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Port_Mahon_Marsh,MH2,Spartina,patens,cordgrass
Boyd_2012,Port_Mahon_Marsh,MH3,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Port_Mahon_Marsh,MH3,Spartina,patens,cordgrass
Boyd_2012,Broad_Dyke_Marsh,NCBD1,Phragmites,australis,common reed
Boyd_2012,Broad_Dyke_Marsh,NCBD1,Distichlis,spicata,saltgrass
Boyd_2012,Broad_Dyke_Marsh,NCBD2,Phragmites,australis,common reed
Boyd_2012,Broad_Dyke_Marsh,NCBD2,Distichlis,spicata,saltgrass
Boyd_2012,Broad_Dyke_Marsh,NCBD3,Phragmites,australis,common reed
Boyd_2012,Broad_Dyke_Marsh,NCBD3,Distichlis,spicata,saltgrass
Boyd_2012,Buttonwood_Marsh,NCBW1,Phragmites,australis,common reed
Boyd_2012,Buttonwood_Marsh,NCBW1,Distichlis,spicata,saltgrass
Boyd_2012,Buttonwood_Marsh,NCBW2,Phragmites,australis,common reed
Boyd_2012,Buttonwood_Marsh,NCBW2,Distichlis,spicata,saltgrass
Boyd_2012,Buttonwood_Marsh,NCBW3,Phragmites,australis,common reed
Boyd_2012,Buttonwood_Marsh,NCBW3,Distichlis,spicata,saltgrass
Boyd_2012,Gambacorta_Marsh,NCGB1,Phragmites,australis,common reed
Boyd_2012,Gambacorta_Marsh,NCGB1,Distichlis,spicata,saltgrass
Boyd_2012,Gambacorta_Marsh,NCGB2,Phragmites,australis,common reed
Boyd_2012,Gambacorta_Marsh,NCGB2,Distichlis,spicata,saltgrass
Boyd_2012,Gambacorta_Marsh,NCGB3,Phragmites,australis,common reed
Boyd_2012,Gambacorta_Marsh,NCGB3,Distichlis,spicata,saltgrass
Boyd_2012,Lukens_Marsh,NCLM1,Phragmites,australis,common reed
Boyd_2012,Lukens_Marsh,NCLM1,Distichlis,spicata,saltgrass
Boyd_2012,Lukens_Marsh,NCLM2,Phragmites,australis,common reed
Boyd_2012,Lukens_Marsh,NCLM2,Distichlis,spicata,saltgrass
Boyd_2012,Lukens_Marsh,NCLM3,Phragmites,australis,common reed
Boyd_2012,Lukens_Marsh,NCLM3,Distichlis,spicata,saltgrass
Boyd_2012,Rivers_Edge_Marsh,NCRE1,Phragmites,australis,common reed
Boyd_2012,Rivers_Edge_Marsh,NCRE1,Distichlis,spicata,saltgrass
Boyd_2012,Rivers_Edge_Marsh,NCRE2,Phragmites,australis,common reed
Boyd_2012,Rivers_Edge_Marsh,NCRE2,Distichlis,spicata,saltgrass
Boyd_2012,Rivers_Edge_Marsh,NCRE3,Phragmites,australis,common reed
Boyd_2012,Rivers_Edge_Marsh,NCRE3,Distichlis,spicata,saltgrass
Boyd_2012,Pickering_Beach_Marsh,PK1,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Pickering_Beach_Marsh,PK1,Spartina,patens,cordgrass
Boyd_2012,Pickering_Beach_Marsh,PK2,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Pickering_Beach_Marsh,PK2,Spartina,patens,cordgrass
Boyd_2012,Pickering_Beach_Marsh,PK3,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Pickering_Beach_Marsh,PK3,Spartina,patens,cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH1,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH1,Spartina,patens,cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH2,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH2,Spartina,patens,cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH3,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH3,Spartina,patens,cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH4,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH4,Spartina,patens,cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH5,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH5,Spartina,patens,cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH6,Spartina,alterniflora,smooth cordgrass
Boyd_2012,Ted_Harvey_Conservation_Area,TH6,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM1,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM1,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM11,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM11,Spartina,patens,cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM12,Spartina,alterniflora,smooth cordgrass
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM12,Spartina,patens,cordgrass
