study_id,site_id,core_id,impact_class
Boyd_2012,Little_Creek_Marsh,LC1,impounded
Boyd_2012,Little_Creek_Marsh,LC2,impounded
Boyd_2012,Little_Creek_Marsh,LC3,impounded
Boyd_2012,Port_Mahon_Marsh,MH1,impounded
Boyd_2012,Port_Mahon_Marsh,MH2,impounded
Boyd_2012,Port_Mahon_Marsh,MH3,impounded
Boyd_2012,Broad_Dyke_Marsh,NCBD1,impounded
Boyd_2012,Broad_Dyke_Marsh,NCBD2,impounded
Boyd_2012,Broad_Dyke_Marsh,NCBD3,impounded
Boyd_2012,Buttonwood_Marsh,NCBW1,impounded
Boyd_2012,Buttonwood_Marsh,NCBW2,impounded
Boyd_2012,Buttonwood_Marsh,NCBW3,impounded
Boyd_2012,Gambacorta_Marsh,NCGB1,impounded
Boyd_2012,Gambacorta_Marsh,NCGB2,impounded
Boyd_2012,Gambacorta_Marsh,NCGB3,impounded
Boyd_2012,Ted_Harvey_Conservation_Area,TH1,impounded
Boyd_2012,Ted_Harvey_Conservation_Area,TH2,impounded
Boyd_2012,Ted_Harvey_Conservation_Area,TH3,impounded
Boyd_2012,Ted_Harvey_Conservation_Area,TH4,impounded
Boyd_2012,Ted_Harvey_Conservation_Area,TH5,impounded
Boyd_2012,Ted_Harvey_Conservation_Area,TH6,impounded
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM3,impounded
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM3,ditched
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM4,impounded
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM4,ditched
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM5,impounded
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM5,ditched
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM6,impounded
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM6,ditched
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM8,impounded
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM8,ditched
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM9,impounded
Boyd_and_Sommerfield_2016,Prime_Hook_National_Wildlife_Refuge,PM9,ditched
Boyd_et_al_2017,Channel_Creek,CC1,ditched
Boyd_et_al_2017,Channel_Creek,CC2,ditched
Boyd_et_al_2017,Channel_Creek,CC3,ditched
Boyd_et_al_2017,Dennis_Creek,DN1,ditched
Boyd_et_al_2017,Dennis_Creek,DN2,ditched
Boyd_et_al_2017,Dennis_Creek,DN3,ditched
Boyd_et_al_2017,Dividing_Creek,DV1,ditched
Boyd_et_al_2017,Dividing_Creek,DV2,ditched
Boyd_et_al_2017,Dividing_Creek,DV3,ditched
Boyd_et_al_2017,Island_Beach_State_Park,IB1,ditched
Boyd_et_al_2017,Island_Beach_State_Park,IB2,ditched
Boyd_et_al_2017,Island_Beach_State_Park,IB3,ditched
Boyd_et_al_2017,Maurice_River,MR1,ditched
Boyd_et_al_2017,Maurice_River,MR2,ditched
Boyd_et_al_2017,Reedy_Creek,RC1,ditched
Boyd_et_al_2017,Reedy_Creek,RC2,ditched
Boyd_et_al_2017,Reedy_Creek,RC3,ditched
Unger_et_al_2016,Channel_Creek,CC1,ditched
Unger_et_al_2016,Channel_Creek,CC2,ditched
Unger_et_al_2016,Channel_Creek,CC3,ditched
Unger_et_al_2016,Dennis_Creek,DN1,ditched
Unger_et_al_2016,Dennis_Creek,DN2,ditched
Unger_et_al_2016,Dennis_Creek,DN3,ditched
Unger_et_al_2016,Dividing_Creek,DV1,ditched
Unger_et_al_2016,Dividing_Creek,DV2,ditched
Unger_et_al_2016,Dividing_Creek,DV3,ditched
Unger_et_al_2016,Island_Beach_State_Park,IB1,ditched
Unger_et_al_2016,Island_Beach_State_Park,IB2,ditched
Unger_et_al_2016,Island_Beach_State_Park,IB3,ditched
Unger_et_al_2016,Maurice_River,MR1,ditched
Unger_et_al_2016,Maurice_River,MR2,ditched
Unger_et_al_2016,Reedy_Creek,RC1,ditched
Unger_et_al_2016,Reedy_Creek,RC2,ditched
Unger_et_al_2016,Reedy_Creek,RC3,ditched
