core_id,core_date,core_latitude,core_longitude,Depth,Elevation,dry_bulk_density,total_pb210_activity,210Pb_e,ra226_activity,226Ra_e,excess_pb210_activity,210Pbex_e,cs137_activity,137Cs_e,be7_activity,7Be_e,wtC,wtN,13C,15N,age,Age_e,VAR,MAR,CAR,study_id,depth_min,depth_max,fraction_carbon,fraction_nitrogen
SLPA,2013-12-04,41.55445,-70.5069,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gonneea_2018,0,0,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,0.5,13.5,0.091094148,400.16000683333334,0.777911053,14.130582266666668,0.150575485,386.0294245,0.792350038,0,0,8.017719921,1.330941507,NA,NA,NA,NA,2.618521916,0.162888892,3.818948369,534.6527716,NA,Gonneea_2018,0,1,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,1.5,12.5,0.142239186,465.6073163333333,0.60901437,5.358945899999999,0.089740908,460.24837033333336,0.615590719,0,0,0,0,14.46334312,1.424705774,-16.80368293,0.786153914,6.106027719,0.182700435,2.867378742,407.8536175,56.41220856,Gonneea_2018,1,2,0.1446334312,0.01424705774
SLPA,2013-12-04,41.55445,-70.5069,2.5,11.5,0.129262087,446.32239400000003,0.688229131,5.687007633333334,0.096258291,440.6353863333334,0.694928051,0,0,0,0,NA,NA,NA,NA,9.48264853,0.213479662,2.961540711,382.8149316,NA,Gonneea_2018,2,3,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,3.5,10.5,0.143765903,384.7215061666667,0.717890331,3.5973334333333336,0.101056291,381.1241728333333,0.724968207,0,0,0,0,20.4533436,1.958616436,-16.65808857,0.573884463,13.10464859,0.259782353,2.760905529,396.9240773,79.8901462,Gonneea_2018,3,4,0.204533436,0.01958616436
SLPA,2013-12-04,41.55445,-70.5069,4.5,9.5,0.16692112,313.60363716666666,0.568249791,6.177894183333334,0.100081886,307.42574299999995,0.576995848,0,0,0,0,NA,NA,NA,NA,16.9126281,0.314354118,2.626064554,438.3456355,NA,Gonneea_2018,4,5,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,5.5,8.5,0.136386768,228.72288883333334,0.436403272,10.374440566666667,0.098972163,218.34844816666666,0.447485536,0,0,0,0,27.61474631,2.417293864,-16.30933775,0.654230404,19.34897785,0.351636131,4.104501006,559.7996283,140.9341792,Gonneea_2018,5,6,0.2761474631,0.02417293864
SLPA,2013-12-04,41.55445,-70.5069,6.5,7.5,0.136895674,169.9278948333333,0.383357331,8.333333333333334,0.1,161.59456146666665,0.383357331,0,0,0,0,NA,NA,NA,NA,21.28650609,0.388135445,5.161215089,706.5480198,NA,Gonneea_2018,6,7,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,7.5,6.5,0.175826972,180.35396733333334,0.364675722,9.10656225,0.077478632,171.24740516666668,0.372815397,1.3216566333333333,0.040482342,0,0,23.21798863,2.189923018,-16.04645589,1.336475909,24.12686549,0.449048182,3.520681216,619.0307177,157.593583,Gonneea_2018,7,8,0.2321798863,0.02189923018
SLPA,2013-12-04,41.55445,-70.5069,8.5,5.5,0.158778626,175.6351771666667,0.441546836,8.333333333333334,0.1,167.30184383333332,0.441546836,0,0,0,0,NA,NA,NA,NA,26.85995939,0.508892309,3.658857092,580.9483016,NA,Gonneea_2018,8,9,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,9.5,4.5,0.184732824,143.80843045,0.336511727,5.682472333333333,0.075758721,138.12595811666668,0.34493409,0,0,0,0,23.57560254,2.166234151,-15.57127354,1.759844062,29.72425356,0.574555521,3.491261523,644.950602,144.7628999,Gonneea_2018,9,10,0.23575602539999999,0.02166234151
SLPA,2013-12-04,41.55445,-70.5069,10.5,3.5,0.144529262,196.079821,0.5694158,9.72760175,0.126419912,186.35221933333332,0.583280677,4.80106535,0.108974581,0,0,NA,NA,NA,NA,33.05327898,0.663479798,3.003882134,434.1488683,NA,Gonneea_2018,10,11.125,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,11.75,2.25,0.09566879,147.8031971,0.443409591,5.842813883333334,0.087291639,141.96038323333332,0.451920232,8.118820233333333,0.326376574,0,0,21.32022868,1.685931578,-15.24427274,0.836038137,34.87261799,0.711240398,5.496501737,525.8436694,108.8278092,Gonneea_2018,11.125,12.5,0.2132022868,0.01685931578
SLPA,2013-12-04,41.55445,-70.5069,13.25,0.75,0.083312102,115.23822876666668,0.389274737,9.3286337,0.097278992,105.90959505,0.401245589,4.745832983333333,0.052963496,0,0,20.8777334,1.91965586,-15.04925842,1.09293403,36.1123739,0.732550521,8.066103877,672.0040682,126.6989912,Gonneea_2018,12.5,13.875,0.208777334,0.0191965586
SLPA,2013-12-04,41.55445,-70.5069,14.5,-0.5,0.16259542,200.06143833333334,0.50775593,3.5951850499999995,0.093877472,196.46625316666666,0.51636137,7.31553255,0.086206236,0,0,NA,NA,NA,NA,41.04927926,0.888938911,2.025560401,329.3468438,NA,Gonneea_2018,13.875,15,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,15.5,-1.5,0.097964377,179.45098899999996,0.707395798,6.162447216666667,0.130150885,173.28854166666665,0.719269121,28.030998633333336,0.135557909,0,0,NA,NA,NA,NA,44.01841352,0.970742184,3.367985118,329.9425624,NA,Gonneea_2018,15,16,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,16.5,-2.5,0.148854962,180.26970333333333,0.629501804,12.74493345,0.124339571,167.52476983333332,0.641664126,22.341886083333332,0.125740135,0,0,NA,NA,NA,NA,48.94754476,1.14539421,2.02875507,301.9902586,NA,Gonneea_2018,16,17,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,17.5,-3.5,0.153180662,177.629377,0.504112172,8.333333333333334,0.1,169.29604366666666,0.504112172,6.3486926,0.079117407,0,0,22.19476249,1.746148908,-14.40512502,1.312355876,55.02903002,1.40914214,1.644335155,251.8803469,61.55740105,Gonneea_2018,17,18,0.22194762489999997,0.01746148908
SLPA,2013-12-04,41.55445,-70.5069,18.5,-4.5,0.181424936,115.459642,0.306891728,9.665900116666666,0.065534803,105.79374188333334,0.313810999,4.574400416666666,0.042404692,0,0,20.49422293,1.601619778,-14.71435197,1.566182214,60.41141438,1.671464926,1.857912651,337.0716846,69.08022247,Gonneea_2018,18,19,0.2049422293,0.01601619778
SLPA,2013-12-04,41.55445,-70.5069,19.5,-5.5,0.136641221,87.867216,0.418599417,14.886600966666666,0.126476562,72.98061501666666,0.437289141,0,0,0,0,NA,NA,NA,NA,63.61001518,1.827508062,3.126367004,427.1906058,NA,Gonneea_2018,19,20,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,20.5,-6.5,0.165139949,64.94359671666666,0.301598063,13.620320266666669,0.087524178,51.32327646666666,0.314041197,0,0,0,0,28.6742126,1.613533607,-14.32144291,1.019149396,66.60388434,1.979075665,3.340159331,551.593742,158.1651623,Gonneea_2018,20,21,0.286742126,0.01613533607
SLPA,2013-12-04,41.55445,-70.5069,21.5,-7.5,0.138167939,45.1953129,0.286628674,10.756498566666666,0.097195721,34.43881433333333,0.302659884,0,0,0,0,NA,NA,NA,NA,68.41571416,2.016295937,5.519282164,762.587841,NA,Gonneea_2018,21,22,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,22.5,-8.5,0.132569975,33.479534316666665,0.286450896,13.929771916666667,0.123445639,19.54976238333333,0.311918164,0,0,0,0,29.57949446,1.52947645,-13.44798329,0.745832867,69.447322260000007,2.005916832,9.693603593,1285.080782,380.1203986,Gonneea_2018,22,23,0.2957949446,0.0152947645
SLPA,2013-12-04,41.55445,-70.5069,23.5,-9.5,0.163358779,39.769714,0.258184983,16.09666595,0.092233896,23.67304805,0.274165237,0,0,0,0,NA,NA,NA,NA,71.05100341,2.015347483,6.235653491,1018.648738,NA,Gonneea_2018,23,24,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,24.5,-10.5,0.178625954,90.7247843,0.407172832,15.016475566666667,0.10685724,75.70830875,0.420961025,0,0,0,0,26.42645451,1.441259318,-12.94298194,0.717880181,77.38737557,2.376904739,1.578190131,281.9057181,74.49768637,Gonneea_2018,24,25,0.26426454509999997,0.014412593179999999
SLPA,2013-12-04,41.55445,-70.5069,25.5,-11.5,0.126208651,128.2959806,0.569634154,4.680169600000001,0.091600279,123.61581100000001,0.576952061,0,0,0,0,NA,NA,NA,NA,86.69614921,3.100407343,1.074255362,135.5803205,NA,Gonneea_2018,25,26,NA,NA
SLPA,2013-12-04,41.55445,-70.5069,26.5,-12.5,0.149109415,66.73641918333333,0.35597206,8.464150583333334,0.092733234,58.272268600000004,0.367852634,0,0,0,0,29.32533805,1.557445032,-12.8563792,0.591725772,93.35519154,3.524473838,1.501717439,223.9202085,65.6653581,Gonneea_2018,26,27,0.2932533805,0.015574450319999999
