study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,total_pb210_activity,ra226_activity,excess_pb210_activity,be7_activity,age
Gonneea_2018,GPB,42,44,0.125732484,0.2327241982,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,44,46,0.153375796,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,46,48,0.151847134,0.20464643689999998,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,48,50,0.158471338,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,50,52,0.168917197,0.1808251903,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,52,54,0.132101911,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,54,56,0.125350318,0.2750009433,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,56,58,0.128152866,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,58,60,0.144968153,0.1864217848,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,60,62,0.344968153,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,62,64.125,0.431464968,0.08381964233,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,64.125,32.625,0.67044586,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPC,32.625,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPC,0.25,1,0.070483461,NA,0,199.950964,7.303100816666667,192.64786316666667,2.369345479,1.113101962
Gonneea_2018,GPC,1,2,0.065648855,0.2586192042,2.456525716666667,251.0981975,2.2937974,248.80440016666665,0,2.610239035
Gonneea_2018,GPC,2,3,0.113231552,NA,0,304.97347766666667,11.032639166666668,293.94083850000004,0,4.162358267
Gonneea_2018,GPC,3,4,0.175572519,0.2903983249,0,431.26005733333335,7.057906050000001,424.20215133333335,0,8.277116656
Gonneea_2018,GPC,4,5,0.181933842,NA,0,174.91167049999999,5.8421069,169.06956366666668,0,10.20304265
Gonneea_2018,GPC,5,6,0.166157761,0.2762382124,2.236806866666667,245.58818599999998,14.211805433333334,231.3763805,0,12.64821144
Gonneea_2018,GPC,6,7,0.146564885,NA,0,187.16539166666666,13.333333333333334,173.83205833333332,0,14.39027
Gonneea_2018,GPC,7,8,0.171501272,0.27652937040000003,0.3783977666666667,157.48824091666665,7.410762683333333,150.07747823333335,0,16.3118812
Gonneea_2018,GPC,8,9,0.126463104,NA,0,213.94167183333332,8.477194383333332,205.4644775,0,18.27536368
Gonneea_2018,GPC,9,10,0.127989822,0.25878423040000004,0,203.59079133333333,7.802691733333334,195.78809950000002,0,20.35260387
Gonneea_2018,GPC,10,11,0.128753181,NA,0,232.52390083333333,9.838072616666667,222.68582816666665,0,22.90622851
Gonneea_2018,GPC,11,12,0.146819338,0.2400896213,0,198.9562275,13.333333333333334,185.6228941666667,0,25.52206306
Gonneea_2018,GPC,12,13,0.127226463,NA,0,195.10152183333332,9.689902466666668,185.41161949999997,0,27.93974621
Gonneea_2018,GPC,13,14,0.188040712,0.24065176480000003,0,188.32252450000001,13.333333333333334,174.98919116666667,0,31.70799587
Gonneea_2018,GPC,14,15,0.139694656,NA,0,198.11289433333332,13.333333333333334,184.779561,0,34.96864439
Gonneea_2018,GPC,15,16,0.118575064,0.2645727347,0,157.13008956666667,13.333333333333334,143.79675623333333,0,37.32613352
Gonneea_2018,GPC,16,17,0.162086514,NA,11.048820366666666,144.87606575,8.52557355,136.35049220000002,0,40.68236183
Gonneea_2018,GPC,17,18,0.151908397,0.257755245,20.030595933333334,155.56541716666666,14.64116995,140.92424721666666,0,44.29091485
Gonneea_2018,GPC,18,19,0.154452926,NA,49.289188499999995,170.90583333333333,9.915546283333333,160.99028710000002,0,49.26006272
Gonneea_2018,GPC,19,20,0.195419847,0.1993670766,24.932436716666665,122.58967446666666,17.124279033333334,105.46539543333333,0,54.36038933
Gonneea_2018,GPC,20,21,0.233842239,NA,18.9972112,105.09990858333333,15.7656446,89.334264,0,60.50760871
Gonneea_2018,GPC,21,22,0.217557252,NA,4.154863183333334,104.73544878333334,10.186144083333332,94.5493047,0,67.94143933
Gonneea_2018,GPC,22,23,0.218575064,NA,3.277037683333333,76.52474363333333,17.776734983333334,58.748008649999996,0,73.56846831
Gonneea_2018,GPC,23,24,0.171755725,0.24385238860000003,0,68.90784005,9.282330750000002,59.6255093,0,78.60067478
Gonneea_2018,GPC,24,25,0.167684478,NA,0,71.94097963333333,13.333333333333334,58.607646300000006,0,84.09986589
Gonneea_2018,GPC,25,26,0.102290076,NA,0,74.88965096666668,9.283435033333333,65.60621595,0,88.340892
Gonneea_2018,GPC,26,27,0.137150127,NA,0,74.48259026666666,13.333333333333334,61.149256933333334,0,94.48877061
Gonneea_2018,GPC,27,28,0.130534351,0.2807928487,0,88.05301851666667,10.252463266666668,77.80055525,0,103.8081163
Gonneea_2018,GPC,28,29,0.115521628,NA,0,74.39294413333333,11.712208466666667,62.68073568333334,0,NA
Gonneea_2018,GPC,29,30.25,0.105597964,NA,0,66.48065398333333,32.80345688333333,33.677197099999994,0,NA
Gonneea_2018,GPC,30.25,32,0.118089172,0.2814392792,0,20.354930516666666,4.848187766666666,15.50674275,0,NA
Gonneea_2018,GPC,32,34,0.103312102,NA,0,15.103728133333332,5.174518866666666,9.929209266666666,0,NA
Gonneea_2018,GPC,34,36,0.120636943,0.26044665370000003,0,17.936490916666667,8.500919366666666,9.435571549999999,0,NA
Gonneea_2018,GPC,36,38,0.142929936,NA,0,26.49006835,8.668195183333333,17.821873166666666,0,NA
Gonneea_2018,GPC,38,40,0.185987261,0.2394480424,0,12.632356583333333,9.083574716666666,3.548781866666667,0,NA
Gonneea_2018,GPC,40,42,0.312356688,NA,0,12.815080033333334,9.13530835,3.679771683333333,0,NA
Gonneea_2018,GPC,42,44,0.405859873,0.1381338164,0,9.3921565,8.343356066666667,1.0488004333333334,0,NA
Gonneea_2018,GPC,44,46,0.755796178,NA,0,10.2901504,10.5529739,-0.26282350000000004,0,NA
Gonneea_2018,GPC,46,48,0.763184713,0.1068565077,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPC,48,24.5,0.654140127,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,24.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,0.25,1,0.166157761,NA,0,291.60533100000004,5.622218066666667,285.983113,1.197335535,2.737603636
Gonneea_2018,HBA,1,2,0.144529262,0.2554326286,0,349.9309053333333,4.55850245,345.3724028333333,0,5.889216504
Gonneea_2018,HBA,2,3,0.124427481,NA,0,314.53526983333336,8.333333333333334,306.2019365,0,8.521779416
Gonneea_2018,HBA,3,4,0.230025445,0.2816621595,0,273.20839849999993,6.102321750000001,267.10607683333336,0,12.18505134
Gonneea_2018,HBA,4,5,0.183715013,NA,3.532991366666667,301.32284616666664,7.960004466666667,293.36284166666667,0,16.85907965
Gonneea_2018,HBA,5,6,0.211195929,0.2603033412,0,286.5426406666666,10.4623011,276.08033966666665,0,21.86955208
Gonneea_2018,HBA,6,7,0.187277354,NA,5.207196916666667,244.94911433333337,11.037875233333333,233.91123916666663,0,27.0450836
Gonneea_2018,HBA,7,8,0.170992366,0.2661847193,0,189.46386966666668,16.513319016666667,172.9505506666667,0,31.07948271
Gonneea_2018,HBA,8,9,0.192875318,NA,9.439482016666666,175.003639,10.93235685,164.07128213333334,0,36.04419684
Gonneea_2018,HBA,9,10,0.294147583,0.25889879390000003,26.637764733333334,117.88653358333333,9.41259425,108.47393931666667,0,39.54054172
Gonneea_2018,HBA,10,11,0.187277354,NA,12.7251358,105.52964035,8.2691743,97.26046605,0,43.18564237
Gonneea_2018,HBA,11,12,0.188804071,0.23556506060000001,10.085947633333333,77.40407178333334,9.126920916666666,68.27715086666666,0,46.04072558
Gonneea_2018,HBA,12,13,0.2043257,NA,0,78.94569883333332,3.8203355,75.12536333333334,0,49.33632391
Gonneea_2018,HBA,13,14,0.264122137,0.2521870325,3.0604429166666667,117.73782563333332,11.529323883333333,106.20850175,0,54.66095926
Gonneea_2018,HBA,14,15,0.165648855,NA,0,138.12764253333336,8.244030083333334,129.88361243333333,0,61.94603012
Gonneea_2018,HBA,15,16,0.233842239,0.24069652130000002,0,105.05793720000001,8.062626833333333,96.99531036666667,0,71.984565
Gonneea_2018,HBA,16,17,0.167938931,NA,0,82.92909523333333,13.333333333333334,69.5957619,0,78.71588159
Gonneea_2018,HBA,17,18,0.181933842,0.250848222,0,47.227428350000004,9.149657083333334,38.077771266666666,0,83.49298693
Gonneea_2018,HBA,18,19,0.137659033,NA,0,35.36384595,8.050575283333334,27.31327065,0,86.41773292
Gonneea_2018,HBA,19,20,0.15394402,0.2852941778,0,30.662070166666666,5.600646749999999,25.061423416666667,0,89.72426095
Gonneea_2018,HBA,20,21,0.123664122,NA,0,22.9200999,5.017234616666667,17.902865283333334,0,91.78773395
Gonneea_2018,HBA,21,22,0.118829517,NA,0,19.537218333333332,5.833333333333333,13.703885000000001,0,93.830095
Gonneea_2018,HBA,22,23,0.178625954,NA,0,25.768607716666665,4.79383565,20.974772066666663,0,97.92373821
Gonneea_2018,HBA,23,24,0.140203562,0.2529650099,0,37.451432566666675,5.833333333333333,31.618099233333336,0,NA
Gonneea_2018,HBA,24,25,0.135368957,NA,0,22.60135375,7.34794425,15.2534095,0,NA
Gonneea_2018,HBA,25,26,0.150890585,NA,0,24.302747083333337,10.155283883333333,14.1474632,0,NA
Gonneea_2018,HBA,26,27,0.15216285,NA,0,16.666666666666668,8.057781833333335,8.608884833333333,0,NA
Gonneea_2018,HBA,27,28,0.109160305,0.2512662665,0,22.0195975,10.745168716666667,11.274428783333333,0,NA
Gonneea_2018,HBA,28,29,0.136895674,NA,0,24.49924825,10.770488916666666,13.728759333333333,0,NA
Gonneea_2018,HBA,29,30.25,0.114249364,NA,0,17.426401616666666,10.459557400000001,6.966844216666667,0,NA
Gonneea_2018,HBA,30.25,32,0.344783715,NA,0,12.176390566666667,9.100188399999999,3.0762021666666666,0,NA
Gonneea_2018,HBA,32,34,0.328244275,NA,0,13.3358963,6.6067913166666665,6.7291049833333325,0,NA
Gonneea_2018,HBA,34,36,0.286513995,NA,0,16.0600432,6.302700433333333,9.75734275,0,NA
Gonneea_2018,HBA,36,38,0.244529262,NA,0,11.774864216666664,7.5296328333333324,4.2452314,0,NA
Gonneea_2018,HBA,38,40,0.228753181,0.21022714539999998,0,NA,5.833333333333333,3.3333333333333335,0,NA
Gonneea_2018,HBA,40,42,0.221882952,NA,0,12.2335357,5.753290916666667,6.480244783333333,0,NA
Gonneea_2018,HBA,42,44,0.269211196,NA,0,7.868783649999999,4.80882085,3.0599628,0,NA
Gonneea_2018,HBA,44,46,0.360559796,NA,0,7.836480816666667,5.5370619833333325,2.299418816666667,0,NA
Gonneea_2018,HBA,46,48,0.384478372,NA,0,12.569134433333332,6.649706733333334,5.919427699999999,0,NA
Gonneea_2018,HBA,48,54,0.110828025,0.152447649,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,54,64,0.091719745,0.304161093,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,64,74,0.11566879,0.3442643453,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,74,84,0.12955414,0.37095672890000003,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,84,94,0.132101911,0.3489259604,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,94,104,0.103566879,0.3737226221,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,104,114,0.125987261,0.3796898121,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,114,124,0.118343949,0.3788470719,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,124,134,0.124585987,0.399016594,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,134,144,0.10433121,0.3608803554,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBA,144,74.5,0.078216561,0.3707934634,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,74.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,0.25,1,0.179389313,NA,0,218.70996666666667,13.568373666666666,205.141593,4.770196556,2.556849748
Gonneea_2018,HBB,1,2,0.115012723,0.30566021200000004,0,206.37274050000002,3.992371533333333,202.380369,0,4.285920153
Gonneea_2018,HBB,2,3,0.164631043,NA,0,184.02926433333334,5,179.02926433333332,0,6.618050897
Gonneea_2018,HBB,3,4,0.133333333,0.3119451557,0,213.60220800000002,5.167205383333333,208.43500266666666,0,8.9839242
Gonneea_2018,HBB,4,5,0.11221374,NA,0,227.9769768333333,5,222.97697683333334,0,11.27415226
Gonneea_2018,HBB,5,6,0.124173028,0.3128484974,0,171.464631,5,166.46463093333335,0,13.29769156
Gonneea_2018,HBB,6,7,0.124936387,NA,0,254.92425416666663,5,249.92425416666666,0,16.61876241
Gonneea_2018,HBB,7,8,0.147328244,0.31563914789999997,0,219.37638483333333,5,214.37638483333333,0,20.36852068
Gonneea_2018,HBB,8,9,0.119847328,NA,0,203.60683616666665,5,198.60683616666668,0,23.51532802
Gonneea_2018,HBB,9,10,0.132315522,0.330247848,0,184.87273333333334,3.8124644,181.060269,0,27.02827679
Gonneea_2018,HBB,10,11,0.115521628,NA,0,193.08528183333334,5,188.0852818333333,0,30.58504637
Gonneea_2018,HBB,11,12,0.123918575,0.35513337470000006,0,165.9315177833333,5,160.93151778333333,0,34.23720464
Gonneea_2018,HBB,12,13,0.144529262,NA,0,137.16021433333333,5,132.16021433333333,0,38.17365374
Gonneea_2018,HBB,13,14,0.134860051,0.33626797750000004,0,115.47548898333334,4.176517933333334,111.29897105,0,41.64564456
Gonneea_2018,HBB,14,15,0.11221374,NA,7.043103183333333,118.93570025,5,113.93570025000001,0,44.93133987
Gonneea_2018,HBB,15,16,0.105089059,0.3498177315,5.466490883333333,131.5930366166667,5,126.59303661666665,0,48.74953983
Gonneea_2018,HBB,16,17,0.138167939,NA,11.991255383333336,102.02338599999999,4.905005516666668,97.11838048333334,0,53.12393666
Gonneea_2018,HBB,17,18,0.143256997,0.2847087564,0,98.54870006666667,5,93.54870006666665,0,58.18260116
Gonneea_2018,HBB,18,19,0.161577608,NA,5.3256013,84.68713936666667,8.418694816666665,76.26844455,0,63.66276603
Gonneea_2018,HBB,19,20,0.12951653900000001,0.2556321594,0,79.11461341666667,6.952489683333333,72.16212373333333,0,68.54818658
Gonneea_2018,HBB,20,21,0.184732824,NA,0,52.22654728333333,6.8982198666666665,45.3283274,0,73.66213679
Gonneea_2018,HBB,21,22,0.14605598,NA,0,65.93491673333334,10.946712533333335,54.98820419999999,0,79.47491629
Gonneea_2018,HBB,22,23,0.202035623,NA,0,55.58661403333333,7.722989833333333,47.863624200000004,0,88.24215619
Gonneea_2018,HBB,23,24,0.134605598,0.2387890693,0,45.068433066666664,8.333333333333334,36.73509973333333,0,93.86098607
Gonneea_2018,HBB,24,25,0.125445293,NA,0,26.89688303333333,5.749500033333333,21.147383,0,97.33676246
Gonneea_2018,HBB,25,26,0.11221374,NA,0,29.197787783333332,9.751755616666667,19.44603215,0,100.5077812
Gonneea_2018,HBB,26,27,0.100254453,NA,0,25.098280233333334,3.452578116666667,21.645702116666666,0,NA
Gonneea_2018,HBB,27,28,0.188549618,0.33418200239999996,0,33.31316268333333,5.3340168,27.979145866666666,0,NA
Gonneea_2018,HBB,28,29,0.215776081,NA,0,32.769450866666666,2.5595371333333334,30.209913733333334,0,NA
Gonneea_2018,HBB,29,30.25,0.151145038,NA,0,19.495057216666666,6.6217463,12.873310916666666,0,NA
Gonneea_2018,HBB,30.25,32,0.260814249,NA,0,18.356542216666668,16.812592116666668,1.5439501,0,NA
Gonneea_2018,HBB,32,34,0.286259542,NA,0,12.393421866666667,8.693260766666665,3.7001611,0,NA
Gonneea_2018,HBB,34,36,0.286513995,NA,0,12.157938233333333,8.333333333333334,3.8246049,0,NA
Gonneea_2018,HBB,36,38,0.274300254,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,38,40,0.154140127,0.284831706,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,40,42,0.18955414,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,42,44,0.143057325,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,44,46,0.120636943,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,46,48,0.116942675,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,48,54,0.117324841,0.34665839519999997,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,54,64,0.107006369,0.3566007263,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,64,74,0.125477707,0.34237094409999996,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,74,84,0.104076433,0.34734249079999996,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,84,94,0.093630573,0.3380220621,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,94,104,0.105350318,0.3391205434,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,104,114,0.117834395,0.35272716719999997,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,114,124,0.106369427,0.3754463911,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,124,134,0.118216561,0.396119025,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,134,144,0.118089172,0.3843320226,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,144,154,0.094267516,0.3801371614,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBB,154,79.5,0.092484076,0.38810153290000005,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,79.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,0.25,1,0.072264631,NA,0,363.0386316666667,12.725455433333332,350.31317616666666,12.54290507,1.736589453
Gonneea_2018,HBC,1,2,0.111450382,0.29714628860000003,0,239.91331783333334,3.8225326166666664,236.09078516666668,0,3.125590109
Gonneea_2018,HBC,2,3,0.126463104,NA,0,313.18220533333334,5,308.1822053333333,0,5.362512267
Gonneea_2018,HBC,3,4,0.124936387,0.3118795599,0,317.79777433333334,5,312.79777433333334,0,7.780528445
Gonneea_2018,HBC,4,5,0.105089059,NA,0,348.6533675,4.2912052166666665,344.36216233333334,0,10.2276602
Gonneea_2018,HBC,5,6,0.121628499,0.3066003632,0,326.9238301666667,5,321.9238301666667,0,13.08139571
Gonneea_2018,HBC,6,7,0.101526718,NA,0,379.4592688333333,5,374.4592688333333,0,16.0850026
Gonneea_2018,HBC,7,8,0.136641221,0.3023636289,0,274.75170483333335,5,269.75170483333335,0,19.32714235
Gonneea_2018,HBC,8,9,0.119592875,NA,0,266.67887099999996,10.452167733333333,256.22670316666665,0,22.3299671
Gonneea_2018,HBC,9,10,0.10610687,0.320791251,0,253.45373233333333,3.0242956166666666,250.42943666666667,0,25.09545791
Gonneea_2018,HBC,10,11,0.154707379,NA,0,158.11025476666666,5.197257783333334,152.912997,0,27.74122672
Gonneea_2018,HBC,11,12,0.104834606,0.3269273044,0,202.52593000000002,5,197.52593,0,30.23941017
Gonneea_2018,HBC,12,13,0.113231552,NA,6.5193962999999995,209.74148733333334,5.290825266666666,204.4506621666667,0,33.28854481
Gonneea_2018,HBC,13,14,0.090585242,0.3228241526,7.6359664333333335,183.74704566666665,3.5247950500000003,180.22225066666667,0,35.60864512
Gonneea_2018,HBC,14,15,0.091603053,NA,11.608479583333333,188.16500416666668,7.40824635,180.7567578333333,0,38.18620101
Gonneea_2018,HBC,15,16,0.119083969,0.3208092698,18.004417633333333,209.24980733333334,8.488039266666668,200.76176816666666,0,42.30718134
Gonneea_2018,HBC,16,17,0.126208651,NA,38.00203698333333,179.59934166666667,5.1346496833333335,174.464692,0,46.66598947
Gonneea_2018,HBC,17,18,0.147073791,0.29724714129999996,34.12133788333334,133.85550081666668,5.9855637,127.86993711666666,0,50.96482815
Gonneea_2018,HBC,18,19,0.124681934,NA,21.84888126666667,146.03289468333332,15.702315616666667,130.33057906666664,0,55.24838015
Gonneea_2018,HBC,19,20,0.136641221,0.239449873,0,124.46574989999999,10.320870183333334,114.14487971666667,0,60.20060724
Gonneea_2018,HBC,20,21,0.113740458,NA,0,121.52020628333334,9.813993033333333,111.70621324999999,0,64.6504018
Gonneea_2018,HBC,21,22,0.158778626,NA,0,84.70493738333333,9.2465962,75.45834118333333,0,69.86975486
Gonneea_2018,HBC,22,23,0.221628499,NA,0,58.02998768333333,19.00042885,39.02955883333334,0,74.57024926
Gonneea_2018,HBC,23,24,0.184732824,0.2319290711,0,85.49498246666666,10.559645133333333,74.93533733333332,0,83.3442157
Gonneea_2018,HBC,24,25,0.120101781,NA,0,64.91948801666666,6.554497483333334,58.364990533333334,0,88.56859095
Gonneea_2018,HBC,25,26,0.147073791,NA,0,74.03369318333333,8.7914243,65.2422689,0,97.35034004
Gonneea_2018,HBC,26,27,0.12086514,NA,0,57.864218883333336,6.479155216666666,51.38506368333333,0,NA
Gonneea_2018,HBC,27,28,0.136895674,0.3531490274,0,56.61066471666667,5.6031971,51.007467616666666,0,NA
Gonneea_2018,HBC,28,29,0.140203562,NA,0,44.79099936666667,10.716379133333334,34.074620233333334,0,NA
Gonneea_2018,HBC,29,30.25,0.162086514,NA,0,29.311530783333332,4.005335166666667,25.30619561666667,0,NA
Gonneea_2018,HBC,30.25,32,0.155541401,0.33757041979999997,0,14.3550599,5.0830887,9.2719712,0,NA
Gonneea_2018,HBC,32,34,0.132866242,NA,0,8.84694885,5.003182783333333,3.8437660666666664,0,NA
Gonneea_2018,HBC,34,36,0.14955414,0.26543918980000003,0,11.146885966666666,5.240698966666666,5.906186999999999,0,NA
Gonneea_2018,HBC,36,38,0.134904459,NA,0,13.776518866666667,5,8.776518866666667,0,NA
Gonneea_2018,HBC,38,40,0.165350318,0.3907949096,0,5,4.198451266666667,0.8015487333333334,0,NA
Gonneea_2018,HBC,40,42,0.148152866,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,42,44,0.129171975,0.38148208029999997,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,44,46,0.179617834,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,46,48,0.124203822,0.4107620916,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,48,50,0.146878981,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,50,52,0.128535032,0.42470353629999996,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,52,54,0.115923567,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,54,56,0.118598726,0.403539278,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,56,58,0.119745223,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,58,60,0.087515924,0.4164447939,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,60,62,0.089426752,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,62,64.25,0.114522293,0.4017108434,NA,NA,NA,NA,NA,NA
Gonneea_2018,HBC,64.25,32.75,0.114140127,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,32.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,0.25,1,0.12264631,NA,0,485.90134316666666,9.807258283333333,476.09408483333334,8.369627568,2.920774534
Gonneea_2018,EPA,1,2,0.018575064,0.241589947,0,564.467443,55.314248166666665,509.1531948333333,0,6.438923284
Gonneea_2018,EPA,2,3,0.100763359,NA,0,475.1027306666666,16.917021883333334,458.18570883333336,0,9.208093432
Gonneea_2018,EPA,3,4,0.159796438,0.2697946068,0,396.05350266666665,9.4781645,386.57533816666665,0,13.38468769
Gonneea_2018,EPA,4,5,0.151399491,NA,0,364.7537125,9.138529966666667,355.6151825,0,17.49490758
Gonneea_2018,EPA,5,6,0.139949109,0.2638017347,0,341.8996276666667,12.13494805,329.7646795,0,21.51046671
Gonneea_2018,EPA,6,7,0.0956743,NA,0,289.0121423333333,11.1511962,277.8609461666666,0,24.06435977
Gonneea_2018,EPA,7,8,0.151145038,0.2892206707,0,217.27218116666666,8.333333333333334,208.93884783333334,0,27.3871546
Gonneea_2018,EPA,8,9,0.120610687,NA,0,220.9489825,7.833876716666667,213.11510583333336,0,30.34252189
Gonneea_2018,EPA,9,10,0.176844784,0.2807503367,2.868520033333333,187.267652,7.461357166666667,179.80629483333334,0,34.49166703
Gonneea_2018,EPA,10,11,0.112468193,NA,0,151.96037941666668,8.173905083333334,143.78647433333333,0,36.86232565
Gonneea_2018,EPA,11,12,0.169974555,0.2412954053,12.466565383333332,116.88337821666667,11.896600683333334,104.98677753333332,0,39.74510236
Gonneea_2018,EPA,12,13,0.238676845,NA,12.2192759,121.18464295000001,7.639269766666667,113.54537320000001,0,44.80621693
Gonneea_2018,EPA,13,14,0.236895674,0.2434715514,33.27459841666667,123.82347826666667,13.799983966666668,110.0234943,0,50.47419608
Gonneea_2018,EPA,14,15,0.196183206,NA,27.136484316666667,86.08724269999999,9.126292733333335,76.96094996666666,0,54.19911521
Gonneea_2018,EPA,15,16,0.134096692,0.2250621707,23.273618950000003,102.34677685,12.182482016666667,90.16429483333334,0,57.56772277
Gonneea_2018,EPA,16,17,0.186768448,NA,10.014310949999999,141.47930548333332,11.387683583333335,130.0916219,0,65.7883582
Gonneea_2018,EPA,17,18,0.180916031,0.20118457110000001,0,120.06849919999999,7.910121733333334,112.15837745,0,74.84768002
Gonneea_2018,EPA,18,19,0.18778626,NA,0,89.91365275,15.51564915,74.3980036,0,83.09166025
Gonneea_2018,EPA,19,20,0.182697201,0.26946190999999997,0,78.9784821,9.612851633333333,69.36563046666667,0,92.36446213
Gonneea_2018,EPA,20,21,0.157506361,NA,0,52.3261831,7.4900328,44.8361503,0,98.7205803
Gonneea_2018,EPA,21,22,0.144274809,NA,0,53.39956793333334,5.541936466666666,47.85763146666667,0,NA
Gonneea_2018,EPA,22,23,0.119847328,NA,0,28.656570533333333,8.333333333333334,20.3232372,0,NA
Gonneea_2018,EPA,23,24,0.093384224,0.3008045132,0,35.06224038333334,5.3654558833333335,29.6967845,0,NA
Gonneea_2018,EPA,24,25,0.126717557,NA,0,22.9946474,9.3643253,13.630322099999999,0,NA
Gonneea_2018,EPA,25,26,0.117557252,NA,0,18.39364718333333,7.425871016666667,10.967776166666667,0,NA
Gonneea_2018,EPA,26,27,0.108651399,NA,0,12.879270216666665,7.366411166666667,5.51285905,0,NA
Gonneea_2018,EPA,27,28,0.118829517,0.2764623693,0,28.621464666666665,8.333333333333334,20.288131333333332,0,NA
Gonneea_2018,EPA,28,29,0.118066158,NA,0,32.38275881666667,8.445031366666667,23.93772745,0,NA
Gonneea_2018,EPA,29,30.25,0.23307888,NA,0,37.15200023333333,7.695855066666666,29.456145166666666,0,NA
Gonneea_2018,EPA,30.25,32,0.17133758,0.2899394066,0,10.026762616666666,2.4549209333333337,7.571841683333333,0,NA
Gonneea_2018,EPA,32,34,0.155796178,NA,0,9.6182664,6.553372266666666,3.0648941333333335,0,NA
Gonneea_2018,EPA,34,36,0.119872611,0.3065924768,0,7.184742516666666,9.277644183333333,-2.0929016833333334,0,NA
Gonneea_2018,EPA,36,38,0.141273885,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,38,40,0.129808917,0.3163590312,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,40,42,0.11133758,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,42,44,0.116178344,0.32367916360000004,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,44,46,0.13566879,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,46,48,0.172484076,0.2927987696,NA,NA,NA,NA,NA,NA
