study_id,site_id,core_id,impact_class
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-1,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-2,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-3,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-4,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-5,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1983-6,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-1,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-2,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-3,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-4,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-5,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,1996-6,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-1,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-4,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-5,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-6,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-1,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-2,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C4-3,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-1,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-2,tidally restored
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C5-3,tidally restored
