Plot ,Subplot,Height Class,Species Code,Live Diameter (cm),Dead Diameter (cm),Dead Code,Height (m)
26,1,3,1,5.5,,,
26,1,3,1,5.5,,,
26,1,3,1,5.6,,,
26,1,3,1,5.2,,,
26,1,3,1,7,,,
26,1,3,1,6.8,,,
26,1,3,1,,21.3,1,
26,1,3,1,5.3,,,
26,1,3,1,7,,,
26,1,3,1,5.5,,,
26,1,3,1,6.2,,,
26,1,3,1,5.2,,,
26,1,3,1,5.3,,,
26,1,3,1,7.6,,,
26,1,3,1,8.7,,,
26,1,3,1,5.9,,,
26,1,3,1,5.7,,,
26,1,3,1,5.4,,,
26,1,3,1,9.8,,,
26,1,3,1,6.4,,,
26,1,3,1,5.6,,,
26,1,3,1,19,,,
26,1,3,1,9.5,,,
26,1,3,1,6.8,,,
26,1,3,1,5.7,,,
26,1,3,1,7.8,,,
26,1,3,1,10.2,,,
26,1,3,1,10.6,,,
26,1,3,1,10.2,,,
26,1,3,1,6.4,,,
26,1,3,1,5.7,,,
26,1,3,1,6.7,,,
26,1,3,1,5.3,,,
26,1,3,1,6,,,
26,1,3,1,9.7,,,
26,1,3,1,12,,,
26,1,3,1,8,,,
26,1,3,1,9.2,,,
26,1,3,1,10.3,,,
26,1,3,1,10.5,,,
26,1,3,1,8.5,,,
26,1,3,1,8.3,,,
26,1,3,1,6,,,
26,1,3,1,8.7,,,
26,2,3,1,5.3,,,
26,2,3,1,5.2,,,
26,2,3,1,10.1,,,
26,2,3,1,5.5,,,
26,2,3,1,5.1,,,
26,2,3,1,6,,,
26,2,3,1,8.5,,,
26,2,3,1,8.8,,,
26,2,3,1,5.4,,,
26,2,3,1,6,,,
26,2,3,1,6.7,,,
26,2,3,6,6.2,,,
26,2,3,1,5.5,,,
26,2,3,1,6.6,,,
26,2,3,1,6.4,,,
26,2,3,1,6.6,,,
26,2,3,1,7.1,,,
26,2,3,1,7.2,,,
26,2,3,1,7.8,,,
26,2,3,1,8,,,
26,2,3,1,7.2,,,
26,2,3,1,6.3,,,
26,2,3,1,6.7,,,
26,2,3,1,9.2,,,
26,2,3,1,6.6,,,
26,2,3,1,9.3,,,
26,2,3,1,7.1,,,
26,2,3,1,5.2,,,
26,2,3,1,7.3,,,
26,2,3,1,6.2,,,
26,2,3,1,5.3,,,
26,2,3,1,5.4,,,
26,2,3,1,5.8,,,
26,2,3,1,7.3,,,
26,2,3,1,7.6,,,
26,2,3,6,7,,,
26,2,3,6,6.8,,,
26,2,3,1,6,,,
26,2,3,6,10.3,,,
26,2,3,1,6,,,
26,2,3,1,5.3,,,
26,2,3,6,5.3,,,
26,2,3,1,5.7,,,
26,2,3,1,6.2,,,
26,2,3,1,5.1,,,
26,2,3,1,5.1,,,
26,2,3,1,,6.2,2,
26,2,3,1,5.6,,,
26,2,3,1,7.5,,,
26,2,3,1,7.5,,,
26,2,3,1,8.3,,,
26,2,3,6,5.8,,,
26,2,3,1,5.4,,,
26,3,3,1,5.7,,,
26,3,3,1,5.3,,,
26,3,3,1,5.3,,,
26,3,3,1,5.4,,,
26,3,3,1,5.9,,,
26,3,3,1,5.9,,,
26,3,3,6,7.2,,,
26,3,3,6,7.8,,,
26,3,3,1,5.3,,,
26,3,3,1,5.7,,,
26,3,3,6,12.7,,,
26,3,3,6,8.7,,,
26,3,3,6,5.3,,,
26,3,3,1,5.3,,,
26,3,3,1,7.8,,,
26,3,3,1,7,,,
26,3,3,6,11,,,
26,3,3,6,12.2,,,
26,3,3,6,11.8,,,
26,3,3,6,8.8,,,
26,3,3,6,6.7,,,
26,3,3,6,5.8,,,
26,3,3,6,10,,,
26,3,3,6,8.1,,,
26,3,3,6,9,,,
26,3,3,6,6.4,,,
26,3,3,6,6.6,,,
26,3,3,6,6.5,,,
26,3,3,1,5.2,,,
26,3,3,6,8.2,,,
26,3,3,6,6.4,,,
26,3,3,6,7.4,,,
26,3,3,6,8.1,,,
26,3,3,6,10.2,,,
26,3,3,6,12.2,,,
26,3,3,6,10.4,,,
26,3,3,6,6,,,
26,4,3,1,6,,,
26,4,3,6,5.9,,,
26,4,3,6,8.5,,,
26,4,3,6,5.9,,,
26,4,3,6,8.3,,,
26,4,3,6,11.7,,,
26,4,3,1,6.5,,,
26,4,3,1,8.6,,,
26,4,3,6,5.2,,,
26,4,3,1,5.6,,,
26,4,3,6,5.7,,,
26,4,3,6,8.2,,,
26,4,3,6,8,,,
26,4,3,6,6.9,,,
26,4,3,6,5.3,,,
26,4,3,6,6.4,,,
26,4,3,6,5.3,,,
26,4,3,6,6.5,,,
26,4,3,6,6,,,
26,4,3,6,7.5,,,
26,4,3,6,7.8,,,
26,4,3,6,7,,,
26,4,3,6,6.2,,,
26,4,3,6,7,,,
26,4,3,6,6.8,,,
26,4,3,6,5.3,,,
26,4,3,6,6.9,,,
26,4,3,6,6.5,,,
26,4,3,6,5.4,,,
26,4,3,6,5.6,,,
26,4,3,1,,7.6,1,
26,4,3,1,,6.5,1,
26,4,3,1,,6.4,1,
26,4,3,1,6.5,,,
26,4,3,6,5.7,,,
26,4,3,1,5.7,,,
26,4,3,1,5.5,,,
26,4,3,1,6.3,,,
26,4,3,6,5.3,,,
26,4,3,6,5.5,,,
26,5,3,1,,5.8,1,
26,5,3,1,,5.2,1,
26,5,3,1,6.3,,,
26,5,3,1,5.3,,,
26,5,3,1,5.8,,,
26,5,3,1,5.8,,,
26,5,3,1,6.1,,,
26,5,3,1,8.7,,,
26,5,3,6,,17.9,1,
26,5,3,6,,9.5,3,
26,5,3,1,5.5,,,
26,5,3,1,,7.5,3,
26,5,3,1,6.1,,,
26,5,3,6,7.8,,,
26,5,3,6,6.7,,,
26,5,3,6,6,,,
26,5,3,6,5.8,,,
26,5,3,6,5.3,,,
26,5,3,1,6.1,,,
26,5,3,6,7.3,,,
26,5,3,6,5.6,,,
26,5,3,6,14,,,
26,5,3,6,15.9,,,
26,5,3,6,7.7,,,
26,5,3,6,5.1,,,
26,5,3,6,6.5,,,
26,5,3,6,7,,,
26,5,3,6,7.2,,,
26,5,3,6,5.6,,,
26,5,3,6,6.7,,,
26,5,3,6,7.5,,,
26,6,3,6,8.2,,,
26,6,3,6,5.5,,,
26,6,3,6,9.4,,,
26,6,3,6,8.3,,,
26,6,3,6,7.5,,,
26,6,3,6,5.6,,,
26,6,3,6,5.4,,,
26,6,3,6,8.1,,,
26,6,3,6,5.6,,,
26,6,3,6,6.9,,,
26,6,3,6,5.9,,,
26,6,3,6,5.9,,,
26,6,3,6,7.8,,,
26,6,3,6,5.9,,,
26,6,3,6,5.8,,,
26,6,3,3,22,,,
26,6,3,6,6.3,,,
26,6,3,6,6.7,,,
26,6,3,3,7.1,,,
26,6,3,6,8.9,,,
26,6,3,3,11.7,,,
26,6,3,1,6,,,
26,6,3,1,7.3,,,
26,6,3,1,7.4,,,
26,6,3,1,5.9,,,
26,6,3,1,7.5,,,
26,6,3,1,6,,,
26,6,3,1,8.6,,,
26,6,3,1,7.7,,,
26,6,3,1,5.8,,,
26,6,3,1,5.8,,,
26,6,3,6,5.6,,,
26,6,3,6,5.8,,,
27,1,4,5,14.4,,,
27,1,4,5,13,,,
27,1,4,5,12.3,,,
27,1,4,5,13.9,,,
27,1,4,5,,6,3,
27,1,4,5,,6.7,1,
27,1,4,5,11.8,,,
27,1,4,5,12.6,,,
27,1,4,5,10.2,,,
27,1,4,5,,6.6,3,
27,1,4,5,14.6,,,
27,1,4,5,7.1,,,
27,1,4,5,5.6,,,
27,1,4,5,15.9,,,
27,1,4,5,10.5,,,
27,1,4,5,9.2,,,
27,1,4,5,,12.1,3,
27,1,4,5,15.5,,,
27,1,4,5,,6.2,2,
27,1,4,5,11.6,,,
27,1,4,5,9,,,
27,1,4,5,14.7,,,
27,1,4,5,18,,,
27,1,4,5,14.5,,,
27,1,4,5,6.3,,,
27,1,4,5,15.2,,,
27,1,4,5,,7.8,2,
27,1,4,5,10.25,,,
27,1,4,5,,7.1,3,
27,1,4,5,10.6,,,
27,1,4,5,11.4,,,
27,1,4,5,9.2,,,
27,1,4,5,,7.6,3,
27,1,4,5,,10.2,2,
27,1,4,5,11.8,,,
27,1,4,5,9.2,,,
27,1,4,5,8.8,,,
27,2,4,5,8.8,,,
27,2,4,5,10.8,,,
27,2,4,5,5.1,,,
27,2,4,5,8.1,,,
27,2,4,5,13.8,,,
27,2,4,5,6.8,,,
27,2,4,5,7.4,,,
27,2,4,5,5.7,,,
27,2,4,5,6.1,,,
27,2,4,5,,13.9,,
27,2,4,5,5.8,,,
27,2,4,5,11.9,,,
27,2,4,5,11.3,,,
27,2,4,5,5.1,,,
27,2,4,5,10.6,,,
27,2,4,5,8,,,
27,2,4,5,17,,,
27,2,4,5,,8.3,2,
27,2,4,5,6.6,,,
27,2,4,5,,12.7,3,
27,2,4,5,11.8,,,
27,2,4,5,5.9,,,
27,2,4,5,12,,,
27,2,4,5,,8.9,3,
27,2,4,5,5.2,,,
27,2,4,5,14.5,,,
27,2,4,5,8.5,,,
27,2,4,5,6.5,,,
27,2,4,5,,5.1,,
27,2,4,5,,6,3,
27,2,4,5,,7,3,
27,2,4,5,6.2,,,
27,2,4,5,12.7,,,
27,2,4,5,8.2,,,
27,2,4,5,16.7,,,
27,2,4,5,8.6,,,
27,2,4,5,,9.3,3,
27,2,4,5,,7.1,3,
27,2,4,5,,9,3,
27,2,4,5,,9.1,3,
27,3,4,5,8.2,,,
27,3,4,5,6.3,,,
27,3,4,5,12.7,,,
27,3,4,5,9.4,,,
27,3,4,5,7.4,,,
27,3,4,5,8.9,,,
27,3,4,5,12.2,,,
27,3,4,5,11.6,,,
27,3,4,5,10.9,,,
27,3,4,5,,16.4,3,
27,3,4,5,,13,2,
27,3,4,1,,8.2,3,
27,3,4,5,5.1,,,
27,3,4,5,5.3,,,
27,3,4,5,10.9,,,
27,3,4,5,,15,3,
27,3,4,5,,9.2,3,
27,4,4,88,9.9,,,
27,4,4,88,9.1,,,
27,4,4,88,10.5,,,
27,4,4,88,6.6,,,
27,4,4,88,9.1,,,
27,4,4,88,13.1,,,
27,4,4,88,6,,,
27,4,4,88,5.5,,,
27,5,4,1,17,,,
27,5,4,1,8.5,,,
27,5,4,1,21.1,,,
27,5,4,1,13,,,
27,5,4,1,15.1,,,
27,5,4,1,12.4,,,
27,5,4,1,6.4,,,
27,5,4,1,10,,,
27,5,4,1,6.6,,,
27,5,4,1,6.2,,,
27,5,4,1,6.2,,,
27,5,4,1,6.4,,,
27,5,4,1,6.1,,,
27,5,4,1,5.2,,,
27,5,4,1,8.2,,,
27,5,4,1,5.3,,,
27,5,4,5,13,,,
27,5,4,1,5.1,,,
27,5,4,1,6.2,,,
27,5,4,5,5.9,,,
27,6,4,1,,5.4,3,
27,6,4,1,,5.2,3,
27,6,4,1,,11.4,1,
27,6,4,1,8,,,
27,6,4,5,6.7,,,
27,6,4,5,17.3,,,
27,6,4,5,5.1,,,
27,6,4,5,,10.7,3,
27,6,4,5,5.3,,,
27,6,4,1,,7,3,
27,6,4,1,5.4,,,
27,6,4,5,12.4,,,
27,6,4,5,10.7,,,
27,6,4,5,12.4,,,
27,6,4,5,,5.3,3,
27,6,4,5,,8.6,3,
27,6,4,5,,6.7,3,
27,6,4,1,,5.7,3,
27,6,4,5,,6.5,3,
27,6,4,5,12.4,,,
27,6,4,5,,19.2,3,
27,6,4,1,5.2,,,
27,6,4,5,,7,3,
27,6,4,5,6,,,
27,6,4,5,5.2,,,
27,6,4,5,8.4,,,
27,6,4,5,7.3,,,
27,6,4,5,8.6,,,
27,6,4,5,8.1,,,
29,1,4,5,12.6,,,
29,1,4,5,5.6,,,
29,1,4,5,9.9,,,
29,1,4,5,12.9,,,
29,1,4,5,13,,,
29,1,4,5,13.2,,,
29,1,4,5,9.8,,,
29,1,4,5,,7.5,3,
29,1,4,5,6.4,,,
29,1,4,5,5.9,,,
29,1,4,5,14,,,
29,1,4,5,11.1,,,
29,1,4,5,8.6,,,
29,1,4,5,11.8,,,
29,1,4,5,8.7,,,
29,1,4,5,11.1,,,
29,1,4,5,7.4,,,
29,1,4,5,6.6,,,
29,1,4,5,10.3,,,
29,1,4,5,12.1,,,
29,1,4,5,9.6,,,
29,1,4,5,,7.9,2,
29,1,4,5,13.7,,,
29,1,4,5,8.9,,,
29,1,4,5,12,,,
29,1,4,5,6.7,,,
29,1,4,5,8.5,,,
29,1,4,5,7.7,,,
29,1,4,5,8.5,,,
29,1,4,5,6.9,,,
29,1,4,5,8.7,,,
29,1,4,5,5.4,,,
29,1,4,5,7.5,,,
29,1,4,5,5.1,,,
29,1,4,5,6.5,,,
29,1,4,5,10.5,,,
29,1,4,5,8.3,,,
29,1,4,5,7,,,
29,1,4,5,5.9,,,
29,1,4,5,6.9,,,
29,1,4,5,5.8,,,
29,1,4,5,8.7,,,
29,1,4,5,7.7,,,
29,1,4,5,9.1,,,
29,1,4,5,7,,,
29,1,4,5,5.4,,,
29,1,4,5,,8.2,3,
29,1,4,5,5.5,,,
29,1,4,5,11.3,,,
29,1,4,5,5.4,,,
29,1,4,5,,6.4,3,
29,1,4,5,11.3,,,
29,1,4,5,8.2,,,
29,2,4,5,5.5,,,
29,2,4,5,,6.9,2,
29,2,4,5,9.4,,,
29,2,4,5,11.3,,,
29,2,4,5,11,,,
29,2,4,5,10.5,,,
29,2,4,5,10.4,,,
29,2,4,5,,10.1,3,
29,2,4,5,13.8,,,
29,2,4,5,11.1,,,
29,2,4,5,12,,,
29,2,4,5,13.9,,,
29,2,4,5,11.2,,,
29,2,4,5,15.1,,,
29,2,4,5,18.1,,,
29,2,4,5,9.5,,,
29,2,4,5,11.7,,,
29,2,4,5,,6.1,3,
29,2,4,5,12.9,,,
29,2,4,5,7.9,,,
29,2,4,5,9.7,,,
29,2,4,5,11.7,,,
29,2,4,5,9.3,,,
29,2,4,5,5.9,,,
29,2,4,5,,5.3,2,
29,2,4,5,,10.9,3,
29,2,4,5,5.5,,,
29,2,4,5,12.5,,,
29,2,4,5,14.4,,,
29,2,4,5,9.3,,,
29,2,4,5,6.9,,,
29,2,4,5,,8,1,
29,2,4,5,6.4,,,
29,2,4,5,10.7,,,
29,2,4,5,9.9,,,
29,2,4,5,,16.4,3,
29,2,4,5,6.4,,,
29,2,4,5,,13.2,3,
29,2,4,5,8.7,,,
29,2,4,5,7.2,,,
29,2,4,5,,12.4,1,
29,2,4,5,12.6,,,
29,2,4,5,14.5,,,
29,2,4,5,8,,,
29,2,4,5,15.7,,,
29,2,4,5,5.4,,,
29,2,4,5,9,,,
29,2,4,5,11.4,,,
29,2,4,5,7.1,,,
29,2,4,5,5.1,,,
29,2,4,5,10.6,,,
29,2,4,5,,10.2,3,
29,2,4,5,5.6,,,
29,2,4,5,,12.4,1,
29,2,4,5,8.6,,,
29,2,4,5,13.2,,,
29,2,4,5,5.8,,,
29,2,4,5,11.6,,,
29,2,4,5,9.8,,,
29,3,4,5,18.2,,,
29,3,4,5,8,,,
29,3,4,5,10.2,,,
29,3,4,5,12.4,,,
29,3,4,5,7.4,,,
29,3,4,5,8.1,,,
29,3,4,5,19.6,,,
29,3,4,5,,7.4,3,
29,3,4,5,,6.0,2,
29,3,4,5,15.5,,,
29,3,4,5,15.8,,,
29,3,4,5,17.5,,,
29,3,4,5,5.7,,,
29,3,4,5,9.4,,,
29,3,4,5,15.3,,,
29,3,4,5,5.3,,,
29,3,4,5,7.7,,,
29,3,4,5,13.3,,,
29,3,4,5,6.1,,,
29,3,4,5,18.8,,,
29,3,4,5,11.4,,,
29,3,4,5,5.3,,,
29,3,4,5,6.6,,,
29,3,4,5,13.8,,,
29,3,4,5,12,,,
29,3,4,5,11.9,,,
29,3,4,5,5.3,,,
29,3,4,5,10.4,,,
29,3,4,5,18.1,,,
29,3,4,5,7.2,,,
29,3,4,5,,5.4,2,
29,3,4,5,10,,,
29,4,4,5,9.1,,,
29,4,4,5,12,,,
29,4,4,5,11.2,,,
29,4,4,5,,11.5,1,
29,4,4,5,6.1,,,
29,4,4,5,10.2,,,
29,4,4,5,7.8,,,
29,4,4,5,7.8,,,
29,4,4,5,6.1,,,
29,4,4,5,18.7,,,
29,4,4,5,8.7,,,
29,4,4,5,,5.9,3,
29,4,4,5,16.6,,,
29,4,4,5,8.7,,,
29,4,4,5,13.1,,,
29,4,4,5,,5.9,1,
29,4,4,5,,8.5,3,
29,4,4,5,6.9,,,
29,4,4,5,6.8,,,
29,4,4,5,7.1,,,
29,4,4,5,15.7,,,
29,4,4,5,14.2,,,
29,4,4,5,17.5,,,
29,4,4,5,6.9,,,
29,4,4,5,8.1,,,
29,4,4,5,13.1,,,
29,4,4,5,14,,,
29,4,4,5,9.7,,,
29,4,4,5,17.9,,,
29,4,4,5,13.1,,,
29,4,4,5,15.1,,,
29,4,4,5,11,,,
29,4,4,5,11.6,,,
29,4,4,5,,6.2,2,
29,4,4,5,11.6,,,
29,4,4,5,8.4,,,
29,5,4,5,5.6,,,
29,5,4,5,8,,,
29,5,4,5,8,,,
29,5,4,5,,9.6,3,
29,5,4,5,11.7,,,
29,5,4,5,6.3,,,
29,5,4,5,8.1,,,
29,5,4,5,16.2,,,
29,5,4,5,8.6,,,
29,5,4,5,,9.3,2,
29,5,4,5,11.9,,,
29,5,4,5,7.1,,,
29,5,4,5,10.6,,,
29,5,4,5,13.6,,,
29,5,4,5,6.3,,,
29,5,4,5,19,,,
29,5,4,5,,12.7,1,
29,5,4,5,19.9,,,
29,5,4,5,6.7,,,
29,5,4,5,10.5,,,
29,5,4,5,13,,,
29,5,4,5,16.6,,,
29,5,4,5,9.8,,,
29,5,4,5,7,,,
29,5,4,5,5.7,,,
29,5,4,5,9.6,,,
29,5,4,5,14.7,,,
29,5,4,5,7.8,,,
29,5,4,5,15.1,,,
29,5,4,5,8.6,,,
29,5,4,5,,7.7,3,
29,5,4,5,,13.2,1,
29,5,4,5,,8.1,1,
29,5,4,5,10.5,,,
29,5,4,5,13.4,,,
29,6,4,5,,9.7,3,
29,6,4,5,5.6,,,
29,6,4,5,11.9,,,
29,6,4,5,,7,3,
29,6,4,5,,7.3,3,
29,6,4,5,,5.2,3,
29,6,4,5,16.3,,,
29,6,4,5,7.7,,,
29,6,4,5,16.4,,,
29,6,4,5,10.1,,,
29,6,4,5,14,,,
29,6,4,5,5.2,,,
29,6,4,5,8.5,,,
29,6,4,5,9.8,,,
29,6,4,5,11.4,,,
29,6,4,5,6.1,,,
29,6,4,5,,10.2,2,
29,6,4,5,8.9,,,
29,6,4,5,10.1,,,
29,6,4,5,5.9,,,
29,6,4,5,6.7,,,
29,6,4,5,5.3,,,
29,6,4,5,8.7,,,
29,6,4,5,10.3,,,
29,6,4,5,13.7,,,
29,6,4,5,11.2,,,
29,6,4,5,8,,,
29,6,4,5,6.4,,,
29,6,4,5,8.7,,,
29,6,4,5,14.3,,,
29,6,4,5,7.7,,,
29,6,4,5,16.1,,,
29,6,4,5,11.6,,,
29,6,4,5,7.7,,,
29,6,4,5,6.8,,,
29,6,4,5,9.3,,,
29,6,4,5,9.5,,,
29,6,4,5,11,,,
29,6,4,5,,7.4,3,
29,6,4,5,5.6,,,
29,6,4,5,11.4,,,
35,1,2,3,13.9,,,
35,1,2,1,6.5,,,
35,1,2,5,5.3,,,
35,1,2,5,6.9,,,
35,1,2,3,8,,,
35,1,2,5,8.5,,,
35,1,2,5,6.2,,,
35,1,2,5,11.1,,,
35,1,2,5,7,,,
35,1,2,5,12.7,,,
35,1,2,5,11,,,
35,1,2,3,20.5,,,
35,1,2,5,13.8,,,
35,1,2,3,12.5,,,
35,1,2,3,11.9,,,
35,1,2,3,5.9,,,
35,1,2,5,5.5,,,
35,1,2,3,9.5,,,
35,1,2,1,,5.6,1,
35,1,2,1,5.8,,,
35,1,2,1,6.3,,,
35,1,2,3,13.5,,,
35,1,2,1,8.5,,,
35,1,2,6,9.4,,,
35,1,2,3,14.6,,,
35,1,2,6,6.2,,,
35,1,2,3,15.7,,,
35,1,2,6,7.6,,,
35,1,2,3,13.8,,,
35,1,2,6,5.3,,,
35,1,2,3,16.2,,,
35,1,2,6,6,,,
35,1,2,6,11.7,,,
35,1,2,3,9.2,,,
35,1,2,3,16.7,,,
35,1,2,3,9.6,,,
35,1,2,3,11,,,
35,1,2,1,6.8,,,
35,1,2,3,6.8,,,
35,1,2,1,6.2,,,
35,1,2,1,5.9,,,
35,2,2,3,8.7,,,
35,2,2,1,8.4,,,
35,2,2,3,8.6,,,
35,2,2,1,9,,,
35,2,2,5,8.6,,,
35,2,2,1,9.9,,,
35,2,2,1,8.4,,,
35,2,2,1,6.3,,,
35,2,2,3,6.5,,,
35,2,2,3,5.6,,,
35,2,2,1,10,,,
35,2,2,5,7.3,,,
35,2,2,5,5.4,,,
35,2,2,1,6.1,,,
35,2,2,5,7.7,,,
35,2,2,1,5.1,,,
35,2,2,1,5.2,,,
35,2,2,1,5.3,,,
35,2,2,1,5.1,,,
35,2,2,1,5.3,,,
35,2,2,1,6.8,,,
35,2,2,1,9.1,,,
35,2,2,1,12.4,,,
35,2,2,1,8.4,,,
35,2,2,1,8.5,,,
35,2,2,1,5.9,,,
35,2,2,3,15.1,,,
35,2,2,1,5.7,,,
35,2,2,1,6,,,
35,2,2,1,9.3,,,
35,2,2,1,9.8,,,
35,2,2,1,5.5,,,
35,2,2,1,5.4,,,
35,2,2,1,9,,,
35,2,2,1,7.5,,,
35,2,2,1,5.3,,,
35,2,2,1,8.7,,,
35,2,2,1,6.2,,,
35,2,2,1,7.7,,,
35,2,2,1,7.9,,,
35,2,2,1,9.1,,,
35,2,2,1,6.9,,,
35,2,2,1,5.3,,,
35,2,2,1,,11.7,2,
35,3,2,1,5.6,,,
35,3,2,1,9.9,,,
35,3,2,1,7.8,,,
35,3,2,1,5.3,,,
35,3,2,1,5.5,,,
35,3,2,1,6,,,
35,3,2,1,9.7,,,
35,3,2,1,7.5,,,
35,3,2,1,7.6,,,
35,3,2,1,7.4,,,
35,3,2,5,5.8,,,
35,3,2,5,7.4,,,
35,3,2,1,5.6,,,
35,3,2,1,10,,,
35,3,2,1,8,,,
35,3,2,3,16,,,
35,3,2,5,8.6,,,
35,3,2,1,5.4,,,
35,3,2,1,8.2,,,
35,3,2,1,6.8,,,
35,3,2,5,5.1,,,
35,3,2,1,5.5,,,
35,3,2,1,8.1,,,
35,3,2,5,6.6,,,
35,3,2,4,5.3,,,
35,3,2,5,12.8,,,
35,3,2,5,7.7,,,
35,3,2,5,5.3,,,
35,3,2,1,9,,,
35,3,2,6,7.5,,,
35,3,2,1,6.7,,,
35,3,2,1,5.5,,,
35,3,2,1,5.2,,,
35,3,2,1,7.3,,,
35,3,2,1,8.2,,,
35,3,2,5,7,,,
35,3,2,1,6.5,,,
35,3,2,6,7.5,,,
35,4,2,3,5.9,,,
35,4,2,1,6,,,
35,4,2,1,5.3,,,
35,4,2,1,6.2,,,
35,4,2,1,9.5,,,
35,4,2,3,20.2,,,
35,4,2,1,6.8,,,
35,4,2,3,32.8,,,
35,4,2,5,12.3,,,
35,4,2,3,9.7,,,
35,4,2,3,7.3,,,
35,4,2,5,9.9,,,
35,4,2,3,19.7,,,
35,4,2,1,5.7,,,
35,4,2,1,11.5,,,
35,4,2,1,6.8,,,
35,4,2,1,7.5,,,
35,4,2,1,8.6,,,
35,4,2,1,6.4,,,
35,4,2,1,7.7,,,
35,4,2,1,7.5,,,
35,4,2,1,5.3,,,
35,4,2,1,5.9,,,
35,4,2,6,9.1,,,
35,4,2,6,10.8,,,
35,4,2,6,9.2,,,
35,4,2,1,6.2,,,
35,4,2,3,16.7,,,
35,4,2,5,20.2,,,
35,4,2,1,11.8,,,
35,4,2,3,7.6,,,
35,4,2,1,6.9,,,
35,4,2,1,13.8,,,
35,4,2,6,8.9,,,
35,4,2,6,9.9,,,
35,4,2,6,7.2,,,
35,4,2,3,11,,,
35,4,2,3,15.5,,,
35,4,2,3,8.9,,,
35,4,2,6,10.1,,,
35,4,2,3,11.8,,,
35,4,2,3,5.9,,,
35,4,2,3,10.5,,,
35,4,2,6,5.9,,,
35,4,2,5,6.1,,,
35,5,2,6,8.9,,,
35,5,2,6,8.3,,,
35,5,2,6,9.4,,,
35,5,2,6,5.3,,,
35,5,2,3,18.3,,,
35,5,2,6,7.3,,,
35,5,2,6,6,,,
35,5,2,1,8.2,,,
35,5,2,1,6.2,,,
35,5,2,6,7.3,,,
35,5,2,6,5.6,,,
35,5,2,1,7,,,
35,5,2,6,8.5,,,
35,5,2,1,5.5,,,
35,5,2,1,5.8,,,
35,5,2,6,7.2,,,
35,5,2,1,5.1,,,
35,5,2,1,9.6,,,
35,5,2,1,5.1,,,
35,5,2,1,6.9,,,
35,5,2,1,6.4,,,
35,5,2,6,5.3,,,
35,5,2,1,6.6,,,
35,5,2,1,6.3,,,
35,5,2,6,9.2,,,
35,5,2,6,7.8,,,
35,5,2,6,7.7,,,
35,5,2,6,9.5,,,
35,5,2,6,7.3,,,
35,5,2,3,6.1,,,
35,5,2,3,10.1,,,
35,5,2,6,6.9,,,
35,5,2,6,7.2,,,
35,5,2,6,9.3,,,
35,5,2,6,8.6,,,
35,5,2,6,6.7,,,
35,5,2,6,6,,,
35,5,2,6,7.4,,,
35,5,2,6,5.7,,,
35,5,2,6,8.4,,,
35,5,2,6,6.8,,,
35,5,2,6,6.9,,,
35,5,2,6,8.3,,,
35,5,2,6,8.3,,,
35,5,2,6,5.2,,,
35,5,2,6,5.4,,,
35,5,2,6,5.7,,,
35,5,2,6,6.6,,,
35,5,2,6,7.1,,,
35,5,2,3,8.8,,,
35,5,2,6,5.9,,,
35,6,2,6,9.2,,,
35,6,2,3,10.2,,,
35,6,2,3,11.4,,,
35,6,2,3,9.5,,,
35,6,2,3,7.3,,,
35,6,2,1,6.5,,,
35,6,2,1,8.3,,,
35,6,2,1,6.7,,,
35,6,2,1,10.3,,,
35,6,2,1,6.7,,,
35,6,2,1,7.2,,,
35,6,2,1,5.2,,,
35,6,2,3,6.9,,,
35,6,2,6,9,,,
35,6,2,1,7.8,,,
35,6,2,1,,5.9,3,
35,6,2,1,,5.4,2,
35,6,2,1,,5.1,2,
35,6,2,3,7,,,
35,6,2,1,5.1,,,
36,1,2,3,10.5,,,
36,1,2,3,8.7,,,
36,1,2,5,8.9,,,
36,1,2,1,8.3,,,
36,1,2,5,14.4,,,
36,1,2,3,14.7,,,
36,1,2,3,11.2,,,
36,1,2,3,15.6,,,
36,1,2,1,5.2,,,
36,1,2,3,13.3,,,
36,1,2,1,7.7,,,
36,1,2,1,9.6,,,
36,1,2,1,7.9,,,
36,1,2,1,,7.4,1,
36,1,2,1,6.2,,,
36,1,2,3,7.1,,,
36,1,2,1,11.1,,,
36,1,2,3,8,,,
36,1,2,1,6.2,,,
36,1,2,3,14.5,,,
36,1,2,5,14.6,,,
36,1,2,3,13.4,,,
36,1,2,1,8.4,,,
36,1,2,3,6.2,,,
36,1,2,1,11.2,,,
36,1,2,1,10.9,,,
36,1,2,1,12.8,,,
36,1,2,3,18.6,,,
36,1,2,3,9.9,,,
36,1,2,3,8.2,,,
36,1,2,3,4.4,,,
36,1,2,1,5.7,,,
36,1,2,1,5.8,,,
36,1,2,1,9.2,,,
36,1,2,1,6,,,
36,1,2,1,9.8,,,
36,1,2,1,9.4,,,
36,1,2,3,13.3,,,
36,1,2,3,18.5,,,
36,1,2,5,18.8,,,
36,1,2,3,11.1,,,
36,1,2,3,14.8,,,
36,2,2,5,7.5,,,
36,2,2,5,7.4,,,
36,2,2,5,6.5,,,
36,2,2,3,7.7,,,
36,2,2,3,5.4,,,
36,2,2,3,5.7,,,
36,2,2,1,5.3,,,
36,2,2,1,7.1,,,
36,2,2,1,5.6,,,
36,2,2,1,6.7,,,
36,2,2,1,6.8,,,
