"StudyID","SampID","Ecosystem","State","Estuary","EstType","Lat","Long","LatLongType","Lvl1EcoReg","KGzone","Cdepth","StkMeth","Stk30","Stk50","Stk100","PercFines","GrainType","Elev_z","Elev_zlow","Elev_zhigh","VegGrp"
"4",21,"SG","BC","KOM","TDE",49.66555,-124.91283,"SPEC",7,"Csb","45","CHN",22.57,61.4,NA,NA,NA,NA,NA,NA,"ZosMar"
"4",22,"FL","BC","KOM","TDE",49.66605,-124.91022,"SPEC",7,"Csb","52.5","CHN",11.06,26.26,NA,NA,NA,NA,NA,NA,NA
"4",23,"SG","BC","KOM","TDE",49.67005,-124.93853,"SPEC",7,"Csb","58.5","CHN",22.03,28.48,NA,NA,NA,NA,NA,NA,"ZosMar"
"4",24,"SG","BC","KOM","TDE",49.65835,-124.95398,"SPEC",7,"Csb","50","CHN",17.37,39.55,NA,NA,NA,NA,NA,NA,"ZosMar"
"4",25,"SG","BC","KOM","TDE",49.66023,-124.9439,"SPEC",7,"Csb","55","CHN",12.31,21.7,NA,NA,NA,NA,NA,NA,"ZosMar"
"4",26,"FL","BC","KOM","TDE",49.6668,-124.93478,"SPEC",7,"Csb","45","CHN",15.18,NA,NA,NA,NA,NA,NA,NA,NA
"4",27,"SG","BC","KOM","TDE",49.65865,-124.9423,"SPEC",7,"Csb","45","CHN",22.04,46.28,NA,NA,NA,NA,NA,NA,"ZosMar"
"4",28,"SG","BC","KOM","TDE",49.66513,-124.91967,"SPEC",7,"Csb","50","CHN",21.2,25.96,NA,NA,NA,NA,NA,NA,"ZosMar"
"4",29,"SG","BC","KOM","TDE",49.65162,-124.93242,"SPEC",7,"Csb","55","CHN",56.85,87.16,NA,NA,NA,NA,NA,NA,"ZosMar"
"11",30,"FL","WA","PAD","EMB",48.549,-122.501,"SPEC",7,"Csb","44","CHN&LOI",34.71,54.1,NA,NA,NA,-0.829,0.453,NA,NA
"11",31,"SG","WA","PAD","EMB",48.549,-122.509,"SPEC",7,"Csb","36","CHN&LOI",13.96,21.77,NA,NA,NA,-1.151,0.24,NA,"NanJap"
"11",32,"SG","WA","PAD","EMB",48.549,-122.514,"SPEC",7,"Csb","44","CHN&LOI",19.49,32.97,NA,NA,NA,-1.343,0.114,NA,NA
"11",33,"SG","WA","PAD","EMB",48.549,-122.523,"SPEC",7,"Csb","42","CHN&LOI",17.4,27.07,NA,NA,NA,-1.554,-0.026,NA,NA
"11",34,"SG","WA","PAD","EMB",48.549,-122.529,"SPEC",7,"Csb","36","CHN&LOI",15.03,24.13,NA,NA,NA,-1.655,-0.092,NA,"ZosMar"
"11",35,"SG","WA","PAD","EMB",48.55,-122.536,"SPEC",7,"Csb","38","CHN&LOI",13.22,21.18,NA,NA,NA,-1.877,-0.239,NA,"ZosMar"
"11",36,"SG","WA","PAD","EMB",48.55,-122.544,"SPEC",7,"Csb","42","CHN&LOI",12.37,21.32,NA,NA,NA,-2.321,-0.532,NA,"ZosMar"
"17",37,"EM","WA","STI","RD",48.227,-122.384,"SPEC",7,"Csb","84","CHN&LOI",63.84,127.74,187.96,92,"Avg 4-28",0.931,NA,0.931,"Br-mix"
"17",38,"EM","WA","STI","RD",48.227,-122.383,"SPEC",7,"Csb","73","LOI",60.7,96.33,NA,87.1,"Avg 4-28",0.981,NA,0.981,"Br-mix"
"17",39,"EM","WA","STI","RD",48.226,-122.383,"SPEC",7,"Csb","86","CHN&LOI",49.74,80.45,137.66,83.7,"Avg 4-28",0.331,NA,0.331,"Br-grm"
"17",40,"EM","WA","STI","RD",48.226,-122.383,"SPEC",7,"Csb","88","LOI",58.3,93.59,174.63,68.1,"Avg 4-28",0.353,NA,0.353,"Br-grm"
"17",41,"FL","WA","STI","RD",48.202,-122.386,"SPEC",7,"Csb","80","LOI",26.78,42.87,81.44,25,"Avg 4-28",0.103,1.073,NA,NA
"17",42,"FL","WA","STI","RD",48.202,-122.386,"SPEC",7,"Csb","80","CHN&LOI",32.08,48.99,87.67,38.7,"Avg 4-28",0.103,1.073,NA,NA
"17",43,"EM","WA","STI","RD",48.192,-122.363,"SPEC",7,"Csb","76","LOI",52.66,87.41,270.06,90.9,"Avg 4-26",0.745,NA,0.745,"Br-mix"
"17",44,"EM","WA","STI","RD",48.191,-122.363,"SPEC",7,"Csb","84","CHN&LOI",55.77,87.45,150.25,75.8,"Avg 4-28",0.738,NA,0.738,"Br-grm"
"17",45,"EM","WA","STI","RD",48.188,-122.363,"SPEC",7,"Csb","72","CHN&LOI",46.95,77.66,NA,47.1,"Avg 2-28",0.467,NA,0.467,"Br-grm"
"17",46,"EM","WA","STI","RD",48.187,-122.363,"SPEC",7,"Csb","64","LOI",53.12,86.38,NA,38,"Avg 4-28",0.453,NA,0.453,"Br-grm"
"17",47,"EM","WA","STI","RD",48.201,-122.372,"SPEC",7,"Csb","88","CHN&LOI",58.68,99.64,178.11,89.2,"Avg 4-28",0.909,NA,0.909,"Br-mix"
"17",48,"EM","WA","STI","RD",48.2,-122.371,"SPEC",7,"Csb","86","LOI",42.13,75.54,160.61,97,"Avg 4-28",0.852,NA,0.852,"Br-mix"
"17",49,"EM","WA","STI","RD",48.201,-122.373,"SPEC",7,"Csb","84","LOI",45.33,76.98,137.24,96.5,"Avg 4-28",0.617,NA,0.617,"Br-grm"
"17",50,"EM","WA","STI","RD",48.201,-122.373,"SPEC",7,"Csb","82","CHN&LOI",50.5,87.02,181.68,96.2,"Avg 4-28",0.61,NA,0.61,"Br-mix"
"17",51,"EM","WA","STI","RD",48.217,-122.37,"SPEC",7,"Csb","78","CHN&LOI",48.18,73.5,134.02,98.3,"Avg 4-28",0.895,NA,0.895,"Br-grm"
"17",52,"EM","WA","STI","RD",48.217,-122.37,"SPEC",7,"Csb","86","LOI",57.63,88.48,159.12,98.7,"Avg 4-28",0.916,NA,0.916,"Br-grm"
"17",53,"EM","WA","STI","RD",48.216,-122.37,"SPEC",7,"Csb","84","LOI",42.78,69.23,152.87,97.9,"Avg 4-28",0.581,NA,0.581,"Br-mix"
"17",54,"EM","WA","STI","RD",48.216,-122.37,"SPEC",7,"Csb","88","CHN&LOI",50.28,78.48,149.33,98.4,"Avg 4-28",0.645,NA,0.645,"Br-grm"
"8",63,"EM","WA","SNO","RD",48.0444,-122.2048,"GEN",7,"Csb","70","CHN",82.14,129.57,NA,NA,NA,0.379,NA,0.379,"Br-grm"
"8",64,"EM","WA","SNO","RD",48.0444,-122.2048,"GEN",7,"Csb","40","CHN",67.44,113.14,NA,NA,NA,0.379,NA,0.379,"Br-grm"
"8",65,"EM","WA","SNO","RD",48.0444,-122.2048,"GEN",7,"Csb","64","CHN",76.3,125.63,NA,NA,NA,0.379,NA,0.379,"Br-grm"
"8",72,"TS","WA","SNO","RD",48.0314,-122.1548,"GEN",7,"Csb","62","CHN",95.56,184.95,NA,NA,NA,0.883,NA,0.883,"Hardwood"
"8",73,"TS","WA","SNO","RD",48.0314,-122.1548,"GEN",7,"Csb","46","CHN",97.78,137.29,NA,NA,NA,0.883,NA,0.883,"Hardwood"
"8",74,"TS","WA","SNO","RD",48.0085,-122.1483,"GEN",7,"Csb","88","CHN",91.53,158.35,308.89,NA,NA,0.883,NA,0.883,"PicSit"
"8",75,"TS","WA","SNO","RD",48.0085,-122.1483,"GEN",7,"Csb","82","CHN",66.64,115.09,290.95,NA,NA,0.883,NA,0.883,"PicSit"
"7",88,"SG","WA","WIL","TDE",46.474,-124.028,"GEN",7,"Csb","25","LOI",33.08,NA,NA,NA,"SiteAvgNotUsed",NA,NA,NA,"ZosMar"
"7",89,"SG","WA","WIL","TDE",46.474,-124.028,"GEN",7,"Csb","25","LOI",32.17,NA,NA,NA,"SiteAvgNotUsed",NA,NA,NA,"ZosMar"
"7",90,"SG","WA","WIL","TDE",46.474,-124.028,"GEN",7,"Csb","20","LOI",34.52,NA,NA,NA,"SiteAvgNotUsed",NA,NA,NA,"ZosMar"
"1",91,"SG","OR","COO","WDE",43.3456,-124.3188,"SPEC",7,"Csb","176","CHN",12.85,29.57,90.76,NA,NA,-1.255,-0.072,NA,"ZosMar"
"1",92,"SG","OR","COO","WDE",43.3457,-124.3187,"SPEC",7,"Csb","177","CHN",19.04,36.5,63.34,NA,NA,-1.35,-0.153,NA,"ZosMar"
"1",93,"SG","OR","COO","WDE",43.3458,-124.3185,"SPEC",7,"Csb","157","CHN",37.08,62.53,113.36,NA,NA,-1.483,-0.267,NA,"ZosMar"
"1",94,"SG","OR","COO","WDE",43.3459,-124.3183,"SPEC",7,"Csb","172","CHN",29.71,51.91,95.2,NA,NA,-1.512,-0.291,NA,"ZosMar"
"1",95,"SG","OR","COO","WDE",43.3458,-124.3182,"SPEC",7,"Csb","208","CHN",25.83,61.81,135.18,NA,NA,-1.453,-0.241,NA,"ZosMar"
"1",96,"SG","OR","COO","WDE",43.3454,-124.3189,"SPEC",7,"Csb","168","CHN",20.68,58.15,80.99,NA,NA,-1.607,-0.373,NA,"ZosMar"
"1",97,"SG","OR","YAQ","TDE",44.6253,-124.0207,"SPEC",7,"Csb","300","CHN",35.15,62.71,129.09,NA,NA,-1.177,0.001,NA,"ZosMar"
"1",98,"SG","OR","YAQ","TDE",44.6253,-124.0208,"SPEC",7,"Csb","300","CHN",33.95,55.71,102.25,NA,NA,-1.183,-0.004,NA,"ZosMar"
"1",99,"SG","OR","YAQ","TDE",44.6254,-124.021,"SPEC",7,"Csb","300","CHN",31.17,55.22,107.64,NA,NA,-1.151,0.024,NA,"ZosMar"
"1",100,"SG","OR","YAQ","TDE",44.6254,-124.0213,"SPEC",7,"Csb","300","CHN",30.19,48.62,102.92,NA,NA,-1.119,0.051,NA,"ZosMar"
"1",101,"SG","OR","YAQ","TDE",44.6255,-124.0215,"SPEC",7,"Csb","300","CHN",31.59,53.19,108.02,NA,NA,-1.15,0.025,NA,"ZosMar"
"1",102,"SG","OR","YAQ","TDE",44.6256,-124.0218,"SPEC",7,"Csb","300","CHN",33.1,56.93,113.94,NA,NA,-1.138,0.035,NA,"ZosMar"
"1",103,"SG","WA","PAD","EMB",48.5478,-122.5098,"SPEC",7,"Csb","133","CHN",17.37,29.12,75.73,NA,NA,-1.245,0.178,NA,"NanJap"
"1",104,"SG","WA","PAD","EMB",48.5479,-122.51,"SPEC",7,"Csb","151","CHN",13.22,24.82,38.09,NA,NA,-1.258,0.17,NA,"NanJap"
"1",105,"SG","WA","PAD","EMB",48.5479,-122.5102,"SPEC",7,"Csb","140","CHN",14.94,27.57,48.45,NA,NA,-1.29,0.148,NA,"NanJap"
"1",106,"SG","WA","PAD","EMB",48.5479,-122.5105,"SPEC",7,"Csb","132","CHN",18.59,27.69,41.65,NA,NA,-1.276,0.158,NA,"NanJap"
"1",107,"SG","WA","PAD","EMB",48.5479,-122.5108,"SPEC",7,"Csb","136","CHN",11.38,21.17,45.75,NA,NA,-1.29,0.148,NA,"NanJap"
"1",108,"SG","WA","PAD","EMB",48.5479,-122.511,"SPEC",7,"Csb","125","CHN",14.18,25.93,40.6,NA,NA,-1.328,0.124,NA,"NanJap"
"1",109,"EM","WA","SKA","RD",48.3318,-122.4177,"SPEC",7,"Csb","220","CHN",53.95,93.56,193.89,NA,NA,0.43,NA,0.43,"Br-grm"
"1",110,"EM","WA","SKA","RD",48.3319,-122.4176,"SPEC",7,"Csb","212","CHN",62.74,110.86,200.62,NA,NA,0.661,NA,0.661,"Br-grm"
"1",111,"EM","WA","SKA","RD",48.3321,-122.4174,"SPEC",7,"Csb","197","CHN",57.56,94.22,195.17,NA,NA,0.707,NA,0.707,"Br-grm"
"1",112,"EM","WA","SKA","RD",48.3323,-122.4173,"SPEC",7,"Csb","230","CHN",75.13,121.34,246.06,NA,NA,0.736,NA,0.736,"Br-grm"
"1",113,"EM","WA","SKA","RD",48.3324,-122.4172,"SPEC",7,"Csb","258","CHN",79.39,134.88,240.63,NA,NA,0.781,NA,0.781,"Br-grm"
"1",114,"EM","WA","SKA","RD",48.3326,-122.417,"SPEC",7,"Csb","248","CHN",81.08,129.23,229.65,NA,NA,0.884,NA,0.884,"Br-grm"
"1",115,"EM","OR","COO","WDE",43.3196,-124.3313,"SPEC",7,"Csb","300","CHN",111.03,195.03,396.47,NA,NA,1.117,NA,1.117,NA
"1",116,"EM","OR","COO","WDE",43.3195,-124.3315,"SPEC",7,"Csb","276","CHN",107.85,171.19,363.41,NA,NA,0.946,NA,0.946,"Br-grm"
"1",117,"EM","OR","COO","WDE",43.3194,-124.3317,"SPEC",7,"Csb","300","CHN",87.16,146.44,274.67,NA,NA,0.847,NA,0.847,"Br-grm"
"1",118,"EM","OR","COO","WDE",43.3194,-124.332,"SPEC",7,"Csb","300","CHN",75.51,142.43,270.83,NA,NA,0.973,NA,0.973,"Br-grm"
"1",119,"EM","OR","COO","WDE",43.3193,-124.3322,"SPEC",7,"Csb","300","CHN",112.43,169.73,318.19,NA,NA,0.936,NA,0.936,"Br-grm"
"1",120,"EM","OR","COO","WDE",43.3192,-124.3324,"SPEC",7,"Csb","300","CHN",121.25,181.3,329.08,NA,NA,0.871,NA,0.871,"Br-grm"
"1",121,"EM","OR","COO","WDE",43.3682,-124.185,"SPEC",7,"Csb","256","CHN",82.34,159.11,365.37,NA,NA,0.907,NA,0.907,"Br-grm"
"1",122,"EM","OR","COO","WDE",43.3684,-124.185,"SPEC",7,"Csb","244","CHN",72.05,150.3,312.85,NA,NA,0.913,NA,0.913,"Br-grm"
"1",123,"EM","OR","COO","WDE",43.3686,-124.1849,"SPEC",7,"Csb","233","CHN",105.98,181.51,393.32,NA,NA,0.905,NA,0.905,"Br-grm"
"1",124,"EM","OR","COO","WDE",43.3687,-124.1849,"SPEC",7,"Csb","300","CHN",81.49,158.52,376.19,NA,NA,0.92,NA,0.92,"Br-grm"
"1",125,"EM","OR","COO","WDE",43.3689,-124.1849,"SPEC",7,"Csb","288","CHN",81.03,164.37,248.29,NA,NA,0.891,NA,0.891,"Br-grm"
"1",126,"EM","OR","COO","WDE",43.3691,-124.1849,"SPEC",7,"Csb","300","CHN",77.2,128.99,261.84,NA,NA,0.914,NA,0.914,"Br-grm"
"1",127,"EM","WA","SKA","RD",48.3217,-122.3952,"SPEC",7,"Csb","273","CHN",197.05,245.39,350.18,NA,NA,0.665,NA,0.665,"Br-grm"
"1",128,"EM","WA","SKA","RD",48.3217,-122.3949,"SPEC",7,"Csb","300","CHN",73.14,127.75,231.28,NA,NA,NA,NA,NA,"Br-grm"
"1",129,"EM","WA","SKA","RD",48.3218,-122.3947,"SPEC",7,"Csb","282","CHN",61.23,93.72,207.77,NA,NA,0.786,NA,0.786,"Fr-grm"
"1",130,"EM","WA","SKA","RD",48.3218,-122.3944,"SPEC",7,"Csb","276","CHN",64.79,108.47,234.01,NA,NA,NA,NA,NA,"Fr-grm"
"1",131,"EM","WA","SKA","RD",48.3219,-122.3942,"SPEC",7,"Csb","287","CHN",72.34,123.96,213.77,NA,NA,0.696,NA,0.696,"Fr-grm"
"1",132,"EM","WA","SKA","RD",48.3219,-122.3939,"SPEC",7,"Csb","283","CHN",73.29,126.03,225.28,NA,NA,0.673,NA,0.673,"Fr-grm"
"1",133,"EM","WA","SKA","RD",48.3526,-122.4633,"SPEC",7,"Csb","150","CHN",43.59,62.39,85.26,NA,NA,0.354,NA,0.354,"Br-grm"
"1",134,"EM","WA","SKA","RD",48.3527,-122.4635,"SPEC",7,"Csb","184","CHN",42.45,65.87,120.84,NA,NA,0.32,NA,0.32,"Br-grm"
"1",135,"EM","WA","SKA","RD",48.3528,-122.4637,"SPEC",7,"Csb","165","CHN",42.59,66.45,85.94,NA,NA,0.363,NA,0.363,"Br-grm"
"1",136,"EM","WA","SKA","RD",48.3529,-122.4639,"SPEC",7,"Csb","238","CHN",45.79,72.94,110.44,NA,NA,0.429,NA,0.429,"Br-grm"
"1",137,"EM","WA","SKA","RD",48.353,-122.4642,"SPEC",7,"Csb","160","CHN",50.54,82.22,128.11,NA,NA,0.461,NA,0.461,"Br-grm"
"1",138,"EM","WA","SKA","RD",48.3531,-122.4643,"SPEC",7,"Csb","235","CHN",65.5,88.78,145.13,NA,NA,0.422,NA,0.422,"Br-grm"
"1",139,"EM","OR","COO","WDE",43.3359,-124.3281,"SPEC",7,"Csb","145","CHN",214,263.75,430.09,NA,NA,1.035,NA,1.035,"Fr-grm"
"1",140,"EM","OR","COO","WDE",43.3357,-124.3282,"SPEC",7,"Csb","185","CHN",98.34,138.35,262.34,NA,NA,1.071,NA,1.071,"Fr-grm"
"1",141,"EM","OR","COO","WDE",43.3355,-124.3282,"SPEC",7,"Csb","207","CHN",74.36,128.94,273.23,NA,NA,1.04,NA,1.04,"Fr-grm"
"1",142,"EM","OR","COO","WDE",43.3354,-124.3283,"SPEC",7,"Csb","190","CHN",123.3,182.42,221.33,NA,NA,0.84,NA,0.84,"Br-grm"
"1",143,"EM","OR","COO","WDE",43.3352,-124.3284,"SPEC",7,"Csb","155","CHN",106.39,169.22,205.06,NA,NA,0.91,NA,0.91,"Br-grm"
"1",144,"EM","OR","COO","WDE",43.3351,-124.3284,"SPEC",7,"Csb","190","CHN",41.32,58.39,185.18,NA,NA,0.873,NA,0.873,"Br-grm"
"1",157,"SG","WA","PAD","EMB",48.5492,-122.5317,"SPEC",7,"Csb","115","CHN",10.98,22.62,37.57,NA,NA,-1.801,-0.189,NA,"ZosMar"
"1",158,"SG","WA","PAD","EMB",48.5492,-122.5319,"SPEC",7,"Csb","120","CHN",14.83,21.96,52.57,NA,NA,-1.814,-0.197,NA,"ZosMar"
"1",159,"SG","WA","PAD","EMB",48.5492,-122.5323,"SPEC",7,"Csb","95","CHN",11.04,17.61,36.78,NA,NA,-1.817,-0.199,NA,"ZosMar"
"1",160,"SG","WA","PAD","EMB",48.5492,-122.5325,"SPEC",7,"Csb","115","CHN",11.33,17.81,36.51,NA,NA,-1.823,-0.203,NA,"ZosMar"
"1",161,"SG","WA","PAD","EMB",48.5492,-122.5327,"SPEC",7,"Csb","117","CHN",10.65,19.25,37.41,NA,NA,-1.815,-0.198,NA,"ZosMar"
"1",162,"SG","WA","PAD","EMB",48.5493,-122.5331,"SPEC",7,"Csb","105","CHN",15.13,22.11,39.42,NA,NA,-1.8,-0.188,NA,"ZosMar"
"1",163,"SG","OR","COO","WDE",43.3141,-124.3193,"SPEC",7,"Csb","272","CHN",58.86,86.92,134.86,NA,NA,-1.272,-0.086,NA,"ZosMar"
"1",164,"SG","OR","COO","WDE",43.3139,-124.3192,"SPEC",7,"Csb","300","CHN",25.73,34.22,110.05,NA,NA,-0.873,0.255,NA,"ZosMar"
"1",165,"SG","OR","COO","WDE",43.3138,-124.3191,"SPEC",7,"Csb","300","CHN",19.37,35,86.52,NA,NA,-0.419,0.642,NA,"ZosMar"
"1",166,"SG","OR","COO","WDE",43.3136,-124.3191,"SPEC",7,"Csb","300","CHN",23.69,38.2,68.58,NA,NA,-0.576,0.508,NA,"ZosMar"
"1",167,"SG","OR","COO","WDE",43.3135,-124.319,"SPEC",7,"Csb","300","CHN",36.42,52.7,109.59,NA,NA,-0.73,0.377,NA,"ZosMar"
"1",168,"SG","OR","COO","WDE",43.3133,-124.3189,"SPEC",7,"Csb","260","CHN",30.63,48.41,94.47,NA,NA,-0.767,0.345,NA,"ZosMar"
"1",169,"EM","OR","COO","WDE",43.2836,-124.3235,"SPEC",7,"Csb","300","CHN",113.69,189.62,307.7,NA,NA,0.961,NA,0.961,"Br-grm"
"1",170,"EM","OR","COO","WDE",43.2834,-124.3234,"SPEC",7,"Csb","300","CHN",78.83,116.39,180.4,NA,NA,0.99,NA,0.99,"Br-grm"
"1",171,"EM","OR","COO","WDE",43.2833,-124.3233,"SPEC",7,"Csb","300","CHN",108.12,144.6,218.54,NA,NA,0.953,NA,0.953,"Br-grm"
"1",172,"EM","OR","COO","WDE",43.2831,-124.3232,"SPEC",7,"Csb","300","CHN",117.93,159.23,298.49,NA,NA,0.968,NA,0.968,"Br-grm"
"1",173,"EM","OR","COO","WDE",43.283,-124.3231,"SPEC",7,"Csb","300","CHN",94.11,143.69,205.08,NA,NA,0.779,NA,0.779,"Br-grm"
"1",174,"EM","OR","COO","WDE",43.2828,-124.323,"SPEC",7,"Csb","300","CHN",176.42,236.9,320.75,NA,NA,0.77,NA,0.77,"Br-grm"
"1",175,"EM","OR","COO","WDE",43.2936,-124.3233,"SPEC",7,"Csb","300","CHN",102.57,141.54,232.56,NA,NA,0.589,NA,0.589,"Sl-suc"
"1",176,"EM","OR","COO","WDE",43.2935,-124.3234,"SPEC",7,"Csb","300","CHN",80.16,117.67,197.39,NA,NA,0.705,NA,0.705,"Sl-suc"
"1",177,"EM","OR","COO","WDE",43.2933,-124.3235,"SPEC",7,"Csb","300","CHN",103.59,149.61,248.7,NA,NA,0.639,NA,0.639,"Sl-suc"
"1",178,"EM","OR","COO","WDE",43.2931,-124.3236,"SPEC",7,"Csb","300","CHN",78.96,116.1,197.62,NA,NA,0.718,NA,0.718,"Sl-suc"
"1",179,"EM","OR","COO","WDE",43.293,-124.3237,"SPEC",7,"Csb","300","CHN",98.59,132.31,216.58,NA,NA,0.521,NA,0.521,"Sl-suc"
"1",180,"EM","OR","COO","WDE",43.2928,-124.3238,"SPEC",7,"Csb","300","CHN",146.02,184.82,266.11,NA,NA,0.523,NA,0.523,"Sl-suc"
"1",181,"EM","OR","COO","WDE",43.3345,-124.328,"SPEC",7,"Csb","300","CHN",88.29,150.13,193.45,NA,NA,0.871,NA,0.871,"Sl-suc"
"1",182,"EM","OR","COO","WDE",43.3347,-124.3279,"SPEC",7,"Csb","300","CHN",110.85,165.77,201.63,NA,NA,0.912,NA,0.912,"Sl-suc"
"1",183,"EM","OR","COO","WDE",43.3349,-124.3279,"SPEC",7,"Csb","300","CHN",84.57,129.6,172.67,NA,NA,0.879,NA,0.879,"Sl-suc"
"1",184,"EM","OR","COO","WDE",43.3351,-124.3278,"SPEC",7,"Csb","300","CHN",92.24,142.9,274.02,NA,NA,0.873,NA,0.873,"Sl-suc"
"1",185,"EM","OR","COO","WDE",43.3353,-124.3278,"SPEC",7,"Csb","300","CHN",121.1,183.38,213.38,NA,NA,0.858,NA,0.858,"Sl-suc"
"1",186,"EM","OR","COO","WDE",43.3354,-124.3277,"SPEC",7,"Csb","300","CHN",115.97,163.97,208.09,NA,NA,0.86,NA,0.86,"Sl-suc"
"1",187,"EM","OR","YAQ","TDE",44.5784,-124.0136,"SPEC",7,"Csb","300","CHN",103.33,144.53,236.78,NA,NA,0.916,NA,0.916,"Sl-suc"
"1",188,"EM","OR","YAQ","TDE",44.5784,-124.0139,"SPEC",7,"Csb","300","CHN",113.98,151.42,249.24,NA,NA,NA,NA,NA,"Sl-suc"
"1",189,"EM","OR","YAQ","TDE",44.5783,-124.0141,"SPEC",7,"Csb","300","CHN",95.92,142.22,249.26,NA,NA,NA,NA,NA,"Sl-suc"
"1",190,"EM","OR","YAQ","TDE",44.5782,-124.0143,"SPEC",7,"Csb","300","CHN",74.92,106.15,159.53,NA,NA,0.707,NA,0.707,"Sl-suc"
"1",191,"EM","OR","YAQ","TDE",44.5781,-124.0145,"SPEC",7,"Csb","300","CHN",79.48,117.46,258.56,NA,NA,0.901,NA,0.901,"Sl-suc"
"1",192,"EM","OR","YAQ","TDE",44.5781,-124.0147,"SPEC",7,"Csb","300","CHN",64.05,104.11,170.02,NA,NA,0.711,NA,0.711,"Sl-suc"
"1",199,"TS","WA","GRA","TDE",46.8807,-123.9587,"SPEC",7,"Csb","300","CHN",102.49,164.33,376.38,NA,NA,NA,NA,NA,"PicSit"
"1",200,"TS","WA","GRA","TDE",46.8808,-123.9586,"SPEC",7,"Csb","300","CHN",144.38,185.53,450.68,NA,NA,NA,NA,NA,"PicSit"
"1",201,"TS","WA","GRA","TDE",46.881,-123.9585,"SPEC",7,"Csb","300","CHN",101.71,130.38,455.91,NA,NA,1.317,NA,1.317,"PicSit"
"1",202,"TS","WA","GRA","TDE",46.881100000000004,-123.9584,"SPEC",7,"Csb","150","CHN",151.25,207.99,261.3,NA,NA,1.153,NA,1.153,"PicSit"
"1",203,"TS","WA","GRA","TDE",46.8813,-123.9583,"SPEC",7,"Csb","300","CHN",170.4,211.68,501.68,NA,NA,1.245,NA,1.245,"PicSit"
"1",204,"TS","WA","GRA","TDE",46.8806,-123.9588,"SPEC",7,"Csb","300","CHN",108.58,175.76,349.42,NA,NA,NA,NA,NA,"PicSit"
