"ID","TREEID","COMPID","BIOMASS","EQID","C_CONT","C_CONCID","NOTES"
46666,23146,1,140.84,23,70.42,8,
46667,23146,7,60.26,20,23.50,6,
46668,23147,1,57.85,40,28.92,8,
46669,23147,7,,1001,,6,
46670,23148,1,21.98,38,10.99,8,
46671,23148,7,15.01,20,5.85,6,
46672,23149,1,53.61,38,26.80,8,
46673,23149,7,36.92,20,14.40,6,
46674,23150,1,80.06,38,40.03,8,
46675,23150,7,55.35,20,21.58,6,
46676,23151,1,80.06,38,40.03,8,
46677,23151,7,55.35,20,21.58,6,
46678,23152,1,28.92,40,14.46,8,
46679,23152,7,,1001,,6,
46680,23153,1,21.98,38,10.99,8,
46681,23153,7,15.01,20,5.85,6,
46682,23154,1,23.14,40,11.57,8,
46683,23154,7,,1001,,6,
46684,23155,1,23.14,40,11.57,8,
46685,23155,7,,1001,,6,
46686,23156,1,80.06,38,40.03,8,
46687,23156,7,55.35,20,21.58,6,
46688,23157,1,39.14,38,19.57,8,
46689,23157,7,26.87,20,10.48,6,
46690,23158,1,5.90,38,2.95,8,
46691,23158,7,3.98,20,1.55,6,
46692,23159,1,92.57,40,46.28,8,
46693,23159,7,,1001,,6,
46694,23160,1,11.57,40,5.78,8,
46695,23160,7,,1001,,6,
46696,23161,1,75.25,38,37.62,8,
46697,23161,7,51.99,20,20.27,6,
46698,23162,1,17.43,38,8.71,8,
46699,23162,7,11.88,20,4.63,6,
46700,23163,1,233.75,38,116.88,8,
46701,23163,7,163.25,20,63.66,6,
46702,23164,1,164.88,38,82.44,8,
46703,23164,7,114.77,20,44.76,6,
46704,23165,1,53.61,38,26.80,8,
46705,23165,7,36.92,20,14.40,6,
46706,23166,1,27.10,38,13.55,8,
46707,23166,7,18.54,20,7.23,6,
46708,23167,1,21.98,38,10.99,8,
46709,23167,7,15.01,20,5.85,6,
46710,23168,1,17.43,38,8.71,8,
46711,23168,7,11.88,20,4.63,6,
46712,23169,1,10.03,38,5.01,8,
46713,23169,7,6.80,20,2.65,6,
46714,23170,1,17.35,40,8.67,8,
46715,23170,7,,1001,,6,
46716,23171,1,97.63,38,48.82,8,
46717,23171,7,67.62,20,26.37,6,
46718,23172,1,112.37,38,56.18,8,
46719,23172,7,77.93,20,30.39,6,
46720,23173,1,28.92,40,14.46,8,
46721,23173,7,,1001,,6,
46722,23174,1,35.90,38,17.95,8,
46723,23174,7,24.63,20,9.60,6,
46724,23175,1,54.96,40,27.48,8,
46725,23175,7,,1001,,6,
46726,23176,1,21.98,38,10.99,8,
46727,23176,7,15.01,20,5.85,6,
46728,23177,1,4.78,38,2.39,8,
46729,23177,7,3.22,20,1.25,6,
46730,23178,1,39.14,38,19.57,8,
46731,23178,7,26.87,20,10.48,6,
46732,23179,1,27.10,38,13.55,8,
46733,23179,7,18.54,20,7.23,6,
46734,23180,1,23.23,23,11.61,8,
46735,23180,7,11.88,20,4.63,6,
46736,23181,1,179.73,38,89.87,8,
46737,23181,7,125.21,20,48.83,6,
46738,23182,1,13.45,38,6.72,8,
46739,23182,7,9.14,20,3.56,6,
46740,23183,1,17.39,23,8.69,8,
46741,23183,7,9.14,20,3.56,6,
46742,23184,1,27.10,38,13.55,8,
46743,23184,7,18.54,20,7.23,6,
46744,23185,1,21.98,38,10.99,8,
46745,23185,7,15.01,20,5.85,6,
46746,23186,1,133.16,23,66.58,8,
46747,23186,7,57.41,20,22.39,6,
46748,23187,1,5.90,38,2.95,8,
46749,23187,7,3.98,20,1.55,6,
46750,23188,1,10.03,38,5.01,8,
46751,23188,7,6.80,20,2.65,6,
46752,23189,1,10.03,38,5.01,8,
46753,23189,7,6.80,20,2.65,6,
46754,23190,1,21.79,41,10.89,8,
46755,23190,7,0.92,5,0.36,6,
46756,23191,1,8.52,38,4.26,8,
46757,23191,7,5.76,20,2.25,6,
46758,23192,1,28.75,38,14.37,8,
46759,23192,7,19.69,20,7.67,6,
46760,23193,1,7.14,38,3.57,8,
46761,23193,7,4.83,20,1.88,6,
46762,23194,1,6.63,38,3.31,8,
46763,23194,7,4.47,20,1.74,6,
46764,23195,1,4.78,38,2.39,8,
46765,23195,7,3.22,20,1.25,6,
46766,23196,1,10.03,38,5.01,8,
46767,23196,7,6.80,20,2.65,6,
46768,23197,1,273.92,41,136.96,8,
46769,23197,7,14.16,5,5.52,6,
46770,23198,1,27.10,38,13.55,8,
46771,23198,7,18.54,20,7.23,6,
46772,23199,1,223.23,41,111.61,8,
46773,23199,7,11.35,5,4.43,6,
46774,23200,1,223.23,41,111.61,8,
46775,23200,7,11.35,5,4.43,6,
46776,23201,1,24.47,38,12.23,8,
46777,23201,7,16.72,20,6.52,6,
46778,23202,1,292.18,41,146.09,8,
46779,23202,7,15.18,5,5.92,6,
46780,23203,1,256.34,41,128.17,8,
46781,23203,7,13.18,5,5.14,6,
46782,23204,1,76.23,42,38.11,8,
46783,23204,7,41.85,20,16.32,6,
46784,23205,1,39.14,38,19.57,8,
46785,23205,7,26.87,20,10.48,6,
46786,23206,1,39.14,38,19.57,8,
46787,23206,7,26.87,20,10.48,6,
46788,23207,1,151.90,41,75.95,8,
46789,23207,7,7.49,5,2.92,6,
46790,23208,1,223.23,41,111.61,8,
46791,23208,7,11.35,5,4.43,6,
46792,23209,1,30.17,23,15.08,8,
46793,23209,7,15.01,20,5.85,6,
46794,23210,1,15.49,23,7.74,8,
46795,23210,7,8.23,20,3.21,6,
46796,23211,1,17.56,23,8.78,8,
46797,23211,7,9.21,20,3.59,6,
46798,23212,1,15.63,23,7.81,8,
46799,23212,7,8.29,20,3.23,6,
46800,23213,1,15.63,23,7.81,8,
46801,23213,7,8.29,20,3.23,6,
46802,23214,1,10.80,23,5.40,8,
46803,23214,7,5.94,20,2.31,6,
46804,23215,1,12.17,23,6.08,8,
46805,23215,7,6.61,20,2.58,6,
46806,23216,1,64.06,23,32.03,8,
46807,23216,7,29.61,20,11.54,6,
46808,23217,1,130.72,23,65.36,8,
46809,23217,7,56.36,20,21.98,6,
46810,23218,1,19.62,23,9.81,8,
46811,23218,7,10.18,20,3.97,6,
46812,23219,1,398.51,41,199.25,8,
46813,23219,7,21.22,5,8.27,6,
46814,23220,1,10.62,23,5.31,8,
46815,23220,7,5.85,20,2.28,6,
46816,23221,1,239.44,23,119.72,8,
46817,23221,7,97.32,20,37.95,6,
46818,23222,1,236.32,23,118.16,8,
46819,23222,7,96.18,20,37.51,6,
46820,23223,1,120.06,23,60.03,8,
46821,23223,7,52.20,20,20.35,6,
46822,23224,1,333.09,23,166.54,8,
46823,23224,7,131.10,20,51.13,6,
46824,23225,1,24.11,23,12.06,8,
46825,23225,7,12.27,20,4.78,6,
46826,23226,1,184.23,23,92.11,8,
46827,23226,7,76.82,20,29.96,6,
46828,23227,1,96.62,23,48.31,8,
46829,23227,7,42.90,20,16.73,6,
46830,23228,1,54.49,23,27.24,8,
46831,23228,7,25.59,20,9.98,6,
46832,23229,1,34.07,23,17.03,8,
46833,23229,7,16.75,20,6.53,6,
46834,23230,1,35.97,23,17.98,8,
46835,23230,7,17.59,20,6.86,6,
46836,23231,1,34.96,23,17.48,8,
46837,23231,7,17.14,20,6.68,6,
46838,23232,1,459.32,23,229.66,8,
46839,23232,7,175.20,20,68.33,6,
46840,23233,1,59.84,23,29.92,8,
46841,23233,7,27.85,20,10.86,6,
46842,23234,1,32.83,41,16.41,8,
46843,23234,7,1.43,5,0.56,6,
46844,23235,1,147.38,23,73.69,8,
46845,23235,7,62.86,20,24.51,6,
46846,23236,1,28.37,23,14.18,8,
46847,23236,7,14.20,20,5.53,6,
46848,23237,1,551.30,41,275.65,8,
46849,23237,7,30.11,5,11.74,6,
46850,23238,1,20.66,23,10.33,8,
46851,23238,7,10.67,20,4.16,6,
46852,23239,1,15.43,36,7.71,8,
46853,23239,7,10.31,20,4.02,6,
46854,23240,1,21.08,23,10.54,8,
46855,23240,7,10.85,20,4.23,6,
46856,23241,1,17.26,23,8.63,8,
46857,23241,7,9.07,20,3.53,6,
46858,23242,1,252.91,41,126.45,8,
46859,23242,7,12.99,5,5.06,6,
46860,23243,1,13.29,41,6.65,8,
46861,23243,7,0.54,5,0.21,6,
46862,23244,1,86.37,23,43.18,8,
46863,23244,7,38.80,20,15.13,6,
46864,23245,1,102.19,23,51.10,8,
46865,23245,7,45.13,20,17.60,6,
46866,23246,1,110.22,41,55.11,8,
46867,23246,7,5.30,5,2.06,6,
46868,23247,1,39.09,23,19.54,8,
46869,23247,7,18.96,20,7.39,6,
46870,23248,1,30.17,23,15.08,8,
46871,23248,7,15.01,20,5.85,6,
46872,23249,1,28.86,41,14.43,8,
46873,23249,7,1.25,5,0.48,6,
46874,23250,1,338.64,23,169.32,8,
46875,23250,7,133.17,20,51.93,6,
46876,23251,1,12.11,41,6.05,8,
46877,23251,7,0.49,5,0.19,6,
46878,23252,1,26.04,23,13.02,8,
46879,23252,7,13.14,20,5.12,6,
46880,23253,1,12.76,23,6.38,8,
46881,23253,7,6.91,20,2.69,6,
46882,23254,1,30.17,23,15.08,8,
46883,23254,7,15.01,20,5.85,6,
46884,23255,3,2.46,11,1.23,8,
46885,23255,7,7.16,20,2.79,6,
46886,23256,1,19.85,23,9.93,8,
46887,23256,7,10.29,20,4.01,6,
46888,23257,1,18.54,23,9.27,8,
46889,23257,7,9.68,20,3.77,6,
46890,23258,1,10.54,23,5.27,8,
46891,23258,7,5.81,20,2.26,6,
46892,23259,1,318.91,41,159.45,8,
46893,23259,7,16.68,5,6.50,6,
46894,23260,1,153.90,23,76.95,8,
46895,23260,7,65.36,20,25.49,6,
46896,23261,1,126.59,23,63.29,8,
46897,23261,7,54.78,20,21.36,6,
46898,23262,1,28.87,23,14.43,8,
46899,23262,7,14.43,20,5.63,6,
46900,23263,1,33.97,23,16.98,8,
46901,23263,7,16.70,20,6.51,6,
46902,23264,1,955.68,23,477.84,8,
46903,23264,7,339.38,20,132.36,6,
46904,23265,1,61.23,23,30.61,8,
46905,23265,7,28.43,20,11.08,6,
46906,23266,1,164.88,38,82.44,8,
46907,23266,7,114.77,20,44.76,6,
46908,23267,1,241.91,23,120.95,8,
46909,23267,7,98.25,20,38.31,6,
46910,23268,1,128.00,23,64.00,8,
46911,23268,7,55.31,20,21.57,6,
46912,23269,1,29.89,38,14.94,8,
46913,23269,7,20.47,20,7.98,6,
46914,23270,1,10.35,38,5.17,8,
46915,23270,7,7.01,20,2.73,6,
46916,23271,1,24.97,23,12.48,8,
46917,23271,7,12.65,20,4.93,6,
46918,23272,1,48.98,23,24.49,8,
46919,23272,7,23.26,20,9.07,6,
46920,23273,1,38.04,23,19.02,8,
46921,23273,7,18.50,20,7.21,6,
46922,23274,1,20.09,38,10.04,8,
46923,23274,7,13.71,20,5.34,6,
46924,23275,1,51.92,23,25.96,8,
46925,23275,7,24.50,20,9.55,6,
46926,23276,1,45.83,23,22.91,8,
46927,23276,7,21.89,20,8.53,6,
46928,23277,1,39.10,23,19.55,8,
46929,23277,7,18.96,20,7.39,6,
46930,23278,1,40.18,23,20.09,8,
46931,23278,7,19.43,20,7.58,6,
46932,23279,1,42.38,23,21.19,8,
46933,23279,7,20.40,20,7.95,6,
46934,23280,1,34.81,23,17.40,8,
46935,23280,7,17.09,20,6.66,6,
46936,23281,1,25.79,23,12.89,8,
46937,23281,7,13.03,20,5.08,6,
46938,23282,1,12.97,23,6.48,8,
46939,23282,7,7.00,20,2.73,6,
46940,23283,1,158.16,23,79.08,8,
46941,23283,7,66.91,20,26.09,6,
46942,23284,1,13.56,23,6.78,8,
46943,23284,7,7.29,20,2.84,6,
46944,23285,1,31.61,23,15.80,8,
46945,23285,7,15.65,20,6.10,6,
46946,23286,1,27.18,42,13.59,8,
46947,23286,7,18.48,20,7.21,6,
46948,23287,1,57.13,23,28.56,8,
46949,23287,7,26.70,20,10.41,6,
46950,23288,1,61.90,23,30.95,8,"Decay reduction factor applied (0.95)."
46951,23288,7,30.06,20,11.72,6,
46952,23289,1,60.98,42,30.49,8,"Decay reduction factor applied (0.8)."
46953,23289,7,44.76,20,17.45,6,
46954,23290,1,85.09,42,42.54,8,"Decay reduction factor applied (0.95)."
46955,23290,7,51.40,20,20.04,6,
46956,23291,1,515.57,42,257.78,8,
46957,23291,7,230.64,20,89.95,6,
46958,23292,1,178.50,42,89.25,8,"Decay reduction factor applied (0.8)."
46959,23292,7,112.45,20,43.85,6,
46960,23293,1,7189.83,42,3594.91,8,
46961,23293,7,2210.70,20,862.17,6,
46962,23294,1,288.24,23,144.12,8,
46963,23294,7,115.01,20,44.85,6,
46964,23295,1,1601.61,42,800.80,8,
46965,23295,7,609.77,20,237.81,6,
46966,23296,1,1783.90,23,891.95,8,
46967,23296,7,595.86,20,232.38,6,
46968,23297,3,57.21,11,28.60,8,
46969,23297,7,234.15,20,91.32,6,
46970,23298,1,294.51,42,147.25,8,
46971,23298,7,142.68,20,55.64,6,
46972,23299,1,358.55,23,179.27,8,
46973,23299,7,140.05,20,54.62,6,
46974,23300,1,303.08,23,151.54,8,
46975,23300,7,120.34,20,46.93,6,
46976,23301,1,253.05,23,126.52,8,
46977,23301,7,102.26,20,39.88,6,
46978,23302,1,2582.11,42,1291.05,8,
46979,23302,7,918.48,20,358.20,6,
46980,23303,1,172.65,42,86.32,8,
46981,23303,7,90.24,20,35.19,6,
46982,23304,1,502.02,42,251.01,8,
46983,23304,7,225.43,20,87.92,6,
46984,23305,1,56.68,23,28.34,8,
46985,23305,7,26.52,20,10.34,6,
46986,23306,1,113.00,42,56.50,8,
46987,23306,7,62.74,20,24.46,6,
46988,23307,1,156.82,42,78.41,8,
46989,23307,7,83.10,20,32.41,6,
46990,23308,1,2952.21,42,1476.10,8,
46991,23308,7,1030.30,20,401.82,6,
46992,23309,1,86.40,23,43.20,8,
46993,23309,7,38.80,20,15.13,6,
46994,23310,1,212.39,42,106.19,8,
46995,23310,7,107.79,20,42.04,6,
46996,23311,1,33.87,41,16.94,8,
46997,23311,7,1.48,5,0.58,6,
46998,23312,1,38.23,41,19.11,8,
46999,23312,7,1.69,5,0.66,6,
47000,23313,1,118.81,41,59.40,8,
47001,23313,7,5.75,5,2.24,6,
47002,23314,1,92.26,41,46.13,8,
47003,23314,7,4.38,5,1.70,6,
47004,23315,1,8.67,40,4.34,8,
47005,23315,7,,1001,,6,
47006,23316,1,30.81,41,15.40,8,
47007,23316,7,1.34,5,0.52,6,
47008,23317,1,37.11,41,18.56,8,
47009,23317,7,1.64,5,0.64,6,
47010,23318,1,36.02,41,18.01,8,
47011,23318,7,1.58,5,0.61,6,
47012,23319,1,20.99,41,10.49,8,
47013,23319,7,0.88,5,0.34,6,
47014,23320,1,33.87,41,16.94,8,
47015,23320,7,1.48,5,0.58,6,
47016,23321,1,28.86,41,14.43,8,
47017,23321,7,1.25,5,0.48,6,
47018,23322,1,34.94,41,17.47,8,
47019,23322,7,1.53,5,0.59,6,
47020,23323,1,26.07,41,13.03,8,
47021,23323,7,1.12,5,0.43,6,
47022,23324,1,26.07,41,13.03,8,
47023,23324,7,1.12,5,0.43,6,
47024,23325,1,24.30,41,12.15,8,
47025,23325,7,1.03,5,0.40,6,
47026,23326,1,23.45,41,11.72,8,
47027,23326,7,1.00,5,0.39,6,
47028,23327,1,21.79,41,10.89,8,
47029,23327,7,0.92,5,0.36,6,
47030,23328,1,106.06,41,53.03,8,
47031,23328,7,5.09,5,1.98,6,
47032,23329,1,22.61,41,11.30,8,
47033,23329,7,0.96,5,0.37,6,
47034,23330,1,66.39,41,33.19,8,
47035,23330,7,3.07,5,1.19,6,
47036,23331,1,40.53,41,20.26,8,
47037,23331,7,1.80,5,0.70,6,
47038,23332,1,27.91,41,13.95,8,
47039,23332,7,1.20,5,0.47,6,
47040,23333,1,31.82,40,15.91,8,
47041,23333,7,,1001,,6,
47042,23334,1,74.46,41,37.23,8,
47043,23334,7,3.47,5,1.35,6,
47044,23335,1,61.81,41,30.90,8,
47045,23335,7,2.84,5,1.10,6,
47046,23336,1,53.21,41,26.60,8,
47047,23336,7,2.41,5,0.94,6,
47048,23337,1,49.19,41,24.59,8,
47049,23337,7,2.22,5,0.86,6,
47050,23338,1,26.03,40,13.01,8,
47051,23338,7,,1001,,6,
47052,23339,1,42.91,41,21.45,8,
47053,23339,7,1.91,5,0.74,6,
47054,23340,1,20.99,41,10.49,8,
47055,23340,7,0.88,5,0.34,6,
47056,23341,1,76.14,41,38.07,8,
47057,23341,7,3.56,5,1.38,6,
47058,23342,1,81.31,41,40.65,8,
47059,23342,7,3.82,5,1.49,6,
47060,23343,1,110.22,41,55.11,8,
47061,23343,7,5.30,5,2.06,6,
47062,23344,1,8.67,40,4.34,8,
47063,23344,7,,1001,,6,
47064,23345,1,83.08,41,41.54,8,
47065,23345,7,3.91,5,1.52,6,
47066,23346,1,8.67,40,4.34,8,
47067,23346,7,,1001,,6,
47068,23347,1,11.57,40,5.78,8,
47069,23347,7,,1001,,6,
47070,23348,1,12.70,41,6.35,8,
47071,23348,7,0.51,5,0.20,6,
47072,23349,1,14.54,41,7.27,8,
47073,23349,7,0.59,5,0.23,6,
47074,23350,1,16.54,41,8.27,8,
47075,23350,7,0.68,5,0.26,6,
47076,23351,1,33.87,41,16.94,8,
47077,23351,7,1.48,5,0.58,6,
47078,23352,1,14.54,41,7.27,8,
47079,23352,7,0.59,5,0.23,6,
47080,23353,1,20.20,41,10.10,8,
47081,23353,7,0.85,5,0.33,6,
47082,23354,1,17.24,41,8.62,8,
47083,23354,7,0.71,5,0.28,6,
47084,23355,1,15.19,41,7.59,8,
47085,23355,7,0.62,5,0.24,6,
47086,23356,1,19.43,41,9.71,8,
47087,23356,7,0.81,5,0.31,6,
47088,23357,1,13.91,41,6.95,8,
47089,23357,7,0.56,5,0.22,6,
47090,23358,1,13.29,41,6.65,8,
47091,23358,7,0.54,5,0.21,6,
47092,23359,1,12.11,41,6.05,8,
47093,23359,7,0.49,5,0.19,6,
47094,23360,1,11.55,41,5.77,8,
47095,23360,7,0.46,5,0.18,6,
47096,23361,1,22.61,41,11.30,8,
47097,23361,7,0.96,5,0.37,6,
47098,23362,1,17.95,41,8.97,8,
47099,23362,7,0.75,5,0.29,6,
47100,23363,1,11.55,41,5.77,8,
47101,23363,7,0.46,5,0.18,6,
47102,23364,1,23.45,41,11.72,8,
47103,23364,7,1.00,5,0.39,6,
47104,23365,1,25.18,41,12.59,8,
47105,23365,7,1.08,5,0.42,6,
47106,23366,1,25.18,41,12.59,8,
47107,23366,7,1.08,5,0.42,6,
47108,23367,1,26.07,41,13.03,8,
47109,23367,7,1.12,5,0.43,6,
47110,23368,1,26.07,41,13.03,8,
47111,23368,7,1.12,5,0.43,6,
47112,23369,1,26.07,41,13.03,8,
47113,23369,7,1.12,5,0.43,6,
47114,23370,1,27.91,41,13.95,8,
47115,23370,7,1.20,5,0.47,6,
47116,23371,1,28.86,41,14.43,8,
47117,23371,7,1.25,5,0.48,6,
47118,23372,1,30.81,41,15.40,8,
47119,23372,7,1.34,5,0.52,6,
47120,23373,1,21.79,41,10.89,8,
47121,23373,7,0.92,5,0.36,6,
47122,23374,1,32.83,41,16.41,8,
47123,23374,7,1.43,5,0.56,6,
47124,23375,1,16.54,41,8.27,8,
47125,23375,7,0.68,5,0.26,6,
47126,23376,1,31.81,41,15.90,8,
47127,23376,7,1.38,5,0.54,6,
47128,23377,1,47.90,41,23.95,8,
47129,23377,7,2.16,5,0.84,6,
47130,23378,1,17.95,41,8.97,8,
47131,23378,7,0.75,5,0.29,6,
47132,23379,1,69.55,41,34.77,8,
47133,23379,7,3.23,5,1.26,6,
47134,23380,1,50.51,41,25.25,8,
47135,23380,7,2.28,5,0.89,6,
47136,23381,1,50.51,41,25.25,8,
47137,23381,7,2.28,5,0.89,6,
47138,23382,1,47.90,41,23.95,8,
47139,23382,7,2.16,5,0.84,6,
47140,23383,1,47.90,41,23.95,8,
47141,23383,7,2.16,5,0.84,6,
47142,23384,1,45.36,41,22.68,8,
47143,23384,7,2.03,5,0.79,6,
47144,23385,1,41.71,41,20.85,8,
47145,23385,7,1.86,5,0.72,6,
47146,23386,1,41.71,41,20.85,8,
47147,23386,7,1.86,5,0.72,6,
47148,23387,1,41.71,41,20.85,8,
47149,23387,7,1.86,5,0.72,6,
47150,23388,1,61.81,41,30.90,8,
47151,23388,7,2.84,5,1.10,6,
47152,23389,1,36.02,41,18.01,8,
47153,23389,7,1.58,5,0.61,6,
47154,23390,1,41.71,41,20.85,8,
47155,23390,7,1.86,5,0.72,6,
47156,23391,1,51.85,41,25.92,8,
47157,23391,7,2.35,5,0.91,6,
47158,23392,1,55.99,41,27.99,8,
47159,23392,7,2.55,5,0.99,6,
47160,23393,1,19.43,41,9.71,8,
47161,23393,7,0.81,5,0.31,6,
47162,23394,1,36.02,41,18.01,8,
47163,23394,7,1.58,5,0.61,6,
47164,23395,1,47.90,41,23.95,8,
47165,23395,7,2.16,5,0.84,6,
47166,23396,1,108.13,41,54.06,8,
47167,23396,7,5.19,5,2.02,6,
47168,23397,1,54.59,41,27.29,8,
47169,23397,7,2.48,5,0.97,6,
47170,23398,1,53.21,41,26.60,8,
47171,23398,7,2.41,5,0.94,6,
47172,23399,1,58.86,41,29.43,8,
47173,23399,7,2.69,5,1.05,6,
47174,23400,1,60.32,41,30.16,8,
47175,23400,7,2.77,5,1.08,6,
47176,23401,1,69.55,41,34.77,8,
47177,23401,7,3.23,5,1.26,6,
47178,23402,1,53.21,41,26.60,8,
47179,23402,7,2.41,5,0.94,6,
47180,23403,1,83.08,41,41.54,8,
47181,23403,7,3.91,5,1.52,6,
47182,23404,1,86.68,41,43.34,8,
47183,23404,7,4.09,5,1.59,6,
47184,23405,1,42.91,41,21.45,8,
47185,23405,7,1.91,5,0.74,6,
47186,23406,1,79.57,41,39.78,8,
47187,23406,7,3.73,5,1.45,6,
47188,23407,1,17.24,41,8.62,8,
47189,23407,7,0.71,5,0.28,6,
47190,23408,1,17.95,41,8.97,8,
47191,23408,7,0.75,5,0.29,6,
47192,23409,1,17.95,41,8.97,8,
47193,23409,7,0.75,5,0.29,6,
47194,23410,1,17.95,41,8.97,8,
47195,23410,7,0.75,5,0.29,6,
47196,23411,1,36.02,41,18.01,8,
47197,23411,7,1.58,5,0.61,6,
47198,23412,1,17.24,41,8.62,8,
47199,23412,7,0.71,5,0.28,6,
47200,23413,1,13.29,41,6.65,8,
47201,23413,7,0.54,5,0.21,6,
47202,23414,1,17.24,41,8.62,8,
47203,23414,7,0.71,5,0.28,6,
47204,23415,1,16.54,41,8.27,8,
47205,23415,7,0.68,5,0.26,6,
47206,23416,1,15.85,41,7.93,8,
47207,23416,7,0.65,5,0.25,6,
47208,23417,1,15.19,41,7.59,8,
47209,23417,7,0.62,5,0.24,6,
47210,23418,1,14.54,41,7.27,8,
47211,23418,7,0.59,5,0.23,6,
47212,23419,1,13.91,41,6.95,8,
47213,23419,7,0.56,5,0.22,6,
47214,23420,1,36.02,41,18.01,8,
47215,23420,7,1.58,5,0.61,6,
47216,23421,1,60.32,41,30.16,8,
47217,23421,7,2.77,5,1.08,6,
47218,23422,1,13.29,41,6.65,8,
47219,23422,7,0.54,5,0.21,6,
47220,23423,1,77.84,41,38.92,8,
47221,23423,7,3.64,5,1.42,6,
47222,23424,1,15.19,41,7.59,8,
47223,23424,7,0.62,5,0.24,6,
47224,23425,1,74.46,41,37.23,8,
47225,23425,7,3.47,5,1.35,6,
47226,23426,1,79.57,41,39.78,8,
47227,23426,7,3.73,5,1.45,6,
47228,23427,1,19.43,41,9.71,8,
47229,23427,7,0.81,5,0.31,6,
47230,23428,1,54.59,41,27.29,8,
47231,23428,7,2.48,5,0.97,6,
47232,23429,1,54.59,41,27.29,8,
47233,23429,7,2.48,5,0.97,6,
47234,23430,1,57.41,41,28.71,8,
47235,23430,7,2.62,5,1.02,6,
47236,23431,1,53.21,41,26.60,8,
47237,23431,7,2.41,5,0.94,6,
47238,23432,1,66.39,41,33.19,8,
47239,23432,7,3.07,5,1.19,6,
47240,23433,1,67.96,41,33.98,8,
47241,23433,7,3.15,5,1.22,6,
47242,23434,1,38.23,41,19.11,8,
47243,23434,7,1.69,5,0.66,6,
47244,23435,1,37.11,41,18.56,8,
47245,23435,7,1.64,5,0.64,6,
47246,23436,1,61.81,41,30.90,8,
47247,23436,7,2.84,5,1.10,6,
47248,23437,1,50.51,41,25.25,8,
47249,23437,7,2.28,5,0.89,6,
47250,23438,1,49.19,41,24.59,8,
47251,23438,7,2.22,5,0.86,6,
47252,23439,1,47.90,41,23.95,8,
47253,23439,7,2.16,5,0.84,6,
47254,23440,1,47.90,41,23.95,8,
47255,23440,7,2.16,5,0.84,6,
47256,23441,1,45.36,41,22.68,8,
47257,23441,7,2.03,5,0.79,6,
47258,23442,1,44.12,41,22.06,8,
47259,23442,7,1.97,5,0.77,6,
47260,23443,1,40.53,41,20.26,8,
47261,23443,7,1.80,5,0.70,6,
47262,23444,1,51.85,41,25.92,8,
47263,23444,7,2.35,5,0.91,6,
47264,23445,1,23.45,41,11.72,8,
47265,23445,7,1.00,5,0.39,6,
47266,23446,1,30.81,41,15.40,8,
47267,23446,7,1.34,5,0.52,6,
47268,23447,1,29.82,41,14.91,8,
47269,23447,7,1.29,5,0.50,6,
47270,23448,1,29.82,41,14.91,8,
47271,23448,7,1.29,5,0.50,6,
47272,23449,1,18.68,41,9.34,8,
47273,23449,7,0.78,5,0.30,6,
47274,23450,1,27.91,41,13.95,8,
47275,23450,7,1.20,5,0.47,6,
47276,23451,1,18.68,41,9.34,8,
47277,23451,7,0.78,5,0.30,6,
47278,23452,1,25.18,41,12.59,8,
47279,23452,7,1.08,5,0.42,6,
47280,23453,1,20.20,41,10.10,8,
47281,23453,7,0.85,5,0.33,6,
47282,23454,1,24.30,41,12.15,8,
47283,23454,7,1.03,5,0.40,6,
47284,23455,1,32.83,41,16.41,8,
47285,23455,7,1.43,5,0.56,6,
47286,23456,1,22.61,41,11.30,8,
47287,23456,7,0.96,5,0.37,6,
47288,23457,1,20.99,41,10.49,8,
47289,23457,7,0.88,5,0.34,6,
47290,23458,1,20.99,41,10.49,8,
47291,23458,7,0.88,5,0.34,6,
47292,23459,1,20.99,41,10.49,8,
47293,23459,7,0.88,5,0.34,6,
47294,23460,1,19.43,41,9.71,8,
47295,23460,7,0.81,5,0.31,6,
47296,23461,1,28.86,41,14.43,8,
47297,23461,7,1.25,5,0.48,6,
47298,23462,1,51.85,41,25.92,8,
47299,23462,7,2.35,5,0.91,6,
47300,23463,1,53.21,41,26.60,8,
47301,23463,7,2.41,5,0.94,6,
47302,23464,1,24.30,41,12.15,8,
47303,23464,7,1.03,5,0.40,6,
47304,23465,1,13.29,41,6.65,8,
47305,23465,7,0.54,5,0.21,6,
47306,23466,1,12.70,41,6.35,8,
47307,23466,7,0.51,5,0.20,6,
47308,23467,1,12.70,41,6.35,8,
47309,23467,7,0.51,5,0.20,6,
47310,23468,1,12.70,41,6.35,8,
47311,23468,7,0.51,5,0.20,6,
47312,23469,1,12.11,41,6.05,8,
47313,23469,7,0.49,5,0.19,6,
47314,23470,1,12.11,41,6.05,8,
47315,23470,7,0.49,5,0.19,6,
47316,23471,1,12.11,41,6.05,8,
47317,23471,7,0.49,5,0.19,6,
47318,23472,1,12.11,41,6.05,8,
47319,23472,7,0.49,5,0.19,6,
47320,23473,1,12.11,41,6.05,8,
47321,23473,7,0.49,5,0.19,6,
47322,23474,1,32.83,41,16.41,8,
47323,23474,7,1.43,5,0.56,6,
47324,23475,1,11.55,41,5.77,8,
47325,23475,7,0.46,5,0.18,6,
47326,23476,1,32.83,41,16.41,8,
47327,23476,7,1.43,5,0.56,6,
47328,23477,1,26.07,41,13.03,8,
47329,23477,7,1.12,5,0.43,6,
