Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,55,-15.4,0.2078,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,57,-17.4,0.234,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,17.56,1.08,-14.84,3.41,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,59,-19.4,0.1823,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,61,-21.4,0.2526,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,13.15,0.79,-15.74,3.59,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,63,-23.4,0.3757,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,65,-25.4,0.3517,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Typha,HROCB,6/19/2015,41.96022,-70.0564,67.5,-27.9,0.3486,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,17.2,1,-16.74,3.97,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,0,134.8,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,2015.5
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,0.5,134.3,0.5687,13.5463,0.2791,0.46,0.048,13.0863,0.2832,0.031,0.0142,4.9211,0.6092,11.94,1.19,-17.48,4.88,1.9,0.4,5.3,3021,361,2013.7
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,1.5,133.3,0.3489,18.0028,0.4573,1.119,0.0955,16.8838,0.4671,0,0,0,0,   ,   ,   ,   ,3.5,0.4,6.4,2219,,2012.1
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,2.5,132.3,0.3326,19.8196,0.4955,1.0192,0.1001,18.8004,0.5055,0,0,0,0,   ,   ,   ,   ,5.2,0.4,5.7,1892,,2010.3
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,3.5,131.3,0.3348,15.1879,0.4207,1.0999,0.0955,14.088,0.4314,0,0,0,0,11.69,0.96,-16.91,4.66,6.6,0.4,7.2,2404,281,2008.9
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,4.5,130.3,0.317,13.804,0.4265,0.9994,0.0924,12.8046,0.4364,0,0,0,0,   ,   ,   ,   ,7.9,0.4,8,2538,,2007.7
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,5.5,129.3,0.3133,13.708,0.4167,1.2355,0.0956,12.4725,0.4276,0,0,0,0,   ,   ,   ,   ,9.1,0.5,8,2507,,2006.4
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,6.5,128.3,0.3626,12.9177,0.3953,1.1133,0.0881,11.8045,0.405,0,0,0,0,12.28,0.88,-16.41,4.59,10.5,0.5,7,2541,312,2005
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,7.5,127.3,0.2707,14.6469,0.5302,1.1689,0.13,13.478,0.5459,0,0,0,0,   ,   ,   ,   ,11.8,0.5,7.9,2134,,2003.7
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,8.5,126.3,0.398,12.9423,0.3637,0.8265,0.0788,12.1158,0.3721,0,0,0,0,   ,   ,   ,   ,13.6,0.5,5.7,2265,,2002
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,9.5,125.3,0.3103,13.0256,0.4702,0.612,0.1078,12.4136,0.4824,0,0,0,0,13.25,0.95,-16.6,4.66,15,0.5,6.8,2102,279,2000.5
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,10.5,124.3,0.3476,12.2132,0.3957,1.0736,0.0981,11.1395,0.4077,0,0,0,0,   ,   ,   ,   ,16.6,0.6,6.4,2234,,1999
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,11.5,123.3,0.3083,11.3122,0.4084,0.8729,0.1007,10.4393,0.4206,0,0,0,0,   ,   ,   ,   ,17.9,0.6,7.4,2279,,1997.6
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,12.5,122.3,0.6669,9.4101,0.2701,1.0221,0.0655,8.388,0.2779,0.1465,0.0352,0,0,11.92,0.79,-16.32,4.6,20.4,0.6,4,2672,318,1995.1
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,13.5,121.3,0.3644,8.3969,0.3317,1.1631,0.096,7.2339,0.3453,0.2094,0.0457,0,0,   ,   ,   ,   ,21.7,0.7,8,2922,,1993.9
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,14.5,120.3,0.3591,9.1659,0.341,1.0436,0.0819,8.1223,0.3507,0,0,0,0,   ,   ,   ,   ,23.1,0.7,7,2496,,1992.4
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,15.5,119.3,0.4494,7.3368,0.2913,1.0361,0.07,6.3007,0.2996,0,0,0,0,10.32,0.74,-16.27,4.86,24.6,0.7,6.8,3076,318,1991
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,16.5,118.3,0.3804,7.0662,0.3031,1.03,0.0821,6.0362,0.3141,0,0,0,0,   ,   ,   ,   ,25.8,0.7,8.1,3079,,1989.7
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,17.5,117.3,0.3962,8.0893,0.3697,0.9397,0.0974,7.1497,0.3823,0.1634,0.0121,0,0,   ,   ,   ,   ,27.4,0.8,6.3,2488,,1988.1
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,18.5,116.3,0.2611,7.7184,0.379,1.0464,0.11,6.672,0.3946,0.4291,0.0563,0,0,11.5,0.85,-16.27,4.87,28.4,0.8,9.8,2560,294,1987.1
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,19.5,115.3,0.3566,7.6311,0.3709,0.9101,0.1042,6.721,0.3852,0,0,0,0,   ,   ,   ,   ,29.9,0.8,6.9,2445,,1985.7
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,20.5,114.3,0.4108,6.9322,0.296,0.8758,0.0838,6.0564,0.3076,0.3414,0.0447,0,0,   ,   ,   ,   ,31.5,0.9,6.3,2588,,1984.1
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,21.5,113.3,0.3727,5.9331,0.2053,1.1548,0.0687,4.7783,0.2165,0.4826,0.0418,0,0,11.2,0.77,-16.02,5,32.7,0.9,8.4,3141,352,1982.9
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,22.5,112.3,0.4491,6.0963,0.1957,1.0342,0.0548,5.0621,0.2032,0.3419,0.0322,0,0,   ,   ,   ,   ,34.2,0.9,6.3,2840,,1981.3
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,23.5,111.3,0.3085,5.6538,0.1871,1.0111,0.0613,4.6428,0.1969,0.3499,0.0363,0,0,   ,   ,   ,   ,35.3,1,9.6,2973,,1980.3
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,24.5,110.3,0.3038,5.5343,0.2147,0.9311,0.0701,4.6033,0.2259,0.238,0.0371,0,0,13.69,0.9,-15.74,5.38,36.3,1,9.6,2903,397,1979.2
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,25.5,109.3,0.2569,6.2546,0.3471,1.009,0.0897,5.2456,0.3585,0,0,0,0,   ,   ,   ,   ,37.4,1,9.6,2466,,1978.2
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,26.5,108.3,0.2905,6.0548,0.1986,0.9932,0.0541,5.0616,0.2058,0,0,0,0,   ,   ,   ,   ,38.5,1.1,8.5,2469,,1977
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,27.5,107.3,0.2719,5.8516,0.2499,0.8949,0.074,4.9567,0.2606,0,0,0,0,13.27,0.92,-15.79,5.43,39.7,1.1,8.9,2433,323,1975.9
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,28.5,106.3,0.2499,5.8185,0.2031,0.9947,0.0676,4.8238,0.214,0,0,0,0,   ,   ,   ,   ,40.7,1.1,9.7,2418,,1974.8
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,29.5,105.3,0.3313,5.6838,0.2109,0.827,0.0609,4.8568,0.2195,0,0,0,0,   ,   ,   ,   ,42.1,1.2,7,2311,,1973.4
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,31,103.8,0.4358,4.437,0.1482,1.1698,0.0455,3.2672,0.155,0,0,0,0,7.52,0.59,-15.82,5.91,44.8,1.3,7.4,3222,242,1970.7
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,33,101.8,0.3846,4.7251,0.1493,1.2702,0.0465,3.4549,0.1564,0,0,0,0,   ,   ,   ,   ,47.6,1.4,7.3,2799,,1968
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,35,99.8,0.3564,5.2444,0.1683,0.9824,0.0467,4.262,0.1747,0,0,0,0,   ,   ,   ,   ,51,1.6,5.8,2061,,1964.5
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,37,97.8,0.2673,5.4787,0.2,0.9487,0.0627,4.5299,0.2096,0,0,0,0,11.97,0.87,-15.51,5.56,54.1,1.7,6.6,1752,210,1961.5
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,39,95.8,0.3851,4.7111,0.172,1.0112,0.0468,3.6999,0.1782,0,0,0,0,   ,   ,   ,   ,58.1,1.9,5,1923,,1957.4
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,41,93.8,0.2752,5.0906,0.2235,0.9983,0.0672,4.0923,0.2334,0,0,0,0,   ,   ,   ,   ,61.7,2.2,5.6,1545,,1953.9
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,43,91.8,0.3111,4.8573,0.2021,1.0294,0.0599,3.828,0.2108,0,0,0,0,   ,   ,   ,   ,65.9,2.5,4.7,1463,,1949.6
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,45,89.8,0.362,3.6726,0.1818,0.9382,0.0542,2.7345,0.1897,0,0,0,0,8.62,0.62,-15.61,5.52,69.9,2.8,5,1801,155,1945.6
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,47,87.8,0.7164,2.0651,0.0717,0.8574,0.0227,1.2077,0.0752,0,0,0,0,   ,   ,   ,   ,73.9,3.2,5,3601,,1941.6
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,49,85.8,0.7947,1.2531,0.0578,0.7837,0.0182,0.4694,0.0606,0,0,0,0,1.75,0.11,-15.01,5.06,75.8,3.4,10.6,8454,148,1939.8
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,51,83.8,0.4277,2.6482,0.1321,1.0376,0.0469,1.6105,0.1402,0.0486,0.0192,0,0,   ,   ,   ,   ,79.6,3.8,5.3,2257,,1936
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,53,81.8,0.3322,2.7045,0.1339,0.918,0.0471,1.7865,0.1419,0,0,0,0,   ,   ,   ,   ,83.3,4.3,5.5,1812,,1932.3
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,55,79.8,0.6014,2.5919,0.0884,0.932,0.0281,1.6599,0.0928,0.0339,0.0106,0,0,5.51,0.42,-15.53,5.31,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,57,77.8,0.4613,3.6923,0.1189,1.0761,0.0385,2.6162,0.125,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,59,75.8,0.4764,3.1623,0.1157,0.8494,0.0343,2.3128,0.1207,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,61,73.8,0.4804,2.2086,0.1469,0.7778,0.045,1.4308,0.1536,0,0,0,0,5.35,0.43,-15.52,5.46,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,63,71.8,1.0629,1.018,0.0675,0.5852,0.0232,0.4327,0.0714,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHA,6/18/2015,41.92977,-70.07056,65.5,69.3,0.592,1.8442,0.145,1.07,0.0531,0.7742,0.1544,0,0,0,0,8,0.66,-15.38,5.71,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,0,149.4,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,2015.5
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,0.5,148.9,0.291,20.1741,0.5407,0.9868,0.1134,19.1873,0.5524,0.1481,0.0474,4.8502,1.2126,12.78,1.08,-16.66,4.99,1.9,0.5,5.4,1559,199,2013.7
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,1.5,147.9,0.2865,17.4501,0.5078,0.9212,0.0952,16.529,0.5167,0,0,0,0,   ,   ,   ,   ,3.5,0.5,6,1713,,2012
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,2.5,146.9,0.2817,14.6839,0.4655,0.962,0.103,13.7219,0.4767,0,0,0,0,   ,   ,   ,   ,5,0.5,7,1966,,2010.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,3.5,145.9,0.2905,15.1137,0.4761,0.7141,0.0983,14.3996,0.4861,0,0,0,0,14.92,1.02,-16.01,5.31,6.6,0.5,6.2,1787,267,2009
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,4.5,144.9,0.2559,16.4641,0.5433,0.8833,0.1097,15.5808,0.5543,0,0,0,0,   ,   ,   ,   ,8.2,0.5,6.1,1570,,2007.3
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,5.5,143.9,0.3316,14.0215,0.4108,0.732,0.0791,13.2895,0.4184,0,0,0,0,   ,   ,   ,   ,10.1,0.6,5.3,1742,,2005.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,6.5,142.9,0.2802,14.9686,0.4431,0.7754,0.0896,14.1932,0.452,0,0,0,0,14.12,1.05,-16.31,5.08,11.9,0.6,5.5,1540,217,2003.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,7.5,141.9,0.3566,13.2823,0.4011,0.8302,0.0797,12.4521,0.409,0,0,0,0,   ,   ,   ,   ,14.1,0.6,4.6,1650,,2001.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,8.5,140.9,0.32,13.3997,0.4945,0.8877,0.1066,12.512,0.5058,0,0,0,0,   ,   ,   ,   ,16.2,0.7,4.8,1537,,1999.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,9.5,139.9,0.2902,12.9234,0.4795,0.7494,0.1109,12.1741,0.4921,0,0,0,0,11.06,0.84,-16.31,5.05,18.1,0.7,5.1,1483,164,1997.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,10.5,138.9,0.2804,14.82,0.5202,1.0111,0.0956,13.8089,0.5289,0,0,0,0,   ,   ,   ,   ,20.4,0.8,4.4,1224,,1995.1
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,11.5,137.9,0.303,15.276,0.5011,0.878,0.1075,14.398,0.5124,0,0,0,0,   ,   ,   ,   ,23.2,0.8,3.6,1085,,1992.3
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,12.5,136.9,0.2987,13.9602,0.4397,0.9499,0.0999,13.0103,0.451,0,0,0,0,13.29,1.05,-16.78,4.69,25.9,0.9,3.7,1102,146,1989.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,13.5,135.9,0.2727,11.3581,0.4396,0.8721,0.103,10.4861,0.4515,0,0,0,0,   ,   ,   ,   ,28.1,0.9,4.6,1268,,1987.5
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,14.5,134.9,0.3296,11.6117,0.4134,1.1704,0.0909,10.4413,0.4233,0,0,0,0,   ,   ,   ,   ,30.9,1,3.6,1179,,1984.7
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,15.5,133.9,0.3012,11.8472,0.4218,0.8358,0.095,11.0113,0.4323,0,0,0,0,13.88,1.04,-16.69,4.74,33.8,1.1,3.4,1023,142,1981.7
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,16.5,132.9,0.2391,14.1011,0.5979,0.9717,0.1458,13.1294,0.6154,0,0,0,0,   ,   ,   ,   ,36.9,1.2,3.3,781,,1978.7
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,17.5,131.9,0.2301,12.0645,0.5308,1.0836,0.1245,10.9809,0.5452,0,0,0,0,   ,   ,   ,   ,39.6,1.3,3.7,854,,1976
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,18.5,130.9,0.2398,6.6989,0.2767,0.9636,0.0806,5.7353,0.2882,0,0,0,0,13.4,0.94,-16.37,4.68,41.2,1.4,6.4,1530,205,1974.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,19.5,129.9,0.2065,4.276,0.2835,0.9236,0.0895,3.3524,0.2973,0,0,0,0,   ,   ,   ,   ,42,1.4,12.2,2522,,1973.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,20.5,128.9,0.2356,4.1945,0.1929,1.0079,0.073,3.1866,0.2063,0.2269,0.0376,0,0,   ,   ,   ,   ,42.9,1.5,11,2583,,1972.7
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,21.5,127.9,0.2739,4.2816,0.1901,1.0272,0.074,3.2543,0.204,0.2146,0.0343,0,0,14.01,0.82,-15.66,4.54,44,1.5,8.9,2451,343,1971.5
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,22.5,126.9,0.2278,5.5292,0.3096,1.2462,0.1053,4.283,0.327,0,0,0,0,   ,   ,   ,   ,45.3,1.6,7.9,1794,,1970.3
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,23.5,125.9,0.2419,5.551,0.297,1.2361,0.1007,4.315,0.3136,0.2265,0.0432,0,0,   ,   ,   ,   ,46.7,1.7,7.1,1708,,1968.9
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,24.5,124.9,0.2975,7.667,0.3588,0.8846,0.0947,6.7825,0.3711,0.3046,0.0542,0,0,12.95,0.78,-15.46,4.83,49.6,1.8,3.4,1016,132,1965.9
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,25.5,123.9,0.2779,7.4344,0.3561,0.7432,0.0946,6.6912,0.3685,0.3348,0.0548,0,0,   ,   ,   ,   ,52.6,2,3.4,940,,1963
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,26.5,122.9,0.3038,7.3,0.3453,1.2796,0.1044,6.0204,0.3607,0.5452,0.062,0,0,   ,   ,   ,   ,55.8,2.2,3.1,949,,1959.8
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,27.5,121.9,0.2378,6.0989,0.3074,1.0204,0.1013,5.0786,0.3237,0,0,0,0,15,0.84,-14.75,5.71,58.1,2.4,4.3,1033,155,1957.5
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,28.5,120.9,0.2439,4.8977,0.3002,1.059,0.0911,3.8387,0.3137,0.27,0.0425,0,0,   ,   ,   ,   ,60,2.5,5.2,1280,,1955.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,29.5,119.9,0.2692,4.9934,0.2432,0.8519,0.0791,4.1415,0.2557,0.2484,0.0414,0,0,   ,   ,   ,   ,62.4,2.7,4.1,1109,,1953.1
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,31,118.4,0.1911,3.668,0.1742,0.8189,0.0523,2.849,0.1819,0.147,0.0266,0,0,13.82,0.91,-15.02,5.77,65,2.9,7.8,1492,206,1950.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,33,116.4,0.2184,3.0294,0.136,1.0412,0.0462,1.9882,0.1437,0,0,0,0,   ,   ,   ,   ,67.2,3.1,9.1,1985,,1948.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,35,114.4,0.3264,3.3097,0.1254,1.1346,0.0408,2.1751,0.1319,0.0756,0.0144,0,0,   ,   ,   ,   ,71.1,3.5,5.1,1649,,1944.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,37,112.4,0.3103,3.3016,0.1525,1.118,0.0514,2.1836,0.161,0.0769,0.0233,0,0,   ,   ,   ,   ,75.4,4.1,4.7,1445,,1940.1
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,39,110.4,0.3257,2.8133,0.1255,0.8881,0.043,1.9252,0.1326,0,0,0,0,11.48,0.72,-14.81,5.85,80,4.7,4.4,1428,164,1935.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,41,108.4,0.3054,2.5693,0.1475,1.0209,0.0497,1.5484,0.1556,0,0,0,0,   ,   ,   ,   ,83.9,5.3,5.1,1556,,1931.6
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,43,106.4,0.256,2.4193,0.171,1.043,0.0625,1.3763,0.1821,0,0,0,0,   ,   ,   ,   ,87.2,5.9,6.1,1565,,1928.4
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,45,104.4,0.3155,1.6379,0.1472,1.0465,0.0503,0.5913,0.1556,0,0,0,0,10.21,0.73,-15.04,5.68,89.1,6.2,10.7,3361,343,1926.5
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,47,102.4,0.2784,2.5934,0.1582,0.9166,0.0538,1.6767,0.1671,0,0,0,0,   ,   ,   ,   ,94.3,7.3,3.8,1062,,1921.2
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,49,100.4,0.3598,2.1511,0.1157,1.0115,0.0436,1.1396,0.1237,0,0,0,0,8.81,0.62,-15.09,5.76,99.7,8.7,3.7,1324,117,1915.8
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,51,98.4,0.3104,2.1555,0.1425,1.0219,0.0471,1.1336,0.1501,0.0597,0.0205,0,0,   ,   ,   ,   ,105.3,10.3,3.6,1122,,1910.3
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,53,96.4,0.41,1.9033,0.1037,0.3663,0.0267,1.537,0.1071,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,55,94.4,0.2684,1.9068,0.1409,0.8711,0.0516,1.0356,0.1501,0,0,0,0,10.58,0.73,-14.86,5.56,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,57,92.4,0.3332,1.5656,0.1617,1.0359,0.0485,0.5298,0.1688,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,59,90.4,0.2464,1.628,0.1522,1.0479,0.0592,0.58,0.1633,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,61,88.4,0.3119,1.3732,0.176,1.1934,0.0736,0.1798,0.1908,0,0,0,0,8.35,0.62,-15.17,5.43,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,63,86.4,0.3244,1.4493,0.1417,0.9346,0.0541,0.5148,0.1517,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,65,84.4,0.2703,1.735,0.1608,0.8049,0.0511,0.9302,0.1688,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,67,82.4,0.2866,1.5634,0.1176,0.9641,0.0397,0.5993,0.1241,0,0,0,0,9.03,0.67,-15.02,5.32,   ,   ,  ,,,   
Herring River,Salt marsh,HRCHB,6/18/2015,41.92997,-70.07018,69,80.4,0.285,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,0,115.3,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,2016.6
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,0.5,114.8,0.4446,2.9532,0.1291,0.6708,0.0388,2.2825,0.1348,0,0,2.1651,0.255,5.55,0.28,-15.63,4.1,0.9,0.8,11.7,5198,288,2015.7
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,1.5,113.8,0.6992,2.8465,0.105,0.6421,0.0336,2.2044,0.1103,0,0,0,0,   ,   ,   ,   ,2.2,0.8,7.4,5201,,2014.4
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,2.5,112.8,0.7794,2.7738,0.0802,0.6041,0.023,2.1697,0.0834,0,0,0,0,   ,   ,   ,   ,3.7,0.9,6.5,5052,,2012.8
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,3.5,111.8,0.8461,2.7208,0.0732,0.602,0.0219,2.1188,0.0764,0,0,0,0,5.05,0.21,-15.13,3.94,5.5,0.9,5.8,4918,248,2011.1
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,4.5,110.8,0.9564,2.592,0.0705,0.6236,0.0216,1.9684,0.0737,0,0,0,0,   ,   ,   ,   ,7.4,0.9,5.2,5003,,2009.2
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,5.5,109.8,0.7807,3.3064,0.0962,0.5592,0.0273,2.7473,0.1,0,0,0,0,   ,   ,   ,   ,9.7,1,4.3,3356,,2006.9
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,6.5,108.8,0.894,3.2276,0.0823,0.561,0.0233,2.6667,0.0855,0,0,0,0,5.73,0.27,-15.44,3.97,12.5,1.1,3.6,3193,183,2004.1
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,7.5,107.8,0.7296,3.4642,0.1206,0.5937,0.0338,2.8706,0.1252,0.055,0.0167,0,0,   ,   ,   ,   ,15.2,1.1,3.7,2724,,2001.4
