study_id,site_id,core_id,species_code,code_type,habitat
Rodriguez_et_al_2022,NPR_D,NPR_D_8,Spartina sp.,Genus,marsh
Rodriguez_et_al_2022,NPR_D,NPR_D_14,Spartina sp.,Genus,marsh
Rodriguez_et_al_2022,NPR_D,NPR_D_16,Spartina sp.,Genus,marsh
Rodriguez_et_al_2022,NPR_U,NPR_U_5,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,NPR_U,NPR_U_1,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,SRE_U,SRE_U_6,Spartina sp.,Genus,marsh
Rodriguez_et_al_2022,SRE_U,SRE_U_1,Spartina sp.,Genus,marsh
Rodriguez_et_al_2022,SRE_D,SRE_D_1,Spartina sp.,Genus,marsh
Rodriguez_et_al_2022,NB,NB_1,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,NB,NB_3b,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,NB,NB_9,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,JB,JB_1,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,JB,JB_5,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,JB,JB_7,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,JB,JB_6,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,JB,JB_8,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,LB,LB_3,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,LB,LB_5,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,LB,LB_6,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,LB,LB_7,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,LB,LB_8,Juncus sp.,Genus,marsh
Rodriguez_et_al_2022,LB,LB_9,Juncus sp.,Genus,marsh
