study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,c14_age,c14_age_se,c14_material
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,2,4,0.43835,0.12569864263716216,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,4,6,0.37221249999999995,0.17681431977700895,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,6,8,0.5646125000000001,0.13104120082357365,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,8,10,0.5199750000000001,0.09623058800903912,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,10,12,0.7760125,0.07512765580451349,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,12,14,0.6360125,0.08268312336628605,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,14,16,0.4158875,0.11857172913347956,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,16,18,0.47158749999999994,0.10281761072971615,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,18,20,0.5008,0.0868111022364218,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,20,22,0.9027875,0.062223945280589256,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,22,24,0.96315,0.05053729948606138,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,24,26,1.149425,0.04345651086412767,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,26,28,1.14975,0.039660795825179264,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,28,30,0.9513375000000001,0.04040364224052992,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,30,32,1.2045375,0.0306756742733207,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,32,34,0.8846125,0.035001201090873124,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,34,36,0.94475,0.04229955014554104,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,36,38,0.76575,0.058553705517466643,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,38,40,0.77625,0.05247987117552332,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,40,42,0.826875,0.039486016628873855,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,42,44,0.723,0.04534923928077451,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,44,46,0.8733249999999999,0.035596713709100204,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,46,48,1.0159625,0.033859517452661976,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,48,50,1.0565,0.031128726928537586,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,50,52,0.9462625,0.0213735617759342,NA,NA,NA
Rodriguez_et_al_2022,NPR_D,NPR_D_8,single set of methods,52,53,1.143325,0.018367480812542285,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,0,2,0.3598910416666662,0.20422847887410367,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,2,4,0.23139104166666627,0.24277085057131875,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,4,6,0.31332854166666624,0.16803448456991046,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,6,8,0.31795354166666623,0.1689712267974163,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,8,10,0.39059104166666625,0.19108861197000085,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,10,12,0.3378785416666662,0.15638015879720107,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,12,14,0.3367785416666662,0.16672677458047666,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,14,16,0.37020354166666625,0.15444206649832845,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,16,18,0.39116604166666624,0.1784408475301144,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,18,20,0.4430035416666662,0.14311397999545708,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,20,22,0.4232035416666663,0.15432881242625088,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,22,24,0.28274104166666625,0.2239681923314697,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,24,26,0.3560160416666662,0.2007283145597959,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,26,28,0.36115354166666624,0.15775838646651344,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,28,30,0.3138285416666663,0.21663899541748224,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,30,32,0.3137785416666663,0.19480299600899575,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,32,34,0.3502285416666663,0.11838698183388617,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,34,36,0.44451604166666625,0.1357375085357343,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,36,38,0.3372535416666662,0.11467633463201851,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,38,40,0.5043285416666663,0.11155922251409368,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,40,42,0.5214660416666663,0.1122076900980691,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,42,44,0.38520354166666626,0.1402505277242498,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,44,46,0.47514104166666626,0.12430519534331268,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,46,48,0.42246604166666624,0.14039589967043714,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,48,50,0.37992854166666623,0.1576612268644817,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,50,52,0.4911785416666663,0.10678398087592901,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,52,54,0.43084104166666626,0.10488206932467838,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,54,56,0.4518410416666663,0.1024973292137676,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,56,58,0.3504910416666662,0.10303401715569298,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,58,60,0.5011785416666663,0.10200955497812057,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,60,62,0.4304535416666663,0.10547015091156284,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,62,64,0.41960354166666625,0.14644776294289716,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,64,66,0.4185285416666663,0.10731048310623992,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,66,68,0.4699410416666663,0.1028320485238177,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,68,70,0.4681285416666663,0.08806341919086526,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,70,72,0.5982285416666663,0.10662730972729563,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,72,74,0.8035535416666663,0.06668815109551147,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,74,76,0.6674410416666663,0.0980049111703687,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,76,78,0.42917854166666625,0.10540485044831278,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,78,80,0.4546910416666663,0.09929819561542948,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,80,82,0.39884104166666623,0.11116584144581429,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,82,84,0.5213910416666663,0.09553769823273253,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,84,86,0.5433035416666663,0.09851767178951927,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,86,88,0.6886285416666663,0.09105053916041474,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,88,90,0.5017410416666662,0.08126702145902774,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,90,92,0.5382785416666662,0.08462161589976072,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,92,94,0.41555354166666625,0.09559538306586057,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,94,96,0.5123160416666662,0.09281380267795315,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,96,98,0.6494660416666663,0.09298022702623993,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,98,100,0.4594410416666662,0.12142472034632673,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_1,single set of methods,100,102,0.5926410416666663,0.10773806657135433,345,25,plant fragment
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,0,2,0.20599104166666624,0.19339433248007373,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,2,4,0.21702854166666627,0.21489109055356623,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,4,6,0.15247854166666622,0.25044507628805757,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,6,8,0.16256604166666624,0.25989437625990536,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,8,10,0.23297854166666623,0.25286663560753575,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,10,12,0.19606604166666622,0.2636866617009367,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,12,14,0.23495354166666624,0.28111940569811283,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,14,16,0.26096604166666626,0.22277802747324293,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,16,18,0.26421604166666623,0.2734977768350872,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,18,20,0.24920354166666622,0.3270419009895697,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,20,22,0.2515035416666662,0.37136653973560724,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,22,24,0.25267854166666626,0.29711664276992317,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,24,26,0.40677854166666627,0.17186870210398092,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,26,28,0.5742910416666662,0.17308297150435847,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,28,30,0.49752854166666627,0.15270480713627416,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,30,32,0.4643160416666663,0.15509371535282426,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,32,34,0.3938160416666663,0.17743055794345625,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,34,36,0.4188035416666662,0.1832601503190887,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,36,38,0.5486285416666663,0.162929000610234,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,38,40,0.4924285416666663,0.1800261205411785,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,40,42,0.4587285416666663,0.247750008288308,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,42,44,0.5174535416666662,0.21953661701513463,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,44,46,0.4724660416666663,0.22522782722038687,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,46,48,0.6514285416666663,0.18534266197654722,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,48,50,0.4731785416666663,0.22650012746245823,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,50,52,0.43280354166666624,0.2219540524785833,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,52,54,0.3792285416666663,0.23010530699111217,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,54,56,0.5939535416666663,0.1938493365607651,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,56,58,0.5346660416666663,0.18287116139864587,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,58,60,0.4721285416666663,0.2086825754109162,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,60,62,0.8111785416666663,0.1490424040946597,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,62,64,0.7274035416666663,0.13146072918602913,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,64,66,0.8697535416666663,0.12395752915636785,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,66,68,0.8839285416666663,0.10081414480855715,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,68,70,1.0032535416666661,0.1109888930120481,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,70,72,0.9284035416666662,0.10679623197258187,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,72,74,1.191441041666666,0.06992582686547116,NA,NA,NA
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,74,75,1.4385570833333325,0.07571823270829538,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,0,2,0.46575,0.1035963499731616,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,2,4,0.5644125,0.09354860142183236,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,4,6,0.46254999999999996,0.10196195005945304,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,6,8,0.47573750000000004,0.11274599963215008,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,8,10,0.6196125,0.0851540277189373,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,10,12,0.6597625,0.07659953392319208,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,12,14,0.9562750000000001,0.046613160440249955,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,14,16,1.08705,0.03957959615473077,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,16,18,1.1939375,0.03659111134376808,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,18,20,1.27765,0.035837279380111824,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,20,22,1.193225,0.03758721112950184,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,22,24,1.1398875,0.032152295730938425,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,24,26,1.052975,0.042498634820389916,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,26,28,0.757625,0.04274872133311337,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,28,30,0.837825,0.026586697699400284,NA,NA,NA
Rodriguez_et_al_2022,SRE_D,SRE_D_1,single set of methods,30,31,1.19895,0.01830768589182194,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,0,2,0.47215354166666623,0.1293541075312278,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,2,4,0.22035354166666624,0.17023779021780375,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,4,6,0.2809410416666662,0.18406886972874661,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,6,8,0.21859104166666624,0.32606551236755904,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,8,10,0.3263910416666662,0.18666259860839243,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,10,12,0.27387854166666625,0.22258954509184078,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,12,14,0.5323410416666663,0.13797545981057738,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,14,16,0.6471035416666663,0.10203158497625804,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,16,18,0.5646160416666662,0.1069310744728073,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,18,20,0.6699785416666663,0.13562001519327269,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,20,22,0.4151910416666663,0.15863179450022277,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,22,24,0.5584785416666662,0.14622316509474967,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,24,26,0.7211410416666663,0.1313023313458389,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,26,28,0.33570354166666627,0.13263190426573077,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,28,30,0.5430160416666663,0.1514688217083828,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,30,32,0.5372410416666663,0.1500025012050381,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,32,34,0.4896035416666663,0.12821598427639383,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,34,36,0.4681285416666663,0.14525924814988073,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,36,38,0.23294104166666627,0.20026526740940395,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,38,40,0.2799535416666662,0.17418068622993263,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,40,42,0.3646035416666662,0.13511251090653847,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,42,44,0.6498535416666663,0.11021714187523676,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,44,46,0.5245035416666662,0.10953214885345953,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,46,48,0.5825160416666663,0.10325895889133253,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,48,50,0.6583035416666663,0.10642886687593785,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,50,52,0.6504410416666663,0.12332017025627173,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,52,54,0.41379104166666625,0.1548184797379114,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,54,56,0.3736660416666663,0.15562024245134246,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,56,58,0.5804035416666663,0.12258712239365083,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,58,60,0.5122410416666663,0.09070436810144314,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,60,62,0.5705785416666662,0.08351172804503618,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,62,64,0.7150160416666663,0.07120469616503367,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,64,66,0.7903035416666663,0.0655444361172408,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,66,68,0.8567160416666663,0.07789920668482876,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,68,70,0.9030160416666663,0.07112276752189481,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,70,72,1.149516041666666,0.06247194244969384,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,72,74,0.6595035416666662,0.06904815080282933,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,74,76,0.9563285416666664,0.07026873827574528,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,76,78,0.6957035416666663,0.06818637129021378,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_1,single set of methods,78,80,0.5549785416666663,0.0654755044958571,195,15,plant fragment
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,0,2,0.39645354166666624,0.13579775267909186,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,2,4,0.5851410416666663,0.10595735999547115,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,4,6,0.45680354166666626,0.16536102089838972,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,6,8,0.4106160416666663,0.11924156640657348,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,8,10,0.5007035416666663,0.13668267608452625,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,10,12,0.4179660416666663,0.16212441501178604,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,12,14,0.5185410416666663,0.1525915860886937,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,14,16,0.43537854166666623,0.1747904242333181,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,16,18,0.4275785416666663,0.15628707591246657,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,18,20,0.45299104166666626,0.14520154694008408,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,20,22,0.5540910416666662,0.11593311418061938,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,22,24,0.6001285416666663,0.11253839021293018,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,24,26,0.6536660416666663,0.09890371516800918,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,26,28,0.5740035416666662,0.10222062363871878,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,28,30,0.7477035416666663,0.08611367528964392,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,30,32,0.7160535416666662,0.08676027194195504,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,32,34,1.130191041666666,0.06275487717139262,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,34,36,1.261191041666666,0.05623652377539282,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,36,38,1.1647410416666661,0.05425025627119903,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,38,40,1.1241160416666662,0.05594395744656404,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,40,42,0.8458535416666663,0.07335785327296364,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,42,44,0.9307285416666663,0.0641567302675302,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,44,46,0.8127410416666663,0.05686005459406019,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,46,48,0.8302660416666663,0.05871611935632089,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,48,50,0.9520410416666664,0.07104473130863366,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,50,52,0.9372660416666664,0.06328245915591837,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,52,54,1.2563785416666662,0.05264137981238071,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,54,56,0.9496910416666663,0.061217277461069,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,56,58,0.6537660416666663,0.08225419580207886,NA,NA,NA
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,58,60,0.7015910416666663,0.07422415183109107,NA,NA,NA
Rodriguez_et_al_2022,JB,JB_5,single set of methods,99,101,NA,NA,215,15,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,81,83,NA,NA,565,20,plant fragment
Rodriguez_et_al_2022,LB,LB_7,single set of methods,49,51,NA,NA,115,15,plant fragment
Rodriguez_et_al_2022,LB,LB_8,single set of methods,23,25,NA,NA,75,20,plant fragment
Rodriguez_et_al_2022,NPR_U,NPR_U_5,single set of methods,73,75,NA,NA,530,25,plant fragment
Rodriguez_et_al_2022,SRE_U,SRE_U_6,single set of methods,57,60,NA,NA,450,25,plant fragment
