study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_type,cs137_activity,total_pb210_activity,ra226_activity,excess_pb210_activity,be7_activity,age,site_id,fraction_moisture_content,CD_reported,Ocstock_reported,carbon_density,DBD_measured_or_modeled,OC_measured_or_modeled,CD_measured_or_modeled,carbon_profile_notes,total_pb210_activity_sd,ra226_activity_sd,cs137_activity_sd,X1,fraction_nitrogen
Callaway_et_al_2012,COG_B_high,34,36,0.6978767419999999,0.060682971999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_high,36,38,0.7604352449999999,0.05776623399999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_high,38,40,0.7367246960000001,0.045689020000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_high,40,42,0.897350938,0.057150596000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_high,42,44,0.6885962409999998,0.045949125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_high,44,46,0.6257547960000001,0.048970506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_high,46,48,0.6432123249999998,0.045761567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_high,48,50,0.614776641,0.044790436999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,0,2,0.46311966400000004,0.09437765999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,2,4,0.6306779889999999,0.06938335899999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,4,6,0.689020654,0.075885197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,6,8,0.740091707,0.06936733199999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,8,10,0.6442592100000001,0.07389285100000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,10,12,0.592707156,0.070973374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,12,14,0.601223714,0.071147161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,14,16,0.5758721,0.07505634900000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,16,18,0.562602114,0.07866766500000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,18,20,0.68395599,0.06671420600000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,20,22,0.6433820899999999,0.068958625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,22,24,0.6943965539999999,0.06713275600000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,24,26,0.7298492020000001,0.092054264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,26,28,0.8323591330000001,0.060458924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,28,30,0.8730179160000001,0.044139498000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,30,32,1.0307298539999998,0.042067763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,32,34,0.8864859599999999,0.04844508399999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,34,36,0.950826999,0.038277913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,36,38,0.9119224570000001,0.04095609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,38,40,1.097079781,0.029885594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,40,42,1.2334295899999996,0.033584695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,42,44,1.203947021,0.034414808000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,44,46,1.0163846879999998,0.034723916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,46,48,1.3011942279999997,0.027999656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_low,48,50,1.062702314,0.024565382000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,0,2,0.4093889550000001,0.15034075100000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,2,4,0.5686004870000001,0.12644787600000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,4,6,0.5648090630000001,0.09606418700000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,6,8,0.623689318,0.09453673600000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,8,10,0.5737500340000001,0.08479634800000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,10,12,0.6074767349999999,0.072891853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,12,14,0.653992419,0.070217702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,14,16,0.559319986,0.065970006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,16,18,0.642052262,0.058231173000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,18,20,0.877573284,0.057050592000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,20,22,0.840196629,0.058576233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,22,24,0.72668025,0.05479338800000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,24,26,0.770309925,0.060876162000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,26,28,0.897350938,0.05963994000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,28,30,0.6202940130000001,0.046524188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,30,32,0.699715866,0.056294041999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,32,34,0.8589273980000001,0.059446136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,34,36,0.8356412610000001,0.054461538000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,36,38,0.917270063,0.054085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,38,40,1.0829043809999999,0.057587549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,40,42,0.6682244079999999,0.054786973999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,42,44,1.08457374,0.048256538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,44,46,0.9176095940000001,0.052566836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,46,48,0.8999822999999999,0.055471812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,COG_B_mid,48,50,0.7438831309999999,0.05545588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,0,2,0.19392853000000002,0.26367187500000006,0.109684565,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,2,4,0.32592103,0.189814815,0.07725471800000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,4,6,0.332400404,0.24594155800000003,0.10177826300000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,6,8,0.4093040730000001,0.20949720700000005,0.08576727900000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,8,10,0.36114732399999994,0.21895734600000005,0.08989230499999999,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,10,12,0.34196384799999996,0.17038539600000002,0.06894404800000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,12,14,0.28891220000000006,0.187060478,0.076070998,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,14,16,0.28444171500000004,0.194329592,0.079199008,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,16,18,0.356761721,0.134831461,0.053974246,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,18,20,0.26520164999999996,0.20279255300000001,0.082856952,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,20,22,0.33837048300000006,0.15671117400000004,0.063150176,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,22,24,0.4811147830000001,0.104109589,0.041286753999999995,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,24,26,0.43100573300000006,0.11564171100000001,0.046022348000000005,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,26,28,0.45081168200000005,0.12517482499999996,0.049961501,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,28,30,0.395270144,0.12919343300000002,0.051628647000000014,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,30,32,0.383273398,0.181069959,0.073502854,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,32,34,0.2885443750000001,0.21969697000000002,0.09021573100000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,34,36,0.25037548300000007,0.21720243300000006,0.08912544200000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,36,38,0.18795845100000003,0.23541048500000006,0.09711846699999999,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,38,40,0.213083712,0.332925337,0.14129917700000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,40,42,0.185949562,0.34162303699999996,0.14535224000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,42,44,0.16605873100000001,0.368211921,0.15785664500000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,44,46,0.148120201,0.36626506,0.15693522300000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,46,48,0.13462386099999998,0.337944664,0.143635899,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_High,48,50,0.068556876,0.3764845610000001,0.161782257,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,0,2,0.719974522,0.140627279,0.056393556000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,2,4,0.8617568190000001,0.11706422000000002,0.046608735,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,4,6,0.658123374,0.08632738599999999,0.034048043,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,6,8,0.715900156,0.09571243,0.037858880000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,8,10,0.9123751649999999,0.07136633,0.028017371000000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,10,12,0.8833170089999999,0.062950257,0.024648868999999997,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,12,14,0.9150914090000001,0.06178148299999999,0.024182434000000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,14,16,0.8798934090000001,0.061536112000000004,0.024084554000000005,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,16,18,0.818296909,0.06464144200000001,0.025324375000000007,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,18,20,0.9342182960000001,0.064484452,0.025261639000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,20,22,0.8079412280000001,0.05914432800000001,0.023131219999999997,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,22,24,0.71142967,0.050984645999999995,0.019889357,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,24,26,0.831057599,0.054045916,0.021103708,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,26,28,0.8323591330000001,0.058447631,0.022853787999999996,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,28,30,0.6632163329999998,0.056494144999999996,0.022076519,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,30,32,0.8381028580000001,0.053455354000000004,0.020869264999999998,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,32,34,0.7591054170000001,0.063097514,0.02470766,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,34,36,0.695952736,0.059059233,0.023097328,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,36,38,0.691708604,0.062686567,0.024543606,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,38,40,0.7900309909999998,0.066316973,0.025994315000000007,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,40,42,0.792209646,0.066943435,0.026244974000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,42,44,0.7739315849999999,0.06378647400000001,0.02498279,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,44,46,0.739752176,0.06658217200000001,0.026100414000000006,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,46,48,0.545540704,0.069328275,0.027200065,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Low,48,50,0.50601369,0.079116004,0.031134396,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,0,2,0.203972975,0.327536232,0.13879713300000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,2,4,0.2826874730000001,0.21852731600000003,0.089704321,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,4,6,0.2674085990000001,0.24862888500000002,0.10297167500000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,6,8,0.315225817,0.244680851,0.101219002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,8,10,0.2843285380000001,0.288343558,0.120813474,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,10,12,0.36632516500000006,0.22731439000000003,0.093554456,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,12,14,0.367485227,0.14956930300000004,0.060142203,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,14,16,0.487113156,0.125925926,0.050272801000000006,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,16,18,0.5067776340000001,0.11396468700000001,0.04533167700000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,18,20,0.39181825000000003,0.11632270200000001,0.046303004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,20,22,0.41029437,0.13979416800000002,0.056045292,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,22,24,0.4323355610000001,0.139872843,0.056078173,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2012,Coon_Island_A_Mid,24,26,0.44503966300000003,0.11169284500000001,0.044397126,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
