core_id,study_id,site_id,state,watershed,country
09WCC01_01,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_02,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_03,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_04,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_05,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_06,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_07,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_08,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
09WCC01_09,Smith_et_al_2015,09WCC01,Louisiana,Mermentau,United States
1_2J,Poppe_and_Rybczyk_2018,1,Washington,Strait of Georgia,United States
1001_1,Trettin_et_al_2017,1001,International,International,NA
1001_2,Trettin_et_al_2017,1001,International,International,NA
1001_3,Trettin_et_al_2017,1001,International,International,NA
1001_4,Trettin_et_al_2017,1001,International,International,NA
1001_5,Trettin_et_al_2017,1001,International,International,NA
1079_1,Trettin_et_al_2017,1079,International,International,NA
1079_2,Trettin_et_al_2017,1079,International,International,NA
1079_3,Trettin_et_al_2017,1079,International,International,NA
1079_4,Trettin_et_al_2017,1079,International,International,NA
1079_5,Trettin_et_al_2017,1079,International,International,NA
1113_1,Trettin_et_al_2017,1113,International,International,NA
1113_2,Trettin_et_al_2017,1113,International,International,NA
1113_3,Trettin_et_al_2017,1113,International,International,NA
1113_4,Trettin_et_al_2017,1113,International,International,NA
1130_1,Trettin_et_al_2017,1130,International,International,NA
1130_2,Trettin_et_al_2017,1130,International,International,NA
1130_3,Trettin_et_al_2017,1130,International,International,NA
1130_4,Trettin_et_al_2017,1130,International,International,NA
1130_5,Trettin_et_al_2017,1130,International,International,NA
1216_1,Trettin_et_al_2017,1216,International,International,NA
1216_2,Trettin_et_al_2017,1216,International,International,NA
1216_3,Trettin_et_al_2017,1216,International,International,NA
1216_4,Trettin_et_al_2017,1216,International,International,NA
1216_5,Trettin_et_al_2017,1216,International,International,NA
1219_1,Trettin_et_al_2017,1219,International,International,NA
1219_2,Trettin_et_al_2017,1219,International,International,NA
1219_3,Trettin_et_al_2017,1219,International,International,NA
1219_4,Trettin_et_al_2017,1219,International,International,NA
1219_5,Trettin_et_al_2017,1219,International,International,NA
1254_1,Trettin_et_al_2017,1254,International,International,NA
1254_2,Trettin_et_al_2017,1254,International,International,NA
1254_3,Trettin_et_al_2017,1254,International,International,NA
1254_4,Trettin_et_al_2017,1254,International,International,NA
1254_5,Trettin_et_al_2017,1254,International,International,NA
1285_1,Trettin_et_al_2017,1285,International,International,NA
1285_2,Trettin_et_al_2017,1285,International,International,NA
1285_3,Trettin_et_al_2017,1285,International,International,NA
1285_4,Trettin_et_al_2017,1285,International,International,NA
1285_5,Trettin_et_al_2017,1285,International,International,NA
13_1,Trettin_et_al_2017,13,International,International,NA
13_2,Trettin_et_al_2017,13,International,International,NA
13_3,Trettin_et_al_2017,13,International,International,NA
13_4,Trettin_et_al_2017,13,International,International,NA
13_5,Trettin_et_al_2017,13,International,International,NA
13_6,Trettin_et_al_2017,13,International,International,NA
1305_1,Trettin_et_al_2017,1305,International,International,NA
1305_4,Trettin_et_al_2017,1305,International,International,NA
1314_1,Trettin_et_al_2017,1314,International,International,NA
1314_2,Trettin_et_al_2017,1314,International,International,NA
1314_3,Trettin_et_al_2017,1314,International,International,NA
1314_4,Trettin_et_al_2017,1314,International,International,NA
1314_5,Trettin_et_al_2017,1314,International,International,NA
1317_1,Trettin_et_al_2017,1317,International,International,NA
1317_2,Trettin_et_al_2017,1317,International,International,NA
1317_3,Trettin_et_al_2017,1317,International,International,NA
1317_4,Trettin_et_al_2017,1317,International,International,NA
1317_5,Trettin_et_al_2017,1317,International,International,NA
1359_1,Trettin_et_al_2017,1359,International,International,NA
1359_2,Trettin_et_al_2017,1359,International,International,NA
1359_3,Trettin_et_al_2017,1359,International,International,NA
1359_4,Trettin_et_al_2017,1359,International,International,NA
1359_5,Trettin_et_al_2017,1359,International,International,NA
1361_1,Trettin_et_al_2017,1361,International,International,NA
1361_2,Trettin_et_al_2017,1361,International,International,NA
1361_3,Trettin_et_al_2017,1361,International,International,NA
1361_4,Trettin_et_al_2017,1361,International,International,NA
1361_5,Trettin_et_al_2017,1361,International,International,NA
1382_1,Trettin_et_al_2017,1382,International,International,NA
1382_2,Trettin_et_al_2017,1382,International,International,NA
1382_3,Trettin_et_al_2017,1382,International,International,NA
1382_4,Trettin_et_al_2017,1382,International,International,NA
1382_5,Trettin_et_al_2017,1382,International,International,NA
15_1,Trettin_et_al_2017,15,International,International,NA
15_2,Trettin_et_al_2017,15,International,International,NA
15_6,Trettin_et_al_2017,15,International,International,NA
16_1,Trettin_et_al_2017,16,International,International,NA
16_2,Trettin_et_al_2017,16,International,International,NA
16_3,Trettin_et_al_2017,16,International,International,NA
16_4,Trettin_et_al_2017,16,International,International,NA
16_5,Trettin_et_al_2017,16,International,International,NA
16_6,Trettin_et_al_2017,16,International,International,NA
17_1,Trettin_et_al_2017,17,International,International,NA
17_2,Trettin_et_al_2017,17,International,International,NA
17_3,Trettin_et_al_2017,17,International,International,NA
17_4,Trettin_et_al_2017,17,International,International,NA
17_5,Trettin_et_al_2017,17,International,International,NA
17_6,Trettin_et_al_2017,17,International,International,NA
1983-1,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1983-2,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1983-3,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1983-4,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1983-5,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1983-6,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1996-1,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1996-2,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1996-3,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1996-4,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1996-5,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
1996-6,Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,Louisiana,Lower Calcasieu,United States
2_3F,Poppe_and_Rybczyk_2018,2,Washington,Strait of Georgia,United States
25_2,Trettin_et_al_2017,25,International,International,NA
25_3,Trettin_et_al_2017,25,International,International,NA
25_4,Trettin_et_al_2017,25,International,International,NA
25_5,Trettin_et_al_2017,25,International,International,NA
25_6,Trettin_et_al_2017,25,International,International,NA
25A,Poppe_and_Rybczyk_2019,R1,Washington,Puget Sound,United States
25B,Poppe_and_Rybczyk_2019,R1,Washington,Puget Sound,United States
26_1,Trettin_et_al_2017,26,International,International,NA
26_2,Trettin_et_al_2017,26,International,International,NA
26_3,Trettin_et_al_2017,26,International,International,NA
26_4,Trettin_et_al_2017,26,International,International,NA
26_5,Trettin_et_al_2017,26,International,International,NA
26_6,Trettin_et_al_2017,26,International,International,NA
26A,Poppe_and_Rybczyk_2019,R2,Washington,Puget Sound,United States
26B,Poppe_and_Rybczyk_2019,R2,Washington,Puget Sound,United States
27_1,Trettin_et_al_2017,27,International,International,NA
27_2,Trettin_et_al_2017,27,International,International,NA
27_3,Trettin_et_al_2017,27,International,International,NA
27_5,Trettin_et_al_2017,27,International,International,NA
27_6,Trettin_et_al_2017,27,International,International,NA
27A,Poppe_and_Rybczyk_2019,R3,Washington,Puget Sound,United States
27B,Poppe_and_Rybczyk_2019,R3,Washington,Puget Sound,United States
28A,Poppe_and_Rybczyk_2019,R4,Washington,Puget Sound,United States
28B,Poppe_and_Rybczyk_2019,R4,Washington,Puget Sound,United States
29_1,Trettin_et_al_2017,29,International,International,NA
29_2,Trettin_et_al_2017,29,International,International,NA
29_3,Trettin_et_al_2017,29,International,International,NA
29_4,Trettin_et_al_2017,29,International,International,NA
29_5,Trettin_et_al_2017,29,International,International,NA
29_6,Trettin_et_al_2017,29,International,International,NA
3_4F,Poppe_and_Rybczyk_2018,3,Washington,Strait of Georgia,United States
32B_1,Trettin_et_al_2017,32B,International,International,NA
32B_2,Trettin_et_al_2017,32B,International,International,NA
32B_3,Trettin_et_al_2017,32B,International,International,NA
32B_4,Trettin_et_al_2017,32B,International,International,NA
32B_5,Trettin_et_al_2017,32B,International,International,NA
32B_6,Trettin_et_al_2017,32B,International,International,NA
35_1,Trettin_et_al_2017,35,International,International,NA
35_2,Trettin_et_al_2017,35,International,International,NA
35_3,Trettin_et_al_2017,35,International,International,NA
35_4,Trettin_et_al_2017,35,International,International,NA
35_5,Trettin_et_al_2017,35,International,International,NA
35_6,Trettin_et_al_2017,35,International,International,NA
36_1,Trettin_et_al_2017,36,International,International,NA
36_2,Trettin_et_al_2017,36,International,International,NA
36_3,Trettin_et_al_2017,36,International,International,NA
36_4,Trettin_et_al_2017,36,International,International,NA
36_5,Trettin_et_al_2017,36,International,International,NA
36_6,Trettin_et_al_2017,36,International,International,NA
37_1,Trettin_et_al_2017,37,International,International,NA
37_2,Trettin_et_al_2017,37,International,International,NA
37_3,Trettin_et_al_2017,37,International,International,NA
37_4,Trettin_et_al_2017,37,International,International,NA
37_5,Trettin_et_al_2017,37,International,International,NA
37_6,Trettin_et_al_2017,37,International,International,NA
391,Sanborn_and_Coxson_2020,BC14-22,International,International,Canada
392,Sanborn_and_Coxson_2020,BC14-23,International,International,Canada
393,Sanborn_and_Coxson_2020,BC14-25,International,International,Canada
394,Sanborn_and_Coxson_2020,BC14-26,International,International,Canada
395,Sanborn_and_Coxson_2020,BC14-27,International,International,Canada
396,Sanborn_and_Coxson_2020,BC14-28,International,International,Canada
397,Sanborn_and_Coxson_2020,BC14-29,International,International,Canada
398,Sanborn_and_Coxson_2020,BC14-30,International,International,Canada
399,Sanborn_and_Coxson_2020,BC14-31,International,International,Canada
4_5B,Poppe_and_Rybczyk_2018,4,Washington,Strait of Georgia,United States
400,Sanborn_and_Coxson_2020,BC17-08,International,International,Canada
401,Sanborn_and_Coxson_2020,BC17-09,International,International,Canada
402,Sanborn_and_Coxson_2020,BC17-10,International,International,Canada
403,Sanborn_and_Coxson_2020,BC17-11,International,International,Canada
404,Sanborn_and_Coxson_2020,BC17-12,International,International,Canada
405,Sanborn_and_Coxson_2020,BC17-13,International,International,Canada
406,Sanborn_and_Coxson_2020,BC17-14,International,International,Canada
407,Sanborn_and_Coxson_2020,BC17-15,International,International,Canada
408,Sanborn_and_Coxson_2020,BC17-16,International,International,Canada
409,Sanborn_and_Coxson_2020,BC17-17,International,International,Canada
410,Sanborn_and_Coxson_2020,BC17-18,International,International,Canada
411,Sanborn_and_Coxson_2020,BC17-19,International,International,Canada
412,Sanborn_and_Coxson_2020,BC17-20,International,International,Canada
413,Sanborn_and_Coxson_2020,BC17-21,International,International,Canada
414,Sanborn_and_Coxson_2020,BC17-22,International,International,Canada
415,Sanborn_and_Coxson_2020,BC17-23,International,International,Canada
416,Sanborn_and_Coxson_2020,BC17-24,International,International,Canada
417,Sanborn_and_Coxson_2020,BC17-25,International,International,Canada
418,Sanborn_and_Coxson_2020,BC17-26,International,International,Canada
419,Sanborn_and_Coxson_2020,BC17-27,International,International,Canada
420,Sanborn_and_Coxson_2020,BC17-28,International,International,Canada
421,Sanborn_and_Coxson_2020,BC17-29,International,International,Canada
422,Sanborn_and_Coxson_2020,BC17-30,International,International,Canada
423,Sanborn_and_Coxson_2020,BC17-31,International,International,Canada
5_5F,Poppe_and_Rybczyk_2018,5,Washington,Strait of Georgia,United States
6_5J,Poppe_and_Rybczyk_2018,6,Washington,Strait of Georgia,United States
806_1,Trettin_et_al_2017,806,International,International,NA
806_2,Trettin_et_al_2017,806,International,International,NA
806_3,Trettin_et_al_2017,806,International,International,NA
806_4,Trettin_et_al_2017,806,International,International,NA
806_5,Trettin_et_al_2017,806,International,International,NA
864_1,Trettin_et_al_2017,864,International,International,NA
864_2,Trettin_et_al_2017,864,International,International,NA
864_3,Trettin_et_al_2017,864,International,International,NA
864_4,Trettin_et_al_2017,864,International,International,NA
864_5,Trettin_et_al_2017,864,International,International,NA
9001_1,Trettin_et_al_2017,9001,International,International,NA
9001_2,Trettin_et_al_2017,9001,International,International,NA
9001_3,Trettin_et_al_2017,9001,International,International,NA
9001_4,Trettin_et_al_2017,9001,International,International,NA
9001_5,Trettin_et_al_2017,9001,International,International,NA
9002_1,Trettin_et_al_2017,9002,International,International,NA
9002_2,Trettin_et_al_2017,9002,International,International,NA
9002_3,Trettin_et_al_2017,9002,International,International,NA
9002_4,Trettin_et_al_2017,9002,International,International,NA
9003_1,Trettin_et_al_2017,9003,International,International,NA
9003_2,Trettin_et_al_2017,9003,International,International,NA
9003_3,Trettin_et_al_2017,9003,International,International,NA
9003_4,Trettin_et_al_2017,9003,International,International,NA
9003_5,Trettin_et_al_2017,9003,International,International,NA
9004_1,Trettin_et_al_2017,9004,International,International,NA
9004_3,Trettin_et_al_2017,9004,International,International,NA
