core_id,study_id,site_id,state,watershed,country
9004_4,Trettin_et_al_2017,9004,International,International,NA
9004_5,Trettin_et_al_2017,9004,International,International,NA
9005_1,Trettin_et_al_2017,9005,International,International,NA
9005_2,Trettin_et_al_2017,9005,International,International,NA
9005_3,Trettin_et_al_2017,9005,International,International,NA
9005_4,Trettin_et_al_2017,9005,International,International,NA
9005_5,Trettin_et_al_2017,9005,International,International,NA
9006_1,Trettin_et_al_2017,9006,International,International,NA
9006_2,Trettin_et_al_2017,9006,International,International,NA
9006_3,Trettin_et_al_2017,9006,International,International,NA
9006_5,Trettin_et_al_2017,9006,International,International,NA
9007_1,Trettin_et_al_2017,9007,International,International,NA
9007_2,Trettin_et_al_2017,9007,International,International,NA
9007_3,Trettin_et_al_2017,9007,International,International,NA
9007_4,Trettin_et_al_2017,9007,International,International,NA
9007_5,Trettin_et_al_2017,9007,International,International,NA
9008_1,Trettin_et_al_2017,9008,International,International,NA
9008_2,Trettin_et_al_2017,9008,International,International,NA
9008_3,Trettin_et_al_2017,9008,International,International,NA
9008_4,Trettin_et_al_2017,9008,International,International,NA
9008_5,Trettin_et_al_2017,9008,International,International,NA
9009_1,Trettin_et_al_2017,9009,International,International,NA
9009_2,Trettin_et_al_2017,9009,International,International,NA
9009_3,Trettin_et_al_2017,9009,International,International,NA
9009_4,Trettin_et_al_2017,9009,International,International,NA
9009_5,Trettin_et_al_2017,9009,International,International,NA
9010_1,Trettin_et_al_2017,9010,International,International,NA
9010_2,Trettin_et_al_2017,9010,International,International,NA
9010_3,Trettin_et_al_2017,9010,International,International,NA
9010_4,Trettin_et_al_2017,9010,International,International,NA
9010_5,Trettin_et_al_2017,9010,International,International,NA
9011_1,Trettin_et_al_2017,9011,International,International,NA
9011_2,Trettin_et_al_2017,9011,International,International,NA
9011_3,Trettin_et_al_2017,9011,International,International,NA
9011_4,Trettin_et_al_2017,9011,International,International,NA
9011_5,Trettin_et_al_2017,9011,International,International,NA
9012_1,Trettin_et_al_2017,9012,International,International,NA
9012_2,Trettin_et_al_2017,9012,International,International,NA
9012_3,Trettin_et_al_2017,9012,International,International,NA
9012_4,Trettin_et_al_2017,9012,International,International,NA
9012_5,Trettin_et_al_2017,9012,International,International,NA
9013_1,Trettin_et_al_2017,9013,International,International,NA
9013_2,Trettin_et_al_2017,9013,International,International,NA
9013_3,Trettin_et_al_2017,9013,International,International,NA
9013_4,Trettin_et_al_2017,9013,International,International,NA
9013_5,Trettin_et_al_2017,9013,International,International,NA
9014_1,Trettin_et_al_2017,9014,International,International,NA
9014_2,Trettin_et_al_2017,9014,International,International,NA
9014_3,Trettin_et_al_2017,9014,International,International,NA
9014_4,Trettin_et_al_2017,9014,International,International,NA
9014_5,Trettin_et_al_2017,9014,International,International,NA
9017_1,Trettin_et_al_2017,9017,International,International,NA
9017_2,Trettin_et_al_2017,9017,International,International,NA
9017_3,Trettin_et_al_2017,9017,International,International,NA
9017_4,Trettin_et_al_2017,9017,International,International,NA
9017_5,Trettin_et_al_2017,9017,International,International,NA
9018_1,Trettin_et_al_2017,9018,International,International,NA
9018_2,Trettin_et_al_2017,9018,International,International,NA
9018_3,Trettin_et_al_2017,9018,International,International,NA
9018_4,Trettin_et_al_2017,9018,International,International,NA
9018_5,Trettin_et_al_2017,9018,International,International,NA
9019_1,Trettin_et_al_2017,9019,International,International,NA
9019_2,Trettin_et_al_2017,9019,International,International,NA
9019_3,Trettin_et_al_2017,9019,International,International,NA
9019_4,Trettin_et_al_2017,9019,International,International,NA
9019_5,Trettin_et_al_2017,9019,International,International,NA
9020_1,Trettin_et_al_2017,9020,International,International,NA
9020_2,Trettin_et_al_2017,9020,International,International,NA
9020_3,Trettin_et_al_2017,9020,International,International,NA
9020_4,Trettin_et_al_2017,9020,International,International,NA
9020_5,Trettin_et_al_2017,9020,International,International,NA
9021_1,Trettin_et_al_2017,9021,International,International,NA
9021_2,Trettin_et_al_2017,9021,International,International,NA
9021_3,Trettin_et_al_2017,9021,International,International,NA
9021_4,Trettin_et_al_2017,9021,International,International,NA
9021_5,Trettin_et_al_2017,9021,International,International,NA
9022_1,Trettin_et_al_2017,9022,International,International,NA
9022_2,Trettin_et_al_2017,9022,International,International,NA
9022_3,Trettin_et_al_2017,9022,International,International,NA
9022_4,Trettin_et_al_2017,9022,International,International,NA
9022_5,Trettin_et_al_2017,9022,International,International,NA
9023_1,Trettin_et_al_2017,9023,International,International,NA
9023_2,Trettin_et_al_2017,9023,International,International,NA
9023_3,Trettin_et_al_2017,9023,International,International,NA
9023_4,Trettin_et_al_2017,9023,International,International,NA
9023_5,Trettin_et_al_2017,9023,International,International,NA
9024_1,Trettin_et_al_2017,9024,International,International,NA
9024_2,Trettin_et_al_2017,9024,International,International,NA
9024_3,Trettin_et_al_2017,9024,International,International,NA
9024_4,Trettin_et_al_2017,9024,International,International,NA
9025_1,Trettin_et_al_2017,9025,International,International,NA
9025_2,Trettin_et_al_2017,9025,International,International,NA
9025_3,Trettin_et_al_2017,9025,International,International,NA
9025_4,Trettin_et_al_2017,9025,International,International,NA
9025_5,Trettin_et_al_2017,9025,International,International,NA
9027_1,Trettin_et_al_2017,9027,International,International,NA
9027_2,Trettin_et_al_2017,9027,International,International,NA
9027_3,Trettin_et_al_2017,9027,International,International,NA
9027_4,Trettin_et_al_2017,9027,International,International,NA
9027_5,Trettin_et_al_2017,9027,International,International,NA
ABOR1309_01PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1309_02PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1309_03PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1309_04PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_01PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_02PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_03PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_04PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_05PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_06PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_07PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_08PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
ABOR1702_09PU,Peck_et_al_2020,Alsea,Oregon,Alsea,United States
Abu_al_Abyad_10_yr_planted_mangrove_1,Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,International,International,NA
Abu_al_Abyad_10_yr_planted_mangrove_2,Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,International,International,NA
Abu_al_Abyad_10_yr_planted_mangrove_3,Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,International,International,NA
Abu_al_Abyad_10_yr_planted_mangrove_4,Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,International,International,NA
Abu_al_Abyad_10_yr_planted_mangrove_5,Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,International,International,NA
Abu_al_Abyad_3_yr_planted_mangrove_1,Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,International,International,NA
Abu_al_Abyad_3_yr_planted_mangrove_2,Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,International,International,NA
Abu_al_Abyad_3_yr_planted_mangrove_3,Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,International,International,NA
Abu_al_Abyad_3_yr_planted_mangrove_4,Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,International,International,NA
Abu_al_Abyad_3_yr_planted_mangrove_5,Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,International,International,NA
Abu_al_Abyad_5_yr_planted_mangrove_1,Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,International,International,NA
Abu_al_Abyad_5_yr_planted_mangrove_2,Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,International,International,NA
Abu_al_Abyad_5_yr_planted_mangrove_3,Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,International,International,NA
Abu_al_Abyad_5_yr_planted_mangrove_4,Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,International,International,NA
Abu_al_Abyad_5_yr_planted_mangrove_5,Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,International,International,NA
Abu_al_Abyad_seagrass_1,Campbell_et_al_2015,Abu al Abyad,International,International,NA
Abu_al_Abyad_seagrass_2,Campbell_et_al_2015,Abu al Abyad,International,International,NA
Agawin_et_al_1996_1,Agawin_et_al_1996,Cape_Bolinao,International,International,NA
Agawin_et_al_1996_2,Agawin_et_al_1996,Cape_Bolinao,International,International,NA
AH,Windham_Meyers_et_al_2010,Crissy_Field,California,San Pablo Bay,United States
Ajman_al_Zorah_mangrove_1,Schile-Beers_and_Megonigal_2017,Ajman al Zorah,International,International,United Arab Emirates
Ajman_al_Zorah_mangrove_2,Schile-Beers_and_Megonigal_2017,Ajman al Zorah,International,International,United Arab Emirates
Ajman_al_Zorah_mangrove_3,Schile-Beers_and_Megonigal_2017,Ajman al Zorah,International,International,United Arab Emirates
Ajman_al_Zorah_mangrove_4,Schile-Beers_and_Megonigal_2017,Ajman al Zorah,International,International,United Arab Emirates
Ajman_al_Zorah_mangrove_5,Schile-Beers_and_Megonigal_2017,Ajman al Zorah,International,International,United Arab Emirates
Ajman_al_Zorah_mangrove_6,Schile-Beers_and_Megonigal_2017,Ajman al Zorah,International,International,United Arab Emirates
AL,Windham_Meyers_et_al_2010,Crissy_Field,California,San Pablo Bay,United States
Al_Aryam_high_sabkha_1,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_high_sabkha_2,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_high_sabkha_3,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_high_sabkha_4,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_low_sabkha_1,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_low_sabkha_2,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_low_sabkha_3,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_low_sabkha_4,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_low_sabkha_5,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_microbial_mat_1,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_microbial_mat_2,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_microbial_mat_3,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_microbial_mat_4,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_salt_marsh_1,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_salt_marsh_2,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_salt_marsh_3,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_salt_marsh_4,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_salt_marsh_5,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Aryam_salt_marsh_6,Schile-Beers_and_Megonigal_2017,Al Aryam,International,International,United Arab Emirates
Al_Dabiya_1_seagrass_1,Campbell_et_al_2015,Al Dabiya 1,International,International,NA
Al_Dabiya_2_seagrass_1,Campbell_et_al_2015,Al Dabiya 2,International,International,NA
Al_Dabiya_2_seagrass_2,Campbell_et_al_2015,Al Dabiya 2,International,International,NA
Al_Dabiya_3_seagrass_1,Campbell_et_al_2015,Al Dabiya 3,International,International,NA
Al_Dabiya_3_seagrass_2,Campbell_et_al_2015,Al Dabiya 3,International,International,NA
Al_Khor_mangrove_1,Schile-Beers_and_Megonigal_2017,Al Khor,International,International,United Arab Emirates
Al_Khor_mangrove_2,Schile-Beers_and_Megonigal_2017,Al Khor,International,International,United Arab Emirates
Al_Khor_mangrove_3,Schile-Beers_and_Megonigal_2017,Al Khor,International,International,United Arab Emirates
Al_Khor_mangrove_4,Schile-Beers_and_Megonigal_2017,Al Khor,International,International,United Arab Emirates
Al_Khor_mangrove_5,Schile-Beers_and_Megonigal_2017,Al Khor,International,International,United Arab Emirates
Al_Khor_mangrove_6,Schile-Beers_and_Megonigal_2017,Al Khor,International,International,United Arab Emirates
Al_Rams_mangrove_1,Schile-Beers_and_Megonigal_2017,Al Rams,International,International,United Arab Emirates
Al_Rams_mangrove_2,Schile-Beers_and_Megonigal_2017,Al Rams,International,International,United Arab Emirates
Al_Rams_mangrove_3,Schile-Beers_and_Megonigal_2017,Al Rams,International,International,United Arab Emirates
Al_Rams_mangrove_4,Schile-Beers_and_Megonigal_2017,Al Rams,International,International,United Arab Emirates
Al_Rams_mangrove_5,Schile-Beers_and_Megonigal_2017,Al Rams,International,International,United Arab Emirates
Al_Rams_mangrove_6,Schile-Beers_and_Megonigal_2017,Al Rams,International,International,United Arab Emirates
Al_Shalila_mangrove_1,Schile-Beers_and_Megonigal_2017,Al Shalila,International,International,United Arab Emirates
Al_Shalila_mangrove_2,Schile-Beers_and_Megonigal_2017,Al Shalila,International,International,United Arab Emirates
Al_Shalila_mangrove_3,Schile-Beers_and_Megonigal_2017,Al Shalila,International,International,United Arab Emirates
Al_Shalila_mangrove_4,Schile-Beers_and_Megonigal_2017,Al Shalila,International,International,United Arab Emirates
Al_Shalila_mangrove_5,Schile-Beers_and_Megonigal_2017,Al Shalila,International,International,United Arab Emirates
Al_Shalila_mangrove_6,Schile-Beers_and_Megonigal_2017,Al Shalila,International,International,United Arab Emirates
Al-Rousan_et_al_2005_1,Al-Rousan_et_al_2005,Gulf_of_Aqaba,International,International,Jordan
Al-Rousan_et_al_2005_2,Al-Rousan_et_al_2005,Gulf_of_Aqaba,International,International,Jordan
