study_id,core_id,species_code,site_id
Drake_et_al_2015,WU05,Spartina alterniflora,NA
Drake_et_al_2015,WU05,Spartina patens,NA
Drake_et_al_2015,WU06,Baccharis halimifolia,NA
Drake_et_al_2015,WU06,Phragmites australis,NA
Drake_et_al_2015,WU06,Spartina alterniflora,NA
Drake_et_al_2015,WU06,Spartina patens,NA
Drake_et_al_2015,WU07,Baccharis halimifolia,NA
Drake_et_al_2015,WU07,Phragmites australis,NA
Drake_et_al_2015,WU07,Spartina alterniflora,NA
Drake_et_al_2015,WU07,Spartina patens,NA
Drake_et_al_2015,WU08,Baccharis halimifolia,NA
Drake_et_al_2015,WU08,Phragmites australis,NA
Drake_et_al_2015,WU08,Spartina alterniflora,NA
Drake_et_al_2015,WU08,Spartina patens,NA
Drake_et_al_2015,WU09,Baccharis halimifolia,NA
Drake_et_al_2015,WU09,Phragmites australis,NA
Drake_et_al_2015,WU09,Spartina alterniflora,NA
Drake_et_al_2015,WU09,Spartina patens,NA
Drake_et_al_2015,WU10,Baccharis halimifolia,NA
Drake_et_al_2015,WU10,Phragmites australis,NA
Drake_et_al_2015,WU10,Spartina alterniflora,NA
Drake_et_al_2015,WU10,Spartina patens,NA
Drexler_et_al_2009,BACHI,Salix lasiolepis,NA
Drexler_et_al_2009,BACHI,Cornus sericea,NA
Drexler_et_al_2009,BACHI,Phragmites australis,NA
Drexler_et_al_2009,BACHI,Rosa californica,NA
Drexler_et_al_2009,FW,Cornus sericea,NA
Drexler_et_al_2009,FW,Salix lasiolepis,NA
Drexler_et_al_2009,FW,Athyrium filix-femina,NA
Drexler_et_al_2009,TT,Cornus sericea,NA
Drexler_et_al_2009,TT,Salix lasiolepis,NA
Elsey_Quirk_et_al_2011,Juncus_roemerianus_core,Juncus roemerianus,NA
Elsey_Quirk_et_al_2011,Spartina_alterniflora_core,Spartina alterniflora,NA
Ensign_et_al_2015,Choptank_River_head_of_tide,NA,NA
Ensign_et_al_2015,Choptank_River_marsh,NA,NA
Ensign_et_al_2015,Choptank_River_tidal_forest,NA,NA
Ensign_et_al_2015,Pocomoke_River_head_of_tide,NA,NA
Ensign_et_al_2015,Pocomoke_River_marsh,NA,NA
Ensign_et_al_2015,Pocomoke_River_tidal_forest,NA,NA
Gerlach_et_al_2017,LI_15_5D,Juncus roemerianus,NA
Gerlach_et_al_2017,LMR_14_9B,Juncus roemerianus,NA
Hill_and_Anisfeld_2015,EBD,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,CIC,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,GF,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,GPE,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,AND,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,HV1,Spartina patens,NA
Hill_and_Anisfeld_2015,HV2,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,HV4,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,MC,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,OC,Spartina patens,NA
Hill_and_Anisfeld_2015,OC,Distichlis spicata,NA
Hill_and_Anisfeld_2015,PBA,Spartina patens,NA
Hill_and_Anisfeld_2015,PBA,Distichlis spicata,NA
Hill_and_Anisfeld_2015,PBB,Spartina patens,NA
Hill_and_Anisfeld_2015,PBB,Distichlis spicata,NA
Hill_and_Anisfeld_2015,SMC,Spartina patens,NA
Hill_and_Anisfeld_2015,SMC,Distichlis spicata,NA
Hill_and_Anisfeld_2015,SWD,Spartina alterniflora,NA
Hill_and_Anisfeld_2015,SPR,Spartina patens,NA
Hill_and_Anisfeld_2015,SPR,Distichlis spicata,NA
Hill_and_Anisfeld_2015,VCR,Spartina alterniflora,NA
Johnson_et_al_2007,SM02_VC1,Distichlis spicata,NA
Kemp_et_al_2012,BB,Spartina patens,NA
Kemp_et_al_2012,BB,Distichlis spicata,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_01,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_02,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_03,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_04,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_05,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_06,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_07,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_08,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_09,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_10,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_11,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_12,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_13,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_14,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_15,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_16,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_17,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_18,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_19,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_20,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_21,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_22,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_23,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_24,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_25,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_26,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_27,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_28,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_29,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_30,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_31,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_32,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_33,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_34,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_35,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_36,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_37,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_38,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_39,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_40,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_41,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_42,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_43,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_44,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_45,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_46,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_47,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_48,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_49,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_50,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_51,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_52,Spartina alterniflora,NA
Kulawardhana_et_al_2015,Kulawardhana_PM_53,Spartina alterniflora,NA
Merrill_1999,Choptank_River_1,NA,NA
Merrill_1999,Choptank_River_2,NA,NA
Merrill_1999,Choptank_River_3,NA,NA
Merrill_1999,Tivoli_North_1,Nuphar advena,NA
Merrill_1999,Tivoli_North_2,Nuphar advena,NA
Merrill_1999,Tivoli_North_3,Nuphar advena,NA
Merrill_1999,Tivoli_North_4_subtidal,Nuphar advena,NA
Merrill_1999,Tivoli_South_1_subtidal,Trapa natis,NA
Merrill_1999,Tivoli_South_2_fringe_marsh,Trapa natis,NA
Merrill_1999,Monie_Bay_1,Spartina alterniflora,NA
Merrill_1999,Monie_Bay_1,Spartina patens,NA
Merrill_1999,Monie_Bay_1,Spartina cynosuroides,NA
Merrill_1999,Monie_Bay_1,Amaranthus cannabinus,NA
Merrill_1999,Monie_Bay_1,Juncus roemerianus,NA
Merrill_1999,Monie_Bay_1,Distichlis spicata,NA
Merrill_1999,Monie_Bay_1,Phragmites australis,NA
Merrill_1999,Monie_Bay_3,Spartina alterniflora,NA
Merrill_1999,Monie_Bay_3,Spartina patens,NA
Merrill_1999,Monie_Bay_3,Spartina cynosuroides,NA
Merrill_1999,Monie_Bay_3,Amaranthus cannabinus,NA
Merrill_1999,Monie_Bay_3,Juncus roemerianus,NA
Merrill_1999,Monie_Bay_3,Distichlis spicata,NA
Merrill_1999,Monie_Bay_3,Phragmites australis,NA
Merrill_1999,Monie_Bay_4,Spartina alterniflora,NA
Merrill_1999,Monie_Bay_4,Spartina patens,NA
Merrill_1999,Monie_Bay_4,Spartina cynosuroides,NA
Merrill_1999,Monie_Bay_4,Amaranthus cannabinus,NA
Merrill_1999,Monie_Bay_4,Juncus roemerianus,NA
Merrill_1999,Monie_Bay_4,Distichlis spicata,NA
Merrill_1999,Monie_Bay_4,Phragmites australis,NA
Merrill_1999,Monie_Bay_5,Spartina alterniflora,NA
Merrill_1999,Monie_Bay_5,Spartina patens,NA
Merrill_1999,Monie_Bay_5,Spartina cynosuroides,NA
Merrill_1999,Monie_Bay_5,Amaranthus cannabinus,NA
Merrill_1999,Monie_Bay_5,Juncus roemerianus,NA
Merrill_1999,Monie_Bay_5,Distichlis spicata,NA
Merrill_1999,Monie_Bay_5,Phragmites australis,NA
Merrill_1999,Monie_Bay_6,Spartina alterniflora,NA
Merrill_1999,Monie_Bay_6,Spartina patens,NA
Merrill_1999,Monie_Bay_6,Spartina cynosuroides,NA
Merrill_1999,Monie_Bay_6,Amaranthus cannabinus,NA
Merrill_1999,Monie_Bay_6,Juncus roemerianus,NA
Merrill_1999,Monie_Bay_6,Distichlis spicata,NA
Merrill_1999,Monie_Bay_6,Phragmites australis,NA
Merrill_1999,Monie_Bay_7,Spartina alterniflora,NA
Merrill_1999,Monie_Bay_7,Spartina patens,NA
Merrill_1999,Monie_Bay_7,Spartina cynosuroides,NA
Merrill_1999,Monie_Bay_7,Amaranthus cannabinus,NA
Merrill_1999,Monie_Bay_7,Juncus roemerianus,NA
Merrill_1999,Monie_Bay_7,Distichlis spicata,NA
Merrill_1999,Monie_Bay_7,Phragmites australis,NA
Merrill_1999,Otter_Point_Creek_1,NA,NA
Merrill_1999,Otter_Point_Creek_2,NA,NA
Merrill_1999,Otter_Point_Creek_3,NA,NA
Merrill_1999,Jug_Bay_1,Typha spp.,NA
Merrill_1999,Jug_Bay_1,Hibiscus spp.,NA
Merrill_1999,Jug_Bay_3,Nuphar advena,NA
Merrill_1999,Patuxent_River_01,Spartina spp.,NA
Merrill_1999,Patuxent_River_01,Peltandra virginica,NA
Merrill_1999,Patuxent_River_01,Nuphar advena,NA
Merrill_1999,Patuxent_River_01,Arrow arum.,NA
Merrill_1999,Patuxent_River_01,Typha spp.,NA
Merrill_1999,Patuxent_River_01,Scirpus americanus,NA
Merrill_1999,Patuxent_River_01,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_01,Impatiens capensis,NA
Merrill_1999,Patuxent_River_01,Zizania aquatica,NA
Merrill_1999,Patuxent_River_02,Spartina spp.,NA
Merrill_1999,Patuxent_River_02,Peltandra virginica,NA
Merrill_1999,Patuxent_River_02,Nuphar advena,NA
Merrill_1999,Patuxent_River_02,Arrow arum.,NA
Merrill_1999,Patuxent_River_02,Typha spp.,NA
Merrill_1999,Patuxent_River_02,Scirpus americanus,NA
Merrill_1999,Patuxent_River_02,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_02,Impatiens capensis,NA
Merrill_1999,Patuxent_River_02,Zizania aquatica,NA
Merrill_1999,Patuxent_River_03,Spartina spp.,NA
Merrill_1999,Patuxent_River_03,Peltandra virginica,NA
Merrill_1999,Patuxent_River_03,Nuphar advena,NA
Merrill_1999,Patuxent_River_03,Arrow arum.,NA
Merrill_1999,Patuxent_River_03,Typha spp.,NA
Merrill_1999,Patuxent_River_03,Scirpus americanus,NA
Merrill_1999,Patuxent_River_03,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_03,Impatiens capensis,NA
Merrill_1999,Patuxent_River_03,Zizania aquatica,NA
Merrill_1999,Patuxent_River_04,Spartina spp.,NA
Merrill_1999,Patuxent_River_04,Peltandra virginica,NA
Merrill_1999,Patuxent_River_04,Nuphar advena,NA
Merrill_1999,Patuxent_River_04,Arrow arum.,NA
Merrill_1999,Patuxent_River_04,Typha spp.,NA
Merrill_1999,Patuxent_River_04,Scirpus americanus,NA
Merrill_1999,Patuxent_River_04,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_04,Impatiens capensis,NA
Merrill_1999,Patuxent_River_04,Zizania aquatica,NA
Merrill_1999,Patuxent_River_05,Spartina spp.,NA
Merrill_1999,Patuxent_River_05,Peltandra virginica,NA
Merrill_1999,Patuxent_River_05,Nuphar advena,NA
Merrill_1999,Patuxent_River_05,Arrow arum.,NA
Merrill_1999,Patuxent_River_05,Typha spp.,NA
Merrill_1999,Patuxent_River_05,Scirpus americanus,NA
Merrill_1999,Patuxent_River_05,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_05,Impatiens capensis,NA
Merrill_1999,Patuxent_River_05,Zizania aquatica,NA
Merrill_1999,Patuxent_River_06,Spartina spp.,NA
Merrill_1999,Patuxent_River_06,Peltandra virginica,NA
Merrill_1999,Patuxent_River_06,Nuphar advena,NA
Merrill_1999,Patuxent_River_06,Arrow arum.,NA
Merrill_1999,Patuxent_River_06,Typha spp.,NA
Merrill_1999,Patuxent_River_06,Scirpus americanus,NA
Merrill_1999,Patuxent_River_06,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_06,Impatiens capensis,NA
Merrill_1999,Patuxent_River_06,Zizania aquatica,NA
Merrill_1999,Patuxent_River_07,Spartina spp.,NA
Merrill_1999,Patuxent_River_07,Peltandra virginica,NA
Merrill_1999,Patuxent_River_07,Nuphar advena,NA
Merrill_1999,Patuxent_River_07,Arrow arum.,NA
Merrill_1999,Patuxent_River_07,Typha spp.,NA
Merrill_1999,Patuxent_River_07,Scirpus americanus,NA
Merrill_1999,Patuxent_River_07,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_07,Impatiens capensis,NA
Merrill_1999,Patuxent_River_07,Zizania aquatica,NA
Merrill_1999,Patuxent_River_08,Spartina spp.,NA
Merrill_1999,Patuxent_River_08,Peltandra virginica,NA
Merrill_1999,Patuxent_River_08,Nuphar advena,NA
Merrill_1999,Patuxent_River_08,Arrow arum.,NA
Merrill_1999,Patuxent_River_08,Typha spp.,NA
Merrill_1999,Patuxent_River_08,Scirpus americanus,NA
Merrill_1999,Patuxent_River_08,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_08,Impatiens capensis,NA
Merrill_1999,Patuxent_River_08,Zizania aquatica,NA
Merrill_1999,Patuxent_River_09,Spartina spp.,NA
Merrill_1999,Patuxent_River_09,Peltandra virginica,NA
Merrill_1999,Patuxent_River_09,Nuphar advena,NA
Merrill_1999,Patuxent_River_09,Arrow arum.,NA
Merrill_1999,Patuxent_River_09,Typha spp.,NA
Merrill_1999,Patuxent_River_09,Scirpus americanus,NA
Merrill_1999,Patuxent_River_09,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_09,Impatiens capensis,NA
Merrill_1999,Patuxent_River_09,Zizania aquatica,NA
Merrill_1999,Patuxent_River_11,Spartina spp.,NA
Merrill_1999,Patuxent_River_11,Peltandra virginica,NA
Merrill_1999,Patuxent_River_11,Nuphar advena,NA
Merrill_1999,Patuxent_River_11,Arrow arum.,NA
Merrill_1999,Patuxent_River_11,Typha spp.,NA
Merrill_1999,Patuxent_River_11,Scirpus americanus,NA
Merrill_1999,Patuxent_River_11,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_11,Impatiens capensis,NA
Merrill_1999,Patuxent_River_11,Zizania aquatica,NA
Merrill_1999,Patuxent_River_12,Spartina spp.,NA
Merrill_1999,Patuxent_River_12,Peltandra virginica,NA
Merrill_1999,Patuxent_River_12,Nuphar advena,NA
Merrill_1999,Patuxent_River_12,Arrow arum.,NA
Merrill_1999,Patuxent_River_12,Typha spp.,NA
Merrill_1999,Patuxent_River_12,Scirpus americanus,NA
Merrill_1999,Patuxent_River_12,Hibiscus spp.,NA
Merrill_1999,Patuxent_River_12,Impatiens capensis,NA
Merrill_1999,Patuxent_River_12,Zizania aquatica,NA
Merrill_1999,Transect_A_11m,Nuphar advena,NA
Merrill_1999,Transect_A_30m,Spartina cynosuroides,NA
Merrill_1999,Transect_A_50m_1,Spartina cynosuroides,NA
Merrill_1999,Transect_A_50m_2,Spartina cynosuroides,NA
Merrill_1999,Transect_B_11m,NA,NA
Merrill_1999,Transect_B_2m,NA,NA
Merrill_1999,Transect_B_30m,NA,NA
Merrill_1999,Transect_B_60m,NA,NA
Merrill_1999,Transect_C_0m,NA,NA
Merrill_1999,Transect_C_30m,NA,NA
Merrill_1999,Transect_C_60m,NA,NA
Merrill_1999,Transect_C_90m,NA,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_01,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_02,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_03,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_04,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_05,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_06,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_07,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_08,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_09,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_10,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_11,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_12,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_13,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_14,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_15,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_16,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_17,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_18,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_19,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_20,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_21,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_22,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_23,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_24,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_25,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_26,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_27,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_28,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_29,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_30,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_31,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_32,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_33,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_34,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_35,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_36,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_37,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_38,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_39,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_40,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_41,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_42,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_43,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_44,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_45,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_46,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_47,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_48,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_49,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_50,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_51,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_52,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_53,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_54,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_55,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_56,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_57,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_58,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_59,Spartina cynosuroides,NA
Neubauer_2002,Sweet_Hall_marsh_dissertation_60,Spartina cynosuroides,NA
Noe_et_al_2016,W2,Taxodium distichum,NA
Noe_et_al_2016,W1,Taxodium distichum,NA
Noe_et_al_2016,W1,Nyssa aquatica,NA
Noe_et_al_2016,W3,Taxodium distichum,NA
Noe_et_al_2016,W4,NA,NA
Nuttle_1996,bee,NA,NA
Nuttle_1996,dis,NA,NA
Nuttle_1996,jun,NA,NA
Nuttle_1996,juna,NA,NA
Nuttle_1996,junb,NA,NA
Nuttle_1996,lsc,NA,NA
Nuttle_1996,lsp,NA,NA
Nuttle_1996,pan,NA,NA
Nuttle_1996,pat,NA,NA
Nuttle_1996,pc,NA,NA
Nuttle_1996,rm,NA,NA
Nuttle_1996,sal,NA,NA
Nuttle_1996,ssp,NA,NA
Nyman_et_al_1993,barre1,Spartina alterniflora,NA
Nyman_et_al_1993,barre2,Spartina alterniflora,NA
Nyman_et_al_1993,bgoat1,Spartina alterniflora,NA
Nyman_et_al_1993,bgoat2,Spartina alterniflora,NA
Nyman_et_al_1993,charles1,Spartina alterniflora,NA
Nyman_et_al_1993,charles2,Spartina alterniflora,NA
Nyman_et_al_1993,dow1,Spartina alterniflora,NA
Nyman_et_al_1993,dow2,Spartina alterniflora,NA
Nyman_et_al_1993,dufrene1,Spartina alterniflora,NA
Nyman_et_al_1993,dufrene2,Spartina alterniflora,NA
Nyman_et_al_1993,grand1,Spartina alterniflora,NA
Nyman_et_al_1993,grand2,Spartina alterniflora,NA
Nyman_et_al_1993,lapeur1,Spartina alterniflora,NA
Nyman_et_al_1993,lapeur2,Spartina alterniflora,NA
Nyman_et_al_1993,mdeMangu1,Spartina alterniflora,NA
Nyman_et_al_1993,mdeMangu2,Spartina alterniflora,NA
Nyman_et_al_1993,mid1,Spartina alterniflora,NA
Nyman_et_al_1993,mid2,Spartina alterniflora,NA
Nyman_et_al_1993,ndeMangu1,Spartina alterniflora,NA
Nyman_et_al_1993,ndeMangu2,Spartina alterniflora,NA
Nyman_et_al_1993,nmadbay1,Spartina alterniflora,NA
Nyman_et_al_1993,nmadbay2,Spartina alterniflora,NA
Nyman_et_al_1993,sdeMangu1,Spartina alterniflora,NA
Nyman_et_al_1993,sdeMangu2,Spartina alterniflora,NA
Nyman_et_al_1993,semad1,Spartina alterniflora,NA
Nyman_et_al_1993,semad2,Spartina alterniflora,NA
Nyman_et_al_1993,ups1,Spartina alterniflora,NA
Nyman_et_al_1993,ups2,Spartina alterniflora,NA
Nyman_et_al_1993,wmadbay1,Spartina alterniflora,NA
Nyman_et_al_1993,wmadbay2,Spartina alterniflora,NA
Orson_1990,WC1A_15,Zizania aquatica,NA
Orson_1990,WC1A_15,Peltandra virginica,NA
Orson_1990,WC1A_15,Bidens laevis,NA
Orson_1990,WC1A_15,Sagittaria latifolia,NA
Orson_1990,WC1A_15,Amaranthus cannabinus,NA
Orson_1990,WC1A_15,Impatiens capensis,NA
Orson_1990,WC1A_15,Ambrosia trifida,NA
Orson_1990,WC1A_15,Polygonum arifolium,NA
Orson_1990,WC1A_15,Polygonum sagittatum,NA
Orson_1990,WC1A_15,Polygonum punctatum,NA
Orson_1990,WC1A_30,Zizania aquatica,NA
Orson_1990,WC1A_30,Peltandra virginica,NA
Orson_1990,WC1A_30,Bidens laevis,NA
Orson_1990,WC1A_30,Sagittaria latifolia,NA
Orson_1990,WC1A_30,Amaranthus cannabinus,NA
Orson_1990,WC1A_30,Impatiens capensis,NA
Orson_1990,WC1A_30,Ambrosia trifida,NA
Orson_1990,WC1A_30,Polygonum arifolium,NA
Orson_1990,WC1A_30,Polygonum sagittatum,NA
Orson_1990,WC1A_30,Polygonum punctatum,NA
Orson_1990,WC1A_45,Zizania aquatica,NA
Orson_1990,WC1A_45,Peltandra virginica,NA
Orson_1990,WC1A_45,Bidens laevis,NA
Orson_1990,WC1A_45,Sagittaria latifolia,NA
Orson_1990,WC1A_45,Amaranthus cannabinus,NA
Orson_1990,WC1A_45,Impatiens capensis,NA
Orson_1990,WC1A_45,Ambrosia trifida,NA
Orson_1990,WC1A_45,Polygonum arifolium,NA
Orson_1990,WC1A_45,Polygonum sagittatum,NA
Orson_1990,WC1A_45,Polygonum punctatum,NA
Orson_1990,WC2A_15,Zizania aquatica,NA
Orson_1990,WC2A_15,Peltandra virginica,NA
Orson_1990,WC2A_15,Bidens laevis,NA
Orson_1990,WC2A_15,Sagittaria latifolia,NA
Orson_1990,WC2A_15,Amaranthus cannabinus,NA
Orson_1990,WC2A_15,Impatiens capensis,NA
Orson_1990,WC2A_15,Ambrosia trifida,NA
Orson_1990,WC2A_15,Polygonum arifolium,NA
Orson_1990,WC2A_15,Polygonum sagittatum,NA
