study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,c14_age,c14_material,c14_notes,delta_c13,depth_interval_notes,fraction_total_carbon,total_cn_ratio,fraction_inorganic_carbon,inorganic_cn_ratio,fraction_organic_carbon,sample_volume,sample_mass,carbon_density,pu_activity,pu__unit
Doyle_2018,Broad_Cove,Broad_Cove_2,23,26,NA,NA,1041.5,shell,genus Mercenaria or Mya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,26,30,NA,NA,1617,shell,Mercenaria mercenaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,0,2,17028,0.933364035087719,NA,NA,NA,NA,NA,0.004460899,15.445969411472,0,NA,0.004460899,45.6,42.5614,0.00416364269075877,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,10,12,17029,1.08885964912281,NA,NA,NA,NA,NA,0.009055269,13.0307592484138,2.2886250899999998e-4,6.1760360600534,0.008826406491000001,45.6,49.652,0.009610717874805554,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,20,22,17030,1.04554385964912,NA,NA,NA,NA,NA,0.010939151000000001,12.7283309962274,2.8135211e-4,5.58176353934686,0.01065779889,45.6,47.6768,0.011143196186814707,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,30,32,17031,0.957473684210526,NA,NA,NA,NA,NA,0.010131138,13.1810557754231,2.99265047e-4,6.10177861098734,0.009831872952999999,45.6,43.6608,0.009413759618998733,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,40,42,17032,1.30758114035088,NA,NA,NA,NA,NA,0.007648067,14.5028824364015,2.7785562e-4,6.5001586475902,0.007370211379999999,45.6,59.6257,0.009637149400887432,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,50,52,17033,1.3593399122807,NA,NA,NA,NA,NA,0.0077836879999999995,14.703281684032,2.80475412e-4,6.22419861911477,0.007503212588,45.6,61.9859,0.010199416341195365,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,60,62,17034,1.17205701754386,NA,NA,NA,NA,NA,0.010314127,25.6435896174358,2.1591271700000002e-4,6.11457361731915,0.010098214283,45.6,53.4458,0.011835682915051788,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_1,70,72,17035,1.28688157894737,NA,NA,NA,NA,NA,0.006287112,20.873677781353,2.3958192e-4,NA,0.006047530079999999,45.6,58.6818,0.007782455058082115,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,0,2,17036,1.32665789473684,NA,NA,NA,NA,NA,0.003230976,16.1044626045581,NA,NA,0.003230976,45.6,60.4956,0.004286399818105256,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,10,12,17037,1.28404605263158,NA,NA,NA,NA,NA,0.009666859,12.9584550296788,2.6450966e-4,6.35263518279648,0.00940234934,45.6,58.5525,0.01207304955549014,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,20,22,17038,1.24751754385965,NA,NA,NA,NA,NA,0.006889126,13.6125750296277,1.8686839899999998e-4,5.6318639291247,0.006702257601,45.6,56.8868,0.00836118394071419,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,30,32,17039,1.30518859649123,NA,NA,NA,NA,NA,0.008059359,13.8224761108167,2.46023994e-4,6.00277376585342,0.007813335006,45.6,59.5166,0.010197875750396936,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,40,42,17040,1.36094956140351,NA,NA,NA,NA,NA,0.008519480000000001,14.1575730174231,3.04227301e-4,6.6273872212345,0.008215252699000001,45.6,62.0593,0.011180544557523053,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,50,52,17041,1.16999780701754,NA,NA,NA,NA,NA,0.007536659,14.761662262824,3.45135741e-4,8.30051429692949,0.007191523259,45.6,53.3519,0.008414066442145632,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,60,62,17042,1.4052149122807,NA,NA,NA,NA,NA,0.005207212,16.7566584742164,2.12494557e-4,7.22848634279911,0.0049947174430000005,45.6,64.0778,0.0070186514335321285,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,70,72,17043,1.64430921052632,NA,NA,NA,NA,NA,0.003711123,14.636150734469,2.42608672e-4,7.83784383547495,0.0034685143280000002,45.6,74.9805,0.00570331005637291,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_2,80,82,17044,1.41747368421053,NA,NA,NA,NA,NA,0.002559816,13.632100419025,3.12781787e-4,8.71570822679648,0.0022470342129999998,45.6,64.6367999999999,0.0031851118644482183,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,0,2,17045,0.984743421052632,NA,NA,NA,NA,NA,0.005383367999999989,16.3075890641855,NA,NA,0.005383367999999989,45.6,44.9043,0.005301236221105256,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,10,12,17046,1.30139035087719,NA,NA,NA,NA,NA,0.006082448000000001,13.687792612663,1.9594945999999998e-4,6.90706624546102,0.00588649854,45.6,59.3434,0.007660632400408667,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,20,22,17047,1.4875,NA,NA,NA,NA,NA,0.004505146,15.0784513883921,1.9959201999999998e-4,NA,0.00430555398,45.6,67.83,0.00640451154525,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,30,32,17048,1.38262061403509,NA,NA,NA,NA,NA,0.009503381,27.3081138852945,3.7768156099999997e-4,8.49642128030442,0.009125699439,45.6,63.0475,0.012617380161849857,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,40,42,17049,1.50928947368421,NA,NA,NA,NA,NA,0.010120657,53.7476883489602,0.0031693079889999996,93.8533538945147,0.006951349010999999,45.6,68.8236,0.010491597890207443,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,50,52,17050,1.60900438596491,NA,NA,NA,NA,NA,0.002357754,22.3312876967934,2.53232339e-4,7.16096280269518,0.0021045216610000002,45.6,73.3706,0.0033861845829071574,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,60,62,17051,1.47642763157895,NA,NA,NA,NA,NA,0.0018568480000000001,14.6248390125802,7.549145140000001e-4,9.05708798122457,0.001101933486,45.6,67.3251,0.0016269250468925161,NA,NA
Doyle_2018,Broad_Cove,Broad_Cove_3,70,72,17052,1.74263157894737,NA,NA,NA,NA,NA,0.0018138389999999998,15.6306739714138,5.08793652e-4,8.88026588071162,0.0013050453479999998,45.6,79.464,0.0022742132353831598,NA,NA
Doyle_2018,Broad_Cove,Sand_Core,0,2,17053,1.01770394736842,NA,NA,NA,NA,NA,0.002375641,14.2946015381656,2.0222126900000002e-4,NA,0.002173419731,45.6,46.4073,0.0022118978395271093,NA,NA
Doyle_2018,Broad_Cove,Sand_Core,10,12,17054,1.29114692982456,NA,NA,NA,NA,NA,0.0018208260000000002,16.4554966186782,4.7586844000000004e-4,7.44161237301422,0.0013449575600000003,45.6,58.8763,0.0017365378243383318,NA,NA
Doyle_2018,Broad_Cove,Sand_Core,20,22,17055,1.36696929824561,NA,NA,NA,NA,NA,0.001899544,19.617148587127,4.8792880400000003e-4,10.4971214041263,0.001411615196,45.6,62.3338,0.0019296346338689594,NA,NA
Doyle_2018,Broad_Cove,Sand_Core,30,32,17056,1.50095175438596,NA,NA,NA,NA,NA,0.0013478219999999998,NA,3.57627538e-4,10.7467131640433,9.90194462e-4,45.6,68.4434,0.001486234114922162,NA,NA
Doyle_2018,Broad_Cove,Sand_Core,40,42,17057,1.17417324561404,NA,NA,NA,NA,NA,0.001527895,19.85524542337,5.59064067e-4,12.7217015567401,9.68830933e-4,45.6,53.5423,0.0011375753610518885,NA,NA
