study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,site_id
Githaiga_et_al_2017,SIQ5,30,35,1.650955414012739,0.05181171012637979,SIQ5
Githaiga_et_al_2017,SIQ5,35,40,1.202547770700637,0.04891315215869781,SIQ5
Githaiga_et_al_2017,SIQ5,40,45,1.1617834394904458,0.045399999999999885,SIQ5
Githaiga_et_al_2017,SIQ5,45,50,1.0598726114649681,0.04708000000000005,SIQ5
Githaiga_et_al_2017,SIQ6,0,5,1.14,0.040063800000000004,SIQ6
Githaiga_et_al_2017,SIQ6,5,10,1.4,0.0242897,SIQ6
Githaiga_et_al_2017,SIQ6,10,15,1.34,0.025394899999999998,SIQ6
Githaiga_et_al_2017,SIQ6,15,20,1.4,0.0453678,SIQ6
Githaiga_et_al_2017,SIQ6,20,25,1.4,0.0289772,SIQ6
Githaiga_et_al_2017,SIQ6,25,30,1.58,0.054184,SIQ6
Githaiga_et_al_2017,SIQ6,30,35,1.52,0.0262972,SIQ6
Githaiga_et_al_2017,SIQ6,35,40,1.12,0.033781599999999995,SIQ6
Githaiga_et_al_2017,SIQ6,40,45,1.08,0.0241864,SIQ6
Githaiga_et_al_2017,SIQ6,45,50,1,0.0264709,SIQ6
Githaiga_et_al_2017,SIQ7,0,5,0.96,0.036479,SIQ7
Githaiga_et_al_2017,SIQ7,5,10,1.54,0.0291942,SIQ7
Githaiga_et_al_2017,SIQ7,10,15,1.88,0.0267732,SIQ7
Githaiga_et_al_2017,SIQ7,15,20,1.8,0.0285632,SIQ7
Githaiga_et_al_2017,SIQ7,20,25,1.84,0.0302908,SIQ7
Githaiga_et_al_2017,SIQ7,25,30,1.98,0.0318872,SIQ7
Githaiga_et_al_2017,SIQ7,30,35,1.66,0.0604824,SIQ7
Githaiga_et_al_2017,SIQ7,35,40,1.58,0.0200819,SIQ7
Githaiga_et_al_2017,SIQ7,40,45,1.38,0.02527,SIQ7
Githaiga_et_al_2017,SIQ7,45,50,1.38,0.0251799,SIQ7
Githaiga_et_al_2017,SIQ8,0,5,1.3656050955414012,0.021382578787394003,SIQ8
Githaiga_et_al_2017,SIQ8,5,10,1.4878980891719744,0.0199132034718611,SIQ8
Githaiga_et_al_2017,SIQ8,10,15,1.8955414012738854,0.14659947607334978,SIQ8
Githaiga_et_al_2017,SIQ8,15,20,1.3248407643312101,0.021315310631661085,SIQ8
Githaiga_et_al_2017,SIQ8,20,25,1.956687898089172,0.12053107254258982,SIQ8
Githaiga_et_al_2017,SIQ8,25,30,1.7121019108280255,0.0445528715405534,SIQ8
Githaiga_et_al_2017,SIQ8,30,35,1.4471337579617833,0.0445501989562297,SIQ8
Githaiga_et_al_2017,SIQ8,35,40,1.5490445859872612,0.0507417329761286,SIQ8
Githaiga_et_al_2017,SIQ8,40,45,1.6305732484076434,0.03817389217725165,SIQ8
Githaiga_et_al_2017,SIQ8,45,50,1.8343949044585988,0.052846259972407085,SIQ8
Githaiga_et_al_2017,SIQ9,0,5,1.28,0.0265842,SIQ9
Githaiga_et_al_2017,SIQ9,5,10,1.46,0.0211911,SIQ9
Githaiga_et_al_2017,SIQ9,10,15,1.36,0.016786099999999998,SIQ9
Githaiga_et_al_2017,SIQ9,15,20,1.76,0.017594000000000002,SIQ9
Githaiga_et_al_2017,SIQ9,20,25,1.52,0.039392,SIQ9
Githaiga_et_al_2017,SIQ9,25,30,1.52,0.0288944,SIQ9
Githaiga_et_al_2017,SIQ9,30,35,1.88,0.017773300000000002,SIQ9
Githaiga_et_al_2017,SIQ9,35,40,1.6,0.0182983,SIQ9
Githaiga_et_al_2017,SIQ9,40,45,1.52,0.019988,SIQ9
Githaiga_et_al_2017,SIQ9,45,50,1.64,0.029388200000000003,SIQ9
Githaiga_et_al_2017,SIQ10,0,5,1.16,0.022888600000000002,SIQ10
Githaiga_et_al_2017,SIQ10,5,10,1.28,0.0342836,SIQ10
Githaiga_et_al_2017,SIQ10,10,15,1.44,0.032887,SIQ10
Githaiga_et_al_2017,SIQ10,15,20,1.7,0.020579100000000003,SIQ10
Githaiga_et_al_2017,SIQ10,20,25,1.62,0.0228887,SIQ10
Githaiga_et_al_2017,SIQ10,25,30,1.82,0.0260868,SIQ10
Githaiga_et_al_2017,SIQ10,30,35,1.68,0.018393200000000002,SIQ10
Githaiga_et_al_2017,SIQ10,35,40,1.5,0.0201836,SIQ10
Githaiga_et_al_2017,SIQ10,40,45,1.48,0.0339728,SIQ10
Githaiga_et_al_2017,SIQ10,45,50,1.64,0.015679600000000002,SIQ10
Githaiga_et_al_2017,SIQ11,0,5,1.04,0.0408918,SIQ11
Githaiga_et_al_2017,SIQ11,5,10,1.16,0.026078399999999998,SIQ11
Githaiga_et_al_2017,SIQ11,10,15,1.3,0.0306935,SIQ11
Githaiga_et_al_2017,SIQ11,15,20,1.64,0.023190699999999998,SIQ11
Githaiga_et_al_2017,SIQ11,20,25,1.5,0.0336899,SIQ11
Githaiga_et_al_2017,SIQ11,25,30,1.7,0.0226933,SIQ11
Githaiga_et_al_2017,SIQ11,30,35,1.96,0.0207751,SIQ11
Githaiga_et_al_2017,SIQ11,35,40,1.66,0.025179,SIQ11
Githaiga_et_al_2017,SIQ11,40,45,1.52,0.0389765,SIQ11
Githaiga_et_al_2017,SIQ11,45,50,1.8,0.0241783,SIQ11
Githaiga_et_al_2017,SIQ12,0,5,1.1,0.0352612,SIQ12
Githaiga_et_al_2017,SIQ12,5,10,1.06,0.025289899999999997,SIQ12
Githaiga_et_al_2017,SIQ12,10,15,1.2,0.032381,SIQ12
Githaiga_et_al_2017,SIQ12,15,20,1.38,0.0400717,SIQ12
Githaiga_et_al_2017,SIQ12,20,25,1.56,0.0445641,SIQ12
Githaiga_et_al_2017,SIQ12,25,30,1.52,0.030663,SIQ12
Githaiga_et_al_2017,SIQ12,30,35,1.24,0.036488,SIQ12
Githaiga_et_al_2017,SIQ12,35,40,1.32,0.0387844,SIQ12
Githaiga_et_al_2017,SIQ12,40,45,1.2,0.0346653,SIQ12
Githaiga_et_al_2017,SIQ12,45,50,1.4,0.0327908,SIQ12
Githaiga_et_al_2017,SIQ13,0,5,1.14,0.021985199999999996,SIQ13
Githaiga_et_al_2017,SIQ13,5,10,1.42,0.0175772,SIQ13
Githaiga_et_al_2017,SIQ13,10,15,1.4,0.0163965,SIQ13
Githaiga_et_al_2017,SIQ13,15,20,1.26,0.0388651,SIQ13
Githaiga_et_al_2017,SIQ13,20,25,1.28,0.045672899999999995,SIQ13
Githaiga_et_al_2017,SIQ13,25,30,1.48,0.0377773,SIQ13
Githaiga_et_al_2017,SIQ13,30,35,1.52,0.051262800000000004,SIQ13
Githaiga_et_al_2017,SIQ13,35,40,1.58,0.0190789,SIQ13
Githaiga_et_al_2017,SIQ13,40,45,1.32,0.0192848,SIQ13
Githaiga_et_al_2017,SIQ13,45,50,1.62,0.0137847,SIQ13
Githaiga_et_al_2017,SIQ14,0,5,1.24,0.0251775,SIQ14
Githaiga_et_al_2017,SIQ14,5,10,1.52,0.0315781,SIQ14
Githaiga_et_al_2017,SIQ14,10,15,1.66,0.0221878,SIQ14
Githaiga_et_al_2017,SIQ14,15,20,1.54,0.013193299999999998,SIQ14
Githaiga_et_al_2017,SIQ14,20,25,1.54,0.025289899999999997,SIQ14
Githaiga_et_al_2017,SIQ14,25,30,1.64,0.0375771,SIQ14
Githaiga_et_al_2017,SIQ14,30,35,1.48,0.0422535,SIQ14
Githaiga_et_al_2017,SIQ14,35,40,1.62,0.0202861,SIQ14
Githaiga_et_al_2017,SIQ14,40,45,1.48,0.0186849,SIQ14
Githaiga_et_al_2017,SIQ14,45,50,1.7,0.0176548,SIQ14
Githaiga_et_al_2017,SIQ15,0,5,1.16,0.0180874,SIQ15
Githaiga_et_al_2017,SIQ15,5,10,1.24,0.0276945,SIQ15
Githaiga_et_al_2017,SIQ15,10,15,1.34,0.023386,SIQ15
Githaiga_et_al_2017,SIQ15,15,20,1.5,0.0323707,SIQ15
Githaiga_et_al_2017,SIQ15,20,25,1.62,0.0227746,SIQ15
Githaiga_et_al_2017,SIQ15,25,30,1.54,0.0210841,SIQ15
Githaiga_et_al_2017,SIQ15,30,35,1.48,0.0249725,SIQ15
Githaiga_et_al_2017,SIQ15,35,40,1.54,0.012595,SIQ15
Githaiga_et_al_2017,SIQ15,40,45,1.32,0.026486999999999997,SIQ15
Githaiga_et_al_2017,SIQ15,45,50,1.38,0.028488600000000003,SIQ15
Githaiga_et_al_2017,SIQ1_2,0,5,1.38,0.0169728,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,5,10,1.46,0.0083899,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,10,15,1.72,0.005391399999999999,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,15,20,1.72,0.0046944000000000005,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,20,25,1.82,0.0075953999999999995,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,25,30,1.8,0.0134811,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,30,35,1.78,0.0078000000000000005,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,35,40,1.5,0.0051948,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,40,45,1.2,0.0090964,SIQ1_2
Githaiga_et_al_2017,SIQ1_2,45,50,1.3,0.0128,SIQ1_2
Githaiga_et_al_2017,SIQ2_2,0,5,1.2229299363057324,0.008100000000000001,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,5,10,1.5082802547770702,0.0092833,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,10,15,1.3656050955414012,0.0138972,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,15,20,1.3248407643312101,0.0070915,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,20,25,1.3248407643312101,0.0118976,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,25,30,1.243312101910828,0.0113841,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,30,35,1.1210191082802548,0.0075909,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,35,40,1.243312101910828,0.0076892,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,40,45,1.4063694267515923,0.021982400000000003,SIQ2_2
Githaiga_et_al_2017,SIQ2_2,45,50,1.2229299363057324,0.0107849,SIQ2_2
Githaiga_et_al_2017,SIQ3_2,0,5,1.38,0.0056989,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,5,10,1.4063694267515923,0.0140859,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,10,15,1.72,0.008989200000000001,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,15,20,1.72,0.011488499999999999,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,20,25,1.82,0.0102979,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,25,30,1.8,0.0096,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,30,35,1.78,0.0045963,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,35,40,1.5,0.0134919,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,40,45,0.9,0.0132947,SIQ3_2
Githaiga_et_al_2017,SIQ3_2,45,50,1.3,0.0117859,SIQ3_2
Githaiga_et_al_2017,SIQ4_2,0,5,1.1414012738853503,0.0045991,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,5,10,1.3656050955414012,0.0107849,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,10,15,1.5286624203821657,0.0139748,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,15,20,1.69171974522293,0.013292,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,20,25,1.5286624203821657,0.023467099999999998,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,25,30,1.6101910828025479,0.0233,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,30,35,1.7528662420382166,0.010793500000000001,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,35,40,1.6101910828025479,0.0106829,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,40,45,1.4471337579617833,0.011291,SIQ4_2
Githaiga_et_al_2017,SIQ4_2,45,50,1.4471337579617833,0.0141801,SIQ4_2
Githaiga_et_al_2017,SIQ5_2,0,5,1.3044585987261146,0.0165934,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,5,10,1.4267515923566878,0.0050939,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,10,15,1.5898089171974523,0.011679,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,15,20,1.4267515923566878,0.0113863,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,20,25,1.4471337579617833,0.012897400000000002,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,25,30,1.5898089171974523,0.009798,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,30,35,1.7121019108280255,0.01668,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,35,40,1.3248407643312101,0.014894000000000001,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,40,45,1.7528662420382166,0.0140747,SIQ5_2
Githaiga_et_al_2017,SIQ5_2,45,50,0.8764331210191083,0.0158873,SIQ5_2
