Source,Site,Subsite,Season,Core,Habitat_type,Species,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.512126069,1.578813333,1.538527946,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.717269903,1.461523333,1.778209958,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.581682788,1.694186667,1.61979529,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,1.452244324,1.419756667,1.468564463,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.232298076,1.564796667,1.211587891,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.468491539,1.494273333,1.487547072,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0,0.05,LOI,5.258781702,0.897876667,5.91597348,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.531051403,1.69543,1.560639565,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.325226573,1.703533333,1.320161903,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.74744662,1.53991,1.813467251,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.922814678,1.41555,2.018360413,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.821760502,1.15834,3.068653467,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.140018747,1.41534,2.272133131,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.374020844,1.617643333,2.545532006,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.447243824,1.527976667,2.631082864,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0,0.05,LOI,4.159603096,0.957966667,4.631736297,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.807620587,1.477656667,1.883772154,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.901628805,1.540633333,1.993607671,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.671280706,1.40504,2.892838774,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.902725604,1.515653333,1.994889127,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.685477493,1.589396667,2.909425742,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.67690355,1.2297,2.899408284,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.472433366,1.452923333,2.660513338,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.281247745,1.537123333,2.437139554,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0,0.05,LOI,3.747526538,1.11665,4.150282203,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,2.498793231,1.147493333,2.69131117,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,2.598438379,1.429206667,2.807732654,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.75839719,1.126653333,2.994622257,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.682420563,0.95896,2.905854145,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.858731678,1.156833333,3.111849139,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.161478174,1.49906,2.297205484,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.796644629,1.56995,3.039309066,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.680047379,1.387443333,2.90308141,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0,0.05,LOI,6.174880712,1.00897,6.986307643,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.75368049,1.592523333,1.82075066,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.867675552,1.441573333,1.953938021,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.664569702,1.41972,2.884997899,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,,,,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.604418483,1.22716,2.814719574,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.754209852,1.441956667,2.989729935,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.681055032,1.4713,1.735897923,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.000493005,1.604453333,2.109116725,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0,0.05,LOI,3.30685704,1.241686667,3.635421241,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.777572633,1.181993333,1.848665303,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.731098682,1.297346667,1.794366961,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.525850979,1.243213333,2.722924383,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.538681949,1.16734,2.737915585,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.946184304,1.22139,3.214025358,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.434418631,1.204776667,2.616098412,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.899884498,1.608166667,3.15993048,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.341711392,1.50099,2.50778291,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.973213648,1.296856667,3.245605384,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.247778367,1.729393333,1.229674456,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.608636571,1.638103333,1.651287033,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.859858495,1.458763333,1.944804878,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.799480472,1.25752,1.874261564,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.31722124,1.31164,2.479169576,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.419343056,1.37252,2.598484702,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.252698643,1.481646667,2.403783903,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,2,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8532,25.6139,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.351716775,1.325353333,2.519472807,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0,0.05,LOI,8.886236856,1.048,10.15414985,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,4.08203548,1.20094,4.541109335,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,5.124151914,1.284596667,5.758677315,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,3.527681921,1.160426667,3.893424373,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.405155626,1.24889,3.750269455,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,4.178318612,0.945386667,4.653602772,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,4.089641516,1.28062,4.54999593,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,3.515203958,1.480383333,3.87884561,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.85,1,LOI,5.363795465,1.333523333,6.038667443,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0,0.05,LOI,7.542616686,1.01229,8.584316726,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,9.765571138,1.07986,11.18152955,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,5.717726713,1.299103333,6.452186836,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,3.948858396,1.16204,4.385510453,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,6.719428866,1.054566667,7.622536355,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,5.117817117,1.170303333,5.751275987,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,4.597037576,1.045646667,5.14281759,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,4.378561907,1.114353333,4.887559185,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.85,1,LOI,4.542799168,1.053196667,5.079447561,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0,0.05,LOI,8.583967508,0.77852,9.800990195,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,6.006750975,1.010263333,6.789871451,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,3.5538153,0.98332,3.923957589,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,3.18442007,1.50932,3.492370686,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.365439896,1.360763333,3.703867153,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,4.274541974,1.251126667,4.766026374,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,3.288119772,1.15695,3.613529352,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,3.558471875,1.042273333,3.929398148,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.85,1,LOI,3.441514705,1.415513333,3.792749977,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0,0.05,LOI,5.843062684,1.014013333,6.598624471,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,11.78769017,0.88462,13.54409414,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,4.142345404,0.93098,4.611573086,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,5.778952242,0.95553,6.523720343,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,5.318487889,0.951976667,5.985731848,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,5.792867928,0.69993,6.539978885,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,4.124102822,1.006266667,4.590259168,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,4.622599022,0.996053333,5.172682582,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.85,1,LOI,5.218855575,1.00789,5.869325359,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0,0.05,LOI,7.450879942,1.203296667,8.477135111,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,4.14708882,1.235386667,4.617115107,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,6.294386731,1.238463333,7.12593379,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.887005414,1.158623333,3.144883064,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.768329225,1.099603333,4.174587247,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,3.242165727,1.081963333,3.559838447,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,4.033867417,0.864056667,4.484831659,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,3.834166202,1.46674,4.25150859,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.85,1,LOI,3.41752214,1.31676,3.764718004,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0,0.05,LOI,5.13413957,1.053403333,5.7703465,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,10.16558645,0.871986667,11.64889176,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,6.501340926,1.053536667,7.367730956,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,5.052279751,1.05953,5.674704698,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,4.638836161,1.0213,5.191653419,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,3.20108022,1.34555,3.511835752,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,4.336805635,1.07926,4.838772795,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,3.739985775,1.586723333,4.141471872,(0.8559*SOM_perc)+0.1953
