study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,carbon_measured_or_modeled,carbonates_removed,fraction_carbon_method,fraction_carbon_type,cs137_counting_method
Ensign_et_al_2020,piston corer,roots and rhizomes included,sediment not sieved,compaction quantified,60,56.745,air dried to constant mass,550,4,measured,FALSE,EA,total carbon,gamma
