study_id,site_id,transect_id,plot_id,plot_radius,species_code,biomass_flag,decay_class,debris_number,plot_density,tree_height,canopy_width,diameter_dbh,diameter_base,diameter_qmd,wood_volume,wood_volume_flag,biomass_decay_corrected,decay_3_wood_volume,decay_3_biomass_g,decay_3_biomass_Mg,decay_3_biomass_aboveground,biomass_aboveground,biomass_aboveground_scaled,biomass_aboveground_carbon,biomass_downed_wood,biomass_belowground,biomass_belowground_scaled,biomass_total,biomass_belowground_carbon,biomass_total_carbon
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,472,250,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.23644771,1.834273527,0.8804512931,NA,19.45419934,1.263768134,3.098041661,0.4928695724,1.373320865
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,333,200,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46649839,5.145875816,2.470020392,NA,3.582683267,2.851008702,7.996884518,1.111893394,3.581913786
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,297,120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88422227,4.682515212,2.247607302,NA,3.214905202,2.558340223,7.240855435,0.997752687,3.245359989
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,320,115,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89347617,0.707653284,0.3396735763,NA,6.519287914,0.423500766,1.13115405,0.1651652988,0.5048388751
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Rhizophora mangle,live,NA,NA,795.7747,200,90,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,1.159154417,0.5563941203,NA,0.4319201643,0.3437111391,1.502865556,0.1340473443,0.6904414645
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Rhizophora mangle,live,NA,NA,64.9612,200,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.009033,8.380581597,4.022679166,NA,135.7586388,8.819044088,17.19962568,3.439427194,7.462106361
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,300,110,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88422227,4.682515212,2.247607302,NA,3.214905202,2.558340223,7.240855435,0.997752687,3.245359989
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,390,80,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389550948,5.880417689,2.822600491,NA,4.175675787,3.322897147,9.203314836,1.295929887,4.118530378
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,400,300,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.36699405,1.128180774,0.5415267715,NA,11.1355748,0.7233803017,1.851561076,0.2821183177,0.8236450892
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,300,100,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89347617,0.707653284,0.3396735763,NA,6.519287914,0.423500766,1.13115405,0.1651652988,0.5048388751
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,430,230,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89347617,0.707653284,0.3396735763,NA,6.519287914,0.423500766,1.13115405,0.1651652988,0.5048388751
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Rhizophora mangle,live,NA,NA,795.7747,365,250,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.70723336,9.316320112,4.471833654,NA,6.254524444,4.977192313,14.29351242,1.941105002,6.412938656
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,400,120,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89347617,0.707653284,0.3396735763,NA,6.519287914,0.423500766,1.13115405,0.1651652988,0.5048388751
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,474,260,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.23644771,1.834273527,0.8804512931,NA,19.45419934,1.263768134,3.098041661,0.4928695724,1.373320865
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,470,180,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.23644771,1.834273527,0.8804512931,NA,19.45419934,1.263768134,3.098041661,0.4928695724,1.373320865
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,130,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,1.225426267,0.5882046083,NA,0.6900516221,0.5491256225,1.77455189,0.2141589928,0.8023636011
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,210,80,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8828065386,0.7025151084,0.337207252,NA,0.3643490033,0.2899397188,0.9924548272,0.1130764903,0.4502837424
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,230,130,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.371930208,6.66217025,3.19784172,NA,4.818929111,3.834781868,10.49695212,1.495564928,4.693406648
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,525,330,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.60358867,6.275485045,3.012232821,NA,79.83468134,5.186156702,11.46164175,2.022601114,5.034833935
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,500,280,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.91581073,5.581194164,2.678973199,NA,69.78166896,4.533100954,10.11429512,1.767909372,4.446882571
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,280,160,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.48438851,1.460612859,0.7010941724,NA,14.97803227,0.9729909497,2.433603809,0.3794664704,1.080560643
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,350,250,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.059683681,7.209467063,3.46054419,NA,5.276043898,4.19854225,11.40800931,1.637431478,5.097975668
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,660,450,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.83427535,4.926285528,2.364617054,NA,60.46688356,3.928001316,8.854286844,1.531920513,3.896537567
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,220,138,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389550948,5.880417689,2.822600491,NA,4.175675787,3.322897147,9.203314836,1.295929887,4.118530378
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,263,200,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389550948,5.880417689,2.822600491,NA,4.175675787,3.322897147,9.203314836,1.295929887,4.118530378
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Rhizophora mangle,live,NA,NA,795.7747,350,180,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.755466882,7.763153731,3.726313791,NA,4.950085099,3.939152484,11.70230622,1.536269469,5.26258326
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,2,Avicennia germinans,live,NA,NA,795.7747,200,90,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,1.225426267,0.5882046083,NA,0.6900516221,0.5491256225,1.77455189,0.2141589928,0.8023636011
Morrissette_et_al_2023,Gra Gra Lagoon,1,1,7,Avicennia germinans,live,NA,NA,64.9612,337,260,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.36157229,4.31092737,2.069245138,NA,51.8799119,3.370181333,7.681108703,1.31437072,3.383615857
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,170,NA,4.5,5,NA,NA,NA,6.281,NA,NA,NA,NA,7.39,4.998,2.3992104,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,220,NA,5,5.5,NA,NA,NA,7.701,NA,NA,NA,NA,9.06,6.128,2.9414626,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,320,NA,7.5,9,NA,NA,NA,16.869,NA,NA,NA,NA,19.846,1.096,0.5260024,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,220,NA,4,4.5,NA,NA,NA,5.002,NA,NA,NA,NA,5.884,3.98,1.9104662,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,250,NA,4.5,4.5,NA,NA,NA,6.281,NA,NA,NA,NA,7.39,4.998,2.3992104,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,310,NA,5,6,NA,NA,NA,7.701,NA,NA,NA,NA,9.06,6.128,2.9414626,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,294,NA,5.5,8,NA,NA,NA,9.259,NA,NA,NA,NA,10.893,0.602,0.2887225,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,330,NA,6,13,NA,NA,NA,10.956,NA,NA,NA,NA,12.89,0.712,0.3416361,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,3,NA,795.7747,470,NA,5,9,NA,NA,NA,4.53,18579.903,12820.133,0.01282013,1.219373,9.06,3.605,4.8969299,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,320,NA,5,7,NA,NA,NA,7.701,NA,NA,NA,NA,9.06,6.128,2.9414626,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,420,NA,12.5,16,NA,NA,NA,45.305,NA,NA,NA,NA,53.3,2.943,1.4126781,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,250,NA,10,12,NA,NA,NA,29.426,NA,NA,NA,NA,34.618,1.912,0.9175278,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,1,NA,64.9612,320,NA,6,6,NA,NA,NA,12.568,NA,NA,NA,NA,12.89,0.816,0.3918767,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,220,NA,8,13,NA,NA,NA,19.112,NA,NA,NA,NA,22.484,1.242,0.59593,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,500,NA,9,11,NA,NA,NA,24.001,NA,NA,NA,NA,28.236,1.559,0.7483836,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,500,NA,10,13,NA,NA,NA,29.426,NA,NA,NA,NA,34.618,1.912,0.9175278,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,3,NA,64.9612,320,NA,5.5,7,NA,NA,NA,5.447,9864.601,6806.575,0.00680657,0.44216326,10.893,0.354,0.2122384,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,450,NA,9.5,13,NA,NA,NA,26.647,NA,NA,NA,NA,31.349,1.731,0.8308769,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,3,NA,795.7747,200,NA,5,4.5,NA,NA,NA,4.53,3547.382,2447.693,0.00244769,1.94781246,9.06,3.605,0.93495,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,300,NA,5,6,NA,NA,NA,7.701,NA,NA,NA,NA,9.06,6.128,2.9414626,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,180,NA,5,8,NA,NA,NA,7.701,NA,NA,NA,NA,9.06,6.128,2.9414626,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,3,NA,795.7747,160,NA,4,4.5,NA,NA,NA,2.942,2272.419,1567.969,0.00156797,1.24774998,5.884,2.341,0.59892,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,300,NA,4,4.5,NA,NA,NA,5.002,NA,NA,NA,NA,5.884,3.98,1.9104662,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,600,NA,7.5,11,NA,NA,NA,16.869,NA,NA,NA,NA,19.846,1.096,0.5260024,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,3,NA,795.7747,300,NA,4.5,7.5,NA,NA,NA,3.695,8659.015,5974.72,0.00597472,4.75453116,7.39,2.94,2.282175,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,3,NA,795.7747,220,NA,5,17,NA,NA,NA,4.53,22980.75,15856.718,0.01585672,12.61837475,9.06,3.605,6.0568199,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,3,NA,64.9612,160,NA,10.5,21,NA,NA,NA,19.022,32326.988,22305.622,0.02230562,1.44899997,38.044,1.236,0.69552,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,300,NA,8,14,NA,NA,NA,19.112,NA,NA,NA,NA,22.484,1.242,0.59593,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,3,NA,64.9612,160,NA,6,5.5,NA,NA,NA,6.445,4157.374,2868.588,0.00286859,0.18634694,12.89,0.419,0.0894465,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,2,NA,64.9612,175,NA,5.5,7.5,NA,NA,NA,9.259,NA,NA,NA,NA,10.893,0.602,0.2887225,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,3,NA,64.9612,430,NA,6,8,NA,NA,NA,6.445,16660.913,11496.03,0.01149603,0.7467959,12.89,0.419,0.358462,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,dead,2,NA,795.7747,330,NA,4.5,9,NA,NA,NA,6.281,NA,NA,NA,NA,7.39,4.998,2.3992104,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,3,NA,64.9612,330,NA,12.5,14,NA,NA,NA,26.65,45551.13,31430.28,0.03143028,2.4174868,53.3,1.731,0.9800394,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,dead,3,NA,64.9612,200,NA,5.5,7,NA,NA,NA,5.447,6165.376,4254.109,0.00425411,0.2763524,10.893,0.354,0.132649,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,live,NA,NA,64.9612,460,250,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.61824492,2.248842732,1.079444511,NA,24.58074213,1.596794505,3.845637237,0.6227498571,1.702194368
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,7,Avicennia germinans,live,NA,NA,64.9612,450,300,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.48438851,1.460612859,0.7010941724,NA,14.97803227,0.9729909497,2.433603809,0.3794664704,1.080560643
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,live,NA,NA,795.7747,300,130,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88422227,4.682515212,2.247607302,NA,3.214905202,2.558340223,7.240855435,0.997752687,3.245359989
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,live,NA,NA,795.7747,360,120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88422227,4.682515212,2.247607302,NA,3.214905202,2.558340223,7.240855435,0.997752687,3.245359989
Morrissette_et_al_2023,Gra Gra Lagoon,1,2,2,Avicennia germinans,live,NA,NA,795.7747,360,90,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.059683681,7.209467063,3.46054419,NA,5.276043898,4.19854225,11.40800931,1.637431478,5.097975668
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,500,NA,6.5,8,NA,NA,NA,12.791,NA,NA,NA,NA,15.048,0.831,0.3988354,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,1,NA,64.9612,550,NA,5.5,7,NA,NA,NA,10.621,NA,NA,NA,NA,10.893,0.69,0.3311817,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,400,NA,8,10,NA,NA,NA,19.112,NA,NA,NA,NA,22.484,1.242,0.59593,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,3,NA,64.9612,230,NA,6,14,NA,NA,NA,6.445,19027.58,13129.03,0.01312903,0.85287753,12.89,0.419,0.4093812,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,420,NA,7,11,NA,NA,NA,14.762,NA,NA,NA,NA,17.367,0.959,0.4602978,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,430,NA,8,11,NA,NA,NA,19.112,NA,NA,NA,NA,22.484,1.242,0.59593,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,280,NA,6,7,NA,NA,NA,10.956,NA,NA,NA,NA,12.89,0.712,0.3416361,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,dead,2,NA,795.7747,290,NA,4.5,5,NA,NA,NA,6.281,NA,NA,NA,NA,7.39,4.998,2.3992104,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,dead,3,NA,795.7747,195,NA,5,8.5,NA,NA,NA,4.53,7134.361,4922.709,0.00492271,3.91736711,9.06,3.605,1.8803362,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,dead,1,NA,795.7747,530,NA,4.5,7,NA,NA,NA,7.205,NA,NA,NA,NA,7.39,5.733,2.7520355,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,700,NA,7,9,NA,NA,NA,14.762,NA,NA,NA,NA,17.367,0.959,0.4602978,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,650,NA,13,15,NA,NA,NA,48.875,NA,NA,NA,NA,57.5,3.175,1.5240025,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,3,NA,64.9612,500,NA,7.5,15,NA,NA,NA,9.923,51541.754,35563.811,0.03556381,2.3126781,19.846,0.645,1.1089285,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,dead,2,NA,64.9612,510,NA,8.5,11.5,NA,NA,NA,21.489,NA,NA,NA,NA,25.281,1.396,0.6700627,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,NA,NA,debris,NA,2,NA,NA,NA,NA,NA,2.5739,0.3406,diameter <7.6cm,NA,NA,NA,NA,NA,NA,0.238,0.119,241.7925,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,230,140,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389550948,5.880417689,2.822600491,NA,4.175675787,3.322897147,9.203314836,1.295929887,4.118530378
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,360,100,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.773621421,0.6349061759,0.3047549644,NA,5.756021581,0.3739180691,1.008824245,0.145828047,0.4505830114
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,210,120,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.544986985,3.616785654,1.736057114,NA,2.39015491,1.902024806,5.518810461,0.7417896744,2.477846789
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,310,250,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88990048,0.8373434033,0.4019248336,NA,7.908438953,0.5137416845,1.351085088,0.200359257,0.6022840905
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,280,150,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.059683681,7.209467063,3.46054419,NA,5.276043898,4.19854225,11.40800931,1.637431478,5.097975668
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,420,190,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.059683681,7.209467063,3.46054419,NA,5.276043898,4.19854225,11.40800931,1.637431478,5.097975668
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,430,200,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.36699405,1.128180774,0.5415267715,NA,11.1355748,0.7233803017,1.851561076,0.2821183177,0.8236450892
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,510,300,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.36699405,1.128180774,0.5415267715,NA,11.1355748,0.7233803017,1.851561076,0.2821183177,0.8236450892
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,310,250,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88990048,0.8373434033,0.4019248336,NA,7.908438953,0.5137416845,1.351085088,0.200359257,0.6022840905
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,580,320,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.99024829,2.078124917,0.9974999603,NA,22.45107435,1.458448731,3.536573648,0.568795005,1.566294965
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,390,160,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88422227,4.682515212,2.247607302,NA,3.214905202,2.558340223,7.240855435,0.997752687,3.245359989
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,420,380,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33944101,1.191352096,0.5718490059,NA,11.85422409,0.7700646219,1.961416718,0.3003252025,0.8721742084
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,420,60,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389550948,5.880417689,2.822600491,NA,4.175675787,3.322897147,9.203314836,1.295929887,4.118530378
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,280,130,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,2.684402783,1.288513336,NA,1.697478085,1.350810114,4.035212897,0.5268159445,1.81532928
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,200,150,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,1.225426267,0.5882046083,NA,0.6900516221,0.5491256225,1.77455189,0.2141589928,0.8023636011
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,190,200,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,1.225426267,0.5882046083,NA,0.6900516221,0.5491256225,1.77455189,0.2141589928,0.8023636011
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,700,210,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.36699405,1.128180774,0.5415267715,NA,11.1355748,0.7233803017,1.851561076,0.2821183177,0.8236450892
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,140,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.3206972041,0.153934658,NA,0.148113618,0.1178650699,0.438562274,0.04596737728,0.1999020352
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,7,Avicennia germinans,live,NA,NA,64.9612,400,240,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89347617,0.707653284,0.3396735763,NA,6.519287914,0.423500766,1.13115405,0.1651652988,0.5048388751
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,130,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,1.225426267,0.5882046083,NA,0.6900516221,0.5491256225,1.77455189,0.2141589928,0.8023636011
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,150,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,1.225426267,0.5882046083,NA,0.6900516221,0.5491256225,1.77455189,0.2141589928,0.8023636011
Morrissette_et_al_2023,Gra Gra Lagoon,1,3,2,Avicennia germinans,live,NA,NA,795.7747,600,30,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8828065386,0.7025151084,0.337207252,NA,0.3643490033,0.2899397188,0.9924548272,0.1130764903,0.4502837424
