study_id,site_id,transect_id,plot_id,core_id,depth_min,depth_max,soil_organic_matter,soil_total_carbon,soil_inorganic_carbon,soil_organic_carbon,soil_nitrogen,dry_bulk_density,soil_carbon_density_total,soil_carbon_density_inorganic,soil_carbon_density_organic,carbon_stock_total,carbon_stock_inorganic,carbon_stock_organic
Morrissette_et_al_2023,Channel Caye,1,6,Channel Caye_1_6_mangrove,45,50,68.0304,35.1748,0,35.1748,1.2794,0.1847,0.065,0,0.065,32.4795,0,32.4795
Morrissette_et_al_2023,Channel Caye,1,6,Channel Caye_1_6_mangrove,64,69,66.1776,34.4905,0,34.4905,1.2892,0.1736,0.0599,0,0.0599,179.6325,0,179.6325
Morrissette_et_al_2023,Channel Caye,1,6,Channel Caye_1_6_mangrove,90,95,64.0079,31.1898,0,31.1898,1.1105,0.1952,0.0609,0,0.0609,121.752,0,121.752
Morrissette_et_al_2023,Channel Caye,1,6,Channel Caye_1_6_mangrove,100,105,4.8829,12.367,11.203,1.164,0.126,0.7672,0.0949,0.0859,0.0089,56.925,51.5672,5.3579
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,0,5,68.8903,34.399,0,34.399,1.8373,0.1748,0.0601,0,0.0601,30.0672,0,30.0672
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,5,10,70.5264,34.7635,0,34.7635,1.6192,0.1815,0.0631,0,0.0631,31.5546,0,31.5546
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,10,15,70.6135,35.1854,0,35.1854,1.5729,0.1987,0.0699,0,0.0699,34.9502,0,34.9502
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,15,20,70.5835,35.7145,0,35.7145,1.4598,0.2174,0.0776,0,0.0776,38.815,0,38.815
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,20,25,67.6571,32.4676,0,32.4676,1.3066,0.2124,0.069,0,0.069,34.4847,0,34.4847
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,25,30,81.5678,34.135,0,34.135,1.135,0.1808,0.0617,0,0.0617,30.8585,0,30.8585
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,30,35,67.8999,33.218,0,33.218,1.002,0.1822,0.0605,0,0.0605,30.2564,0,30.2564
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,35,40,65.8296,1.9104,0,1.9104,0,0.2004,0.0038,0,0.0038,1.9147,0,1.9147
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,40,45,64.7436,31.316,0,31.316,1.038,0.1951,0.0611,0,0.0611,30.5473,0,30.5473
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,45,50,65.0474,31.544,0,31.544,1.11,0.1825,0.0576,0,0.0576,28.7814,0,28.7814
Morrissette_et_al_2023,Channel Caye,2,1,Channel Caye_2_1_mangrove,72.5,77.5,63.1037,31.31,0,31.31,0.936,0.1845,0.0578,0,0.0578,288.8033,0,288.8033
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,0,5,75.2299,36.878,0,36.878,1.417,0.2085,0.0769,0,0.0769,38.4523,0,38.4523
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,5,10,71.244,35.967,0,35.967,1.444,0.2019,0.0726,0,0.0726,36.3122,0,36.3122
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,10,15,74.4138,36.818,0,36.818,1.273,0.2298,0.0846,0,0.0846,42.2964,0,42.2964
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,15,20,69.9572,36.6548,0,36.6548,1.6003,0.2138,0.0784,0,0.0784,39.1823,0,39.1823
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,20,25,69.0205,34.7786,0,34.7786,1.4981,0.2057,0.0715,0,0.0715,35.7701,0,35.7701
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,25,30,66.4222,33.4627,0,33.4627,1.402,0.2116,0.0708,0,0.0708,35.401,0,35.401
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,30,35,70.444,34.7912,0,34.7912,1.2735,0.2386,0.083,0,0.083,41.5032,0,41.5032
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,35,40,69.9373,36.203,0,36.203,1.117,0.2087,0.0756,0,0.0756,37.7865,0,37.7865
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,40,45,67.6695,34.671,0,34.671,1.167,0.2018,0.07,0,0.07,34.9855,0,34.9855
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,45,50,68.5077,34.4265,0,34.4265,1.2879,0.2146,0.0739,0,0.0739,36.945,0,36.945
Morrissette_et_al_2023,Channel Caye,2,2,Channel Caye_2_2_mangrove,72.5,77.5,65.5397,34.016,0,34.016,1.312,0.174,0.0592,0,0.0592,174.5783,0,174.5783
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,0,5,73.3046,37.636,0,37.636,1.852,0.2065,0.0777,0,0.0777,38.8671,0,38.8671
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,5,10,70.8126,36.683,0,36.683,1.671,0.2141,0.0785,0,0.0785,39.2703,0,39.2703
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,10,15,70.0186,35.4675,0,35.4675,1.5529,0.1994,0.0707,0,0.0707,35.3607,0,35.3607
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,15,20,68.7466,36.0793,0,36.0793,1.572,0.2193,0.0791,0,0.0791,39.5526,0,39.5526
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,20,25,68.7722,35.3658,0,35.3658,1.4273,0.218,0.0771,0,0.0771,38.5475,0,38.5475
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,25,30,67.6999,32.7682,0,32.7682,1.1968,0.1838,0.0602,0,0.0602,30.1221,0,30.1221
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,30,35,65.7621,31.975,0,31.975,1.1736,0.1786,0.0571,0,0.0571,28.5531,0,28.5531
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,35,40,68.0773,34.7424,0,34.7424,1.2691,0.2052,0.0713,0,0.0713,35.6415,0,35.6415
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,40,45,65.4831,31.318,0,31.318,1.1484,0.1863,0.0583,0,0.0583,29.1674,0,29.1674
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,45,50,67.2379,32.8642,0,32.8642,1.1982,0.1866,0.0613,0,0.0613,30.6592,0,30.6592
Morrissette_et_al_2023,Channel Caye,2,3,Channel Caye_2_3_mangrove,65,70,67.9164,33.2489,0,33.2489,1.1286,0.1975,0.0657,0,0.0657,131.3378,0,131.3378
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,0,5,74.9976,38.2426,0,38.2426,1.7261,0.1581,0.0605,0,0.0605,30.2328,0,30.2328
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,5,10,69.7536,35.1924,0,35.1924,1.4918,0.1917,0.0675,0,0.0675,33.737,0,33.737
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,10,15,69.7195,30.1923,0,30.1923,1.371,0.1802,0.0544,0,0.0544,27.1991,0,27.1991
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,15,20,67.7699,34.2134,0,34.2134,1.591,0.2164,0.074,0,0.074,37.0218,0,37.0218
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,20,25,69.808,35.8104,0,35.8104,1.4732,0.2465,0.0883,0,0.0883,44.1298,0,44.1298
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,25,30,70.3073,35.5877,0,35.5877,1.3651,0.2256,0.0803,0,0.0803,40.1353,0,40.1353
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,30,35,70.4714,34.5642,0,34.5642,1.2707,0.2572,0.0889,0,0.0889,44.446,0,44.446
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,35,40,66.3481,32.4644,0,32.4644,1.2817,0.1911,0.062,0,0.062,31.0195,0,31.0195
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,40,45,71.6403,35.6017,0,35.6017,1.151,0.2356,0.0839,0,0.0839,41.9464,0,41.9464
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,45,50,66.606,32.7923,0,32.7923,1.2462,0.1853,0.0608,0,0.0608,30.3854,0,30.3854
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,72.5,77.5,63.7661,30.6381,0,30.6381,1.1972,0.2267,0.0695,0,0.0695,208.3815,0,208.3815
Morrissette_et_al_2023,Channel Caye,2,4,Channel Caye_2_4_mangrove,83,88,61.7035,30.7897,0,30.7897,1.2615,0.3048,0.0938,0,0.0938,93.8379,0,93.8379
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,0,5,72.3723,36.022,0,36.022,1.6748,0.1837,0.0662,0,0.0662,33.0942,0,33.0942
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,5,10,71.2148,35.9061,0,35.9061,1.649,0.2154,0.0773,0,0.0773,38.6649,0,38.6649
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,10,15,67.2151,34.6378,0,34.6378,1.3987,0.2044,0.0708,0,0.0708,35.4069,0,35.4069
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,15,20,68.5428,32.1343,0,32.1343,1.3165,0.2028,0.0652,0,0.0652,32.5777,0,32.5777
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,20,25,66.5039,31.8889,0,31.8889,1.3298,0.2081,0.0664,0,0.0664,33.1833,0,33.1833
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,25,30,69.0841,34.6117,0,34.6117,1.1697,0.218,0.0755,0,0.0755,37.7255,0,37.7255
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,30,35,69.8818,34.2605,0,34.2605,1.2034,0.2715,0.093,0,0.093,46.5029,0,46.5029
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,35,40,72.941,35.9394,0,35.9394,1.0508,0.2335,0.0839,0,0.0839,41.9667,0,41.9667
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,40,45,67.5501,33.7231,0,33.7231,0.9505,0.2833,0.0956,0,0.0956,47.7753,0,47.7753
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,45,50,69.8991,36.1103,0,36.1103,1.2247,0.2369,0.0855,0,0.0855,42.7732,0,42.7732
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,72.5,77.5,60.6285,28.9165,0,28.9165,0.9398,0.1396,0.0404,0,0.0404,121.12,0,121.12
Morrissette_et_al_2023,Channel Caye,2,5,Channel Caye_2_5_mangrove,80,85,51.599,24.0842,0,24.0842,0.8046,0.1012,0.0244,0,0.0244,19.4927,0,19.4927
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,0,5,73.8897,26.7538,0,26.7538,1.3647,0.1668,0.0446,0,0.0446,22.3167,0,22.3167
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,5,10,74.2593,31.2032,0,31.2032,1.1351,0.216,0.0674,0,0.0674,33.699,0,33.699
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,10,15,67.6234,36.9507,0,36.9507,1.8202,0.1823,0.0674,0,0.0674,33.6757,0,33.6757
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,15,20,70.2874,36.5768,0,36.5768,1.6892,0.2173,0.0795,0,0.0795,39.733,0,39.733
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,20,25,69.4204,36.1714,0,36.1714,1.7495,0.2112,0.0764,0,0.0764,38.1906,0,38.1906
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,25,30,85.2331,35.1231,0,35.1231,1.3764,0.2231,0.0784,0,0.0784,39.187,0,39.187
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,30,35,70.7149,36.7085,0,36.7085,1.3173,0.2295,0.0843,0,0.0843,42.1321,0,42.1321
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,35,40,69.4251,36.8699,0,36.8699,1.4605,0.2257,0.0832,0,0.0832,41.6007,0,41.6007
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,40,45,68.8857,35.2859,0,35.2859,1.427,0.2114,0.0746,0,0.0746,37.2927,0,37.2927
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,45,50,66.9268,34.8633,0,34.8633,1.36,0.2113,0.0737,0,0.0737,36.8277,0,36.8277
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,72.5,77.5,66.9254,32.401,0,32.401,0.978,0.1837,0.0595,0,0.0595,178.6052,0,178.6052
Morrissette_et_al_2023,Channel Caye,2,6,Channel Caye_2_6_mangrove,95,100,51.068,24.146,0,24.146,0.829,0.1216,0.0293,0,0.0293,61.6343,0,61.6343
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,0,5,55.2539,26.5009,0,26.5009,1.0008,0.1459,0.0387,0,0.0387,19.3367,0,19.3367
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,5,10,53.0694,25.1843,0,25.1843,0.9826,0.1493,0.0376,0,0.0376,18.8027,0,18.8027
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,10,15,49.6176,23.4968,0,23.4968,0.8867,0.1579,0.0371,0,0.0371,18.5513,0,18.5513
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,15,20,49.5238,22.889,0,22.889,0.785,0.1406,0.0322,0,0.0322,16.0937,0,16.0937
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,20,25,47.6097,21.5905,0,21.5905,0.7694,0.1433,0.0309,0,0.0309,15.4734,0,15.4734
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,25,30,44.7237,20.0457,0,20.0457,0.6764,0.1218,0.0244,0,0.0244,12.204,0,12.204
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,30,35,38.2028,16.6773,0,16.6773,0.5681,0.1526,0.0254,0,0.0254,12.7245,0,12.7245
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,35,40,31.7775,14.2474,0,14.2474,0.5013,0.1777,0.0253,0,0.0253,12.6568,0,12.6568
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,40,45,28.8636,12.2051,0,12.2051,0.4274,0.2112,0.0258,0,0.0258,12.8897,0,12.8897
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,45,50,20.4182,7.4939,0,7.4939,0.3739,0.2635,0.0197,0,0.0197,9.8738,0,9.8738
Morrissette_et_al_2023,Big Creek,1,1,Big Creek_1_1_mangrove,72.5,77.5,26.3896,10.7771,0,10.7771,0.4465,0.2745,0.0296,0,0.0296,177.4795,0,177.4795
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,0,5,61.2377,29.7432,0,29.7432,1.3764,0.1467,0.0436,0,0.0436,21.8201,0,21.8201
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,5,10,63.0444,30.6141,0,30.6141,1.2021,0.1645,0.0503,0,0.0503,25.1735,0,25.1735
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,10,15,54.8045,25.8237,0,25.8237,0.9128,0.127,0.0328,0,0.0328,16.3925,0,16.3925
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,15,20,59.4318,27.73,0,27.73,1.0025,0.1431,0.0397,0,0.0397,19.842,0,19.842
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,20,25,46.3955,21.5698,0,21.5698,0.841,0.1327,0.0286,0,0.0286,14.3134,0,14.3134
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,25,30,52.0886,23.8969,0,23.8969,0.7022,0.1659,0.0397,0,0.0397,19.8255,0,19.8255
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,30,35,35.9878,15.104,0,15.104,0.5467,0.1805,0.0273,0,0.0273,13.631,0,13.631
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,35,40,29.5568,11.8825,0,11.8825,0.4401,0.2173,0.0258,0,0.0258,12.9114,0,12.9114
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,40,45,24.4536,8.1593,0,8.1593,0.3704,0.2343,0.0191,0,0.0191,9.557,0,9.557
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,45,50,22.6158,8.7219,0,8.7219,0.3868,0.2451,0.0214,0,0.0214,10.6889,0,10.6889
Morrissette_et_al_2023,Big Creek,1,2,Big Creek_1_2_mangrove,65,70,14.3968,5.3046,0,5.3046,0.2448,0.375,0.0199,0,0.0199,119.3524,0,119.3524
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,0,5,36.3997,15.238,0,15.238,0.5559,0.1241,0.0189,0,0.0189,9.4577,0,9.4577
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,5,10,28.6079,11.6172,0,11.6172,0.4648,0.2343,0.0272,0,0.0272,13.6073,0,13.6073
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,10,15,25.1925,9.3251,0,9.3251,0.3985,0.212,0.0198,0,0.0198,9.8851,0,9.8851
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,15,20,19.9273,7.0412,0,7.0412,0.326,0.3445,0.0243,0,0.0243,12.1285,0,12.1285
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,20,25,15.7576,5.4139,0,5.4139,0.2674,0.3892,0.0211,0,0.0211,10.5363,0,10.5363
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,25,30,15.2028,5.1114,0,5.1114,0.2667,0.3482,0.0178,0,0.0178,8.8997,0,8.8997
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,30,35,17.5617,6.4837,0,6.4837,0.2779,0.3825,0.0248,0,0.0248,12.3985,0,12.3985
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,35,40,24.7758,10.3137,0,10.3137,0.3685,0.2602,0.0268,0,0.0268,13.4201,0,13.4201
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,40,44,25.4142,10.7379,0,10.7379,0.3756,0.1904,0.0204,0,0.0204,8.1795,0,8.1795
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,45,50,34.0161,15.4221,0,15.4221,0.4827,0.1873,0.0289,0,0.0289,14.4407,0,14.4407
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,72.5,77.5,24.381,10.6536,0,10.6536,0.361,0.3046,0.0325,0,0.0325,97.3619,0,97.3619
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,94,99,46.4999,22.4317,0,22.4317,0.5589,0.1598,0.0359,0,0.0359,71.7032,0,71.7032
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,122.5,127.5,27.5485,12.2631,0,12.2631,0.4056,0.2501,0.0307,0,0.0307,153.3341,0,153.3341
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,172.5,177.5,38.0627,18.4822,0,18.4822,0.5496,0.2104,0.0389,0,0.0389,194.4578,0,194.4578
Morrissette_et_al_2023,Big Creek,1,3,Big Creek_1_3_mangrove,222.5,227.5,64.3063,33.7178,0,33.7178,0.5948,0.1756,0.0592,0,0.0592,337.5624,0,337.5624
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,0,5,25.519,11.849,0,11.849,0.466,0.4479,0.0531,0,0.0531,26.5329,0,26.5329
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,5,10,28.8086,12.492,0,12.492,0.469,0.3827,0.0478,0,0.0478,23.9021,0,23.9021
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,10,15,28.3584,13.029,0,13.029,0.43,0.3437,0.0448,0,0.0448,22.391,0,22.391
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,15,20,25.046,12.385,0,12.385,0.379,0.4448,0.0551,0,0.0551,27.5443,0,27.5443
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,20,25,24.9477,12.368,0.439,11.929,0.383,0.4026,0.0498,0.0018,0.048,24.8941,0.8836,24.0105
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,25,30,24.7541,11.585,0.273,11.312,0.359,0.4053,0.047,0.0011,0.0458,23.4752,0.5532,22.922
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,30,35,22.2441,10.796,0.359,10.437,0.326,0.4651,0.0502,0.0017,0.0485,25.1078,0.8349,24.2729
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,35,40,21.5425,11.127,0.912,10.215,0.306,0.4891,0.0544,0.0045,0.05,27.2098,2.2302,24.9796
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,40,45,22.8167,11.841,0.76,11.081,0.333,0.4477,0.053,0.0034,0.0496,26.5083,1.7014,24.8069
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,45,50,18.612,10.079,1.186,8.893,0.28,0.5279,0.0532,0.0063,0.0469,26.6052,3.1306,23.4745
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,65,70,53.5722,25.1018,0,25.1018,0.8908,0.1415,0.0355,0,0.0355,71.0518,0,71.0518
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,72.5,77.5,38.3403,17.8065,0,17.8065,0.6294,0.1834,0.0327,0,0.0327,97.9889,0,97.9889
Morrissette_et_al_2023,Big Creek,1,4,Big Creek_1_4_mangrove,104,109,11.2918,3.812,0,3.812,0.204,0.4908,0.0187,0,0.0187,18.7082,0,18.7082
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,0,5,63.3389,29.833,0,29.833,0.935,0.2315,0.0691,0,0.0691,34.5391,0,34.5391
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,5,10,59.7037,23.951,0,23.951,0.583,0.2825,0.0677,0,0.0677,33.8296,0,33.8296
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,10,15,47.3467,20.674,0,20.674,0.493,0.2285,0.0472,0,0.0472,23.62,0,23.62
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,15,20,45.9718,19.155,0,19.155,0.548,0.2133,0.0408,0,0.0408,20.4242,0,20.4242
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,20,25,35.8439,17.304,0,17.304,0.628,0.2013,0.0348,0,0.0348,17.4146,0,17.4146
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,25,30,34.7063,13.933,0,13.933,0.524,0.1742,0.0243,0,0.0243,12.1336,0,12.1336
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,30,35,35.1047,14.336,0,14.336,0.543,0.1287,0.0184,0,0.0184,9.2217,0,9.2217
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,35,40,32.2939,13.045,0,13.045,0.519,0.1242,0.0162,0,0.0162,8.1039,0,8.1039
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,40,45,30.661,10.474,0,10.474,0.469,0.1828,0.0191,0,0.0191,9.5709,0,9.5709
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,45,50,22.3733,9.09,0,9.09,0.426,0.2529,0.023,0,0.023,11.4942,0,11.4942
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,72.5,77.5,24.8024,10.507,0,10.507,0.374,0.3086,0.0324,0,0.0324,162.1136,0,162.1136
Morrissette_et_al_2023,Big Creek,1,5,Big Creek_1_5_mangrove,122.5,127.5,39.4517,18.3109,0,18.3109,0.4091,0.188,0.0344,0,0.0344,220.2588,0,220.2588
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,0,5,21.4453,12.0937,0,12.0937,0.435,0.21560000000000001,0.0261,0,0.0261,13.0385,0,13.0385
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,5,10,15.7,4.946,0,4.946,0.216,0.3576,0.0177,0,0.0177,8.8435,0,8.8435
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,10,15,14.499,4.917,0,4.917,0.231,0.4076,0.02,0,0.02,10.0218,0,10.0218
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,15,20,16.0269,5.326,0,5.326,0.273,0.4098,0.0218,0,0.0218,10.9126,0,10.9126
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,20,25,17.8751,6.036,0,6.036,0.282,0.4052,0.0245,0,0.0245,12.2276,0,12.2276
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,25,30,25.0984,10.788,0,10.788,0.367,0.2038,0.022,0,0.022,10.991,0,10.991
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,30,35,27.1696,11.496,0,11.496,0.384,0.1803,0.0207,0,0.0207,10.3619,0,10.3619
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,35,40,28.8014,12.5,0,12.5,0.397,0.2023,0.0253,0,0.0253,12.6434,0,12.6434
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,40,45,28.2479,12.007,0,12.007,0.375,0.1992,0.0239,0,0.0239,11.9617,0,11.9617
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,45,50,28.3705,12.476,0,12.476,0.352,0.229,0.0286,0,0.0286,14.282,0,14.282
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,72.5,77.5,18.1769,7.3842,0,7.3842,0.3495,0.3629,0.0268,0,0.0268,133.9901,0,133.9901
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,122.5,127.5,29.6784,13.9138,0,13.9138,0.3788,0.2424,0.0337,0,0.0337,168.6304,0,168.6304
Morrissette_et_al_2023,Big Creek,1,6,Big Creek_1_6_mangrove,172.5,177.5,68.7466,35.7593,0,35.7593,0.572,0.1519,0.0543,0,0.0543,271.6257,0,271.6257
