study_id,site_id,core_id,core_date,core_latitude,core_longitude,core_position_method,core_elevation,core_elevation_datum,core_elevation_method,annual_accretion_rate
Buffington_et_al_2020,Miner_Slough,MS-C1,2017,38.23409,-121.67174,RTK-GPS,1.716,NAVD88,RTK-GPS,4.8
