study_id,coring_method,roots_flag,sediment_seived_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,dry_bulk_density_sample_volume,loss_on_ignition_temperature,loss_on_ignition_time,carbon_measured_or_modeled,carbonates_removed,fraction_carbon_type,cs137_counting_method,age_depth_model_reference
Buffington_et_al_2020,russian corer,roots and rhizomes included,sediment not sieved,corer limits compaction,80,24,1,500,4,modeled,FALSE,total carbon,gamma,CE
