"","study_id","site_id","core_id","core_latitude","core_longitude"
"64","Trettin_et_al_2017","1361","1361_2",-18.881442,36.168942
"65","Trettin_et_al_2017","1361","1361_3",-18.881442,36.168942
"66","Trettin_et_al_2017","1361","1361_4",-18.881442,36.168942
"67","Trettin_et_al_2017","1361","1361_5",-18.881442,36.168942
"68","Trettin_et_al_2017","1382","1382_1",-18.88302,36.174246
"69","Trettin_et_al_2017","1382","1382_2",-18.88302,36.174246
"70","Trettin_et_al_2017","1382","1382_3",-18.88302,36.174246
"71","Trettin_et_al_2017","1382","1382_4",-18.88302,36.174246
"72","Trettin_et_al_2017","1382","1382_5",-18.88302,36.174246
"73","Trettin_et_al_2017","15","15_1",-18.743,36.119
"74","Trettin_et_al_2017","15","15_2",-18.743,36.119
"75","Trettin_et_al_2017","15","15_6",-18.743,36.119
"76","Trettin_et_al_2017","16","16_1",-18.743,36.128
"77","Trettin_et_al_2017","16","16_2",-18.743,36.128
"78","Trettin_et_al_2017","16","16_3",-18.743,36.128
"79","Trettin_et_al_2017","16","16_4",-18.743,36.128
"80","Trettin_et_al_2017","16","16_5",-18.743,36.128
"81","Trettin_et_al_2017","16","16_6",-18.743,36.128
"82","Trettin_et_al_2017","17","17_1",-18.75,36.115
"83","Trettin_et_al_2017","17","17_2",-18.75,36.115
"84","Trettin_et_al_2017","17","17_3",-18.75,36.115
"85","Trettin_et_al_2017","17","17_4",-18.75,36.115
"86","Trettin_et_al_2017","17","17_5",-18.75,36.115
"87","Trettin_et_al_2017","17","17_6",-18.75,36.115
"88","Trettin_et_al_2017","25","25_2",-18.76,36.144
"89","Trettin_et_al_2017","25","25_3",-18.76,36.144
"90","Trettin_et_al_2017","25","25_4",-18.76,36.144
"91","Trettin_et_al_2017","25","25_5",-18.76,36.144
"92","Trettin_et_al_2017","25","25_6",-18.76,36.144
"93","Trettin_et_al_2017","26","26_1",-18.762,36.139
"94","Trettin_et_al_2017","26","26_2",-18.762,36.139
"95","Trettin_et_al_2017","26","26_3",-18.762,36.139
"96","Trettin_et_al_2017","26","26_4",-18.762,36.139
"97","Trettin_et_al_2017","26","26_5",-18.762,36.139
"98","Trettin_et_al_2017","26","26_6",-18.762,36.139
"99","Trettin_et_al_2017","27","27_1",-18.766,36.15
"100","Trettin_et_al_2017","27","27_2",-18.766,36.15
"101","Trettin_et_al_2017","27","27_3",-18.766,36.15
"102","Trettin_et_al_2017","27","27_5",-18.766,36.15
"103","Trettin_et_al_2017","27","27_6",-18.766,36.15
"104","Trettin_et_al_2017","29","29_1",-18.767,36.151
"105","Trettin_et_al_2017","29","29_2",-18.767,36.151
"106","Trettin_et_al_2017","29","29_3",-18.767,36.151
"107","Trettin_et_al_2017","29","29_4",-18.767,36.151
"108","Trettin_et_al_2017","29","29_5",-18.767,36.151
"109","Trettin_et_al_2017","29","29_6",-18.767,36.151
"110","Trettin_et_al_2017","32B","32B_1",-18.746,36.21
"111","Trettin_et_al_2017","32B","32B_2",-18.746,36.21
"112","Trettin_et_al_2017","32B","32B_3",-18.746,36.21
"113","Trettin_et_al_2017","32B","32B_4",-18.746,36.21
"114","Trettin_et_al_2017","32B","32B_5",-18.746,36.21
"115","Trettin_et_al_2017","32B","32B_6",-18.746,36.21
"116","Trettin_et_al_2017","35","35_1",-18.747,36.216
"117","Trettin_et_al_2017","35","35_2",-18.747,36.216
"118","Trettin_et_al_2017","35","35_3",-18.747,36.216
"119","Trettin_et_al_2017","35","35_4",-18.747,36.216
"120","Trettin_et_al_2017","35","35_5",-18.747,36.216
"121","Trettin_et_al_2017","35","35_6",-18.747,36.216
"122","Trettin_et_al_2017","36","36_1",-18.746,36.223
"123","Trettin_et_al_2017","36","36_2",-18.746,36.223
"124","Trettin_et_al_2017","36","36_3",-18.746,36.223
"125","Trettin_et_al_2017","36","36_4",-18.746,36.223
"126","Trettin_et_al_2017","36","36_5",-18.746,36.223
"127","Trettin_et_al_2017","36","36_6",-18.746,36.223
"128","Trettin_et_al_2017","37","37_1",-18.752,36.214
"129","Trettin_et_al_2017","37","37_2",-18.752,36.214
"130","Trettin_et_al_2017","37","37_3",-18.752,36.214
"131","Trettin_et_al_2017","37","37_4",-18.752,36.214
"132","Trettin_et_al_2017","37","37_5",-18.752,36.214
"133","Trettin_et_al_2017","37","37_6",-18.752,36.214
"134","Trettin_et_al_2017","806","806_1",-18.808457,36.3035
"135","Trettin_et_al_2017","806","806_2",-18.808457,36.3035
"136","Trettin_et_al_2017","806","806_3",-18.808457,36.3035
"137","Trettin_et_al_2017","806","806_4",-18.808457,36.3035
"138","Trettin_et_al_2017","806","806_5",-18.808457,36.3035
"139","Trettin_et_al_2017","864","864_1",-18.818504,36.24601
"140","Trettin_et_al_2017","864","864_2",-18.818504,36.24601
"141","Trettin_et_al_2017","864","864_3",-18.818504,36.24601
"142","Trettin_et_al_2017","864","864_4",-18.818504,36.24601
"143","Trettin_et_al_2017","864","864_5",-18.818504,36.24601
"144","Trettin_et_al_2017","9001","9001_1",-18.831602,36.264041
"145","Trettin_et_al_2017","9001","9001_2",-18.831602,36.264041
"146","Trettin_et_al_2017","9001","9001_3",-18.831602,36.264041
"147","Trettin_et_al_2017","9001","9001_4",-18.831602,36.264041
"148","Trettin_et_al_2017","9001","9001_5",-18.831602,36.264041
"149","Trettin_et_al_2017","9002","9002_1",-18.850342,36.26043
"150","Trettin_et_al_2017","9002","9002_2",-18.850342,36.26043
"151","Trettin_et_al_2017","9002","9002_3",-18.850342,36.26043
"152","Trettin_et_al_2017","9002","9002_4",-18.850342,36.26043
"153","Trettin_et_al_2017","9003","9003_1",-18.875474,36.275058
"154","Trettin_et_al_2017","9003","9003_2",-18.875474,36.275058
"155","Trettin_et_al_2017","9003","9003_3",-18.875474,36.275058
"156","Trettin_et_al_2017","9003","9003_4",-18.875474,36.275058
"157","Trettin_et_al_2017","9003","9003_5",-18.875474,36.275058
"158","Trettin_et_al_2017","9004","9004_1",-18.833962,36.18594
"159","Trettin_et_al_2017","9004","9004_3",-18.833962,36.18594
"160","Trettin_et_al_2017","9004","9004_4",-18.833962,36.18594
"161","Trettin_et_al_2017","9004","9004_5",-18.833962,36.18594
"162","Trettin_et_al_2017","9005","9005_1",-18.824439,36.218115
"163","Trettin_et_al_2017","9005","9005_2",-18.824439,36.218115
"164","Trettin_et_al_2017","9005","9005_3",-18.824439,36.218115
"165","Trettin_et_al_2017","9005","9005_4",-18.824439,36.218115
"166","Trettin_et_al_2017","9005","9005_5",-18.824439,36.218115
"167","Trettin_et_al_2017","9006","9006_1",-18.870643,36.270942
"168","Trettin_et_al_2017","9006","9006_2",-18.870643,36.270942
"169","Trettin_et_al_2017","9006","9006_3",-18.870643,36.270942
"170","Trettin_et_al_2017","9006","9006_5",-18.870643,36.270942
"171","Trettin_et_al_2017","9007","9007_1",-18.822449,36.132373
"172","Trettin_et_al_2017","9007","9007_2",-18.822449,36.132373
"173","Trettin_et_al_2017","9007","9007_3",-18.822449,36.132373
"174","Trettin_et_al_2017","9007","9007_4",-18.822449,36.132373
"175","Trettin_et_al_2017","9007","9007_5",-18.822449,36.132373
"176","Trettin_et_al_2017","9008","9008_1",-18.812733,36.128404
"177","Trettin_et_al_2017","9008","9008_2",-18.812733,36.128404
"178","Trettin_et_al_2017","9008","9008_3",-18.812733,36.128404
"179","Trettin_et_al_2017","9008","9008_4",-18.812733,36.128404
"180","Trettin_et_al_2017","9008","9008_5",-18.812733,36.128404
"181","Trettin_et_al_2017","9009","9009_1",-18.845133,36.118808
"182","Trettin_et_al_2017","9009","9009_2",-18.845133,36.118808
"183","Trettin_et_al_2017","9009","9009_3",-18.845133,36.118808
"184","Trettin_et_al_2017","9009","9009_4",-18.845133,36.118808
"185","Trettin_et_al_2017","9009","9009_5",-18.845133,36.118808
"186","Trettin_et_al_2017","9010","9010_1",-18.891503,36.177483
"187","Trettin_et_al_2017","9010","9010_2",-18.891503,36.177483
"188","Trettin_et_al_2017","9010","9010_3",-18.891503,36.177483
"189","Trettin_et_al_2017","9010","9010_4",-18.891503,36.177483
"190","Trettin_et_al_2017","9010","9010_5",-18.891503,36.177483
"191","Trettin_et_al_2017","9011","9011_1",-18.884576,36.170079
"192","Trettin_et_al_2017","9011","9011_2",-18.884576,36.170079
"193","Trettin_et_al_2017","9011","9011_3",-18.884576,36.170079
"194","Trettin_et_al_2017","9011","9011_4",-18.884576,36.170079
"195","Trettin_et_al_2017","9011","9011_5",-18.884576,36.170079
"196","Trettin_et_al_2017","9012","9012_1",-18.895905,36.16247
"197","Trettin_et_al_2017","9012","9012_2",-18.895905,36.16247
"198","Trettin_et_al_2017","9012","9012_3",-18.895905,36.16247
"199","Trettin_et_al_2017","9012","9012_4",-18.895905,36.16247
"200","Trettin_et_al_2017","9012","9012_5",-18.895905,36.16247
"201","Trettin_et_al_2017","9013","9013_1",-18.873529,36.21079
"202","Trettin_et_al_2017","9013","9013_2",-18.873529,36.21079
"203","Trettin_et_al_2017","9013","9013_3",-18.873529,36.21079
"204","Trettin_et_al_2017","9013","9013_4",-18.873529,36.21079
"205","Trettin_et_al_2017","9013","9013_5",-18.873529,36.21079
"206","Trettin_et_al_2017","9014","9014_1",-18.881318,36.205854
"207","Trettin_et_al_2017","9014","9014_2",-18.881318,36.205854
"208","Trettin_et_al_2017","9014","9014_3",-18.881318,36.205854
"209","Trettin_et_al_2017","9014","9014_4",-18.881318,36.205854
"210","Trettin_et_al_2017","9014","9014_5",-18.881318,36.205854
"211","Trettin_et_al_2017","9017","9017_1",-18.869369,36.186352
"212","Trettin_et_al_2017","9017","9017_2",-18.869369,36.186352
"213","Trettin_et_al_2017","9017","9017_3",-18.869369,36.186352
"214","Trettin_et_al_2017","9017","9017_4",-18.869369,36.186352
"215","Trettin_et_al_2017","9017","9017_5",-18.869369,36.186352
"216","Trettin_et_al_2017","9018","9018_1",-18.865541,36.182005
"217","Trettin_et_al_2017","9018","9018_2",-18.865541,36.182005
"218","Trettin_et_al_2017","9018","9018_3",-18.865541,36.182005
"219","Trettin_et_al_2017","9018","9018_4",-18.865541,36.182005
"220","Trettin_et_al_2017","9018","9018_5",-18.865541,36.182005
"221","Trettin_et_al_2017","9019","9019_1",-18.881049,36.185503
"222","Trettin_et_al_2017","9019","9019_2",-18.881049,36.185503
"223","Trettin_et_al_2017","9019","9019_3",-18.881049,36.185503
"224","Trettin_et_al_2017","9019","9019_4",-18.881049,36.185503
"225","Trettin_et_al_2017","9019","9019_5",-18.881049,36.185503
"226","Trettin_et_al_2017","9020","9020_1",-18.864463,36.221288
"227","Trettin_et_al_2017","9020","9020_2",-18.864463,36.221288
"228","Trettin_et_al_2017","9020","9020_3",-18.864463,36.221288
"229","Trettin_et_al_2017","9020","9020_4",-18.864463,36.221288
"230","Trettin_et_al_2017","9020","9020_5",-18.864463,36.221288
"231","Trettin_et_al_2017","9021","9021_1",-18.868706,36.141405
"232","Trettin_et_al_2017","9021","9021_2",-18.868706,36.141405
"233","Trettin_et_al_2017","9021","9021_3",-18.868706,36.141405
"234","Trettin_et_al_2017","9021","9021_4",-18.868706,36.141405
"235","Trettin_et_al_2017","9021","9021_5",-18.868706,36.141405
"236","Trettin_et_al_2017","9022","9022_1",-18.84346,36.132076
"237","Trettin_et_al_2017","9022","9022_2",-18.84346,36.132076
"238","Trettin_et_al_2017","9022","9022_3",-18.84346,36.132076
"239","Trettin_et_al_2017","9022","9022_4",-18.84346,36.132076
"240","Trettin_et_al_2017","9022","9022_5",-18.84346,36.132076
"241","Trettin_et_al_2017","9023","9023_1",-18.88562,36.152977
"242","Trettin_et_al_2017","9023","9023_2",-18.88562,36.152977
"243","Trettin_et_al_2017","9023","9023_3",-18.88562,36.152977
"244","Trettin_et_al_2017","9023","9023_4",-18.88562,36.152977
"245","Trettin_et_al_2017","9023","9023_5",-18.88562,36.152977
"246","Trettin_et_al_2017","9024","9024_1",-18.823362,36.211684
"247","Trettin_et_al_2017","9024","9024_2",-18.823362,36.211684
"248","Trettin_et_al_2017","9024","9024_3",-18.823362,36.211684
"249","Trettin_et_al_2017","9024","9024_4",-18.823362,36.211684
"250","Trettin_et_al_2017","9025","9025_1",-18.851282,36.278995
"251","Trettin_et_al_2017","9025","9025_2",-18.851282,36.278995
"252","Trettin_et_al_2017","9025","9025_3",-18.851282,36.278995
"253","Trettin_et_al_2017","9025","9025_4",-18.851282,36.278995
"254","Trettin_et_al_2017","9025","9025_5",-18.851282,36.278995
"255","Trettin_et_al_2017","9027","9027_1",-18.860388,36.166532
"256","Trettin_et_al_2017","9027","9027_2",-18.860388,36.166532
"257","Trettin_et_al_2017","9027","9027_3",-18.860388,36.166532
"258","Trettin_et_al_2017","9027","9027_4",-18.860388,36.166532
"259","Trettin_et_al_2017","9027","9027_5",-18.860388,36.166532
