study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,c14_age,c14_age_se,c14_material,c14_notes,fraction_modern,fraction_modern_se,delta_c14,delta_c14_se,am241_activity,am241_activity_se
Brown_et_al_2026,Triangle,TRM16-02,64,65,TRM16-02_65,0.5042,0.125743753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,65,66,TRM16-02_66,0.4292,0.140260951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,66,67,TRM16-02_67,0.3699,0.167883212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,67,68,TRM16-02_68,0.5899,0.11154433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,68,69,TRM16-02_69,0.5966,0.089171975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,69,70,TRM16-02_70,0.6429,0.090371753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,70,71,TRM16-02_71,0.5495,0.091355778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,71,72,TRM16-02_72,0.5437,0.094353504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,72,73,TRM16-02_73,0.5023,0.107505475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,73,74,TRM16-02_74,0.5624,0.102418208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,74,75,TRM16-02_75,0.6246,0.098142811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,75,76,TRM16-02_76,0.4602,0.109083007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,76,77,TRM16-02_77,0.6454,0.079175705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,77,78,TRM16-02_78,0.8164,0.067123959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,78,79,TRM16-02_79,0.7126,0.079146786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,79,80,TRM16-02_80,0.6222,0.084538734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,80,81,TRM16-02_81,0.6646,0.071772495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,81,82,TRM16-02_82,0.662,0.08081571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,82,83,TRM16-02_83,0.6728,0.076099881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,83,84,TRM16-02_84,0.54990000000000006,0.111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,84,85,TRM16-02_85,0.6685,0.084218399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,85,86,TRM16-02_86,0.6842,0.080678164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,86,87,TRM16-02_87,0.5816,0.075481431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,87,88,TRM16-02_88,0.6297,0.075591552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,88,89,TRM16-02_89,0.6256,0.091112532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,89,90,TRM16-02_90,0.5175,0.09352657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,90,91,TRM16-02_91,0.5719,0.109109984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,91,92,TRM16-02_92,0.6385,0.076429131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,92,93,TRM16-02_93,0.5078,0.090783773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,93,94,TRM16-02_94,0.5848,0.082934337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,94,95,TRM16-02_95,0.5443,0.078449385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,95,96,TRM16-02_96,0.5426,0.085882787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,96,97,TRM16-02_97,0.5803,0.081681889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,97,98,TRM16-02_98,0.6825,0.077509158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,98,99,TRM16-02_99,0.6238,0.07181789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,99,100,TRM16-02_100,0.6485,0.079105628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,148,149,TRM16-02_149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,40,terrestrial,TRM16-02_149 Plant .063mgC,0.9601,0.0044,-39.9,4.4,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,240,241,TRM16-02_241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,15,terrestrial,TRM16-02-241,0.9574,0.0014,-42.6,1.4,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,324,325,TRM16-02_325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,15,terrestrial,TRM16-02 325 .11mgC,0.8968,0.0015,-103.2,1.5,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,426,427,TRM16-02_427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345,15,terrestrial,TRM16-02-427 .26mgC,0.8457,0.0013,-154.3,1.3,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,510,511,TRM16-02_511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905,15,terrestrial,TRM16-02 511,0.7889,0.0013,-211.1,1.3,NA,NA
Brown_et_al_2026,Triangle,TRM16-02,538,539,TRM16-02_539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310,110,terrestrial,TRM16-02_539 Plant .025mgC,0.6627,0.0086,-337.3,8.6,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,0,1,TRM16-03_1,0.5868,0.171267894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,1,2,TRM16-03_2,0.6271,0.129644395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,2,3,TRM16-03_3,0.625,0.11904000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,3,4,TRM16-03_4,0.609,0.124466338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,4,5,TRM16-03_5,0.7104,0.114583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,5,6,TRM16-03_6,0.6208,0.124033505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,6,7,TRM16-03_7,0.662,0.106344411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,7,8,TRM16-03_8,0.6352,0.111618388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,8,9,TRM16-03_9,0.678,0.094985251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,9,10,TRM16-03_10,0.7819,0.088758153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,10,11,TRM16-03_11,0.6482,0.09055847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,11,12,TRM16-03_12,0.7022,0.087154657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,12,13,TRM16-03_13,0.6801,0.082781944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,13,14,TRM16-03_14,0.6936,0.087658593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,14,15,TRM16-03_15,0.7784,0.093653649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,15,16,TRM16-03_16,0.6304,0.106916244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,16,17,TRM16-03_17,0.6133,0.086743845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,17,18,TRM16-03_18,0.5856,0.081113388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,18,19,TRM16-03_19,0.7053,0.082801645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,19,20,TRM16-03_20,0.8182,0.080053777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,20,21,TRM16-03_21,0.751,0.079227696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,21,22,TRM16-03_22,0.6835,0.080029261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,22,23,TRM16-03_23,0.7035,0.08869936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,23,24,TRM16-03_24,0.713,0.08401122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,24,25,TRM16-03_25,0.755,0.080529801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,25,26,TRM16-03_26,0.7009,0.082608075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,26,27,TRM16-03_27,0.659,0.091502276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,27,28,TRM16-03_28,0.6533,0.097351906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,28,29,TRM16-03_29,0.6478,0.096789132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,29,30,TRM16-03_30,0.6608,0.088226392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,30,31,TRM16-03_31,0.6469,0.08053795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,31,32,TRM16-03_32,0.581,0.078657487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,32,33,TRM16-03_33,0.6798,0.078993822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,33,34,TRM16-03_34,0.7193,0.081885166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,34,35,TRM16-03_35,0.5862,0.102695326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,35,36,TRM16-03_36,0.6492,0.098120764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,36,37,TRM16-03_37,0.6374,0.10260433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,37,38,TRM16-03_38,0.4953,0.132041187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,38,39,TRM16-03_39,0.5033,0.109676137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,39,40,TRM16-03_40,0.5291,0.098658099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,40,41,TRM16-03_41,0.5909,0.09832459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,41,42,TRM16-03_42,0.6227,0.097478722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,42,43,TRM16-03_43,0.5993,0.097447022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,43,44,TRM16-03_44,0.5576,0.092539455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,44,45,TRM16-03_45,0.6033,0.085861097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,45,46,TRM16-03_46,0.6,0.097166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,46,47,TRM16-03_47,0.5489,0.089998178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,47,48,TRM16-03_48,0.5337,0.106614203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,48,49,TRM16-03_49,0.6531,0.1010565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,49,50,TRM16-03_50,0.5966,0.08079115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,50,51,TRM16-03_51,0.6743,0.078155124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,51,52,TRM16-03_52,0.5903,0.102659665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,52,53,TRM16-03_53,0.6335,0.086029992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,53,54,TRM16-03_54,0.6453,0.086471409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,54,55,TRM16-03_55,0.5776,0.08933518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,55,56,TRM16-03_56,0.6381,0.083372512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,56,57,TRM16-03_57,0.5442,0.095185594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,57,58,TRM16-03_58,0.5847,0.0950915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,58,59,TRM16-03_59,0.67,0.076567164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,59,60,TRM16-03_60,0.5836,0.120973269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,60,61,TRM16-03_61,0.6144,0.078450521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,61,62,TRM16-03_62,0.6367,0.07852992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,62,63,TRM16-03_63,0.5599,0.087337024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,63,64,TRM16-03_64,0.5695,0.081826163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,64,65,TRM16-03_65,0.5663,0.091117782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,65,66,TRM16-03_66,0.6397,0.085821479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,66,67,TRM16-03_67,0.6082,0.080894443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,67,68,TRM16-03_68,0.7803,0.072408048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,68,69,TRM16-03_69,0.6374,0.081738312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,69,70,TRM16-03_70,0.7972,0.070245861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,70,71,TRM16-03_71,0.7419,0.067798895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,71,72,TRM16-03_72,0.7379,0.071283372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,72,73,TRM16-03_73,0.68,0.082941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,73,74,TRM16-03_74,0.651,0.083717358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,74,75,TRM16-03_75,0.5842,0.082505991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,75,76,TRM16-03_76,0.7152,0.070329978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,76,77,TRM16-03_77,0.5791,0.076498014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,77,78,TRM16-03_78,0.6328,0.080594185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,78,79,TRM16-03_79,0.5692,0.097680956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,79,80,TRM16-03_80,0.5852,0.083219412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,80,81,TRM16-03_81,0.676,0.075443787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,81,82,TRM16-03_82,0.6181,0.08380521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,82,83,TRM16-03_83,0.7063,0.077587427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,83,84,TRM16-03_84,0.6212,0.07340631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,84,85,TRM16-03_85,0.648,0.073611111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,85,86,TRM16-03_86,0.5748,0.073590814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,86,87,TRM16-03_87,0.6496,0.080818966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,87,88,TRM16-03_88,0.6782,0.084046004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,88,89,TRM16-03_89,0.5448,0.08314978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,89,90,TRM16-03_90,0.5904,0.071646341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,90,91,TRM16-03_91,0.6909,0.069185121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,91,92,TRM16-03_92,0.6505,0.068562644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Triangle,TRM16-03,92,93,TRM16-03_93,0.6406,0.06665626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
