study_id,coring_method,roots_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,cs137_counting_method,pb210_counting_method,c14_counting_method
Brown_et_al_2026,russian corer,roots and rhizomes included,corer limits compaction,105,1,to constant mass,550,4,gamma,gamma,AMS
